vehicle_id,citizen_id,vehicle_number,vehicle_type
VH003072,CID005094,KA54AB8022,Auto
VH003073,CID005096,KA20AB8282,Bike
VH003074,CID005097,KA67AB5185,Bike
VH003075,CID005098,KA81AB4513,Car
VH003076,CID005100,KA99AB2235,Auto
VH003077,CID005102,KA59AB1260,Truck
VH003078,CID005103,KA17AB2702,Car
VH003079,CID005105,KA19AB3866,Bike
VH003080,CID005107,KA42AB7762,Car
VH003081,CID005108,KA60AB1694,Truck
VH003082,CID005109,KA76AB3903,Auto
VH003083,CID005112,KA25AB6966,Auto
VH003084,CID005113,KA38AB3240,Bike
VH003085,CID005115,KA12AB5429,Auto
VH003086,CID005116,KA94AB6451,Truck
VH003087,CID005117,KA68AB2473,Bike
VH003088,CID005118,KA14AB6343,Bike
VH003089,CID005120,KA01AB2283,Truck
VH003090,CID005121,KA49AB3329,Truck
VH003091,CID005122,KA13AB5882,Truck
VH003092,CID005124,KA60AB5717,Auto
VH003093,CID005125,KA35AB6367,Bike
VH003094,CID005126,KA25AB6281,Auto
VH003095,CID005128,KA19AB7288,Truck
VH003096,CID005130,KA20AB9681,Auto
VH003097,CID005132,KA99AB7487,Truck
VH003098,CID005134,KA25AB2928,Auto
VH003099,CID005135,KA95AB8881,Car
VH003100,CID005136,KA79AB7525,Car
VH003101,CID005137,KA09AB6622,Truck
VH003102,CID005139,KA80AB2575,Bike
VH003103,CID005141,KA97AB3917,Car
VH003104,CID005143,KA75AB9951,Bike
VH003105,CID005144,KA78AB2031,Car
VH003106,CID005145,KA66AB9882,Truck
VH003107,CID005146,KA42AB8572,Auto
VH003108,CID005147,KA33AB5100,Auto
VH003109,CID005150,KA27AB4150,Car
VH003110,CID005151,KA59AB1186,Bike
VH003111,CID005152,KA12AB5542,Car
VH003112,CID005153,KA72AB8990,Bike
VH003113,CID005154,KA07AB1910,Car
VH003114,CID005155,KA26AB2451,Auto
VH003115,CID005156,KA66AB9386,Bike
VH003116,CID005157,KA71AB9791,Bike
VH003117,CID005158,KA81AB8681,Auto
VH003118,CID005160,KA57AB1606,Bike
VH003119,CID005161,KA25AB1812,Truck
VH003120,CID005162,KA87AB4551,Truck
VH003121,CID005163,KA84AB6214,Car
VH003122,CID005167,KA19AB7277,Truck
VH003123,CID005168,KA92AB8504,Bike
VH003124,CID005169,KA50AB8426,Car
VH003125,CID005170,KA20AB1133,Truck
VH003126,CID005171,KA61AB6615,Bike
VH003127,CID005174,KA88AB3965,Auto
VH003128,CID005175,KA27AB1299,Bike
VH003129,CID005177,KA13AB8305,Car
VH003130,CID005179,KA77AB5415,Bike
VH003131,CID005181,KA37AB1229,Car
VH003132,CID005182,KA75AB7607,Car
VH003133,CID005184,KA63AB2351,Car
VH003134,CID005186,KA17AB7882,Bike
VH003135,CID005187,KA68AB6198,Car
VH003136,CID005188,KA52AB4232,Auto
VH003137,CID005189,KA01AB8936,Auto
VH003138,CID005190,KA25AB9411,Truck
VH003139,CID005191,KA92AB9275,Auto
VH003140,CID005195,KA55AB7257,Auto
VH003141,CID005196,KA71AB8299,Truck
VH003142,CID005199,KA98AB1833,Car
VH003143,CID005200,KA22AB2572,Truck
VH003144,CID005202,KA78AB7622,Auto
VH003145,CID005203,KA80AB7024,Car
VH003146,CID005204,KA67AB9509,Truck
VH003147,CID005206,KA17AB2671,Bike
VH003148,CID005207,KA90AB3431,Truck
VH003149,CID005208,KA97AB1019,Truck
VH003150,CID005209,KA62AB5799,Bike
VH003151,CID005210,KA86AB9084,Truck
VH003152,CID005211,KA23AB6406,Car
VH003153,CID005213,KA96AB3142,Auto
VH003154,CID005214,KA76AB2196,Car
VH003155,CID005216,KA59AB2621,Bike
VH003156,CID005217,KA15AB4743,Truck
VH003157,CID005218,KA83AB5560,Truck
VH003158,CID005219,KA35AB8835,Bike
VH003159,CID005221,KA69AB5844,Bike
VH003160,CID005222,KA05AB5974,Truck
VH003161,CID005223,KA56AB6265,Car
VH003162,CID005224,KA04AB1082,Auto
VH003163,CID005225,KA38AB5311,Truck
VH003164,CID005227,KA11AB4791,Truck
VH003165,CID005228,KA43AB1141,Bike
VH003166,CID005229,KA45AB9517,Auto
VH003167,CID005230,KA57AB5692,Bike
VH003168,CID005231,KA59AB7767,Car
VH003169,CID005233,KA70AB2693,Bike
VH003170,CID005234,KA35AB7670,Auto
VH003171,CID005237,KA90AB1902,Car
VH003172,CID005238,KA44AB2089,Bike
VH003173,CID005239,KA73AB3506,Bike
VH003174,CID005242,KA96AB9754,Truck
VH003175,CID005243,KA12AB6271,Car
VH003176,CID005245,KA56AB7966,Car
VH003177,CID005246,KA52AB2457,Auto
VH003178,CID005247,KA98AB6059,Car
VH003179,CID005248,KA18AB7002,Auto
VH003180,CID005249,KA35AB2932,Car
VH003181,CID005250,KA50AB2728,Bike
VH003182,CID005252,KA80AB7353,Truck
VH003183,CID005254,KA46AB5028,Truck
VH003184,CID005255,KA34AB9654,Auto
VH003185,CID005256,KA46AB4639,Truck
VH003186,CID005257,KA58AB4009,Truck
VH003187,CID005258,KA36AB4932,Car
VH003188,CID005260,KA55AB3075,Bike
VH003189,CID005261,KA97AB4754,Car
VH003190,CID005262,KA86AB9610,Car
VH003191,CID005263,KA19AB8942,Bike
VH003192,CID005265,KA53AB9417,Bike
VH003193,CID005267,KA67AB2049,Truck
VH003194,CID005268,KA32AB2934,Car
VH003195,CID005269,KA27AB8412,Truck
VH003196,CID005270,KA69AB9010,Bike
VH003197,CID005272,KA02AB2044,Bike
VH003198,CID005276,KA39AB5477,Truck
VH003199,CID005277,KA24AB4929,Truck
VH003200,CID005279,KA47AB8875,Bike
VH003201,CID005280,KA02AB4689,Auto
VH003202,CID005281,KA31AB2400,Bike
VH003203,CID005284,KA73AB1331,Bike
VH003204,CID005285,KA80AB8459,Bike
VH003205,CID005286,KA72AB7373,Auto
VH003206,CID005287,KA40AB8119,Truck
VH003207,CID005289,KA59AB5620,Car
VH003208,CID005290,KA39AB9164,Bike
VH003209,CID005293,KA21AB7302,Car
VH003210,CID005294,KA27AB3053,Car
VH003211,CID005295,KA66AB5904,Bike
VH003212,CID005296,KA34AB2270,Truck
VH003213,CID005298,KA63AB4298,Auto
VH003214,CID005299,KA61AB3461,Bike
VH003215,CID005300,KA67AB9534,Bike
VH003216,CID005301,KA96AB1839,Truck
VH003217,CID005302,KA72AB1719,Car
VH003218,CID005303,KA52AB6861,Car
VH003219,CID005304,KA95AB7855,Truck
VH003220,CID005305,KA93AB1861,Truck
VH003221,CID005307,KA18AB3188,Auto
VH003222,CID005310,KA89AB7361,Bike
VH003223,CID005311,KA72AB4532,Auto
VH003224,CID005313,KA69AB5480,Bike
VH003225,CID005314,KA49AB7481,Truck
VH003226,CID005315,KA53AB1520,Bike
VH003227,CID005316,KA87AB9976,Truck
VH003228,CID005318,KA46AB5931,Truck
VH003229,CID005319,KA78AB1133,Bike
VH003230,CID005320,KA06AB5999,Truck
VH003231,CID005321,KA13AB8258,Bike
VH003232,CID005326,KA33AB7518,Bike
VH003233,CID005327,KA16AB6733,Truck
VH003234,CID005328,KA64AB9228,Truck
VH003235,CID005330,KA63AB6029,Car
VH003236,CID005331,KA60AB8116,Car
VH003237,CID005332,KA20AB1683,Auto
VH003238,CID005336,KA35AB4583,Car
VH003239,CID005339,KA14AB8008,Truck
VH003240,CID005340,KA61AB3016,Auto
VH003241,CID005344,KA07AB1007,Truck
VH003242,CID005345,KA42AB3794,Car
VH003243,CID005346,KA72AB8276,Auto
VH003244,CID005347,KA63AB6269,Car
VH003245,CID005350,KA37AB3907,Auto
VH003246,CID005353,KA73AB3413,Bike
VH003247,CID005354,KA70AB4265,Auto
VH003248,CID005355,KA09AB4867,Auto
VH003249,CID005356,KA88AB6451,Car
VH003250,CID005357,KA50AB1098,Bike
VH003251,CID005359,KA16AB9387,Truck
VH003252,CID005364,KA76AB6244,Auto
VH003253,CID005365,KA29AB6214,Truck
VH003254,CID005366,KA63AB4728,Bike
VH003255,CID005371,KA29AB5225,Bike
VH003256,CID005373,KA67AB3845,Car
VH003257,CID005374,KA59AB7338,Car
VH003258,CID005377,KA53AB4566,Truck
VH003259,CID005380,KA78AB2721,Bike
VH003260,CID005381,KA92AB5201,Auto
VH003261,CID005382,KA19AB6272,Auto
VH003262,CID005384,KA59AB7638,Bike
VH003263,CID005388,KA50AB7287,Auto
VH003264,CID005389,KA53AB1081,Auto
VH003265,CID005390,KA82AB9931,Auto
VH003266,CID005391,KA49AB7071,Car
VH003267,CID005392,KA94AB6500,Car
VH003268,CID005394,KA37AB7962,Truck
VH003269,CID005396,KA31AB7618,Bike
VH003270,CID005397,KA03AB8989,Car
VH003271,CID005398,KA46AB5638,Auto
VH003272,CID005402,KA34AB3913,Auto
VH003273,CID005403,KA25AB1108,Truck
VH003274,CID005407,KA49AB6187,Auto
VH003275,CID005410,KA35AB1511,Truck
VH003276,CID005411,KA89AB3427,Auto
VH003277,CID005414,KA03AB7826,Truck
VH003278,CID005415,KA61AB3042,Bike
VH003279,CID005416,KA62AB3747,Truck
VH003280,CID005418,KA68AB8973,Auto
VH003281,CID005421,KA05AB4414,Car
VH003282,CID005422,KA37AB8037,Car
VH003283,CID005423,KA31AB3665,Bike
VH003284,CID005427,KA77AB8222,Truck
VH003285,CID005429,KA04AB1451,Bike
VH003286,CID005430,KA37AB3506,Car
VH003287,CID005433,KA24AB7597,Bike
VH003288,CID005435,KA12AB9125,Truck
VH003289,CID005437,KA93AB3149,Auto
VH003290,CID005439,KA68AB3860,Bike
VH003291,CID005441,KA54AB9256,Truck
VH003292,CID005443,KA23AB6753,Car
VH003293,CID005445,KA42AB5465,Auto
VH003294,CID005451,KA87AB7209,Bike
VH003295,CID005453,KA35AB9756,Bike
VH003296,CID005454,KA73AB2812,Truck
VH003297,CID005455,KA56AB6891,Car
VH003298,CID005462,KA44AB7191,Car
VH003299,CID005464,KA32AB4910,Auto
VH003300,CID005465,KA54AB3148,Car
VH003301,CID005468,KA61AB7930,Bike
VH003302,CID005472,KA36AB8055,Car
VH003303,CID005475,KA07AB3295,Auto
VH003304,CID005478,KA38AB8961,Truck
VH003305,CID005479,KA06AB5961,Car
VH003306,CID005480,KA40AB7814,Auto
VH003307,CID005481,KA14AB4974,Car
VH003308,CID005488,KA47AB8959,Car
VH003309,CID005489,KA58AB2414,Auto
VH003310,CID005490,KA66AB3034,Bike
VH003311,CID005496,KA98AB8613,Car
VH003312,CID005497,KA11AB6258,Auto
VH003313,CID005498,KA74AB2392,Truck
VH003314,CID005499,KA12AB8829,Bike
VH003315,CID005500,KA08AB2863,Bike
VH003316,CID005503,KA05AB8613,Bike
VH003317,CID005505,KA86AB1751,Auto
VH003318,CID005506,KA13AB1283,Truck
VH003319,CID005509,KA36AB2340,Car
VH003320,CID005510,KA72AB5639,Car
VH003321,CID005511,KA51AB3852,Car
VH003322,CID005512,KA95AB1909,Bike
VH003323,CID005513,KA71AB2404,Auto
VH003324,CID005515,KA94AB7815,Bike
VH003325,CID005517,KA50AB6867,Truck
VH003326,CID005519,KA37AB7227,Truck
VH003327,CID005520,KA81AB6802,Auto
VH003328,CID005521,KA90AB5165,Car
VH003329,CID005524,KA74AB4721,Bike
VH003330,CID005525,KA24AB7441,Truck
VH003331,CID005526,KA10AB1183,Car
VH003332,CID005528,KA43AB1567,Auto
VH003333,CID005529,KA76AB7426,Truck
VH003334,CID005531,KA34AB7899,Auto
VH003335,CID005532,KA44AB5833,Bike
VH003336,CID005534,KA87AB5654,Car
VH003337,CID005535,KA36AB9424,Car
VH003338,CID005537,KA34AB4565,Car
VH003339,CID005539,KA29AB5222,Auto
VH003340,CID005540,KA26AB9302,Bike
VH003341,CID005541,KA60AB7771,Auto
VH003342,CID005543,KA93AB7547,Auto
VH003343,CID005544,KA98AB2490,Auto
VH003344,CID005547,KA66AB3391,Truck
VH003345,CID005548,KA20AB8753,Auto
VH003346,CID005551,KA54AB6964,Truck
VH003347,CID005552,KA64AB1254,Truck
VH003348,CID005553,KA81AB4703,Bike
VH003349,CID005557,KA94AB9143,Auto
VH003350,CID005560,KA93AB8636,Truck
VH003351,CID005561,KA80AB1841,Car
VH003352,CID005563,KA54AB3672,Auto
VH003353,CID005565,KA27AB4885,Truck
VH003354,CID005566,KA62AB7775,Truck
VH003355,CID005568,KA02AB7643,Auto
VH003356,CID005570,KA42AB2972,Auto
VH003357,CID005571,KA63AB1742,Auto
VH003358,CID005574,KA72AB4879,Auto
VH003359,CID005575,KA86AB3543,Car
VH003360,CID005576,KA69AB3858,Auto
VH003361,CID005577,KA89AB4198,Bike
VH003362,CID005579,KA44AB8242,Truck
VH003363,CID005581,KA42AB3725,Truck
VH003364,CID005582,KA64AB2973,Truck
VH003365,CID005584,KA07AB3791,Truck
VH003366,CID005587,KA41AB3997,Truck
VH003367,CID005589,KA39AB4826,Car
VH003368,CID005591,KA09AB8222,Car
VH003369,CID005592,KA68AB7820,Auto
VH003370,CID005593,KA44AB2558,Bike
VH003371,CID005598,KA57AB9917,Bike
VH003372,CID005599,KA37AB8858,Truck
VH003373,CID005600,KA97AB2554,Bike
VH003374,CID005601,KA93AB1381,Bike
VH003375,CID005602,KA07AB9099,Auto
VH003376,CID005603,KA81AB4324,Bike
VH003377,CID005605,KA33AB3637,Bike
VH003378,CID005608,KA23AB7652,Auto
VH003379,CID005610,KA98AB1406,Truck
VH003380,CID005612,KA87AB7865,Car
VH003381,CID005613,KA05AB2895,Car
VH003382,CID005614,KA72AB4942,Bike
VH003383,CID005617,KA54AB2419,Bike
VH003384,CID005620,KA64AB5605,Bike
VH003385,CID005621,KA63AB5216,Car
VH003386,CID005622,KA65AB2920,Car
VH003387,CID005623,KA16AB7704,Auto
VH003388,CID005625,KA98AB8058,Auto
VH003389,CID005627,KA19AB9447,Car
VH003390,CID005628,KA01AB2810,Bike
VH003391,CID005632,KA93AB1461,Auto
VH003392,CID005633,KA51AB4169,Auto
VH003393,CID005635,KA28AB6726,Auto
VH003394,CID005638,KA68AB4852,Truck
VH003395,CID005639,KA14AB8820,Auto
VH003396,CID005642,KA56AB5140,Car
VH003397,CID005646,KA71AB5673,Car
VH003398,CID005648,KA20AB5380,Bike
VH003399,CID005650,KA61AB6682,Car
VH003400,CID005652,KA11AB9865,Bike
VH003401,CID005653,KA64AB2431,Auto
VH003402,CID005654,KA12AB2638,Car
VH003403,CID005655,KA23AB6731,Bike
VH003404,CID005656,KA85AB6100,Truck
VH003405,CID005660,KA42AB9298,Truck
VH003406,CID005661,KA22AB9375,Bike
VH003407,CID005662,KA58AB6992,Car
VH003408,CID005664,KA15AB1968,Car
VH003409,CID005665,KA15AB9783,Truck
VH003410,CID005668,KA12AB4266,Bike
VH003411,CID005669,KA57AB5130,Car
VH003412,CID005670,KA93AB9113,Car
VH003413,CID005671,KA29AB7875,Car
VH003414,CID005675,KA87AB2677,Truck
VH003415,CID005676,KA67AB6485,Truck
VH003416,CID005677,KA84AB4851,Auto
VH003417,CID005678,KA47AB1884,Car
VH003418,CID005679,KA35AB6963,Bike
VH003419,CID005686,KA12AB4141,Auto
VH003420,CID005687,KA43AB9557,Bike
VH003421,CID005689,KA27AB6883,Car
VH003422,CID005691,KA74AB7691,Auto
VH003423,CID005692,KA71AB6998,Auto
VH003424,CID005693,KA81AB5640,Auto
VH003425,CID005694,KA74AB7561,Car
VH003426,CID005697,KA37AB9365,Auto
VH003427,CID005700,KA89AB5743,Auto
VH003428,CID005703,KA34AB3001,Auto
VH003429,CID005705,KA80AB7549,Auto
VH003430,CID005706,KA88AB6501,Auto
VH003431,CID005708,KA35AB6820,Auto
VH003432,CID005709,KA36AB5331,Bike
VH003433,CID005710,KA90AB3245,Bike
VH003434,CID005712,KA09AB6479,Car
VH003435,CID005713,KA65AB1888,Bike
VH003436,CID005719,KA28AB2313,Truck
VH003437,CID005720,KA82AB2735,Auto
VH003438,CID005721,KA09AB1581,Car
VH003439,CID005722,KA98AB7111,Bike
VH003440,CID005724,KA47AB7038,Auto
VH003441,CID005726,KA71AB7082,Auto
VH003442,CID005727,KA69AB3156,Car
VH003443,CID005728,KA49AB9274,Auto
VH003444,CID005729,KA10AB5394,Truck
VH003445,CID005733,KA44AB4102,Truck
VH003446,CID005736,KA41AB2596,Bike
VH003447,CID005737,KA38AB2139,Bike
VH003448,CID005738,KA46AB6479,Car
VH003449,CID005742,KA13AB2651,Truck
VH003450,CID005743,KA26AB3657,Truck
VH003451,CID005744,KA36AB9631,Auto
VH003452,CID005745,KA30AB5948,Car
VH003453,CID005749,KA85AB7214,Bike
VH003454,CID005750,KA64AB5085,Auto
VH003455,CID005751,KA16AB5578,Bike
VH003456,CID005752,KA87AB8068,Car
VH003457,CID005753,KA75AB7501,Truck
VH003458,CID005755,KA74AB3504,Bike
VH003459,CID005757,KA23AB1685,Car
VH003460,CID005758,KA51AB7553,Auto
VH003461,CID005761,KA93AB5974,Bike
VH003462,CID005762,KA92AB6648,Truck
VH003463,CID005763,KA54AB4189,Bike
VH003464,CID005765,KA54AB9485,Auto
VH003465,CID005767,KA39AB4566,Car
VH003466,CID005768,KA47AB2151,Bike
VH003467,CID005769,KA81AB5891,Truck
VH003468,CID005770,KA59AB5727,Car
VH003469,CID005771,KA20AB1802,Car
VH003470,CID005776,KA13AB1007,Car
VH003471,CID005778,KA30AB1169,Car
VH003472,CID005779,KA50AB8989,Auto
VH003473,CID005780,KA01AB6799,Bike
VH003474,CID005781,KA39AB9329,Car
VH003475,CID005783,KA37AB1522,Auto
VH003476,CID005784,KA65AB6240,Truck
VH003477,CID005785,KA47AB3240,Truck
VH003478,CID005786,KA92AB2916,Truck
VH003479,CID005788,KA04AB5462,Car
VH003480,CID005790,KA69AB6516,Auto
VH003481,CID005792,KA02AB1172,Auto
VH003482,CID005794,KA81AB8598,Bike
VH003483,CID005795,KA13AB9229,Auto
VH003484,CID005797,KA42AB4357,Bike
VH003485,CID005799,KA43AB8754,Truck
VH003486,CID005803,KA60AB7728,Auto
VH003487,CID005806,KA17AB6850,Car
VH003488,CID005808,KA47AB4197,Auto
VH003489,CID005809,KA39AB8780,Truck
VH003490,CID005812,KA15AB6190,Bike
VH003491,CID005813,KA85AB5769,Truck
VH003492,CID005814,KA42AB7151,Car
VH003493,CID005816,KA59AB2057,Truck
VH003494,CID005819,KA99AB2640,Auto
VH003495,CID005820,KA56AB1614,Bike
VH003496,CID005824,KA83AB4750,Truck
VH003497,CID005826,KA20AB3775,Bike
VH003498,CID005827,KA95AB1512,Truck
VH003499,CID005828,KA14AB8274,Car
VH003500,CID005830,KA77AB6253,Auto
VH003501,CID005831,KA02AB2158,Car
VH003502,CID005832,KA92AB7260,Bike
VH003503,CID005833,KA22AB4569,Car
VH003504,CID005835,KA70AB3295,Truck
VH003505,CID005837,KA04AB3496,Auto
VH003506,CID005839,KA57AB6977,Truck
VH003507,CID005840,KA75AB1788,Bike
VH003508,CID005841,KA69AB6758,Truck
VH003509,CID005842,KA87AB7632,Car
VH003510,CID005846,KA56AB5440,Truck
VH003511,CID005851,KA17AB2248,Car
VH003512,CID005853,KA17AB9399,Truck
VH003513,CID005854,KA23AB5699,Auto
VH003514,CID005856,KA69AB4198,Truck
VH003515,CID005858,KA77AB6579,Car
VH003516,CID005861,KA45AB2312,Bike
VH003517,CID005863,KA21AB6597,Auto
VH003518,CID005865,KA16AB3981,Auto
VH003519,CID005866,KA61AB2081,Auto
VH003520,CID005867,KA99AB1522,Bike
VH003521,CID005868,KA56AB4885,Car
VH003522,CID005870,KA81AB3932,Car
VH003523,CID005872,KA37AB1037,Bike
VH003524,CID005873,KA59AB4928,Truck
VH003525,CID005874,KA15AB4496,Truck
VH003526,CID005875,KA92AB4451,Bike
VH003527,CID005880,KA61AB8938,Truck
VH003528,CID005881,KA79AB7944,Truck
VH003529,CID005882,KA83AB9175,Bike
VH003530,CID005883,KA61AB3733,Bike
VH003531,CID005885,KA38AB3345,Truck
VH003532,CID005886,KA20AB9998,Car
VH003533,CID005887,KA60AB9255,Bike
VH003534,CID005889,KA18AB4814,Bike
VH003535,CID005890,KA47AB2790,Bike
VH003536,CID005892,KA78AB6115,Car
VH003537,CID005894,KA43AB5743,Truck
VH003538,CID005896,KA51AB9317,Bike
VH003539,CID005898,KA59AB2157,Truck
VH003540,CID005899,KA25AB5258,Car
VH003541,CID005901,KA64AB5594,Car
VH003542,CID005903,KA82AB6450,Car
VH003543,CID005908,KA41AB2183,Auto
VH003544,CID005909,KA69AB6355,Car
VH003545,CID005911,KA99AB3824,Auto
VH003546,CID005912,KA08AB3899,Car
VH003547,CID005914,KA57AB3971,Bike
VH003548,CID005915,KA78AB3582,Bike
VH003549,CID005916,KA77AB2656,Car
VH003550,CID005917,KA07AB4341,Auto
VH003551,CID005918,KA62AB3212,Truck
VH003552,CID005919,KA40AB6443,Truck
VH003553,CID005920,KA98AB4116,Auto
VH003554,CID005921,KA60AB8777,Car
VH003555,CID005923,KA12AB7718,Bike
VH003556,CID005929,KA70AB1008,Auto
VH003557,CID005930,KA77AB6005,Auto
VH003558,CID005932,KA25AB5650,Truck
VH003559,CID005934,KA43AB7560,Auto
VH003560,CID005935,KA93AB8697,Bike
VH003561,CID005936,KA10AB3673,Car
VH003562,CID005937,KA48AB2642,Auto
VH003563,CID005938,KA04AB3754,Auto
VH003564,CID005940,KA89AB7283,Bike
VH003565,CID005943,KA06AB8698,Auto
VH003566,CID005944,KA28AB1299,Truck
VH003567,CID005945,KA86AB1880,Auto
VH003568,CID005946,KA93AB9025,Auto
VH003569,CID005947,KA01AB6083,Car
VH003570,CID005949,KA41AB1392,Auto
VH003571,CID005950,KA61AB4793,Bike
VH003572,CID005952,KA06AB4543,Bike
VH003573,CID005953,KA51AB7985,Car
VH003574,CID005954,KA98AB3750,Truck
VH003575,CID005955,KA13AB4165,Bike
VH003576,CID005958,KA81AB6018,Car
VH003577,CID005959,KA42AB6181,Truck
VH003578,CID005961,KA33AB6609,Car
VH003579,CID005962,KA35AB1257,Truck
VH003580,CID005967,KA76AB8408,Bike
VH003581,CID005968,KA71AB6020,Auto
VH003582,CID005970,KA07AB6818,Truck
VH003583,CID005972,KA70AB5000,Auto
VH003584,CID005973,KA82AB8607,Bike
VH003585,CID005974,KA92AB2261,Truck
VH003586,CID005975,KA78AB9548,Truck
VH003587,CID005976,KA34AB6560,Truck
VH003588,CID005977,KA41AB8759,Auto
VH003589,CID005981,KA06AB9426,Car
VH003590,CID005982,KA21AB1976,Truck
VH003591,CID005984,KA72AB8973,Bike
VH003592,CID005985,KA91AB9839,Auto
VH003593,CID005986,KA89AB8059,Bike
VH003594,CID005988,KA30AB4485,Car
VH003595,CID005989,KA10AB4880,Auto
VH003596,CID005991,KA49AB9931,Auto
VH003597,CID005992,KA13AB7284,Truck
VH003598,CID005993,KA60AB7753,Auto
VH003599,CID005995,KA85AB5293,Car
VH003600,CID005996,KA72AB4553,Bike
VH003601,CID005997,KA72AB2309,Truck
VH003602,CID005999,KA40AB3146,Auto
VH003603,CID006000,KA43AB6391,Truck
VH003604,CID006001,KA11AB9257,Bike
VH003605,CID006006,KA89AB5788,Bike
VH003606,CID006007,KA13AB8038,Car
VH003607,CID006008,KA36AB3965,Truck
VH003608,CID006013,KA94AB3815,Car
VH003609,CID006015,KA78AB8067,Truck
VH003610,CID006016,KA29AB4672,Bike
VH003611,CID006017,KA95AB5007,Car
VH003612,CID006018,KA68AB3569,Truck
VH003613,CID006019,KA11AB5266,Car
VH003614,CID006020,KA87AB4009,Car
VH003615,CID006022,KA37AB3768,Car
VH003616,CID006023,KA33AB3710,Bike
VH003617,CID006025,KA45AB9644,Truck
VH003618,CID006028,KA13AB3611,Truck
VH003619,CID006030,KA62AB6666,Auto
VH003620,CID006032,KA37AB6166,Auto
VH003621,CID006033,KA68AB6885,Truck
VH003622,CID006034,KA92AB4973,Truck
VH003623,CID006037,KA48AB5367,Bike
VH003624,CID006038,KA21AB6591,Auto
VH003625,CID006039,KA15AB8799,Bike
VH003626,CID006040,KA53AB9023,Auto
VH003627,CID006041,KA33AB2592,Car
VH003628,CID006046,KA88AB7762,Truck
VH003629,CID006048,KA68AB7991,Car
VH003630,CID006049,KA90AB2068,Bike
VH003631,CID006050,KA57AB7926,Truck
VH003632,CID006053,KA75AB9486,Car
VH003633,CID006055,KA35AB9265,Auto
VH003634,CID006056,KA38AB6138,Auto
VH003635,CID006057,KA58AB7853,Truck
VH003636,CID006059,KA42AB4453,Auto
VH003637,CID006060,KA41AB7787,Bike
VH003638,CID006061,KA80AB8402,Auto
VH003639,CID006062,KA74AB2162,Truck
VH003640,CID006063,KA27AB8593,Car
VH003641,CID006064,KA47AB7146,Auto
VH003642,CID006065,KA45AB2532,Truck
VH003643,CID006066,KA21AB6016,Bike
VH003644,CID006068,KA47AB7625,Truck
VH003645,CID006069,KA55AB4530,Auto
VH003646,CID006071,KA86AB5397,Car
VH003647,CID006072,KA36AB7244,Bike
VH003648,CID006073,KA07AB9450,Truck
VH003649,CID006074,KA33AB8109,Car
VH003650,CID006075,KA39AB9081,Car
VH003651,CID006080,KA40AB6702,Car
VH003652,CID006081,KA03AB9465,Auto
VH003653,CID006085,KA26AB6265,Auto
VH003654,CID006087,KA24AB4603,Truck
VH003655,CID006088,KA61AB3897,Truck
VH003656,CID006089,KA68AB6627,Truck
VH003657,CID006090,KA83AB4165,Bike
VH003658,CID006091,KA90AB7222,Car
VH003659,CID006094,KA79AB4982,Car
VH003660,CID006096,KA96AB7534,Auto
VH003661,CID006097,KA03AB8394,Truck
VH003662,CID006098,KA90AB3571,Car
VH003663,CID006100,KA42AB2714,Car
VH003664,CID006101,KA72AB7623,Car
VH003665,CID006102,KA52AB8622,Truck
VH003666,CID006104,KA31AB6536,Car
VH003667,CID006107,KA18AB1028,Car
VH003668,CID006109,KA53AB6902,Auto
VH003669,CID006111,KA20AB9560,Car
VH003670,CID006116,KA93AB9893,Bike
VH003671,CID006117,KA16AB9511,Car
VH003672,CID006119,KA61AB9115,Truck
VH003673,CID006121,KA22AB4411,Car
VH003674,CID006122,KA03AB7859,Auto
VH003675,CID006124,KA50AB1034,Car
VH003676,CID006125,KA03AB2835,Truck
VH003677,CID006126,KA98AB6289,Car
VH003678,CID006127,KA12AB1164,Auto
VH003679,CID006136,KA71AB5410,Auto
VH003680,CID006139,KA87AB5080,Truck
VH003681,CID006140,KA97AB6098,Car
VH003682,CID006142,KA70AB8503,Truck
VH003683,CID006146,KA36AB8173,Car
VH003684,CID006147,KA42AB4714,Auto
VH003685,CID006150,KA95AB5605,Truck
VH003686,CID006151,KA74AB7664,Auto
VH003687,CID006152,KA83AB4768,Auto
VH003688,CID006153,KA15AB7882,Auto
VH003689,CID006155,KA24AB1352,Car
VH003690,CID006157,KA66AB9115,Truck
VH003691,CID006158,KA51AB1749,Car
VH003692,CID006159,KA28AB7820,Auto
VH003693,CID006161,KA78AB5893,Auto
VH003694,CID006162,KA99AB7713,Bike
VH003695,CID006163,KA06AB3710,Truck
VH003696,CID006164,KA48AB8229,Truck
VH003697,CID006167,KA06AB9347,Bike
VH003698,CID006168,KA09AB2128,Truck
VH003699,CID006169,KA72AB4745,Bike
VH003700,CID006171,KA24AB4818,Truck
VH003701,CID006175,KA21AB9219,Truck
VH003702,CID006178,KA61AB6853,Truck
VH003703,CID006180,KA55AB9147,Auto
VH003704,CID006181,KA41AB6249,Auto
VH003705,CID006182,KA23AB3440,Car
VH003706,CID006184,KA29AB1443,Bike
VH003707,CID006185,KA47AB1434,Car
VH003708,CID006186,KA24AB9347,Car
VH003709,CID006187,KA79AB6996,Car
VH003710,CID006188,KA49AB2489,Auto
VH003711,CID006189,KA18AB9330,Auto
VH003712,CID006191,KA41AB8211,Bike
VH003713,CID006192,KA34AB3375,Auto
