victim_id,case_id,citizen_id,injury_level
VIC003683,CASE002535,CID000484,None
VIC003684,CASE000103,CID009565,None
VIC003685,CASE005110,CID002127,Critical
VIC003686,CASE001566,CID008837,Serious
VIC003687,CASE008878,CID003567,Serious
VIC003688,CASE005883,CID008512,Minor
VIC003689,CASE009442,CID000875,Critical
VIC003690,CASE000825,CID008750,Minor
VIC003691,CASE001568,CID006704,Minor
VIC003692,CASE001857,CID009595,Minor
VIC003693,CASE002516,CID005276,Minor
VIC003694,CASE000236,CID004404,Critical
VIC003695,CASE006483,CID006694,Minor
VIC003696,CASE003617,CID008129,Serious
VIC003697,CASE004417,CID000657,Serious
VIC003698,CASE004813,CID009837,None
VIC003699,CASE006591,CID001947,Critical
VIC003700,CASE004903,CID005552,Critical
VIC003701,CASE008972,CID006485,Critical
VIC003702,CASE005472,CID009424,Serious
VIC003703,CASE008066,CID003993,None
VIC003704,CASE008632,CID001542,Critical
VIC003705,CASE002186,CID004379,Critical
VIC003706,CASE001065,CID003660,Serious
VIC003707,CASE007821,CID002010,Critical
VIC003708,CASE002293,CID008321,Serious
VIC003709,CASE002084,CID004218,Critical
VIC003710,CASE005259,CID000524,Critical
VIC003711,CASE001364,CID002907,Minor
VIC003712,CASE007220,CID004093,Critical
VIC003713,CASE004427,CID003151,Serious
VIC003714,CASE000707,CID006027,None
VIC003715,CASE001461,CID004002,Minor
VIC003716,CASE007254,CID006159,Serious
VIC003717,CASE001996,CID006013,Minor
VIC003718,CASE004310,CID002366,Critical
VIC003719,CASE004750,CID009587,None
VIC003720,CASE001597,CID006060,Serious
VIC003721,CASE001532,CID008628,Critical
VIC003722,CASE000501,CID000227,Serious
VIC003723,CASE006477,CID004453,None
VIC003724,CASE006774,CID008503,None
VIC003725,CASE001079,CID004031,Serious
VIC003726,CASE002729,CID002647,Critical
VIC003727,CASE000260,CID006998,Serious
VIC003728,CASE003508,CID001210,None
VIC003729,CASE002876,CID002058,Critical
VIC003730,CASE000904,CID009391,Minor
VIC003731,CASE007073,CID008484,Minor
VIC003732,CASE008433,CID002216,Serious
VIC003733,CASE006111,CID009899,Minor
VIC003734,CASE008139,CID009117,Minor
VIC003735,CASE007635,CID005517,Serious
VIC003736,CASE007271,CID004711,None
VIC003737,CASE008871,CID000280,None
VIC003738,CASE000577,CID002227,Critical
VIC003739,CASE004471,CID007924,Minor
VIC003740,CASE009691,CID000304,Serious
VIC003741,CASE006939,CID001413,None
VIC003742,CASE002725,CID006224,Critical
VIC003743,CASE003856,CID005845,Minor
VIC003744,CASE004044,CID008486,Serious
VIC003745,CASE008627,CID008198,Critical
VIC003746,CASE008852,CID006367,Critical
VIC003747,CASE006766,CID000930,Minor
VIC003748,CASE005210,CID006390,None
VIC003749,CASE002694,CID008266,None
VIC003750,CASE008830,CID000103,None
VIC003751,CASE008798,CID001449,Serious
VIC003752,CASE005325,CID002359,None
VIC003753,CASE002217,CID006489,Minor
VIC003754,CASE009760,CID008858,Serious
VIC003755,CASE002974,CID008822,Serious
VIC003756,CASE000815,CID008516,Critical
VIC003757,CASE004481,CID004478,Critical
VIC003758,CASE008846,CID008458,Critical
VIC003759,CASE003032,CID008199,Critical
VIC003760,CASE003139,CID006365,Serious
VIC003761,CASE003995,CID009186,Critical
VIC003762,CASE001147,CID004488,Minor
VIC003763,CASE007161,CID000621,Serious
VIC003764,CASE004266,CID008306,Minor
VIC003765,CASE007208,CID004126,Serious
VIC003766,CASE000348,CID002807,Critical
VIC003767,CASE000397,CID006971,Minor
VIC003768,CASE004815,CID002308,Critical
VIC003769,CASE008089,CID003931,Critical
VIC003770,CASE005911,CID001115,Critical
VIC003771,CASE003705,CID000130,Critical
VIC003772,CASE005329,CID007976,Serious
VIC003773,CASE001688,CID004961,None
VIC003774,CASE005097,CID003163,Critical
VIC003775,CASE002631,CID005602,Serious
VIC003776,CASE000650,CID001351,Minor
VIC003777,CASE005108,CID003758,Minor
VIC003778,CASE000914,CID003000,Minor
VIC003779,CASE000594,CID002180,Serious
VIC003780,CASE004741,CID005630,Minor
VIC003781,CASE009994,CID006769,None
VIC003782,CASE006356,CID007009,None
VIC003783,CASE003460,CID008499,None
VIC003784,CASE004013,CID003766,Minor
VIC003785,CASE003596,CID001010,Minor
VIC003786,CASE008562,CID005163,Minor
VIC003787,CASE000613,CID003075,Serious
VIC003788,CASE009807,CID005752,Serious
VIC003789,CASE000872,CID005701,Minor
VIC003790,CASE007060,CID000763,Critical
VIC003791,CASE005196,CID004991,Critical
VIC003792,CASE005412,CID008763,Minor
VIC003793,CASE009449,CID006834,Serious
VIC003794,CASE001037,CID005237,Critical
VIC003795,CASE007300,CID001052,Critical
VIC003796,CASE006318,CID008850,None
VIC003797,CASE001000,CID008942,Critical
VIC003798,CASE008836,CID007536,Minor
VIC003799,CASE005033,CID008946,Serious
VIC003800,CASE003471,CID003865,Critical
VIC003801,CASE007477,CID003090,None
VIC003802,CASE009419,CID005861,Critical
VIC003803,CASE000244,CID003442,Critical
VIC003804,CASE005379,CID000358,Serious
VIC003805,CASE001942,CID006589,Critical
VIC003806,CASE005657,CID005673,None
VIC003807,CASE009603,CID004848,None
VIC003808,CASE007796,CID009142,Serious
VIC003809,CASE007244,CID003960,Critical
VIC003810,CASE004780,CID002086,Critical
VIC003811,CASE003283,CID007415,Critical
VIC003812,CASE006617,CID002411,None
VIC003813,CASE000664,CID004906,Critical
VIC003814,CASE009375,CID007466,None
VIC003815,CASE006400,CID002044,None
VIC003816,CASE009509,CID007433,Critical
VIC003817,CASE001952,CID006594,None
VIC003818,CASE002725,CID007412,Critical
VIC003819,CASE006066,CID003528,None
VIC003820,CASE002246,CID002912,Serious
VIC003821,CASE000254,CID007007,Minor
VIC003822,CASE002326,CID005390,Serious
VIC003823,CASE000217,CID006063,Minor
VIC003824,CASE006321,CID000249,Serious
VIC003825,CASE008690,CID001827,Serious
VIC003826,CASE005277,CID002746,Critical
VIC003827,CASE005961,CID009689,Serious
VIC003828,CASE006702,CID001246,Minor
VIC003829,CASE004518,CID007154,Critical
VIC003830,CASE005111,CID006180,None
VIC003831,CASE009714,CID008186,Critical
VIC003832,CASE009751,CID007891,Serious
VIC003833,CASE001679,CID007301,Minor
VIC003834,CASE009785,CID004363,Serious
VIC003835,CASE007281,CID005612,None
VIC003836,CASE000864,CID008022,Serious
VIC003837,CASE007892,CID004886,Minor
VIC003838,CASE006969,CID006446,Critical
VIC003839,CASE007108,CID004034,Critical
VIC003840,CASE007512,CID003363,Minor
VIC003841,CASE006874,CID007719,Minor
VIC003842,CASE006035,CID003055,Critical
VIC003843,CASE002030,CID009697,Minor
VIC003844,CASE000463,CID001474,Serious
VIC003845,CASE006273,CID008176,Critical
VIC003846,CASE008773,CID002951,None
VIC003847,CASE004124,CID003877,Minor
VIC003848,CASE007218,CID007639,None
VIC003849,CASE003442,CID000576,None
VIC003850,CASE008219,CID002790,Minor
VIC003851,CASE008253,CID001622,Serious
VIC003852,CASE003636,CID007030,None
VIC003853,CASE001486,CID009324,Minor
VIC003854,CASE003066,CID002376,Serious
VIC003855,CASE005365,CID001958,None
VIC003856,CASE006359,CID009283,Serious
VIC003857,CASE009567,CID005007,Serious
VIC003858,CASE004610,CID008134,Critical
VIC003859,CASE008086,CID002309,Serious
VIC003860,CASE000681,CID002638,None
VIC003861,CASE008502,CID005755,Critical
VIC003862,CASE006082,CID000856,Serious
VIC003863,CASE003593,CID008452,None
VIC003864,CASE005909,CID009592,Serious
VIC003865,CASE006911,CID008373,None
VIC003866,CASE008938,CID000488,Serious
VIC003867,CASE000801,CID005265,Critical
VIC003868,CASE000275,CID002945,Minor
VIC003869,CASE007133,CID000393,None
VIC003870,CASE005322,CID003169,Critical
VIC003871,CASE003316,CID000872,Serious
VIC003872,CASE003090,CID005130,Critical
VIC003873,CASE003312,CID002736,None
VIC003874,CASE002362,CID004955,None
VIC003875,CASE007133,CID000716,Serious
VIC003876,CASE002666,CID009109,Serious
VIC003877,CASE009716,CID000588,Critical
VIC003878,CASE009465,CID001924,Critical
VIC003879,CASE001215,CID004890,Serious
VIC003880,CASE009057,CID006444,Serious
VIC003881,CASE001380,CID009666,None
VIC003882,CASE009367,CID003396,Serious
VIC003883,CASE006516,CID009661,None
VIC003884,CASE003374,CID000026,Minor
VIC003885,CASE008496,CID003157,Minor
VIC003886,CASE008613,CID004172,Critical
VIC003887,CASE009152,CID008773,Serious
VIC003888,CASE004671,CID001379,None
VIC003889,CASE008657,CID002910,Serious
VIC003890,CASE003059,CID000161,Serious
VIC003891,CASE005480,CID006482,Critical
VIC003892,CASE004235,CID005880,Critical
VIC003893,CASE006942,CID003371,Minor
VIC003894,CASE006586,CID009131,None
VIC003895,CASE008289,CID007032,Serious
VIC003896,CASE000522,CID006800,None
VIC003897,CASE005280,CID004474,Serious
VIC003898,CASE000284,CID009084,Serious
VIC003899,CASE006078,CID002970,Serious
VIC003900,CASE006039,CID009501,Critical
VIC003901,CASE004136,CID005601,Critical
VIC003902,CASE000668,CID009853,Minor
VIC003903,CASE002164,CID006215,Critical
VIC003904,CASE001849,CID002875,Critical
VIC003905,CASE001310,CID005271,Serious
VIC003906,CASE004347,CID004774,Minor
VIC003907,CASE003069,CID007403,Minor
VIC003908,CASE004303,CID002372,Minor
VIC003909,CASE003464,CID005596,Serious
VIC003910,CASE000594,CID008167,Serious
VIC003911,CASE005923,CID001475,Critical
VIC003912,CASE004583,CID005203,Minor
VIC003913,CASE006136,CID002272,Serious
VIC003914,CASE008712,CID001189,Minor
VIC003915,CASE008732,CID006559,None
VIC003916,CASE003636,CID009097,None
VIC003917,CASE002111,CID001128,None
VIC003918,CASE006080,CID001078,Critical
VIC003919,CASE000499,CID003525,None
VIC003920,CASE002567,CID009360,Minor
VIC003921,CASE004472,CID006388,None
VIC003922,CASE007971,CID003163,Critical
VIC003923,CASE000499,CID000281,Critical
VIC003924,CASE002920,CID006068,Serious
VIC003925,CASE007049,CID003704,Serious
VIC003926,CASE007329,CID001561,Critical
VIC003927,CASE000893,CID007445,Serious
VIC003928,CASE001838,CID002255,None
VIC003929,CASE007418,CID003914,Serious
VIC003930,CASE008676,CID007818,None
VIC003931,CASE008471,CID006934,Critical
VIC003932,CASE005555,CID005926,Serious
VIC003933,CASE001063,CID005703,None
VIC003934,CASE000667,CID001929,Critical
VIC003935,CASE008297,CID009521,Serious
VIC003936,CASE000002,CID004409,Critical
VIC003937,CASE004682,CID001662,Minor
VIC003938,CASE004461,CID009578,Critical
VIC003939,CASE003263,CID004322,Serious
VIC003940,CASE001541,CID007745,Minor
VIC003941,CASE006367,CID000241,Minor
VIC003942,CASE006748,CID007854,Critical
VIC003943,CASE007710,CID000224,Critical
VIC003944,CASE004036,CID003655,Serious
VIC003945,CASE002582,CID009337,Critical
VIC003946,CASE003980,CID003727,Critical
VIC003947,CASE005394,CID007159,None
VIC003948,CASE006994,CID005146,Minor
VIC003949,CASE004466,CID005719,Critical
VIC003950,CASE008279,CID008567,Critical
VIC003951,CASE007275,CID004953,Minor
VIC003952,CASE006507,CID001263,Minor
VIC003953,CASE001025,CID007297,Minor
VIC003954,CASE002450,CID007410,Minor
VIC003955,CASE004457,CID003384,Critical
VIC003956,CASE002656,CID001339,Serious
VIC003957,CASE000470,CID002911,Critical
VIC003958,CASE000321,CID001651,None
VIC003959,CASE004716,CID007491,Serious
VIC003960,CASE002187,CID001794,Serious
VIC003961,CASE008466,CID001431,None
VIC003962,CASE001046,CID008200,Serious
VIC003963,CASE006873,CID008189,Critical
VIC003964,CASE003721,CID009850,Critical
VIC003965,CASE004145,CID004398,None
VIC003966,CASE001770,CID004984,Minor
VIC003967,CASE002258,CID003285,Critical
VIC003968,CASE008793,CID005587,Serious
VIC003969,CASE000848,CID005013,None
VIC003970,CASE001038,CID000408,None
VIC003971,CASE008079,CID006817,Critical
VIC003972,CASE000647,CID005283,Serious
VIC003973,CASE007536,CID002748,Critical
VIC003974,CASE007881,CID004614,Critical
VIC003975,CASE009463,CID007142,Critical
VIC003976,CASE003394,CID006326,Critical
VIC003977,CASE000380,CID001915,Serious
VIC003978,CASE005955,CID001854,Minor
VIC003979,CASE009362,CID005460,None
VIC003980,CASE006025,CID009789,Serious
VIC003981,CASE008259,CID003184,Critical
VIC003982,CASE000967,CID000048,None
VIC003983,CASE003936,CID001147,Serious
VIC003984,CASE001363,CID004348,Minor
VIC003985,CASE009936,CID000270,Serious
VIC003986,CASE003687,CID008009,Critical
VIC003987,CASE008384,CID007854,Critical
VIC003988,CASE004178,CID008324,None
VIC003989,CASE001671,CID001915,Serious
VIC003990,CASE009870,CID009524,Minor
VIC003991,CASE008326,CID002194,Critical
VIC003992,CASE008509,CID004154,Minor
VIC003993,CASE003621,CID005636,None
VIC003994,CASE000483,CID009381,Serious
VIC003995,CASE007512,CID000808,None
VIC003996,CASE009555,CID008307,Critical
VIC003997,CASE001815,CID009049,None
VIC003998,CASE002634,CID003586,Critical
VIC003999,CASE007010,CID006991,Serious
VIC004000,CASE000335,CID006282,None
VIC004001,CASE004596,CID003612,Minor
VIC004002,CASE008031,CID007873,Critical
VIC004003,CASE008310,CID007307,Critical
VIC004004,CASE005738,CID009367,Minor
VIC004005,CASE004425,CID000298,None
VIC004006,CASE009910,CID003776,Critical
VIC004007,CASE003709,CID005406,None
VIC004008,CASE008763,CID006999,Minor
VIC004009,CASE001714,CID009256,Critical
VIC004010,CASE002213,CID007675,None
VIC004011,CASE006039,CID008409,Serious
VIC004012,CASE006459,CID002521,Critical
VIC004013,CASE004772,CID000488,None
VIC004014,CASE001357,CID000133,Critical
VIC004015,CASE002846,CID006391,Critical
VIC004016,CASE006055,CID002104,Serious
VIC004017,CASE006594,CID009190,Minor
VIC004018,CASE006897,CID008568,Minor
VIC004019,CASE002283,CID001286,Minor
VIC004020,CASE005150,CID009732,None
VIC004021,CASE000209,CID006248,Minor
VIC004022,CASE006909,CID003164,Critical
VIC004023,CASE006933,CID004028,Serious
VIC004024,CASE000227,CID005168,Serious
VIC004025,CASE009678,CID001072,Serious
VIC004026,CASE001515,CID008193,Serious
VIC004027,CASE000731,CID009195,Serious
VIC004028,CASE009989,CID007085,Minor
VIC004029,CASE003184,CID006831,Serious
VIC004030,CASE009007,CID007007,Serious
VIC004031,CASE008341,CID007494,Serious
VIC004032,CASE005882,CID002817,Minor
VIC004033,CASE003407,CID008047,Critical
VIC004034,CASE006829,CID007516,Critical
VIC004035,CASE009314,CID005743,None
VIC004036,CASE005522,CID008440,Critical
VIC004037,CASE007137,CID005104,None
VIC004038,CASE008056,CID000292,None
VIC004039,CASE002046,CID003117,Minor
VIC004040,CASE002732,CID006852,None
VIC004041,CASE003157,CID009062,Critical
VIC004042,CASE005376,CID007973,Minor
VIC004043,CASE004169,CID001201,Serious
VIC004044,CASE007680,CID007243,Serious
VIC004045,CASE002179,CID002810,None
VIC004046,CASE003350,CID001590,Minor
VIC004047,CASE001940,CID001106,Critical
VIC004048,CASE005901,CID002138,Minor
VIC004049,CASE006156,CID006055,Critical
VIC004050,CASE007947,CID006274,Serious
VIC004051,CASE000042,CID002202,None
VIC004052,CASE006798,CID006992,Serious
VIC004053,CASE002146,CID009537,Serious
VIC004054,CASE001132,CID002227,Minor
VIC004055,CASE002417,CID007106,Minor
VIC004056,CASE000451,CID008812,Serious
VIC004057,CASE004120,CID006571,Minor
VIC004058,CASE001267,CID001666,None
VIC004059,CASE000177,CID007667,Critical
VIC004060,CASE006643,CID004804,Minor
VIC004061,CASE008148,CID000003,Minor
VIC004062,CASE003198,CID008836,Critical
VIC004063,CASE003111,CID003043,Critical
VIC004064,CASE004863,CID009762,Serious
VIC004065,CASE001226,CID006559,Serious
VIC004066,CASE001877,CID006614,Serious
VIC004067,CASE009858,CID000833,Critical
VIC004068,CASE007453,CID000662,Minor
VIC004069,CASE003926,CID002382,Critical
VIC004070,CASE006840,CID005735,Serious
VIC004071,CASE003951,CID002311,Critical
VIC004072,CASE000452,CID001187,Critical
VIC004073,CASE005423,CID007416,Minor
VIC004074,CASE004866,CID000001,Minor
VIC004075,CASE005527,CID006838,Serious
VIC004076,CASE003894,CID000971,Serious
VIC004077,CASE001218,CID002963,Minor
VIC004078,CASE008454,CID000527,Critical
VIC004079,CASE000138,CID001597,Minor
VIC004080,CASE005832,CID009899,Serious
VIC004081,CASE003613,CID005400,None
VIC004082,CASE004973,CID000140,None
VIC004083,CASE006872,CID002019,Serious
VIC004084,CASE008146,CID000745,None
VIC004085,CASE009697,CID009962,Critical
VIC004086,CASE005632,CID001421,Minor
VIC004087,CASE008498,CID007971,None
VIC004088,CASE005299,CID003228,Minor
VIC004089,CASE005174,CID005766,None
VIC004090,CASE004333,CID001453,Serious
VIC004091,CASE002367,CID008164,Critical
VIC004092,CASE008168,CID002283,Minor
VIC004093,CASE007043,CID007906,Minor
VIC004094,CASE002530,CID005549,Serious
VIC004095,CASE001419,CID006874,Serious
VIC004096,CASE005080,CID009986,Critical
VIC004097,CASE007878,CID004716,Critical
VIC004098,CASE003446,CID000928,Minor
VIC004099,CASE009049,CID003368,Critical
VIC004100,CASE007658,CID007602,Serious
VIC004101,CASE003014,CID001415,Serious
VIC004102,CASE000594,CID002025,Minor
VIC004103,CASE000303,CID000349,Serious
VIC004104,CASE003519,CID004905,Critical
VIC004105,CASE001308,CID003933,Critical
VIC004106,CASE008219,CID008482,None
VIC004107,CASE002774,CID006232,None
VIC004108,CASE001537,CID002446,None
VIC004109,CASE005265,CID006171,Serious
VIC004110,CASE006257,CID009861,Minor
VIC004111,CASE003447,CID001952,Minor
VIC004112,CASE005703,CID005907,Serious
VIC004113,CASE005139,CID009771,Critical
VIC004114,CASE005473,CID005011,Serious
VIC004115,CASE008481,CID007105,Serious
VIC004116,CASE007535,CID003454,Critical
VIC004117,CASE007348,CID008983,Critical
VIC004118,CASE009018,CID003376,None
VIC004119,CASE004249,CID001808,Critical
VIC004120,CASE007045,CID000019,Minor
VIC004121,CASE004326,CID002182,Critical
VIC004122,CASE001463,CID008445,Critical
VIC004123,CASE004881,CID000782,None
VIC004124,CASE000674,CID006492,Serious
VIC004125,CASE001698,CID007693,None
VIC004126,CASE004645,CID001394,Critical
VIC004127,CASE001950,CID004454,Minor
VIC004128,CASE000113,CID003364,None
VIC004129,CASE005047,CID008235,Critical
VIC004130,CASE005345,CID005777,Critical
VIC004131,CASE009921,CID006693,Critical
VIC004132,CASE003277,CID008026,None
VIC004133,CASE006640,CID007910,Serious
VIC004134,CASE002967,CID000913,None
VIC004135,CASE004962,CID003163,Minor
VIC004136,CASE001454,CID002152,Minor
VIC004137,CASE001641,CID003737,Critical
VIC004138,CASE000379,CID005495,None
VIC004139,CASE008772,CID002666,None
VIC004140,CASE007656,CID004909,Minor
VIC004141,CASE009978,CID005681,None
VIC004142,CASE001885,CID000118,Critical
VIC004143,CASE007470,CID003296,None
VIC004144,CASE009078,CID006361,Critical
VIC004145,CASE005465,CID005042,Critical
VIC004146,CASE002043,CID001856,None
VIC004147,CASE005147,CID001465,Minor
VIC004148,CASE006305,CID009904,Minor
VIC004149,CASE009867,CID006975,None
VIC004150,CASE007112,CID005723,None
VIC004151,CASE009905,CID008231,Critical
VIC004152,CASE003863,CID006288,None
VIC004153,CASE006287,CID003917,Serious
VIC004154,CASE007991,CID001349,Serious
VIC004155,CASE000589,CID000567,None
VIC004156,CASE006679,CID002680,Serious
VIC004157,CASE003238,CID001095,None
VIC004158,CASE001500,CID004585,None
VIC004159,CASE000256,CID002567,Critical
VIC004160,CASE004986,CID002244,None
VIC004161,CASE004863,CID009691,None
VIC004162,CASE001505,CID002890,Serious
VIC004163,CASE003796,CID009670,Minor
VIC004164,CASE006382,CID004205,Critical
VIC004165,CASE007851,CID000698,Critical
VIC004166,CASE000042,CID003763,Serious
VIC004167,CASE001199,CID004262,Serious
VIC004168,CASE008723,CID007469,Minor
VIC004169,CASE009784,CID001615,Serious
VIC004170,CASE002537,CID002339,Critical
VIC004171,CASE001068,CID003027,None
VIC004172,CASE007936,CID001181,Minor
VIC004173,CASE001279,CID000050,Critical
VIC004174,CASE008124,CID007696,Serious
VIC004175,CASE005005,CID009783,Serious
VIC004176,CASE005096,CID001172,None
VIC004177,CASE007656,CID006507,Serious
VIC004178,CASE001462,CID008873,Serious
VIC004179,CASE001393,CID002074,Minor
VIC004180,CASE009498,CID007232,Minor
VIC004181,CASE004443,CID007256,None
VIC004182,CASE000480,CID009659,Serious
VIC004183,CASE007472,CID001994,Serious
VIC004184,CASE001804,CID009490,Serious
VIC004185,CASE007450,CID007300,Serious
VIC004186,CASE001964,CID009623,Minor
VIC004187,CASE002386,CID006265,Serious
VIC004188,CASE007421,CID001398,None
VIC004189,CASE005906,CID002319,None
VIC004190,CASE004966,CID003496,Critical
VIC004191,CASE001094,CID000126,Critical
VIC004192,CASE007063,CID005814,Minor
VIC004193,CASE001586,CID005809,Critical
VIC004194,CASE001385,CID006176,None
VIC004195,CASE009231,CID004949,Critical
VIC004196,CASE002522,CID009932,None
VIC004197,CASE002068,CID007700,Serious
VIC004198,CASE006569,CID006648,Serious
VIC004199,CASE006877,CID004725,Serious
VIC004200,CASE009481,CID000382,Minor
VIC004201,CASE003694,CID007757,Critical
VIC004202,CASE000840,CID007071,Critical
VIC004203,CASE004892,CID007179,Serious
VIC004204,CASE005443,CID006343,Minor
VIC004205,CASE005159,CID003861,Minor
VIC004206,CASE005608,CID002184,Critical
VIC004207,CASE005906,CID006570,Minor
VIC004208,CASE009774,CID007689,None
VIC004209,CASE005158,CID002759,None
VIC004210,CASE006749,CID001885,Serious
VIC004211,CASE004150,CID003798,Minor
VIC004212,CASE006298,CID004127,Minor
VIC004213,CASE008994,CID008784,Serious
VIC004214,CASE007828,CID004080,Serious
VIC004215,CASE002796,CID009804,Minor
VIC004216,CASE000669,CID005981,Serious
VIC004217,CASE003944,CID004880,Serious
VIC004218,CASE005869,CID008906,Serious
VIC004219,CASE006528,CID009565,None
VIC004220,CASE009341,CID008454,Minor
VIC004221,CASE009127,CID004936,Critical
VIC004222,CASE004032,CID009298,Serious
VIC004223,CASE005516,CID009670,Minor
VIC004224,CASE007942,CID009554,Critical
VIC004225,CASE002215,CID002271,Critical
VIC004226,CASE005120,CID009945,Critical
VIC004227,CASE008219,CID006419,Minor
VIC004228,CASE002277,CID006995,None
VIC004229,CASE000723,CID003383,Serious
VIC004230,CASE000081,CID002531,None
VIC004231,CASE004623,CID002662,Critical
VIC004232,CASE008386,CID001556,None
VIC004233,CASE008478,CID009323,Minor
VIC004234,CASE006112,CID009732,Serious
VIC004235,CASE000465,CID008043,Serious
VIC004236,CASE009813,CID006632,Critical
VIC004237,CASE009329,CID006598,Minor
VIC004238,CASE005131,CID009697,Serious
VIC004239,CASE003789,CID004535,None
VIC004240,CASE003907,CID000467,Serious
VIC004241,CASE004224,CID000981,None
VIC004242,CASE001054,CID007997,Critical
VIC004243,CASE008575,CID002683,Critical
VIC004244,CASE007381,CID001042,Critical
VIC004245,CASE003355,CID003775,Serious
VIC004246,CASE000585,CID004691,Serious
VIC004247,CASE000038,CID005879,None
VIC004248,CASE002173,CID004464,Critical
VIC004249,CASE003057,CID008866,Minor
VIC004250,CASE003933,CID005330,None
VIC004251,CASE003213,CID007900,Serious
VIC004252,CASE002758,CID009118,None
VIC004253,CASE006809,CID002840,None
VIC004254,CASE007287,CID003601,Serious
VIC004255,CASE000839,CID001166,Critical
VIC004256,CASE004903,CID007764,Critical
VIC004257,CASE006034,CID003797,Critical
VIC004258,CASE007996,CID003749,None
VIC004259,CASE009665,CID000830,Serious
VIC004260,CASE006908,CID002403,Minor
VIC004261,CASE009023,CID003393,Critical
VIC004262,CASE001287,CID003799,Minor
VIC004263,CASE008673,CID004889,Serious
VIC004264,CASE009717,CID006994,None
VIC004265,CASE009120,CID001001,None
VIC004266,CASE005414,CID007487,Minor
VIC004267,CASE005824,CID002926,Critical
VIC004268,CASE006653,CID006299,Critical
VIC004269,CASE009147,CID009347,Serious
VIC004270,CASE003042,CID001401,Serious
VIC004271,CASE003443,CID007884,None
VIC004272,CASE003496,CID002886,Critical
VIC004273,CASE006420,CID003677,None
VIC004274,CASE003143,CID001779,None
VIC004275,CASE003448,CID006395,None
VIC004276,CASE005377,CID008610,Minor
VIC004277,CASE005580,CID005508,Critical
VIC004278,CASE007277,CID000858,Minor
VIC004279,CASE007112,CID006763,Serious
VIC004280,CASE003025,CID003132,Serious
VIC004281,CASE006613,CID007972,Serious
VIC004282,CASE007567,CID005288,Serious
VIC004283,CASE009083,CID008965,None
VIC004284,CASE005835,CID003754,Critical
VIC004285,CASE005056,CID003804,None
VIC004286,CASE001847,CID004216,Serious
VIC004287,CASE002341,CID005779,None
VIC004288,CASE006899,CID000517,Serious
VIC004289,CASE001931,CID005086,None
VIC004290,CASE005049,CID000839,None
VIC004291,CASE000266,CID001766,Critical
VIC004292,CASE008307,CID008965,None
VIC004293,CASE009860,CID003014,Serious
VIC004294,CASE003940,CID002145,Minor
VIC004295,CASE007156,CID007613,None
VIC004296,CASE001532,CID008634,Serious
VIC004297,CASE002338,CID000210,Critical
VIC004298,CASE004759,CID003587,None
VIC004299,CASE004896,CID004404,Serious
VIC004300,CASE000454,CID006732,None
VIC004301,CASE008515,CID009768,Critical
VIC004302,CASE007644,CID001539,None
VIC004303,CASE004309,CID007163,Minor
VIC004304,CASE004595,CID003439,None
VIC004305,CASE002583,CID004730,None
VIC004306,CASE008054,CID003379,Critical
VIC004307,CASE007705,CID009809,Serious
VIC004308,CASE009484,CID001522,Minor
VIC004309,CASE001341,CID000408,Serious
VIC004310,CASE001143,CID008828,None
VIC004311,CASE000950,CID004353,Minor
VIC004312,CASE009042,CID006046,None
VIC004313,CASE003105,CID005245,Minor
VIC004314,CASE009341,CID005959,Minor
VIC004315,CASE002359,CID008143,None
VIC004316,CASE002689,CID005441,Serious
VIC004317,CASE002456,CID000785,Serious
VIC004318,CASE002943,CID005742,Critical
VIC004319,CASE003554,CID007596,Critical
VIC004320,CASE002465,CID002420,Serious
VIC004321,CASE002262,CID002734,Minor
VIC004322,CASE001793,CID009084,None
VIC004323,CASE000223,CID006481,Minor
VIC004324,CASE004726,CID003334,Minor
VIC004325,CASE001598,CID004261,None
VIC004326,CASE000449,CID006785,Critical
VIC004327,CASE004691,CID009697,Critical
VIC004328,CASE003434,CID001329,Minor
VIC004329,CASE005868,CID002449,Minor
VIC004330,CASE001485,CID004451,Serious
VIC004331,CASE003710,CID005191,Serious
VIC004332,CASE005474,CID002332,Minor
VIC004333,CASE004083,CID006916,Serious
VIC004334,CASE004758,CID006263,Minor
VIC004335,CASE002949,CID006573,None
VIC004336,CASE004050,CID006178,Critical
VIC004337,CASE004614,CID006953,Serious
VIC004338,CASE000738,CID009590,Serious
VIC004339,CASE003572,CID003592,Serious
VIC004340,CASE009078,CID001739,None
VIC004341,CASE008753,CID000896,Serious
VIC004342,CASE006074,CID005092,Minor
VIC004343,CASE003653,CID002284,Critical
VIC004344,CASE002154,CID007852,Serious
VIC004345,CASE004196,CID005364,None
VIC004346,CASE002907,CID006724,None
VIC004347,CASE006126,CID007423,Serious
VIC004348,CASE007269,CID004216,None
VIC004349,CASE005454,CID005424,Minor
VIC004350,CASE003350,CID002325,Serious
VIC004351,CASE007289,CID005606,Critical
VIC004352,CASE006201,CID007240,Critical
VIC004353,CASE002153,CID001994,Critical
VIC004354,CASE008113,CID000239,Serious
VIC004355,CASE000028,CID007605,None
VIC004356,CASE007371,CID009079,Critical
VIC004357,CASE001383,CID007318,Critical
VIC004358,CASE000735,CID001426,Minor
VIC004359,CASE009320,CID007751,Critical
VIC004360,CASE000959,CID003562,Serious
VIC004361,CASE001029,CID004795,Serious
VIC004362,CASE005258,CID007604,Serious
