case_id,fir_number,crime_type,station_id,officer_id,status,priority,incident_date,registered_date,city,district,description,estimated_loss
CASE006493,FIR2026006493,Online Scam,ST0027,OFF00196,Closed,Critical,2026-04-24,2023-12-14,Shivamogga,Ballari,Ullam sit odit veritatis alias excepturi occaecati.,780508
CASE006494,FIR2026006494,Missing Person,ST0029,OFF00084,Closed,High,2025-04-23,2026-03-20,Tumakuru,Shivamogga,In quis repellat illum praesentium et facilis voluptate maxime tempore et maxime reprehenderit at.,811857
CASE006495,FIR2026006495,Kidnapping,ST0008,OFF00240,Pending,High,2025-07-06,2025-05-30,Hubballi,Tumakuru,Provident porro officia dicta soluta eos commodi culpa.,837147
CASE006496,FIR2026006496,Identity Theft,ST0015,OFF00030,Under Investigation,High,2024-03-07,2024-09-18,Mangaluru,Bengaluru Urban,Ex ad ad fuga quibusdam sit nemo sequi quasi explicabo commodi qui corporis quos doloremque.,381846
CASE006497,FIR2026006497,Burglary,ST0019,OFF00240,Under Investigation,High,2024-09-27,2025-07-10,Shivamogga,Shivamogga,Libero asperiores harum explicabo a ipsum facilis maxime eveniet.,58167
CASE006498,FIR2026006498,Mobile Theft,ST0100,OFF00086,Under Investigation,Medium,2023-10-28,2024-01-17,Bengaluru,Dharwad,Occaecati mollitia deleniti alias nesciunt ab quasi eius facere nihil deserunt eos tempora distinctio cupiditate laborum.,231826
CASE006499,FIR2026006499,Missing Person,ST0068,OFF00488,Under Investigation,Medium,2023-10-10,2024-05-25,Hubballi,Shivamogga,Veniam repudiandae et nobis expedita rerum amet soluta earum magni aliquam.,182263
CASE006500,FIR2026006500,ATM Fraud,ST0065,OFF00472,Under Investigation,Low,2023-10-03,2023-09-15,Bengaluru,Mysuru,Harum quas odio facere iste at neque recusandae deserunt ex rem.,615676
CASE006501,FIR2026006501,Mobile Theft,ST0027,OFF00251,Pending,High,2025-02-01,2026-03-30,Shivamogga,Bengaluru Urban,Quaerat corrupti odit nesciunt non tempore perspiciatis perspiciatis est voluptatem vero voluptas quaerat et exercitationem.,273822
CASE006502,FIR2026006502,Mobile Theft,ST0018,OFF00323,Open,Critical,2024-10-13,2024-05-02,Ballari,Shivamogga,Debitis dignissimos ipsum temporibus velit mollitia est odit illo velit assumenda.,28913
CASE006503,FIR2026006503,Burglary,ST0076,OFF00496,Pending,Medium,2024-06-20,2025-09-17,Mysuru,Belagavi,Sit saepe necessitatibus eligendi rem soluta corrupti ab fugit non beatae ullam cupiditate numquam eius.,785687
CASE006504,FIR2026006504,Mobile Theft,ST0007,OFF00309,Open,Medium,2024-08-18,2024-03-10,Shivamogga,Dharwad,Repudiandae ut esse temporibus laborum provident nesciunt.,688945
CASE006505,FIR2026006505,UPI Fraud,ST0008,OFF00404,Open,Medium,2025-04-26,2026-01-22,Hubballi,Tumakuru,Nisi quasi veniam facilis quo magnam dolorem ipsum hic quas nihil voluptas voluptatem et facilis.,309429
CASE006506,FIR2026006506,Cyber Fraud,ST0039,OFF00296,Pending,Low,2025-02-16,2024-09-15,Tumakuru,Mysuru,Iusto nihil dicta corporis nihil nulla itaque blanditiis assumenda.,896579
CASE006507,FIR2026006507,Domestic Violence,ST0021,OFF00248,Under Investigation,Low,2025-02-04,2024-11-01,Mangaluru,Dakshina Kannada,Nam cumque dolorum molestiae labore laborum ut expedita delectus sit fugiat qui dolores libero.,905750
CASE006508,FIR2026006508,Burglary,ST0095,OFF00077,Under Investigation,Low,2026-04-27,2023-09-24,Tumakuru,Dharwad,Optio quibusdam dolorem eius harum minima doloribus.,402778
CASE006509,FIR2026006509,Mobile Theft,ST0058,OFF00050,Closed,Low,2024-07-18,2026-03-04,Mysuru,Dakshina Kannada,Dicta nemo incidunt sapiente iusto sit quam quasi quae odio quis.,783228
CASE006510,FIR2026006510,Online Scam,ST0088,OFF00443,Pending,Critical,2025-10-25,2025-04-30,Hubballi,Bengaluru Urban,Esse accusantium iure commodi nobis repellendus doloribus fuga labore consequatur ipsa ea.,433209
CASE006511,FIR2026006511,Murder,ST0092,OFF00315,Open,Critical,2025-03-01,2025-05-26,Tumakuru,Bengaluru Urban,Eligendi nihil fugit necessitatibus nisi fugiat corrupti architecto in illo eveniet aliquid adipisci saepe expedita.,909185
CASE006512,FIR2026006512,Missing Person,ST0037,OFF00112,Closed,Low,2024-10-14,2024-08-19,Hubballi,Ballari,Aperiam optio dolorum non quos iste illo mollitia natus labore natus.,466241
CASE006513,FIR2026006513,Drug Trafficking,ST0080,OFF00477,Open,Medium,2023-12-30,2025-04-09,Mangaluru,Bengaluru Urban,Aperiam sapiente eos laboriosam ullam sequi mollitia.,643491
CASE006514,FIR2026006514,Assault,ST0003,OFF00407,Under Investigation,Critical,2026-06-27,2025-06-13,Tumakuru,Shivamogga,Cum dignissimos eum odit in natus aperiam dolorem quaerat quibusdam iure beatae voluptas illum iste fugit.,165258
CASE006515,FIR2026006515,Assault,ST0065,OFF00193,Closed,High,2024-06-24,2025-03-31,Hubballi,Dharwad,Neque iure repellendus iusto odio aliquam unde dolores atque a similique doloribus natus repudiandae.,127014
CASE006516,FIR2026006516,Mobile Theft,ST0007,OFF00309,Pending,Critical,2025-08-04,2023-09-23,Belagavi,Bengaluru Urban,Cum molestias officiis praesentium deserunt excepturi dolorum totam necessitatibus possimus doloribus ipsam vero delectus.,702959
CASE006517,FIR2026006517,UPI Fraud,ST0063,OFF00434,Open,Medium,2026-05-25,2024-01-15,Hubballi,Bengaluru Urban,Error sit eaque ad molestiae nam at asperiores saepe.,811668
CASE006518,FIR2026006518,Murder,ST0009,OFF00309,Open,Low,2026-06-18,2023-01-12,Bengaluru,Bengaluru Urban,Hic molestiae sed possimus esse facilis sit earum aspernatur recusandae vel architecto voluptate repellat ipsam.,372526
CASE006519,FIR2026006519,UPI Fraud,ST0032,OFF00406,Closed,High,2025-04-13,2023-10-11,Mysuru,Tumakuru,Optio similique ullam reiciendis cupiditate enim exercitationem voluptas sit ut vero ut.,908544
CASE006520,FIR2026006520,Assault,ST0025,OFF00199,Open,Critical,2026-06-29,2024-07-02,Tumakuru,Dakshina Kannada,Vitae magnam placeat delectus dicta beatae nam corrupti.,479313
CASE006521,FIR2026006521,Drug Trafficking,ST0041,OFF00257,Closed,High,2025-01-04,2024-01-28,Ballari,Ballari,Non id culpa reprehenderit reiciendis at occaecati et sit culpa quia laudantium repellat cupiditate laboriosam.,153884
CASE006522,FIR2026006522,Kidnapping,ST0062,OFF00373,Closed,High,2025-09-18,2024-07-30,Belagavi,Ballari,Officiis esse rem placeat aliquam voluptatem vitae et omnis nesciunt illum accusantium ex fugiat nisi.,403880
CASE006523,FIR2026006523,Kidnapping,ST0021,OFF00339,Pending,Medium,2024-02-10,2025-01-07,Bengaluru,Bengaluru Urban,Optio commodi velit quae laudantium ratione nesciunt itaque doloremque blanditiis labore dignissimos repellendus voluptatem amet perspiciatis.,724722
CASE006524,FIR2026006524,Murder,ST0017,OFF00340,Pending,Low,2025-08-06,2024-09-27,Bengaluru,Ballari,Quae sint accusantium eos assumenda a in hic maxime minus voluptatibus enim eveniet.,757022
CASE006525,FIR2026006525,Assault,ST0001,OFF00099,Under Investigation,High,2025-09-29,2023-11-22,Tumakuru,Shivamogga,Velit voluptate labore ipsa sunt ab porro fugiat doloremque consectetur.,375032
CASE006526,FIR2026006526,UPI Fraud,ST0093,OFF00342,Pending,Medium,2023-10-28,2026-03-19,Mysuru,Tumakuru,Nesciunt qui unde alias minima recusandae placeat magni earum mollitia ad et.,110826
CASE006527,FIR2026006527,Assault,ST0091,OFF00100,Pending,Medium,2026-06-29,2024-02-14,Ballari,Tumakuru,Molestiae blanditiis nisi aliquid nostrum debitis nostrum.,41947
CASE006528,FIR2026006528,Vehicle Theft,ST0022,OFF00107,Pending,Low,2025-10-07,2024-12-19,Mangaluru,Mysuru,Reprehenderit rerum dolores error deserunt architecto dolorem eveniet totam nemo.,318746
CASE006529,FIR2026006529,UPI Fraud,ST0074,OFF00354,Pending,Low,2023-11-26,2025-09-27,Bengaluru,Mysuru,Facere ullam dolorum reiciendis explicabo pariatur illum.,673347
CASE006530,FIR2026006530,Domestic Violence,ST0073,OFF00076,Pending,Critical,2025-10-08,2025-04-14,Hubballi,Mysuru,Nihil fugit cupiditate quo natus optio perferendis consequatur excepturi voluptas atque itaque voluptatem.,483418
CASE006531,FIR2026006531,Murder,ST0074,OFF00376,Closed,Critical,2025-08-30,2025-08-21,Ballari,Belagavi,Ut quae consectetur ipsa ea quae ad consequuntur quidem dolorem sit.,186588
CASE006532,FIR2026006532,Drug Trafficking,ST0081,OFF00446,Closed,Critical,2023-10-18,2024-08-04,Bengaluru,Shivamogga,Voluptatem ullam delectus quasi harum aliquid nisi architecto.,589534
CASE006533,FIR2026006533,Online Scam,ST0017,OFF00139,Closed,Medium,2025-11-21,2026-02-01,Tumakuru,Bengaluru Urban,Quibusdam reiciendis repudiandae error maxime facilis laborum beatae soluta laboriosam itaque unde atque repellendus.,63017
CASE006534,FIR2026006534,Vehicle Theft,ST0068,OFF00475,Open,Critical,2024-09-20,2025-03-16,Mysuru,Shivamogga,Iste beatae modi ullam modi quidem amet dolorem doloribus.,690512
CASE006535,FIR2026006535,Chain Snatching,ST0011,OFF00252,Open,Medium,2024-04-30,2023-02-23,Bengaluru,Bengaluru Urban,Quibusdam eaque voluptatibus ipsum voluptatum similique ipsa ipsum ipsam quae dolorem quasi.,992339
CASE006536,FIR2026006536,Cyber Fraud,ST0094,OFF00414,Under Investigation,Critical,2026-05-05,2023-10-05,Mysuru,Tumakuru,Voluptatum debitis ducimus ratione laudantium aliquam ullam error quidem.,343721
CASE006537,FIR2026006537,Domestic Violence,ST0095,OFF00097,Pending,Low,2025-03-03,2024-04-12,Ballari,Mysuru,Nostrum consequatur sunt dolorem earum nulla soluta quos distinctio.,143468
CASE006538,FIR2026006538,Kidnapping,ST0036,OFF00165,Open,Critical,2026-03-15,2026-02-05,Tumakuru,Belagavi,Non ipsa numquam veritatis inventore totam in nostrum quia explicabo velit nam ipsum expedita.,314404
CASE006539,FIR2026006539,Murder,ST0068,OFF00138,Pending,Medium,2025-10-03,2025-06-15,Ballari,Ballari,Accusantium blanditiis distinctio hic in quidem dolorem.,722198
CASE006540,FIR2026006540,Kidnapping,ST0035,OFF00199,Open,Critical,2025-04-19,2023-08-11,Mangaluru,Bengaluru Urban,Vitae at eius vitae error dolorem excepturi vel fuga enim sed.,439491
CASE006541,FIR2026006541,Burglary,ST0023,OFF00280,Pending,Critical,2023-09-16,2025-06-15,Belagavi,Mysuru,Veritatis distinctio exercitationem harum neque quo doloribus hic quidem.,377339
CASE006542,FIR2026006542,Identity Theft,ST0069,OFF00182,Under Investigation,Medium,2025-11-28,2023-09-03,Hubballi,Ballari,Harum nihil necessitatibus inventore explicabo consequuntur molestiae cumque.,160795
CASE006543,FIR2026006543,Drug Trafficking,ST0065,OFF00073,Pending,High,2026-05-06,2025-05-21,Mangaluru,Ballari,Officiis natus libero laudantium accusamus reprehenderit autem aperiam nihil possimus tempora.,922540
CASE006544,FIR2026006544,Murder,ST0038,OFF00387,Under Investigation,Low,2025-07-08,2025-08-20,Shivamogga,Belagavi,Recusandae expedita amet voluptate aperiam voluptates laboriosam magnam.,308969
CASE006545,FIR2026006545,UPI Fraud,ST0023,OFF00013,Closed,Low,2023-09-25,2024-02-09,Bengaluru,Bengaluru Urban,Omnis aliquam iusto tempora repellat consequuntur veritatis veniam quo dolorem ex illo rem consectetur in non.,250512
CASE006546,FIR2026006546,Kidnapping,ST0023,OFF00166,Open,Low,2024-06-04,2023-02-07,Belagavi,Bengaluru Urban,Tempore temporibus id magnam commodi harum delectus suscipit id modi vitae natus pariatur excepturi sapiente.,185024
CASE006547,FIR2026006547,Assault,ST0052,OFF00454,Closed,Medium,2026-07-01,2025-01-17,Shivamogga,Ballari,Maiores ab a asperiores consectetur excepturi inventore excepturi totam.,857674
CASE006548,FIR2026006548,Chain Snatching,ST0043,OFF00086,Closed,Medium,2025-01-23,2026-01-16,Tumakuru,Tumakuru,Vel sequi reprehenderit quas velit vero nulla eligendi vel at.,426621
CASE006549,FIR2026006549,Assault,ST0042,OFF00088,Under Investigation,High,2026-01-20,2024-01-15,Ballari,Dakshina Kannada,Ipsa id cupiditate aut excepturi tenetur architecto impedit placeat praesentium nemo error.,77378
CASE006550,FIR2026006550,Mobile Theft,ST0004,OFF00251,Closed,High,2024-08-28,2025-03-28,Mangaluru,Bengaluru Urban,Illum est repellendus perferendis deleniti maiores ratione eligendi.,743166
CASE006551,FIR2026006551,Cyber Fraud,ST0044,OFF00392,Pending,Medium,2025-09-08,2024-12-11,Ballari,Ballari,Asperiores repellendus sed quaerat modi occaecati alias nobis distinctio harum ea dolor.,819317
CASE006552,FIR2026006552,ATM Fraud,ST0014,OFF00357,Open,Medium,2023-07-14,2024-04-01,Mangaluru,Bengaluru Urban,Minima inventore unde quis eum nobis sint necessitatibus voluptas expedita commodi adipisci vero magnam facilis.,33860
CASE006553,FIR2026006553,Vehicle Theft,ST0064,OFF00370,Closed,Medium,2025-05-13,2023-06-10,Mangaluru,Belagavi,Quod voluptatum autem ab deleniti fugit nam sint provident quis.,15647
CASE006554,FIR2026006554,Assault,ST0027,OFF00431,Under Investigation,Low,2025-07-12,2025-12-09,Shivamogga,Dakshina Kannada,Sint laboriosam eligendi hic consectetur laudantium tempore qui.,694651
CASE006555,FIR2026006555,ATM Fraud,ST0095,OFF00335,Pending,Low,2025-09-15,2025-05-10,Shivamogga,Mysuru,Magni fugiat magni quos atque veniam eligendi iure iure libero molestias voluptatibus.,20380
CASE006556,FIR2026006556,Chain Snatching,ST0072,OFF00130,Pending,High,2024-12-31,2024-02-25,Mysuru,Tumakuru,Eos ipsum quam illo iure rem mollitia ut aut officiis nihil cupiditate velit quasi corporis.,49590
CASE006557,FIR2026006557,Missing Person,ST0002,OFF00182,Under Investigation,Low,2025-08-19,2024-04-27,Bengaluru,Tumakuru,Error officia repudiandae amet totam commodi occaecati ipsum est corporis rerum.,277787
CASE006558,FIR2026006558,Kidnapping,ST0082,OFF00331,Under Investigation,Medium,2025-04-05,2025-02-17,Hubballi,Shivamogga,Repellat debitis cupiditate repellendus asperiores et id corporis consequatur neque voluptas et nisi autem suscipit.,569102
CASE006559,FIR2026006559,Assault,ST0100,OFF00186,Pending,High,2026-01-26,2025-12-06,Belagavi,Mysuru,Nulla eum sed consequatur itaque laudantium sit dignissimos.,89494
CASE006560,FIR2026006560,UPI Fraud,ST0072,OFF00003,Under Investigation,High,2025-11-28,2024-01-18,Hubballi,Shivamogga,Consequatur quaerat adipisci nisi ducimus accusantium praesentium nihil autem.,231713
CASE006561,FIR2026006561,Identity Theft,ST0049,OFF00402,Pending,Medium,2023-11-30,2025-06-20,Bengaluru,Bengaluru Urban,Suscipit hic modi minima veritatis neque labore perspiciatis ipsam eaque facilis cum iusto.,124237
CASE006562,FIR2026006562,Domestic Violence,ST0074,OFF00022,Open,Critical,2025-05-24,2025-09-28,Hubballi,Mysuru,At corrupti qui tempore modi modi omnis corrupti voluptatum repellat repellendus sunt saepe.,403942
CASE006563,FIR2026006563,ATM Fraud,ST0085,OFF00360,Pending,Low,2025-05-19,2023-08-20,Mysuru,Bengaluru Urban,Debitis minima autem architecto deleniti ullam dolor illum eligendi quidem laudantium non quasi quia quidem odio.,487466
CASE006564,FIR2026006564,Mobile Theft,ST0046,OFF00240,Closed,Medium,2026-04-10,2024-09-23,Hubballi,Bengaluru Urban,Non ipsa quidem voluptate maxime qui commodi assumenda sit quaerat est culpa nam.,791501
CASE006565,FIR2026006565,Drug Trafficking,ST0082,OFF00271,Open,High,2025-04-09,2023-07-08,Hubballi,Belagavi,Nisi repellendus quo est mollitia magnam exercitationem nemo reprehenderit dignissimos.,45964
CASE006566,FIR2026006566,Mobile Theft,ST0096,OFF00087,Pending,Low,2023-08-04,2023-12-03,Tumakuru,Ballari,Porro accusantium quisquam velit omnis accusamus ad eos odio nesciunt nesciunt itaque repellat odio repudiandae.,561425
CASE006567,FIR2026006567,Chain Snatching,ST0017,OFF00424,Closed,Critical,2026-01-08,2025-03-28,Shivamogga,Bengaluru Urban,Ea aut ullam illum nemo saepe ut enim ad sed laboriosam ad aspernatur.,715205
CASE006568,FIR2026006568,Domestic Violence,ST0056,OFF00438,Open,Low,2025-08-13,2025-05-01,Mysuru,Belagavi,Optio consequuntur nemo sit reprehenderit cumque commodi maiores aliquid velit tempora itaque harum sunt sed facere.,852291
CASE006569,FIR2026006569,ATM Fraud,ST0004,OFF00112,Under Investigation,Critical,2024-08-14,2023-03-04,Belagavi,Belagavi,Dolorem nulla quaerat impedit ad odio voluptatum repudiandae blanditiis quae numquam enim assumenda aut reprehenderit.,21858
CASE006570,FIR2026006570,Murder,ST0037,OFF00124,Closed,Low,2023-11-10,2023-01-25,Hubballi,Ballari,Consectetur quae repudiandae maiores occaecati quisquam at temporibus eos.,363788
CASE006571,FIR2026006571,ATM Fraud,ST0071,OFF00078,Pending,Medium,2025-05-09,2024-04-23,Shivamogga,Dakshina Kannada,Vero voluptatum eaque laborum eos quae vel expedita similique itaque saepe.,407556
CASE006572,FIR2026006572,Online Scam,ST0025,OFF00219,Closed,Critical,2024-02-20,2023-05-09,Shivamogga,Belagavi,Nobis facere iure modi architecto perspiciatis dolorum amet quisquam molestias incidunt voluptates asperiores cumque.,1769
CASE006573,FIR2026006573,Kidnapping,ST0037,OFF00127,Under Investigation,High,2025-10-13,2023-05-22,Ballari,Tumakuru,Error ab amet autem illo inventore nostrum placeat doloremque.,276654
CASE006574,FIR2026006574,Domestic Violence,ST0037,OFF00465,Under Investigation,Medium,2024-06-03,2024-03-18,Tumakuru,Bengaluru Urban,Saepe itaque earum pariatur ullam vel numquam iure adipisci aliquid.,869585
CASE006575,FIR2026006575,Kidnapping,ST0090,OFF00087,Pending,Critical,2024-03-02,2024-07-31,Tumakuru,Shivamogga,Fugit rerum perferendis nemo veniam soluta magnam quo dolores harum error quod iusto odio aliquam assumenda.,655223
CASE006576,FIR2026006576,Identity Theft,ST0045,OFF00308,Open,Low,2024-07-15,2023-12-13,Belagavi,Belagavi,Quo neque enim ullam consectetur repellat animi magnam odio rem nobis dolorem consectetur ab.,671686
CASE006577,FIR2026006577,Murder,ST0088,OFF00164,Under Investigation,Critical,2024-02-13,2024-10-08,Hubballi,Bengaluru Urban,Amet ut ullam dolor fuga iure non ratione temporibus facilis deserunt commodi suscipit iusto.,326891
CASE006578,FIR2026006578,Burglary,ST0035,OFF00208,Pending,High,2023-08-11,2023-04-18,Ballari,Ballari,Dolores recusandae accusantium animi alias ab corporis nesciunt quia natus voluptas saepe tempora illum illum fuga.,432776
CASE006579,FIR2026006579,Drug Trafficking,ST0089,OFF00364,Closed,Low,2025-07-24,2024-05-22,Mysuru,Dakshina Kannada,Quaerat esse rerum error nostrum in aliquid.,762575
CASE006580,FIR2026006580,Assault,ST0016,OFF00320,Pending,High,2025-06-23,2023-12-24,Bengaluru,Belagavi,Cum magni reiciendis ducimus consequatur ad alias labore.,488732
CASE006581,FIR2026006581,Domestic Violence,ST0042,OFF00153,Pending,Low,2024-11-03,2024-07-28,Mysuru,Mysuru,Earum mollitia ex nihil vero illum quia.,235286
CASE006582,FIR2026006582,Vehicle Theft,ST0067,OFF00093,Open,High,2024-12-09,2026-03-05,Bengaluru,Dharwad,Voluptate exercitationem error voluptas soluta accusamus sapiente illo cumque ex repellat delectus hic.,849077
CASE006583,FIR2026006583,ATM Fraud,ST0060,OFF00249,Pending,High,2025-07-13,2024-05-28,Bengaluru,Belagavi,Nihil illo in id nam recusandae veritatis.,764414
CASE006584,FIR2026006584,ATM Fraud,ST0011,OFF00190,Open,Critical,2025-12-29,2024-05-24,Bengaluru,Ballari,Harum odit facilis quibusdam quae quis possimus ipsa iure.,186069
CASE006585,FIR2026006585,Identity Theft,ST0042,OFF00365,Closed,Critical,2026-02-19,2024-12-21,Mysuru,Bengaluru Urban,Voluptatem quis quia error facilis blanditiis dignissimos veritatis odio ducimus.,443670
CASE006586,FIR2026006586,Cyber Fraud,ST0024,OFF00324,Pending,Medium,2025-04-02,2024-04-02,Mysuru,Mysuru,Ipsum alias vero voluptas vel magni beatae non aut quod earum iure error quas nisi.,525701
CASE006587,FIR2026006587,ATM Fraud,ST0003,OFF00018,Open,High,2024-03-04,2024-03-20,Mangaluru,Dharwad,Officiis rerum culpa mollitia molestiae nihil ducimus maxime quo dolore maxime quam.,264819
CASE006588,FIR2026006588,Murder,ST0053,OFF00229,Pending,High,2024-08-20,2026-01-26,Tumakuru,Belagavi,Dicta amet suscipit iste repellendus vel iste ab error ex modi reiciendis.,394316
CASE006589,FIR2026006589,UPI Fraud,ST0098,OFF00431,Open,Low,2023-08-09,2023-10-05,Mysuru,Tumakuru,Commodi saepe tempora quaerat minus numquam assumenda libero.,65350
CASE006590,FIR2026006590,Vehicle Theft,ST0053,OFF00119,Open,High,2024-01-08,2025-03-03,Belagavi,Dharwad,Non voluptatum impedit in optio quidem unde fugit.,337616
CASE006591,FIR2026006591,Murder,ST0067,OFF00300,Pending,Low,2025-07-30,2023-11-07,Hubballi,Dakshina Kannada,Facere qui natus repellat magnam eius numquam quisquam deserunt illo consequuntur eligendi veritatis nihil fugit repellendus.,491673
CASE006592,FIR2026006592,Domestic Violence,ST0083,OFF00412,Under Investigation,Medium,2026-04-05,2025-09-01,Hubballi,Shivamogga,Et facere neque quas voluptas veniam ipsam culpa itaque rem.,616197
CASE006593,FIR2026006593,Online Scam,ST0059,OFF00072,Closed,High,2026-06-10,2024-12-02,Tumakuru,Ballari,Soluta sequi aliquam sit ratione provident atque inventore vero.,549001
CASE006594,FIR2026006594,Online Scam,ST0095,OFF00362,Closed,Critical,2024-01-30,2025-02-04,Mysuru,Bengaluru Urban,Exercitationem quae veniam porro quidem consequuntur dignissimos magnam.,873430
CASE006595,FIR2026006595,UPI Fraud,ST0002,OFF00279,Closed,Medium,2025-06-23,2024-02-23,Hubballi,Bengaluru Urban,Non neque quis ab ea doloribus sunt illo esse.,227352
CASE006596,FIR2026006596,Mobile Theft,ST0026,OFF00110,Under Investigation,Medium,2024-01-15,2026-03-20,Bengaluru,Dharwad,Laborum minima cum mollitia sint voluptatem adipisci numquam quia voluptatibus error porro eaque ipsam nesciunt veritatis.,783118
CASE006597,FIR2026006597,Murder,ST0088,OFF00105,Under Investigation,Critical,2024-12-22,2023-08-07,Tumakuru,Shivamogga,Praesentium dicta illum nulla officia enim vel ullam beatae voluptates ducimus eius.,759974
CASE006598,FIR2026006598,Chain Snatching,ST0017,OFF00213,Closed,Medium,2024-04-05,2024-01-03,Mangaluru,Tumakuru,Suscipit quibusdam saepe consectetur adipisci occaecati rem.,741597
CASE006599,FIR2026006599,Murder,ST0034,OFF00013,Pending,High,2024-02-01,2025-11-20,Belagavi,Dharwad,Distinctio beatae unde dicta soluta tempore dolor saepe aut vitae accusamus.,532987
CASE006600,FIR2026006600,Identity Theft,ST0001,OFF00408,Closed,Low,2026-04-22,2024-09-28,Bengaluru,Tumakuru,Neque laboriosam amet beatae ipsum exercitationem consectetur ea.,232131
CASE006601,FIR2026006601,Mobile Theft,ST0059,OFF00221,Open,Low,2024-02-21,2024-08-18,Mangaluru,Bengaluru Urban,Mollitia molestias reiciendis consequatur sapiente dolores exercitationem culpa architecto dignissimos.,821577
CASE006602,FIR2026006602,Identity Theft,ST0014,OFF00279,Under Investigation,Medium,2023-07-28,2023-08-15,Mangaluru,Shivamogga,Excepturi hic asperiores est natus quia magni molestiae est fugit voluptate.,854097
CASE006603,FIR2026006603,Online Scam,ST0035,OFF00271,Pending,High,2026-04-08,2025-04-28,Belagavi,Bengaluru Urban,Aut voluptas totam odio sed optio officia voluptatem enim vitae debitis accusantium saepe eligendi illo dolorum.,148190
CASE006604,FIR2026006604,Missing Person,ST0065,OFF00201,Pending,Low,2026-05-04,2024-05-12,Belagavi,Bengaluru Urban,Enim impedit odio minus ipsum ipsam illum at ducimus deserunt molestiae corrupti sit voluptate.,250164
CASE006605,FIR2026006605,Chain Snatching,ST0027,OFF00155,Open,Medium,2025-07-27,2023-06-11,Mangaluru,Bengaluru Urban,Similique nobis odio distinctio optio occaecati quos commodi.,628848
CASE006606,FIR2026006606,Online Scam,ST0088,OFF00145,Closed,High,2023-08-02,2025-12-16,Belagavi,Dakshina Kannada,Voluptatem adipisci incidunt dolorum ad qui animi eaque at repudiandae assumenda omnis.,786373
CASE006607,FIR2026006607,Kidnapping,ST0013,OFF00269,Pending,Low,2025-05-27,2023-07-30,Bengaluru,Ballari,Voluptatibus quae beatae labore sunt consequuntur in velit cum nihil perspiciatis sit accusantium placeat vel.,589762
CASE006608,FIR2026006608,Domestic Violence,ST0084,OFF00076,Closed,Low,2025-03-17,2025-09-10,Belagavi,Shivamogga,Debitis distinctio perspiciatis quae laborum occaecati optio.,832297
CASE006609,FIR2026006609,Kidnapping,ST0072,OFF00017,Closed,High,2023-08-05,2023-08-26,Bengaluru,Mysuru,Odio tempora eum dolor numquam in temporibus consequuntur quis.,148646
CASE006610,FIR2026006610,Domestic Violence,ST0049,OFF00300,Under Investigation,Critical,2025-09-18,2024-10-02,Belagavi,Belagavi,Facilis deleniti corporis similique alias numquam voluptatum.,483566
CASE006611,FIR2026006611,Cyber Fraud,ST0045,OFF00230,Pending,Low,2023-09-18,2026-03-21,Hubballi,Belagavi,Error aliquid praesentium placeat assumenda laboriosam tempora earum pariatur expedita quam sit minima vero blanditiis.,508630
CASE006612,FIR2026006612,Missing Person,ST0084,OFF00370,Under Investigation,Low,2024-09-25,2025-10-20,Bengaluru,Dharwad,Excepturi repellendus et distinctio vel incidunt reiciendis atque deserunt reprehenderit maxime delectus.,845025
CASE006613,FIR2026006613,Vehicle Theft,ST0093,OFF00359,Pending,High,2025-06-01,2024-05-09,Mangaluru,Dakshina Kannada,Assumenda ipsam in at animi mollitia autem ea numquam dolor dolorum saepe nam atque.,747297
CASE006614,FIR2026006614,Online Scam,ST0058,OFF00320,Pending,Low,2026-02-10,2025-02-26,Mysuru,Ballari,Quam aliquid quis dicta consectetur pariatur ullam.,32581
CASE006615,FIR2026006615,Kidnapping,ST0018,OFF00348,Pending,Critical,2025-07-16,2023-09-07,Tumakuru,Bengaluru Urban,Suscipit nemo asperiores eos illo sequi blanditiis quisquam explicabo iste.,521020
CASE006616,FIR2026006616,Online Scam,ST0032,OFF00496,Open,Medium,2026-01-29,2023-03-14,Mysuru,Belagavi,Sed impedit debitis corrupti soluta eos saepe ipsam ullam ea iure.,411905
CASE006617,FIR2026006617,ATM Fraud,ST0033,OFF00231,Under Investigation,Low,2023-11-03,2024-01-26,Ballari,Tumakuru,Ratione consequuntur eum eos voluptas consequatur dignissimos ipsa ducimus odit eligendi assumenda earum amet similique quos.,594324
CASE006618,FIR2026006618,Assault,ST0096,OFF00049,Pending,High,2025-07-08,2023-11-12,Shivamogga,Dakshina Kannada,Animi magnam minus voluptatibus doloremque labore iure aspernatur deserunt quo impedit et aliquam ea velit.,290257
CASE006619,FIR2026006619,Murder,ST0032,OFF00283,Pending,High,2026-05-27,2024-08-27,Mysuru,Belagavi,Veritatis placeat deleniti eveniet voluptatibus tempora amet.,173409
CASE006620,FIR2026006620,Murder,ST0016,OFF00014,Open,Medium,2025-07-24,2024-07-19,Mangaluru,Dakshina Kannada,Veniam distinctio vero delectus facilis voluptate rem eligendi ex occaecati officiis aliquid harum.,657064
CASE006621,FIR2026006621,Vehicle Theft,ST0060,OFF00289,Under Investigation,Critical,2025-07-15,2023-08-03,Mangaluru,Tumakuru,Quidem enim necessitatibus impedit explicabo facilis commodi fugiat vitae facilis possimus nobis at.,786328
