log_id,user_id,action,case_id,timestamp,ip_address
LOG000351,USR0019,Updated Evidence,CASE002135,2026-06-22 16:01:00,10.168.48.126
LOG000170,USR0031,Viewed Suspect Profile,CASE004731,2026-06-22 16:10:00,10.52.175.138
LOG003773,USR0023,Viewed Suspect Profile,CASE003433,2026-06-22 16:11:00,10.216.142.196
LOG005996,USR0032,Searched Entity,,2026-06-22 16:13:00,10.183.252.30
LOG004393,USR0032,Viewed Suspect Profile,CASE000640,2026-06-22 16:16:00,10.255.22.40
LOG001777,USR0003,Updated Evidence,CASE003589,2026-06-22 16:19:00,10.70.66.161
LOG005150,USR0007,Updated Evidence,CASE007868,2026-06-22 16:34:00,10.211.42.56
LOG004624,USR0033,Viewed Case,CASE001757,2026-06-22 16:40:00,10.126.83.40
LOG003407,USR0019,Searched Entity,,2026-06-22 17:19:00,10.44.212.139
LOG000567,USR0021,Updated Evidence,CASE008748,2026-06-22 17:22:00,10.210.217.8
LOG002067,USR0015,Updated Evidence,CASE006277,2026-06-22 17:22:00,10.54.162.32
LOG002312,USR0006,Downloaded Report,CASE003127,2026-06-22 17:40:00,10.214.212.87
LOG002173,USR0016,Viewed Suspect Profile,CASE008626,2026-06-22 17:41:00,10.122.165.239
LOG001976,USR0017,Downloaded Report,CASE003999,2026-06-22 17:42:00,10.107.57.115
LOG003959,USR0023,Viewed Case,CASE004518,2026-06-22 17:52:00,10.13.220.72
LOG005546,USR0017,Searched Entity,,2026-06-22 17:55:00,10.75.98.160
LOG003320,USR0026,Viewed Suspect Profile,CASE001991,2026-06-22 17:55:00,10.149.40.108
LOG000408,USR0029,Updated Evidence,CASE000429,2026-06-22 18:01:00,10.53.234.198
LOG005270,USR0004,Viewed Case,CASE009369,2026-06-22 18:02:00,10.124.138.53
LOG003765,USR0012,Viewed Case,CASE005930,2026-06-22 18:06:00,10.181.40.54
LOG005730,USR0009,Downloaded Report,CASE001798,2026-06-22 18:08:00,10.137.122.73
LOG005332,USR0005,Updated Evidence,CASE007008,2026-06-22 18:13:00,10.66.157.209
LOG004847,USR0029,Updated Evidence,CASE000397,2026-06-22 18:17:00,10.191.62.241
LOG000812,USR0014,Searched Entity,,2026-06-22 18:18:00,10.3.149.225
LOG001775,USR0008,Viewed Case,CASE001145,2026-06-22 18:23:00,10.195.223.23
LOG004681,USR0002,Updated Evidence,CASE001987,2026-06-22 18:32:00,10.202.240.215
LOG001627,USR0025,Downloaded Report,CASE008522,2026-06-22 18:33:00,10.221.19.163
LOG005632,USR0025,Downloaded Report,CASE008097,2026-06-22 18:35:00,10.19.21.191
LOG005929,USR0028,Searched Entity,,2026-06-22 18:35:00,10.242.31.24
LOG004334,USR0031,Downloaded Report,CASE003486,2026-06-22 18:41:00,10.81.24.133
LOG004197,USR0017,Downloaded Report,CASE006143,2026-06-22 18:44:00,10.249.191.156
LOG002758,USR0013,Searched Entity,,2026-06-22 18:55:00,10.101.53.86
LOG000972,USR0008,Downloaded Report,CASE007223,2026-06-22 19:16:00,10.199.86.37
LOG004757,USR0033,Viewed Suspect Profile,CASE000308,2026-06-22 19:17:00,10.133.197.205
LOG005368,USR0019,Viewed Case,CASE002935,2026-06-22 19:19:00,10.165.180.50
LOG001046,USR0017,Updated Evidence,CASE001538,2026-06-22 19:32:00,10.43.233.213
LOG000564,USR0022,Updated Evidence,CASE002855,2026-06-22 19:40:00,10.194.179.233
LOG003048,USR0010,Downloaded Report,CASE000104,2026-06-22 19:41:00,10.138.116.125
LOG003155,USR0015,Viewed Case,CASE006002,2026-06-22 19:42:00,10.87.170.182
LOG000576,USR0032,Viewed Suspect Profile,CASE006684,2026-06-22 19:42:00,10.171.63.79
LOG005383,USR0005,Viewed Case,CASE007054,2026-06-22 19:58:00,10.124.57.140
LOG005850,USR0029,Downloaded Report,CASE003774,2026-06-22 20:02:00,10.5.35.35
LOG004284,USR0018,Downloaded Report,CASE008688,2026-06-22 20:09:00,10.207.64.189
LOG002722,USR0010,Viewed Case,CASE001918,2026-06-22 20:14:00,10.198.58.27
LOG001102,USR0027,Updated Evidence,CASE006874,2026-06-22 20:19:00,10.181.181.216
LOG002125,USR0019,Viewed Case,CASE007313,2026-06-22 20:20:00,10.50.120.162
LOG000871,USR0006,Updated Evidence,CASE004533,2026-06-22 20:27:00,10.159.73.51
LOG000122,USR0027,Searched Entity,,2026-06-22 20:31:00,10.135.174.30
LOG005532,USR0008,Downloaded Report,CASE006754,2026-06-22 20:35:00,10.57.28.181
LOG000236,USR0023,Searched Entity,,2026-06-22 20:50:00,10.109.122.198
LOG001109,USR0008,Viewed Case,CASE004675,2026-06-23 08:08:00,10.67.82.10
LOG000657,USR0016,Updated Evidence,CASE005593,2026-06-23 08:38:00,10.206.163.159
LOG000791,USR0018,Viewed Case,CASE004702,2026-06-23 08:46:00,10.197.111.46
LOG002087,USR0033,Searched Entity,,2026-06-23 08:46:00,10.185.62.54
LOG004892,USR0022,Updated Evidence,CASE004047,2026-06-23 08:50:00,10.67.252.164
LOG000959,USR0022,Searched Entity,,2026-06-23 08:54:00,10.72.235.41
LOG002154,USR0009,Searched Entity,,2026-06-23 08:54:00,10.163.98.73
LOG003198,USR0028,Searched Entity,,2026-06-23 08:59:00,10.54.24.14
LOG002004,USR0023,Viewed Suspect Profile,CASE003254,2026-06-23 09:05:00,10.74.14.208
LOG002976,USR0019,Viewed Suspect Profile,CASE006535,2026-06-23 09:05:00,10.16.207.82
LOG000136,USR0029,Downloaded Report,CASE003375,2026-06-23 09:08:00,10.214.88.48
LOG000753,USR0020,Searched Entity,,2026-06-23 09:09:00,10.133.92.31
LOG004326,USR0023,Downloaded Report,CASE008587,2026-06-23 09:12:00,10.127.133.240
LOG001680,USR0013,Viewed Case,CASE005028,2026-06-23 09:29:00,10.237.79.191
LOG003329,USR0019,Searched Entity,,2026-06-23 09:32:00,10.107.49.103
LOG005316,USR0007,Viewed Suspect Profile,CASE003000,2026-06-23 09:38:00,10.210.104.177
LOG004816,USR0023,Viewed Case,CASE008995,2026-06-23 09:40:00,10.47.238.218
LOG004438,USR0009,Downloaded Report,CASE009356,2026-06-23 09:40:00,10.19.81.206
LOG004038,USR0024,Searched Entity,,2026-06-23 09:45:00,10.137.231.88
LOG003932,USR0021,Viewed Case,CASE009177,2026-06-23 09:49:00,10.71.213.235
LOG001782,USR0015,Downloaded Report,CASE004195,2026-06-23 09:50:00,10.151.94.67
LOG001145,USR0013,Searched Entity,,2026-06-23 09:51:00,10.228.191.101
LOG004793,USR0021,Viewed Case,CASE003390,2026-06-23 09:52:00,10.121.141.79
LOG002810,USR0008,Updated Evidence,CASE006117,2026-06-23 09:56:00,10.231.139.169
LOG001117,USR0008,Viewed Case,CASE008029,2026-06-23 10:00:00,10.99.33.143
LOG000160,USR0002,Viewed Case,CASE003855,2026-06-23 10:25:00,10.229.129.71
LOG001183,USR0009,Updated Evidence,CASE005800,2026-06-23 10:36:00,10.53.175.20
LOG001895,USR0002,Viewed Suspect Profile,CASE008595,2026-06-23 10:36:00,10.167.181.9
LOG000733,USR0018,Updated Evidence,CASE001751,2026-06-23 10:37:00,10.195.156.91
LOG002198,USR0006,Viewed Case,CASE007785,2026-06-23 10:42:00,10.105.251.35
LOG000514,USR0015,Viewed Suspect Profile,CASE000527,2026-06-23 10:44:00,10.67.187.37
LOG000612,USR0025,Updated Evidence,CASE007302,2026-06-23 10:59:00,10.226.114.62
LOG003912,USR0021,Downloaded Report,CASE008413,2026-06-23 11:11:00,10.126.65.69
LOG003271,USR0029,Viewed Case,CASE007511,2026-06-23 11:16:00,10.238.108.163
LOG005854,USR0018,Viewed Case,CASE004138,2026-06-23 11:34:00,10.245.206.113
LOG002391,USR0028,Viewed Suspect Profile,CASE002207,2026-06-23 11:37:00,10.125.215.152
LOG001559,USR0014,Viewed Suspect Profile,CASE003078,2026-06-23 11:38:00,10.69.203.11
LOG002383,USR0005,Updated Evidence,CASE004397,2026-06-23 11:42:00,10.94.186.177
LOG004924,USR0028,Updated Evidence,CASE008517,2026-06-23 11:44:00,10.145.146.177
LOG000071,USR0026,Downloaded Report,CASE008365,2026-06-23 11:50:00,10.249.122.95
LOG002775,USR0029,Updated Evidence,CASE005399,2026-06-23 11:56:00,10.32.21.46
LOG004109,USR0017,Updated Evidence,CASE006647,2026-06-23 12:16:00,10.67.79.123
LOG000577,USR0012,Viewed Suspect Profile,CASE009905,2026-06-23 12:18:00,10.198.219.148
LOG004464,USR0015,Downloaded Report,CASE006800,2026-06-23 12:28:00,10.126.241.16
LOG005315,USR0028,Viewed Case,CASE004661,2026-06-23 12:30:00,10.152.135.177
LOG002330,USR0028,Viewed Suspect Profile,CASE000100,2026-06-23 12:30:00,10.161.217.234
LOG001005,USR0012,Searched Entity,,2026-06-23 12:56:00,10.33.223.191
LOG005148,USR0007,Updated Evidence,CASE009201,2026-06-23 12:59:00,10.81.112.113
LOG005097,USR0013,Downloaded Report,CASE007410,2026-06-23 13:33:00,10.220.55.61
LOG000850,USR0016,Updated Evidence,CASE007012,2026-06-23 13:39:00,10.172.186.237
LOG001926,USR0021,Downloaded Report,CASE009619,2026-06-23 13:41:00,10.66.104.235
LOG001405,USR0033,Viewed Case,CASE001061,2026-06-23 13:47:00,10.56.166.94
LOG003325,USR0006,Searched Entity,,2026-06-23 14:05:00,10.102.31.215
LOG003623,USR0020,Searched Entity,,2026-06-23 14:07:00,10.212.21.204
LOG005231,USR0021,Viewed Case,CASE002982,2026-06-23 14:11:00,10.105.254.154
LOG000961,USR0024,Searched Entity,,2026-06-23 14:11:00,10.131.100.52
LOG002656,USR0022,Updated Evidence,CASE007535,2026-06-23 14:15:00,10.189.32.135
LOG005451,USR0032,Viewed Case,CASE006006,2026-06-23 14:22:00,10.111.242.26
LOG000039,USR0010,Viewed Suspect Profile,CASE003611,2026-06-23 14:28:00,10.78.186.189
LOG005193,USR0021,Searched Entity,,2026-06-23 14:44:00,10.237.48.226
LOG003718,USR0003,Downloaded Report,CASE001075,2026-06-23 14:46:00,10.83.163.124
LOG003793,USR0016,Viewed Suspect Profile,CASE006526,2026-06-23 14:49:00,10.15.149.109
LOG001590,USR0004,Downloaded Report,CASE001178,2026-06-23 14:50:00,10.23.150.31
LOG000901,USR0028,Searched Entity,,2026-06-23 14:54:00,10.22.89.57
LOG003151,USR0017,Viewed Suspect Profile,CASE002812,2026-06-23 15:07:00,10.17.148.249
LOG001912,USR0030,Viewed Suspect Profile,CASE002283,2026-06-23 15:09:00,10.50.216.246
LOG000452,USR0019,Viewed Case,CASE000660,2026-06-23 15:16:00,10.169.13.145
LOG001014,USR0026,Downloaded Report,CASE004396,2026-06-23 15:24:00,10.213.212.33
LOG003042,USR0022,Updated Evidence,CASE000480,2026-06-23 15:26:00,10.29.150.23
LOG003911,USR0005,Viewed Case,CASE004905,2026-06-23 15:37:00,10.17.197.177
LOG001793,USR0011,Viewed Suspect Profile,CASE001629,2026-06-23 15:50:00,10.158.250.72
LOG002065,USR0003,Downloaded Report,CASE003486,2026-06-23 15:52:00,10.19.35.218
LOG005621,USR0007,Downloaded Report,CASE006313,2026-06-23 15:54:00,10.201.15.40
LOG003202,USR0027,Viewed Suspect Profile,CASE008316,2026-06-23 15:55:00,10.122.243.165
LOG001236,USR0017,Updated Evidence,CASE002401,2026-06-23 15:58:00,10.188.101.117
LOG003833,USR0001,Downloaded Report,CASE007987,2026-06-23 16:03:00,10.235.188.104
LOG005362,USR0005,Downloaded Report,CASE001815,2026-06-23 16:11:00,10.219.127.128
LOG004375,USR0032,Searched Entity,,2026-06-23 17:00:00,10.41.91.154
LOG004048,USR0024,Viewed Suspect Profile,CASE000151,2026-06-23 17:01:00,10.59.72.24
LOG002206,USR0002,Searched Entity,,2026-06-23 17:06:00,10.140.142.213
LOG004018,USR0014,Viewed Suspect Profile,CASE003375,2026-06-23 17:10:00,10.51.131.109
LOG003243,USR0010,Searched Entity,,2026-06-23 17:10:00,10.251.158.106
LOG002226,USR0014,Searched Entity,,2026-06-23 17:25:00,10.200.220.46
LOG001729,USR0005,Updated Evidence,CASE009230,2026-06-23 17:31:00,10.120.209.97
LOG005109,USR0011,Downloaded Report,CASE003786,2026-06-23 17:33:00,10.195.139.132
LOG002294,USR0011,Searched Entity,,2026-06-23 17:44:00,10.225.158.100
LOG000638,USR0007,Updated Evidence,CASE000429,2026-06-23 17:48:00,10.123.226.76
LOG003690,USR0016,Downloaded Report,CASE003261,2026-06-23 17:51:00,10.132.24.216
LOG005665,USR0032,Downloaded Report,CASE001140,2026-06-23 17:51:00,10.14.203.242
LOG004960,USR0019,Downloaded Report,CASE000256,2026-06-23 17:52:00,10.97.116.146
LOG001467,USR0017,Downloaded Report,CASE001821,2026-06-23 18:04:00,10.44.21.51
LOG003107,USR0027,Viewed Suspect Profile,CASE008364,2026-06-23 18:20:00,10.254.248.186
LOG001609,USR0029,Viewed Case,CASE009241,2026-06-23 18:23:00,10.4.186.247
LOG004350,USR0009,Viewed Suspect Profile,CASE000212,2026-06-23 18:28:00,10.9.109.83
LOG005928,USR0002,Viewed Suspect Profile,CASE006807,2026-06-23 18:28:00,10.108.141.101
LOG000218,USR0025,Viewed Suspect Profile,CASE004967,2026-06-23 18:41:00,10.228.235.225
LOG002007,USR0014,Searched Entity,,2026-06-23 18:47:00,10.146.81.136
LOG000802,USR0022,Viewed Case,CASE008966,2026-06-23 18:48:00,10.93.209.9
LOG003043,USR0017,Downloaded Report,CASE007692,2026-06-23 18:48:00,10.180.200.51
LOG001229,USR0019,Searched Entity,,2026-06-23 18:50:00,10.211.145.241
LOG002237,USR0017,Viewed Case,CASE000823,2026-06-23 18:51:00,10.33.168.26
LOG000783,USR0006,Updated Evidence,CASE006486,2026-06-23 18:51:00,10.122.140.219
LOG001816,USR0027,Searched Entity,,2026-06-23 18:56:00,10.253.80.253
LOG000369,USR0003,Viewed Case,CASE005190,2026-06-23 18:59:00,10.85.92.30
LOG003181,USR0030,Updated Evidence,CASE000823,2026-06-23 18:59:00,10.91.212.242
LOG003387,USR0015,Viewed Case,CASE002249,2026-06-23 19:12:00,10.97.155.143
LOG003335,USR0027,Updated Evidence,CASE008517,2026-06-23 19:13:00,10.197.130.128
LOG003300,USR0019,Updated Evidence,CASE007566,2026-06-23 19:18:00,10.143.77.32
LOG003089,USR0024,Viewed Suspect Profile,CASE003611,2026-06-23 19:21:00,10.93.13.19
LOG000923,USR0005,Viewed Case,CASE008786,2026-06-23 19:23:00,10.42.193.156
LOG003442,USR0030,Downloaded Report,CASE004762,2026-06-23 19:38:00,10.191.139.58
LOG002543,USR0002,Viewed Suspect Profile,CASE004921,2026-06-23 19:41:00,10.31.225.204
LOG005346,USR0005,Viewed Suspect Profile,CASE004533,2026-06-23 19:41:00,10.54.32.184
LOG002882,USR0002,Viewed Suspect Profile,CASE005135,2026-06-23 19:41:00,10.140.7.82
LOG001679,USR0026,Searched Entity,,2026-06-23 19:42:00,10.65.152.209
LOG001196,USR0003,Updated Evidence,CASE002264,2026-06-23 19:50:00,10.87.156.209
LOG005378,USR0007,Downloaded Report,CASE002622,2026-06-23 19:51:00,10.191.120.222
LOG003580,USR0007,Downloaded Report,CASE003987,2026-06-23 19:55:00,10.221.23.109
LOG003212,USR0022,Downloaded Report,CASE005034,2026-06-23 19:59:00,10.144.81.214
LOG005304,USR0020,Updated Evidence,CASE000445,2026-06-23 20:08:00,10.87.189.132
LOG000464,USR0004,Updated Evidence,CASE009188,2026-06-23 20:09:00,10.92.216.115
LOG000586,USR0016,Updated Evidence,CASE004790,2026-06-23 20:09:00,10.103.109.124
LOG001485,USR0015,Searched Entity,,2026-06-23 20:11:00,10.181.227.185
LOG003094,USR0004,Downloaded Report,CASE003507,2026-06-23 20:16:00,10.123.38.7
LOG004905,USR0020,Viewed Case,CASE003012,2026-06-23 20:27:00,10.199.146.38
LOG002495,USR0033,Viewed Suspect Profile,CASE004865,2026-06-23 20:28:00,10.225.95.202
LOG005034,USR0009,Searched Entity,,2026-06-23 20:33:00,10.67.36.105
LOG001351,USR0009,Viewed Suspect Profile,CASE004522,2026-06-23 20:35:00,10.209.196.109
LOG004875,USR0011,Downloaded Report,CASE002183,2026-06-23 20:36:00,10.182.103.114
LOG003121,USR0023,Downloaded Report,CASE002445,2026-06-23 20:41:00,10.173.73.35
LOG005265,USR0005,Updated Evidence,CASE004512,2026-06-23 20:43:00,10.87.151.95
LOG004687,USR0007,Viewed Suspect Profile,CASE004198,2026-06-23 20:56:00,10.95.81.47
LOG002307,USR0016,Downloaded Report,CASE006555,2026-06-24 08:07:00,10.205.95.108
LOG000440,USR0012,Viewed Case,CASE005001,2026-06-24 08:09:00,10.147.242.42
LOG000632,USR0014,Viewed Case,CASE000932,2026-06-24 08:15:00,10.48.191.194
LOG005174,USR0024,Updated Evidence,CASE008165,2026-06-24 08:28:00,10.96.89.200
LOG000678,USR0011,Viewed Suspect Profile,CASE007746,2026-06-24 08:31:00,10.51.216.22
LOG001508,USR0013,Downloaded Report,CASE007000,2026-06-24 08:33:00,10.88.208.233
LOG003359,USR0020,Searched Entity,,2026-06-24 08:34:00,10.212.165.178
LOG002696,USR0024,Searched Entity,,2026-06-24 08:35:00,10.195.69.171
LOG005502,USR0005,Viewed Suspect Profile,CASE004855,2026-06-24 08:35:00,10.70.201.17
LOG001610,USR0011,Viewed Suspect Profile,CASE009140,2026-06-24 08:35:00,10.252.136.75
LOG002855,USR0003,Viewed Case,CASE004117,2026-06-24 08:49:00,10.188.178.241
LOG003008,USR0026,Updated Evidence,CASE005045,2026-06-24 08:49:00,10.111.221.149
LOG001759,USR0014,Viewed Suspect Profile,CASE009102,2026-06-24 08:49:00,10.12.178.22
LOG005456,USR0029,Downloaded Report,CASE004688,2026-06-24 08:51:00,10.223.238.63
LOG004595,USR0029,Updated Evidence,CASE003078,2026-06-24 08:59:00,10.208.183.171
LOG000045,USR0031,Updated Evidence,CASE003632,2026-06-24 09:09:00,10.141.153.25
LOG002090,USR0003,Updated Evidence,CASE006215,2026-06-24 09:21:00,10.108.110.206
LOG002541,USR0015,Viewed Suspect Profile,CASE005115,2026-06-24 09:24:00,10.197.17.58
LOG003897,USR0011,Updated Evidence,CASE005865,2026-06-24 09:26:00,10.45.252.116
LOG004553,USR0009,Viewed Suspect Profile,CASE009982,2026-06-24 09:39:00,10.74.171.86
LOG000251,USR0007,Downloaded Report,CASE002210,2026-06-24 09:42:00,10.22.134.27
LOG003381,USR0029,Searched Entity,,2026-06-24 09:51:00,10.114.110.87
LOG003371,USR0019,Searched Entity,,2026-06-24 09:53:00,10.136.243.131
LOG003859,USR0026,Viewed Case,CASE002216,2026-06-24 10:05:00,10.235.107.35
LOG002535,USR0028,Downloaded Report,CASE004955,2026-06-24 10:05:00,10.77.214.124
LOG003260,USR0014,Downloaded Report,CASE002707,2026-06-24 10:14:00,10.237.164.74
LOG005800,USR0006,Viewed Case,CASE004142,2026-06-24 10:22:00,10.137.51.167
LOG001608,USR0023,Updated Evidence,CASE004212,2026-06-24 10:26:00,10.161.61.8
LOG001345,USR0023,Viewed Suspect Profile,CASE004720,2026-06-24 10:33:00,10.164.139.117
LOG004468,USR0028,Searched Entity,,2026-06-24 10:34:00,10.187.53.164
LOG002510,USR0022,Searched Entity,,2026-06-24 10:44:00,10.12.126.28
LOG000355,USR0011,Updated Evidence,CASE006234,2026-06-24 10:44:00,10.83.68.170
LOG003977,USR0028,Downloaded Report,CASE009493,2026-06-24 10:53:00,10.215.178.64
LOG001892,USR0028,Viewed Suspect Profile,CASE002129,2026-06-24 10:53:00,10.185.123.20
LOG000641,USR0024,Searched Entity,,2026-06-24 11:04:00,10.240.29.132
LOG003821,USR0004,Searched Entity,,2026-06-24 11:25:00,10.22.177.76
LOG005935,USR0005,Viewed Case,CASE005438,2026-06-24 11:40:00,10.55.76.180
LOG002706,USR0002,Viewed Suspect Profile,CASE006978,2026-06-24 11:46:00,10.39.95.42
LOG004761,USR0019,Downloaded Report,CASE009049,2026-06-24 11:47:00,10.23.61.233
LOG002070,USR0004,Downloaded Report,CASE001039,2026-06-24 11:55:00,10.249.96.238
LOG004798,USR0002,Searched Entity,,2026-06-24 11:58:00,10.156.109.6
LOG000288,USR0014,Downloaded Report,CASE004963,2026-06-24 11:58:00,10.28.159.159
LOG004809,USR0018,Viewed Case,CASE006127,2026-06-24 12:12:00,10.117.143.97
LOG001842,USR0019,Searched Entity,,2026-06-24 12:15:00,10.43.205.202
LOG005212,USR0002,Viewed Suspect Profile,CASE006302,2026-06-24 12:20:00,10.138.44.47
LOG002424,USR0030,Updated Evidence,CASE005750,2026-06-24 12:25:00,10.8.196.143
LOG004406,USR0027,Viewed Case,CASE007716,2026-06-24 12:26:00,10.12.191.216
LOG002475,USR0028,Updated Evidence,CASE001272,2026-06-24 12:27:00,10.32.65.210
LOG005162,USR0022,Viewed Case,CASE009933,2026-06-24 12:41:00,10.238.147.129
LOG000801,USR0021,Searched Entity,,2026-06-24 12:45:00,10.242.107.219
LOG001088,USR0029,Downloaded Report,CASE003564,2026-06-24 12:50:00,10.150.67.92
LOG001095,USR0030,Downloaded Report,CASE001948,2026-06-24 12:51:00,10.101.222.12
LOG004521,USR0002,Downloaded Report,CASE001146,2026-06-24 12:52:00,10.13.129.28
LOG003058,USR0002,Downloaded Report,CASE006304,2026-06-24 12:58:00,10.220.194.240
LOG000349,USR0001,Updated Evidence,CASE000782,2026-06-24 12:58:00,10.32.9.100
LOG003569,USR0019,Viewed Case,CASE009471,2026-06-24 13:07:00,10.167.202.232
LOG003066,USR0004,Updated Evidence,CASE000395,2026-06-24 13:08:00,10.246.96.178
LOG005095,USR0010,Downloaded Report,CASE002673,2026-06-24 13:18:00,10.130.64.44
LOG002902,USR0033,Viewed Case,CASE008898,2026-06-24 13:21:00,10.159.182.184
LOG000059,USR0010,Viewed Suspect Profile,CASE001556,2026-06-24 13:22:00,10.9.176.125
LOG002056,USR0033,Updated Evidence,CASE001463,2026-06-24 13:29:00,10.52.219.236
LOG005817,USR0012,Downloaded Report,CASE001913,2026-06-24 13:36:00,10.69.255.19
LOG002968,USR0007,Searched Entity,,2026-06-24 13:40:00,10.159.66.120
LOG005940,USR0028,Updated Evidence,CASE004522,2026-06-24 13:44:00,10.227.173.239
LOG003410,USR0014,Searched Entity,,2026-06-24 13:47:00,10.251.188.202
LOG000858,USR0006,Viewed Case,CASE008066,2026-06-24 13:50:00,10.100.40.24
LOG002943,USR0004,Updated Evidence,CASE003830,2026-06-24 13:50:00,10.83.167.218
LOG000402,USR0017,Updated Evidence,CASE008676,2026-06-24 13:51:00,10.174.170.14
LOG003211,USR0006,Updated Evidence,CASE004291,2026-06-24 13:57:00,10.27.105.99
LOG002373,USR0007,Searched Entity,,2026-06-24 14:00:00,10.24.135.230
LOG003167,USR0007,Searched Entity,,2026-06-24 14:14:00,10.131.0.241
LOG005220,USR0025,Updated Evidence,CASE000449,2026-06-24 14:14:00,10.218.113.1
LOG003535,USR0013,Searched Entity,,2026-06-24 14:19:00,10.25.80.179
LOG002785,USR0020,Downloaded Report,CASE001556,2026-06-24 14:23:00,10.66.111.143
LOG002687,USR0010,Updated Evidence,CASE002731,2026-06-24 14:28:00,10.13.112.148
LOG002761,USR0028,Searched Entity,,2026-06-24 14:30:00,10.188.104.198
LOG001434,USR0016,Viewed Case,CASE001931,2026-06-24 14:32:00,10.31.233.203
LOG004656,USR0030,Viewed Case,CASE008478,2026-06-24 14:37:00,10.154.239.207
LOG001983,USR0021,Downloaded Report,CASE005263,2026-06-24 14:40:00,10.251.132.244
LOG003732,USR0029,Viewed Suspect Profile,CASE008609,2026-06-24 14:52:00,10.187.44.199
LOG005881,USR0008,Viewed Suspect Profile,CASE004855,2026-06-24 14:54:00,10.121.121.232
LOG005342,USR0023,Updated Evidence,CASE003282,2026-06-24 14:56:00,10.215.253.14
LOG001319,USR0014,Downloaded Report,CASE003882,2026-06-24 15:02:00,10.141.136.94
LOG003169,USR0020,Searched Entity,,2026-06-24 15:19:00,10.34.149.190
LOG005916,USR0016,Updated Evidence,CASE006684,2026-06-24 15:19:00,10.15.174.113
LOG001708,USR0019,Viewed Case,CASE007360,2026-06-24 15:30:00,10.69.34.135
LOG005886,USR0011,Viewed Case,CASE008645,2026-06-24 15:41:00,10.17.100.149
LOG001660,USR0030,Updated Evidence,CASE001807,2026-06-24 15:43:00,10.24.84.28
LOG001171,USR0029,Searched Entity,,2026-06-24 15:46:00,10.221.197.103
LOG003657,USR0007,Viewed Suspect Profile,CASE003189,2026-06-24 16:05:00,10.61.27.25
LOG000060,USR0020,Searched Entity,,2026-06-24 16:06:00,10.209.206.12
LOG001765,USR0003,Viewed Suspect Profile,CASE002160,2026-06-24 16:13:00,10.208.133.175
LOG004812,USR0022,Downloaded Report,CASE001207,2026-06-24 16:18:00,10.211.78.222
LOG000419,USR0027,Searched Entity,,2026-06-24 16:37:00,10.165.70.190
LOG005020,USR0009,Searched Entity,,2026-06-24 16:44:00,10.112.167.243
LOG002318,USR0017,Updated Evidence,CASE002731,2026-06-24 16:45:00,10.148.198.221
LOG003451,USR0006,Updated Evidence,CASE006845,2026-06-24 16:56:00,10.177.112.222
LOG003878,USR0014,Updated Evidence,CASE000617,2026-06-24 17:04:00,10.154.44.90
LOG002404,USR0032,Viewed Suspect Profile,CASE004941,2026-06-24 17:08:00,10.141.173.130
LOG005657,USR0008,Viewed Suspect Profile,CASE007625,2026-06-24 17:11:00,10.123.26.240
LOG001859,USR0027,Downloaded Report,CASE008901,2026-06-24 17:23:00,10.241.221.62
LOG004448,USR0032,Updated Evidence,CASE003096,2026-06-24 17:29:00,10.223.86.19
LOG004697,USR0015,Searched Entity,,2026-06-24 17:49:00,10.191.95.81
LOG000070,USR0010,Viewed Case,CASE008863,2026-06-24 17:51:00,10.121.217.114
LOG004076,USR0026,Viewed Suspect Profile,CASE007302,2026-06-24 17:51:00,10.70.159.19
LOG004287,USR0022,Searched Entity,,2026-06-24 17:53:00,10.71.61.241
LOG000364,USR0022,Updated Evidence,CASE007753,2026-06-24 17:56:00,10.23.166.189
LOG005671,USR0031,Viewed Suspect Profile,CASE008269,2026-06-24 17:58:00,10.192.115.134
LOG004646,USR0030,Searched Entity,,2026-06-24 17:58:00,10.209.151.253
LOG003589,USR0018,Downloaded Report,CASE006568,2026-06-24 18:15:00,10.204.172.193
LOG000649,USR0023,Viewed Suspect Profile,CASE001869,2026-06-24 18:17:00,10.247.220.204
LOG004324,USR0003,Searched Entity,,2026-06-24 18:17:00,10.252.203.91
LOG001168,USR0031,Viewed Case,CASE005893,2026-06-24 18:17:00,10.237.194.100
LOG001418,USR0002,Viewed Suspect Profile,CASE004992,2026-06-24 18:22:00,10.198.2.108
LOG002894,USR0025,Updated Evidence,CASE009896,2026-06-24 18:24:00,10.237.125.48
LOG002982,USR0032,Searched Entity,,2026-06-24 18:31:00,10.82.81.172
LOG001059,USR0007,Searched Entity,,2026-06-24 18:31:00,10.7.143.25
LOG004827,USR0026,Downloaded Report,CASE001899,2026-06-24 18:37:00,10.241.241.76
LOG004238,USR0019,Updated Evidence,CASE002401,2026-06-24 18:42:00,10.51.133.81
LOG000432,USR0024,Downloaded Report,CASE008498,2026-06-24 18:43:00,10.42.204.203
LOG000571,USR0015,Viewed Suspect Profile,CASE001916,2026-06-24 18:50:00,10.28.166.215
LOG004619,USR0019,Downloaded Report,CASE004167,2026-06-24 18:59:00,10.83.9.80
LOG003062,USR0027,Viewed Case,CASE008168,2026-06-24 19:02:00,10.60.32.128
LOG005823,USR0010,Viewed Case,CASE005258,2026-06-24 19:05:00,10.135.238.247
LOG000627,USR0025,Updated Evidence,CASE000325,2026-06-24 19:22:00,10.154.73.25
LOG005443,USR0002,Downloaded Report,CASE000045,2026-06-24 19:23:00,10.80.233.51
