suspect_id,case_id,citizen_id,role,arrest_status
SUS002752,CASE005660,CID000597,Main Suspect,Absconding
SUS002753,CASE005565,CID000248,Gang Member,Under Surveillance
SUS002754,CASE004649,CID004178,Unknown Suspect,Wanted
SUS002755,CASE009027,CID006424,Gang Member,Absconding
SUS002756,CASE002232,CID000407,Unknown Suspect,Under Surveillance
SUS002757,CASE002623,CID000235,Unknown Suspect,Under Surveillance
SUS002758,CASE004919,CID000425,Unknown Suspect,Absconding
SUS002759,CASE002666,CID000397,Unknown Suspect,Absconding
SUS002760,CASE009357,CID005401,Unknown Suspect,Wanted
SUS002761,CASE001394,CID003803,Unknown Suspect,Wanted
SUS002762,CASE003617,CID009562,Unknown Suspect,Wanted
SUS002763,CASE001330,CID002636,Accomplice,Absconding
SUS002764,CASE001483,CID000058,Main Suspect,Absconding
SUS002765,CASE009733,CID009015,Accomplice,Under Surveillance
SUS002766,CASE004689,CID000042,Gang Member,Arrested
SUS002767,CASE005665,CID009418,Gang Member,Under Surveillance
SUS002768,CASE001867,CID006184,Main Suspect,Absconding
SUS002769,CASE008881,CID005774,Main Suspect,Under Surveillance
SUS002770,CASE002008,CID000106,Accomplice,Wanted
SUS002771,CASE008379,CID004103,Main Suspect,Under Surveillance
SUS002772,CASE003874,CID005851,Gang Member,Absconding
SUS002773,CASE006900,CID000756,Main Suspect,Wanted
SUS002774,CASE001963,CID002407,Accomplice,Wanted
SUS002775,CASE004087,CID001069,Main Suspect,Absconding
SUS002776,CASE004032,CID005826,Accomplice,Under Surveillance
SUS002777,CASE004081,CID000113,Gang Member,Wanted
SUS002778,CASE003807,CID007062,Unknown Suspect,Under Surveillance
SUS002779,CASE002278,CID003579,Accomplice,Arrested
SUS002780,CASE000435,CID009336,Gang Member,Under Surveillance
SUS002781,CASE008369,CID007743,Gang Member,Wanted
SUS002782,CASE008045,CID008495,Main Suspect,Wanted
SUS002783,CASE000620,CID000714,Unknown Suspect,Wanted
SUS002784,CASE009358,CID006327,Accomplice,Wanted
SUS002785,CASE005739,CID000110,Accomplice,Under Surveillance
SUS002786,CASE001331,CID000677,Unknown Suspect,Wanted
SUS002787,CASE009641,CID008995,Main Suspect,Arrested
SUS002788,CASE006950,CID005387,Accomplice,Under Surveillance
SUS002789,CASE008656,CID000778,Gang Member,Arrested
SUS002790,CASE000635,CID007044,Main Suspect,Absconding
SUS002791,CASE004449,CID003158,Gang Member,Under Surveillance
SUS002792,CASE006612,CID004136,Main Suspect,Arrested
SUS002793,CASE008410,CID004745,Accomplice,Under Surveillance
SUS002794,CASE009459,CID006524,Main Suspect,Wanted
SUS002795,CASE005718,CID009097,Accomplice,Arrested
SUS002796,CASE004111,CID006759,Main Suspect,Arrested
SUS002797,CASE005120,CID002663,Main Suspect,Under Surveillance
SUS002798,CASE001057,CID000086,Unknown Suspect,Under Surveillance
SUS002799,CASE002666,CID003096,Gang Member,Absconding
SUS002800,CASE007732,CID003459,Accomplice,Under Surveillance
SUS002801,CASE009466,CID007730,Unknown Suspect,Under Surveillance
SUS002802,CASE000864,CID003514,Unknown Suspect,Absconding
SUS002803,CASE007523,CID002016,Unknown Suspect,Wanted
SUS002804,CASE002067,CID000426,Unknown Suspect,Wanted
SUS002805,CASE005968,CID005801,Unknown Suspect,Under Surveillance
SUS002806,CASE009193,CID000079,Unknown Suspect,Wanted
SUS002807,CASE009578,CID002527,Unknown Suspect,Wanted
SUS002808,CASE002856,CID004706,Main Suspect,Under Surveillance
SUS002809,CASE002239,CID009829,Accomplice,Absconding
SUS002810,CASE000449,CID003932,Unknown Suspect,Arrested
SUS002811,CASE000266,CID000792,Gang Member,Wanted
SUS002812,CASE008157,CID007581,Accomplice,Wanted
SUS002813,CASE004061,CID005408,Unknown Suspect,Absconding
SUS002814,CASE008547,CID000248,Gang Member,Wanted
SUS002815,CASE008787,CID004816,Accomplice,Arrested
SUS002816,CASE007685,CID002930,Accomplice,Under Surveillance
SUS002817,CASE009608,CID002425,Accomplice,Under Surveillance
SUS002818,CASE001923,CID000841,Gang Member,Absconding
SUS002819,CASE009886,CID002429,Unknown Suspect,Arrested
SUS002820,CASE001031,CID008063,Accomplice,Wanted
SUS002821,CASE006674,CID002577,Main Suspect,Under Surveillance
SUS002822,CASE000808,CID006527,Gang Member,Absconding
SUS002823,CASE003992,CID008741,Unknown Suspect,Absconding
SUS002824,CASE007189,CID003261,Gang Member,Wanted
SUS002825,CASE001688,CID007264,Gang Member,Absconding
SUS002826,CASE009219,CID004299,Unknown Suspect,Absconding
SUS002827,CASE001286,CID005304,Accomplice,Absconding
SUS002828,CASE004818,CID000130,Unknown Suspect,Wanted
SUS002829,CASE007038,CID004038,Accomplice,Under Surveillance
SUS002830,CASE006559,CID002957,Gang Member,Absconding
SUS002831,CASE008106,CID009581,Unknown Suspect,Absconding
SUS002832,CASE009041,CID000716,Gang Member,Under Surveillance
SUS002833,CASE005885,CID005515,Main Suspect,Arrested
SUS002834,CASE005452,CID009407,Gang Member,Arrested
SUS002835,CASE006793,CID000340,Accomplice,Under Surveillance
SUS002836,CASE000243,CID000645,Accomplice,Arrested
SUS002837,CASE001890,CID004922,Gang Member,Under Surveillance
SUS002838,CASE003686,CID000378,Accomplice,Wanted
SUS002839,CASE002328,CID000643,Gang Member,Wanted
SUS002840,CASE007748,CID004534,Gang Member,Absconding
SUS002841,CASE006055,CID004586,Main Suspect,Wanted
SUS002842,CASE004198,CID008309,Accomplice,Wanted
SUS002843,CASE005858,CID001304,Main Suspect,Under Surveillance
SUS002844,CASE006397,CID009316,Accomplice,Wanted
SUS002845,CASE009063,CID006295,Unknown Suspect,Under Surveillance
SUS002846,CASE001952,CID008643,Gang Member,Under Surveillance
SUS002847,CASE002108,CID000286,Main Suspect,Wanted
SUS002848,CASE009039,CID004061,Unknown Suspect,Arrested
SUS002849,CASE001134,CID000673,Accomplice,Under Surveillance
SUS002850,CASE003176,CID009808,Accomplice,Arrested
SUS002851,CASE003763,CID003783,Gang Member,Wanted
SUS002852,CASE000053,CID000983,Gang Member,Arrested
SUS002853,CASE008967,CID000445,Gang Member,Arrested
SUS002854,CASE003963,CID007679,Unknown Suspect,Absconding
SUS002855,CASE008985,CID004699,Accomplice,Under Surveillance
SUS002856,CASE004314,CID009377,Accomplice,Wanted
SUS002857,CASE000808,CID005240,Accomplice,Under Surveillance
SUS002858,CASE003931,CID009631,Gang Member,Wanted
SUS002859,CASE008159,CID001989,Unknown Suspect,Wanted
SUS002860,CASE000764,CID000357,Unknown Suspect,Wanted
SUS002861,CASE002434,CID000686,Accomplice,Under Surveillance
SUS002862,CASE002567,CID008870,Accomplice,Wanted
SUS002863,CASE008223,CID001927,Main Suspect,Absconding
SUS002864,CASE008734,CID002790,Main Suspect,Arrested
SUS002865,CASE001062,CID005555,Accomplice,Absconding
SUS002866,CASE008922,CID005278,Main Suspect,Under Surveillance
SUS002867,CASE000734,CID004882,Gang Member,Arrested
SUS002868,CASE001912,CID009798,Gang Member,Arrested
SUS002869,CASE006269,CID000292,Main Suspect,Wanted
SUS002870,CASE005859,CID000022,Gang Member,Absconding
SUS002871,CASE005257,CID004898,Accomplice,Absconding
SUS002872,CASE000797,CID000550,Unknown Suspect,Wanted
SUS002873,CASE005059,CID008766,Gang Member,Wanted
SUS002874,CASE008289,CID003180,Main Suspect,Absconding
SUS002875,CASE001619,CID007705,Gang Member,Wanted
SUS002876,CASE003797,CID007949,Main Suspect,Under Surveillance
SUS002877,CASE007743,CID002717,Accomplice,Arrested
SUS002878,CASE007568,CID002148,Gang Member,Arrested
SUS002879,CASE005917,CID008881,Unknown Suspect,Wanted
SUS002880,CASE005836,CID007248,Gang Member,Arrested
SUS002881,CASE004568,CID008916,Accomplice,Arrested
SUS002882,CASE009805,CID007191,Gang Member,Absconding
SUS002883,CASE000048,CID008697,Gang Member,Wanted
SUS002884,CASE000213,CID006681,Accomplice,Wanted
SUS002885,CASE008585,CID000309,Gang Member,Under Surveillance
SUS002886,CASE003964,CID004751,Accomplice,Wanted
SUS002887,CASE006289,CID008074,Gang Member,Under Surveillance
SUS002888,CASE003189,CID001341,Accomplice,Under Surveillance
SUS002889,CASE004752,CID000399,Accomplice,Absconding
SUS002890,CASE000443,CID005208,Accomplice,Wanted
SUS002891,CASE008214,CID002996,Accomplice,Wanted
SUS002892,CASE007946,CID006237,Accomplice,Wanted
SUS002893,CASE004973,CID000118,Unknown Suspect,Absconding
SUS002894,CASE005561,CID005288,Unknown Suspect,Arrested
SUS002895,CASE005031,CID008322,Main Suspect,Under Surveillance
SUS002896,CASE001762,CID000240,Main Suspect,Wanted
SUS002897,CASE000444,CID000577,Unknown Suspect,Arrested
SUS002898,CASE002475,CID000160,Unknown Suspect,Under Surveillance
SUS002899,CASE009023,CID005109,Main Suspect,Absconding
SUS002900,CASE006116,CID000001,Unknown Suspect,Arrested
SUS002901,CASE003761,CID000685,Gang Member,Absconding
SUS002902,CASE005333,CID003982,Unknown Suspect,Absconding
SUS002903,CASE009753,CID005992,Unknown Suspect,Under Surveillance
SUS002904,CASE008019,CID004139,Unknown Suspect,Absconding
SUS002905,CASE006824,CID001943,Unknown Suspect,Absconding
SUS002906,CASE000539,CID000927,Accomplice,Under Surveillance
SUS002907,CASE004398,CID008735,Gang Member,Wanted
SUS002908,CASE002108,CID007514,Main Suspect,Absconding
SUS002909,CASE004763,CID007847,Main Suspect,Absconding
SUS002910,CASE005248,CID000174,Unknown Suspect,Under Surveillance
SUS002911,CASE004639,CID005801,Gang Member,Under Surveillance
SUS002912,CASE009221,CID000602,Unknown Suspect,Arrested
SUS002913,CASE004902,CID003510,Main Suspect,Under Surveillance
SUS002914,CASE001952,CID003244,Main Suspect,Wanted
SUS002915,CASE009448,CID002882,Main Suspect,Wanted
SUS002916,CASE006412,CID008362,Unknown Suspect,Wanted
SUS002917,CASE008710,CID007257,Accomplice,Wanted
SUS002918,CASE006390,CID006548,Accomplice,Arrested
SUS002919,CASE006346,CID004799,Gang Member,Arrested
SUS002920,CASE007270,CID001035,Gang Member,Wanted
SUS002921,CASE004905,CID000428,Main Suspect,Arrested
SUS002922,CASE001504,CID001616,Accomplice,Under Surveillance
SUS002923,CASE003899,CID000635,Unknown Suspect,Under Surveillance
SUS002924,CASE008379,CID000729,Gang Member,Absconding
SUS002925,CASE006356,CID000571,Unknown Suspect,Under Surveillance
SUS002926,CASE009878,CID004952,Accomplice,Under Surveillance
SUS002927,CASE009081,CID005322,Main Suspect,Under Surveillance
SUS002928,CASE005677,CID009195,Gang Member,Under Surveillance
SUS002929,CASE006006,CID002489,Accomplice,Arrested
SUS002930,CASE006822,CID000402,Main Suspect,Under Surveillance
SUS002931,CASE001306,CID008950,Gang Member,Wanted
SUS002932,CASE001051,CID000552,Unknown Suspect,Under Surveillance
SUS002933,CASE008214,CID004937,Main Suspect,Under Surveillance
SUS002934,CASE009412,CID000532,Main Suspect,Arrested
SUS002935,CASE005248,CID004390,Accomplice,Absconding
SUS002936,CASE008780,CID000542,Gang Member,Under Surveillance
SUS002937,CASE002618,CID000177,Accomplice,Arrested
SUS002938,CASE009899,CID000832,Main Suspect,Absconding
SUS002939,CASE002082,CID003719,Gang Member,Under Surveillance
SUS002940,CASE005273,CID000001,Unknown Suspect,Arrested
SUS002941,CASE006264,CID003292,Gang Member,Arrested
SUS002942,CASE009339,CID004659,Main Suspect,Arrested
SUS002943,CASE008168,CID003094,Main Suspect,Absconding
SUS002944,CASE000656,CID000084,Accomplice,Absconding
SUS002945,CASE008648,CID003562,Gang Member,Wanted
SUS002946,CASE003575,CID007525,Gang Member,Under Surveillance
SUS002947,CASE005161,CID000667,Gang Member,Under Surveillance
SUS002948,CASE007949,CID008770,Unknown Suspect,Under Surveillance
SUS002949,CASE005844,CID002791,Accomplice,Wanted
SUS002950,CASE007544,CID003244,Accomplice,Under Surveillance
SUS002951,CASE005717,CID005361,Accomplice,Under Surveillance
SUS002952,CASE000772,CID003650,Main Suspect,Under Surveillance
SUS002953,CASE002520,CID000358,Main Suspect,Under Surveillance
SUS002954,CASE009210,CID000073,Unknown Suspect,Under Surveillance
SUS002955,CASE005831,CID009520,Main Suspect,Arrested
SUS002956,CASE009123,CID005128,Unknown Suspect,Under Surveillance
SUS002957,CASE000378,CID004444,Unknown Suspect,Wanted
SUS002958,CASE007647,CID000875,Accomplice,Wanted
SUS002959,CASE002062,CID003838,Main Suspect,Under Surveillance
SUS002960,CASE002779,CID005418,Gang Member,Absconding
SUS002961,CASE009872,CID007575,Gang Member,Arrested
SUS002962,CASE006397,CID000268,Accomplice,Under Surveillance
SUS002963,CASE009244,CID001204,Main Suspect,Absconding
SUS002964,CASE007275,CID001406,Accomplice,Under Surveillance
SUS002965,CASE006357,CID005928,Unknown Suspect,Absconding
SUS002966,CASE004728,CID008814,Unknown Suspect,Wanted
SUS002967,CASE005849,CID005799,Main Suspect,Arrested
SUS002968,CASE003030,CID001601,Main Suspect,Under Surveillance
SUS002969,CASE006190,CID000641,Gang Member,Wanted
SUS002970,CASE009474,CID000160,Unknown Suspect,Under Surveillance
SUS002971,CASE008346,CID001107,Main Suspect,Arrested
SUS002972,CASE003421,CID000660,Unknown Suspect,Under Surveillance
SUS002973,CASE001964,CID000151,Main Suspect,Wanted
SUS002974,CASE000861,CID003429,Gang Member,Absconding
SUS002975,CASE005530,CID000719,Gang Member,Wanted
SUS002976,CASE008010,CID006605,Gang Member,Arrested
SUS002977,CASE005097,CID009493,Accomplice,Wanted
SUS002978,CASE001599,CID006155,Accomplice,Wanted
SUS002979,CASE008321,CID005025,Accomplice,Arrested
SUS002980,CASE001652,CID004465,Gang Member,Absconding
SUS002981,CASE008354,CID005436,Unknown Suspect,Under Surveillance
SUS002982,CASE000698,CID008616,Main Suspect,Under Surveillance
SUS002983,CASE002136,CID009598,Gang Member,Absconding
SUS002984,CASE008321,CID005558,Main Suspect,Wanted
SUS002985,CASE006359,CID005900,Gang Member,Absconding
SUS002986,CASE000734,CID002793,Gang Member,Arrested
SUS002987,CASE005674,CID004992,Unknown Suspect,Arrested
SUS002988,CASE005691,CID001505,Main Suspect,Under Surveillance
SUS002989,CASE000551,CID007439,Accomplice,Wanted
SUS002990,CASE006441,CID009536,Unknown Suspect,Wanted
SUS002991,CASE007760,CID000211,Accomplice,Arrested
SUS002992,CASE004742,CID000589,Main Suspect,Arrested
SUS002993,CASE005878,CID000620,Unknown Suspect,Under Surveillance
SUS002994,CASE003867,CID000359,Unknown Suspect,Under Surveillance
SUS002995,CASE000663,CID000306,Accomplice,Under Surveillance
SUS002996,CASE004361,CID005777,Accomplice,Arrested
SUS002997,CASE009676,CID006256,Unknown Suspect,Under Surveillance
SUS002998,CASE001813,CID006070,Accomplice,Under Surveillance
SUS002999,CASE001970,CID007911,Unknown Suspect,Under Surveillance
SUS003000,CASE004448,CID006635,Unknown Suspect,Under Surveillance
SUS003001,CASE002196,CID006178,Accomplice,Arrested
SUS003002,CASE000933,CID007560,Unknown Suspect,Arrested
SUS003003,CASE008823,CID005255,Gang Member,Absconding
SUS003004,CASE000024,CID000062,Gang Member,Arrested
SUS003005,CASE009941,CID000624,Accomplice,Under Surveillance
SUS003006,CASE001209,CID000747,Accomplice,Arrested
SUS003007,CASE007831,CID000428,Unknown Suspect,Absconding
SUS003008,CASE007225,CID007688,Main Suspect,Arrested
SUS003009,CASE001420,CID005144,Gang Member,Absconding
SUS003010,CASE000020,CID000024,Main Suspect,Absconding
SUS003011,CASE008215,CID008975,Accomplice,Absconding
SUS003012,CASE005719,CID008540,Gang Member,Under Surveillance
SUS003013,CASE000858,CID003025,Gang Member,Arrested
SUS003014,CASE006140,CID000770,Unknown Suspect,Under Surveillance
SUS003015,CASE005149,CID000338,Unknown Suspect,Under Surveillance
SUS003016,CASE006265,CID000034,Accomplice,Absconding
SUS003017,CASE004707,CID000713,Gang Member,Arrested
SUS003018,CASE009520,CID003671,Accomplice,Arrested
SUS003019,CASE000707,CID005524,Accomplice,Under Surveillance
SUS003020,CASE007173,CID000203,Unknown Suspect,Absconding
SUS003021,CASE009876,CID009163,Accomplice,Arrested
SUS003022,CASE002528,CID007999,Accomplice,Under Surveillance
SUS003023,CASE007663,CID001219,Main Suspect,Wanted
SUS003024,CASE007153,CID008319,Accomplice,Arrested
SUS003025,CASE009756,CID000360,Unknown Suspect,Wanted
SUS003026,CASE000461,CID000584,Unknown Suspect,Arrested
SUS003027,CASE005303,CID001117,Gang Member,Arrested
SUS003028,CASE004976,CID006886,Accomplice,Wanted
SUS003029,CASE008671,CID001745,Accomplice,Wanted
SUS003030,CASE001906,CID000439,Accomplice,Wanted
SUS003031,CASE002038,CID006460,Accomplice,Absconding
SUS003032,CASE006826,CID001220,Unknown Suspect,Arrested
SUS003033,CASE001385,CID005586,Gang Member,Arrested
SUS003034,CASE003983,CID009086,Unknown Suspect,Absconding
SUS003035,CASE004973,CID003603,Unknown Suspect,Arrested
SUS003036,CASE007891,CID000915,Main Suspect,Wanted
SUS003037,CASE003650,CID008045,Gang Member,Arrested
SUS003038,CASE007421,CID007088,Main Suspect,Arrested
SUS003039,CASE001146,CID009678,Main Suspect,Wanted
SUS003040,CASE006167,CID000359,Unknown Suspect,Arrested
SUS003041,CASE004913,CID006737,Gang Member,Absconding
SUS003042,CASE005822,CID000085,Gang Member,Arrested
SUS003043,CASE007343,CID006147,Unknown Suspect,Under Surveillance
SUS003044,CASE000075,CID005608,Unknown Suspect,Arrested
SUS003045,CASE001936,CID004369,Main Suspect,Arrested
SUS003046,CASE001226,CID004015,Accomplice,Wanted
SUS003047,CASE005222,CID002276,Accomplice,Under Surveillance
SUS003048,CASE009045,CID006507,Gang Member,Absconding
SUS003049,CASE004385,CID006550,Gang Member,Arrested
SUS003050,CASE000629,CID000092,Gang Member,Wanted
SUS003051,CASE005837,CID006587,Unknown Suspect,Absconding
SUS003052,CASE000932,CID000385,Accomplice,Absconding
SUS003053,CASE009555,CID004712,Main Suspect,Arrested
SUS003054,CASE001735,CID003564,Gang Member,Arrested
SUS003055,CASE006566,CID003794,Main Suspect,Arrested
SUS003056,CASE006717,CID008062,Accomplice,Absconding
SUS003057,CASE008969,CID000534,Main Suspect,Under Surveillance
SUS003058,CASE009363,CID007641,Unknown Suspect,Wanted
SUS003059,CASE000827,CID000041,Unknown Suspect,Under Surveillance
SUS003060,CASE006319,CID009381,Main Suspect,Arrested
SUS003061,CASE000072,CID004947,Accomplice,Absconding
SUS003062,CASE000841,CID007790,Main Suspect,Under Surveillance
SUS003063,CASE004126,CID007896,Accomplice,Wanted
SUS003064,CASE006983,CID009806,Main Suspect,Absconding
SUS003065,CASE004221,CID005214,Accomplice,Wanted
SUS003066,CASE002479,CID000647,Accomplice,Absconding
SUS003067,CASE004414,CID007782,Main Suspect,Absconding
SUS003068,CASE003517,CID000607,Main Suspect,Absconding
SUS003069,CASE007769,CID008125,Accomplice,Arrested
SUS003070,CASE006262,CID005154,Gang Member,Under Surveillance
SUS003071,CASE004169,CID008382,Main Suspect,Wanted
SUS003072,CASE005801,CID000750,Unknown Suspect,Absconding
SUS003073,CASE004947,CID002269,Accomplice,Arrested
SUS003074,CASE000419,CID008740,Gang Member,Under Surveillance
SUS003075,CASE005550,CID004455,Main Suspect,Wanted
SUS003076,CASE007616,CID002616,Main Suspect,Under Surveillance
SUS003077,CASE002650,CID002960,Main Suspect,Wanted
SUS003078,CASE000551,CID000320,Main Suspect,Wanted
SUS003079,CASE004629,CID004612,Accomplice,Under Surveillance
SUS003080,CASE000913,CID001958,Accomplice,Wanted
SUS003081,CASE005965,CID000086,Gang Member,Under Surveillance
SUS003082,CASE000912,CID000152,Gang Member,Arrested
SUS003083,CASE005290,CID008122,Unknown Suspect,Wanted
SUS003084,CASE008808,CID003365,Main Suspect,Arrested
SUS003085,CASE000403,CID000241,Unknown Suspect,Wanted
SUS003086,CASE003339,CID000711,Gang Member,Absconding
SUS003087,CASE008493,CID000462,Unknown Suspect,Wanted
SUS003088,CASE004140,CID009218,Main Suspect,Wanted
SUS003089,CASE002788,CID005977,Unknown Suspect,Arrested
SUS003090,CASE000251,CID001996,Unknown Suspect,Arrested
SUS003091,CASE005777,CID000611,Unknown Suspect,Wanted
SUS003092,CASE008942,CID000268,Gang Member,Under Surveillance
SUS003093,CASE006621,CID008562,Accomplice,Under Surveillance
SUS003094,CASE008091,CID004766,Accomplice,Wanted
SUS003095,CASE002673,CID009711,Main Suspect,Wanted
SUS003096,CASE009304,CID004332,Accomplice,Wanted
SUS003097,CASE008155,CID002580,Unknown Suspect,Wanted
SUS003098,CASE004504,CID000439,Accomplice,Absconding
SUS003099,CASE008756,CID009682,Accomplice,Wanted
SUS003100,CASE003303,CID008931,Accomplice,Arrested
SUS003101,CASE007854,CID004146,Unknown Suspect,Wanted
SUS003102,CASE000817,CID001547,Gang Member,Arrested
SUS003103,CASE000911,CID005365,Unknown Suspect,Arrested
SUS003104,CASE007077,CID000648,Unknown Suspect,Wanted
SUS003105,CASE009336,CID000650,Gang Member,Wanted
SUS003106,CASE009430,CID002443,Unknown Suspect,Wanted
SUS003107,CASE005145,CID006439,Main Suspect,Arrested
SUS003108,CASE006536,CID002997,Unknown Suspect,Arrested
SUS003109,CASE008707,CID000537,Accomplice,Under Surveillance
SUS003110,CASE009056,CID002948,Gang Member,Wanted
SUS003111,CASE005672,CID000465,Gang Member,Wanted
SUS003112,CASE000129,CID002455,Gang Member,Wanted
SUS003113,CASE009296,CID000419,Accomplice,Absconding
SUS003114,CASE007136,CID000317,Gang Member,Arrested
SUS003115,CASE001409,CID000211,Unknown Suspect,Wanted
SUS003116,CASE004312,CID009449,Unknown Suspect,Absconding
SUS003117,CASE001288,CID000550,Unknown Suspect,Under Surveillance
SUS003118,CASE005894,CID004058,Unknown Suspect,Wanted
SUS003119,CASE004411,CID007990,Gang Member,Under Surveillance
SUS003120,CASE001129,CID000281,Accomplice,Absconding
SUS003121,CASE003933,CID007553,Accomplice,Under Surveillance
SUS003122,CASE000743,CID002000,Gang Member,Wanted
SUS003123,CASE006737,CID000528,Gang Member,Wanted
SUS003124,CASE002523,CID002821,Unknown Suspect,Under Surveillance
SUS003125,CASE006385,CID000314,Accomplice,Arrested
SUS003126,CASE003179,CID005336,Unknown Suspect,Absconding
SUS003127,CASE007176,CID001775,Unknown Suspect,Absconding
SUS003128,CASE007795,CID003726,Accomplice,Wanted
SUS003129,CASE006126,CID008924,Unknown Suspect,Wanted
SUS003130,CASE009812,CID006254,Main Suspect,Absconding
SUS003131,CASE002815,CID000531,Gang Member,Wanted
SUS003132,CASE001883,CID001652,Main Suspect,Under Surveillance
SUS003133,CASE003685,CID002409,Accomplice,Absconding
SUS003134,CASE006090,CID002965,Main Suspect,Under Surveillance
SUS003135,CASE008282,CID003266,Unknown Suspect,Under Surveillance
SUS003136,CASE008646,CID001750,Accomplice,Under Surveillance
SUS003137,CASE006952,CID004559,Accomplice,Under Surveillance
SUS003138,CASE008086,CID004655,Main Suspect,Under Surveillance
SUS003139,CASE008297,CID009309,Main Suspect,Wanted
SUS003140,CASE007778,CID000380,Accomplice,Absconding
SUS003141,CASE004789,CID000221,Accomplice,Under Surveillance
SUS003142,CASE007972,CID007362,Gang Member,Under Surveillance
SUS003143,CASE005071,CID009613,Accomplice,Arrested
SUS003144,CASE005185,CID000719,Main Suspect,Absconding
SUS003145,CASE004426,CID006041,Accomplice,Wanted
SUS003146,CASE002923,CID005568,Accomplice,Absconding
SUS003147,CASE008702,CID002396,Main Suspect,Under Surveillance
SUS003148,CASE002648,CID000322,Accomplice,Under Surveillance
SUS003149,CASE005066,CID009502,Accomplice,Arrested
SUS003150,CASE001804,CID007331,Accomplice,Absconding
SUS003151,CASE000685,CID002897,Main Suspect,Arrested
SUS003152,CASE003877,CID005630,Gang Member,Under Surveillance
SUS003153,CASE007929,CID001359,Accomplice,Absconding
SUS003154,CASE006053,CID000297,Accomplice,Arrested
SUS003155,CASE008677,CID001621,Main Suspect,Absconding
SUS003156,CASE009282,CID009279,Main Suspect,Wanted
SUS003157,CASE009864,CID000320,Unknown Suspect,Absconding
SUS003158,CASE003228,CID000145,Gang Member,Wanted
SUS003159,CASE002679,CID000744,Gang Member,Under Surveillance
SUS003160,CASE004514,CID000589,Gang Member,Absconding
SUS003161,CASE003611,CID006338,Main Suspect,Wanted
SUS003162,CASE006853,CID006297,Main Suspect,Absconding
SUS003163,CASE006018,CID006453,Main Suspect,Arrested
SUS003164,CASE007341,CID000783,Main Suspect,Arrested
SUS003165,CASE008521,CID000016,Main Suspect,Wanted
SUS003166,CASE007741,CID000560,Accomplice,Arrested
SUS003167,CASE003395,CID000192,Unknown Suspect,Wanted
SUS003168,CASE003567,CID004784,Accomplice,Wanted
SUS003169,CASE003255,CID008245,Gang Member,Absconding
SUS003170,CASE004457,CID006330,Gang Member,Wanted
SUS003171,CASE003682,CID001450,Gang Member,Arrested
SUS003172,CASE000849,CID006986,Accomplice,Wanted
SUS003173,CASE001078,CID000489,Gang Member,Wanted
SUS003174,CASE001568,CID003871,Accomplice,Arrested
SUS003175,CASE001996,CID008723,Unknown Suspect,Absconding
SUS003176,CASE003481,CID000504,Gang Member,Absconding
SUS003177,CASE000534,CID000961,Unknown Suspect,Absconding
SUS003178,CASE002958,CID001435,Accomplice,Absconding
SUS003179,CASE001174,CID000213,Accomplice,Under Surveillance
SUS003180,CASE002190,CID004924,Unknown Suspect,Wanted
SUS003181,CASE009814,CID007810,Unknown Suspect,Absconding
SUS003182,CASE007465,CID001149,Main Suspect,Arrested
SUS003183,CASE000049,CID002920,Unknown Suspect,Under Surveillance
SUS003184,CASE006729,CID009507,Main Suspect,Under Surveillance
SUS003185,CASE004633,CID003897,Gang Member,Arrested
SUS003186,CASE001487,CID003560,Unknown Suspect,Absconding
SUS003187,CASE002636,CID000569,Accomplice,Under Surveillance
SUS003188,CASE006934,CID000248,Accomplice,Under Surveillance
SUS003189,CASE003686,CID002686,Accomplice,Under Surveillance
SUS003190,CASE009749,CID000265,Main Suspect,Under Surveillance
SUS003191,CASE008739,CID002312,Main Suspect,Under Surveillance
SUS003192,CASE005150,CID002928,Unknown Suspect,Under Surveillance
SUS003193,CASE005715,CID002996,Main Suspect,Arrested
SUS003194,CASE003125,CID007700,Main Suspect,Absconding
SUS003195,CASE002158,CID009240,Main Suspect,Under Surveillance
SUS003196,CASE008740,CID000011,Gang Member,Arrested
SUS003197,CASE009378,CID003856,Main Suspect,Absconding
SUS003198,CASE009019,CID004669,Accomplice,Under Surveillance
SUS003199,CASE000977,CID009573,Unknown Suspect,Under Surveillance
SUS003200,CASE008190,CID000186,Accomplice,Arrested
SUS003201,CASE002156,CID006013,Unknown Suspect,Absconding
SUS003202,CASE000435,CID003102,Main Suspect,Under Surveillance
SUS003203,CASE001199,CID008743,Main Suspect,Under Surveillance
SUS003204,CASE008711,CID007578,Main Suspect,Under Surveillance
SUS003205,CASE000217,CID000134,Accomplice,Absconding
SUS003206,CASE006543,CID000077,Unknown Suspect,Absconding
SUS003207,CASE003493,CID001289,Gang Member,Wanted
SUS003208,CASE006655,CID002717,Unknown Suspect,Under Surveillance
SUS003209,CASE004741,CID001210,Gang Member,Absconding
SUS003210,CASE008828,CID000024,Gang Member,Arrested
SUS003211,CASE000333,CID000760,Accomplice,Absconding
SUS003212,CASE003848,CID006368,Main Suspect,Arrested
SUS003213,CASE009220,CID001888,Gang Member,Wanted
SUS003214,CASE003704,CID009231,Main Suspect,Absconding
SUS003215,CASE009154,CID001371,Main Suspect,Arrested
SUS003216,CASE004753,CID003221,Accomplice,Under Surveillance
SUS003217,CASE003894,CID009089,Accomplice,Under Surveillance
SUS003218,CASE003024,CID000091,Accomplice,Arrested
SUS003219,CASE003662,CID003937,Main Suspect,Wanted
