id,case_master_id,act_id,section_id,act_order_id,section_order_id
1634,880,NDPS,21,1,2
1635,881,IT_ACT,67,1,1
1636,881,IT_ACT,66,1,2
1637,882,MV_ACT,184,1,1
1638,882,MV_ACT,185,1,2
1639,883,ARMS_ACT,25,1,1
1640,884,MV_ACT,184,1,1
1641,885,EXCISE_ACT,32,1,1
1642,885,EXCISE_ACT,34,1,2
1643,886,ARMS_ACT,27,1,1
1644,886,ARMS_ACT,25,1,2
1645,887,DOWRY_ACT,3,1,1
1646,888,NDPS,15,1,1
1647,888,NDPS,20,1,2
1648,889,BNS,309,1,1
1649,889,BNS,103,1,2
1650,890,IT_ACT,66C,1,1
1651,890,IT_ACT,66,1,2
1652,891,IT_ACT,67,1,1
1653,891,IT_ACT,66C,1,2
1654,891,IT_ACT,66,1,3
1655,892,MV_ACT,184,1,1
1656,892,MV_ACT,185,1,2
1657,893,BNS,303,1,1
1658,893,BNS,103,1,2
1659,894,POCSO,8,1,1
1660,894,POCSO,12,1,2
1661,894,POCSO,4,1,3
1662,895,POCSO,8,1,1
1663,895,POCSO,4,1,2
1664,895,POCSO,12,1,3
1665,896,ARMS_ACT,25,1,1
1666,896,ARMS_ACT,27,1,2
1667,897,MV_ACT,185,1,1
1668,898,DOWRY_ACT,4,1,1
1669,898,DOWRY_ACT,3,1,2
1670,899,IT_ACT,66C,1,1
1671,899,IT_ACT,66,1,2
1672,900,IPC,379,1,1
1673,900,IPC,506,1,2
1674,901,EXCISE_ACT,34,1,1
1675,901,EXCISE_ACT,32,1,2
1676,902,IPC,376,1,1
1677,902,IPC,307,1,2
1678,902,IPC,379,1,3
1679,903,IT_ACT,66C,1,1
1680,904,NDPS,22,1,1
1681,904,NDPS,20,1,2
1682,904,NDPS,15,1,3
1683,905,ARMS_ACT,25,1,1
1684,905,ARMS_ACT,27,1,2
1685,906,EXCISE_ACT,32,1,1
1686,906,EXCISE_ACT,34,1,2
1687,907,ARMS_ACT,25,1,1
1688,907,ARMS_ACT,27,1,2
1689,908,NDPS,20,1,1
1690,908,NDPS,15,1,2
1691,909,IPC,307,1,1
1692,909,IPC,395,1,2
1693,910,BNS,103,1,1
1694,910,BNS,303,1,2
1695,910,BNS,309,1,3
1696,911,EXCISE_ACT,32,1,1
1697,911,EXCISE_ACT,34,1,2
1698,912,POCSO,4,1,1
1699,912,POCSO,8,1,2
1700,913,MV_ACT,185,1,1
1701,913,MV_ACT,184,1,2
1702,914,NDPS,20,1,1
1703,915,MV_ACT,184,1,1
1704,916,IPC,379,1,1
1705,916,IPC,498A,1,2
1706,917,IPC,302,1,1
1707,917,IPC,376,1,2
1708,918,ARMS_ACT,25,1,1
1709,919,IPC,406,1,1
1710,919,IPC,379,1,2
1711,919,IPC,380,1,3
1712,920,BNS,309,1,1
1713,920,BNS,318,1,2
1714,920,BNS,115,1,3
1715,921,EXCISE_ACT,34,1,1
1716,921,EXCISE_ACT,32,1,2
1717,922,IPC,379,1,1
1718,922,IPC,420,1,2
1719,922,IPC,447,1,3
1720,923,BNS,303,1,1
1721,923,BNS,318,1,2
1722,923,BNS,309,1,3
1723,924,BNS,115,1,1
1724,924,BNS,309,1,2
1725,925,IPC,392,1,1
1726,925,IPC,447,1,2
1727,925,IPC,354,1,3
1728,926,MV_ACT,184,1,1
1729,927,IT_ACT,66C,1,1
1730,927,IT_ACT,66D,1,2
1731,928,ARMS_ACT,27,1,1
1732,928,ARMS_ACT,25,1,2
1733,929,POCSO,4,1,1
1734,930,POCSO,12,1,1
1735,931,ARMS_ACT,25,1,1
1736,931,ARMS_ACT,27,1,2
1737,932,BNS,103,1,1
1738,932,BNS,318,1,2
1739,932,BNS,309,1,3
1740,933,ARMS_ACT,25,1,1
1741,934,BNS,303,1,1
1742,934,BNS,309,1,2
1743,934,BNS,103,1,3
1744,935,DOWRY_ACT,3,1,1
1745,936,MV_ACT,184,1,1
1746,937,MV_ACT,185,1,1
1747,937,MV_ACT,184,1,2
1748,938,ARMS_ACT,27,1,1
1749,938,ARMS_ACT,25,1,2
1750,939,BNS,115,1,1
1751,940,ARMS_ACT,27,1,1
1752,940,ARMS_ACT,25,1,2
1753,941,DOWRY_ACT,3,1,1
1754,941,DOWRY_ACT,4,1,2
1755,942,EXCISE_ACT,32,1,1
1756,942,EXCISE_ACT,34,1,2
1757,943,BNS,303,1,1
1758,943,BNS,103,1,2
1759,944,MV_ACT,184,1,1
1760,944,MV_ACT,185,1,2
1761,945,IT_ACT,66,1,1
1762,945,IT_ACT,67,1,2
1763,945,IT_ACT,66C,1,3
1764,946,POCSO,12,1,1
1765,946,POCSO,4,1,2
1766,946,POCSO,8,1,3
1767,947,MV_ACT,185,1,1
1768,948,IT_ACT,67,1,1
1769,949,ARMS_ACT,27,1,1
1770,949,ARMS_ACT,25,1,2
1771,950,EXCISE_ACT,34,1,1
1772,950,EXCISE_ACT,32,1,2
1773,951,IT_ACT,67,1,1
1774,951,IT_ACT,66C,1,2
1775,952,NDPS,21,1,1
1776,953,BNS,318,1,1
1777,953,BNS,103,1,2
1778,954,NDPS,22,1,1
1779,954,NDPS,21,1,2
1780,955,DOWRY_ACT,4,1,1
1781,955,DOWRY_ACT,3,1,2
1782,956,IT_ACT,66C,1,1
1783,957,DOWRY_ACT,3,1,1
1784,958,IT_ACT,67,1,1
1785,959,ARMS_ACT,27,1,1
1786,960,ARMS_ACT,25,1,1
1787,960,ARMS_ACT,27,1,2
1788,961,ARMS_ACT,25,1,1
1789,962,IT_ACT,67,1,1
1790,963,MV_ACT,184,1,1
1791,963,MV_ACT,185,1,2
1792,964,IPC,395,1,1
1793,964,IPC,392,1,2
1794,965,ARMS_ACT,25,1,1
1795,966,IPC,506,1,1
1796,966,IPC,380,1,2
1797,966,IPC,498A,1,3
1798,967,BNS,115,1,1
1799,968,ARMS_ACT,25,1,1
1800,968,ARMS_ACT,27,1,2
1801,969,BNS,309,1,1
1802,969,BNS,318,1,2
1803,970,BNS,103,1,1
1804,970,BNS,309,1,2
1805,971,ARMS_ACT,25,1,1
1806,971,ARMS_ACT,27,1,2
1807,972,MV_ACT,185,1,1
1808,973,MV_ACT,184,1,1
1809,973,MV_ACT,185,1,2
1810,974,EXCISE_ACT,34,1,1
1811,974,EXCISE_ACT,32,1,2
1812,975,IPC,363,1,1
1813,975,IPC,379,1,2
1814,976,DOWRY_ACT,4,1,1
1815,976,DOWRY_ACT,3,1,2
1816,977,ARMS_ACT,27,1,1
1817,977,ARMS_ACT,25,1,2
1818,978,BNS,103,1,1
1819,979,POCSO,4,1,1
1820,980,IPC,420,1,1
1821,981,NDPS,15,1,1
1822,982,POCSO,12,1,1
1823,982,POCSO,8,1,2
1824,982,POCSO,4,1,3
1825,983,POCSO,8,1,1
1826,983,POCSO,12,1,2
1827,984,IT_ACT,66,1,1
1828,984,IT_ACT,66C,1,2
1829,984,IT_ACT,66D,1,3
1830,985,ARMS_ACT,27,1,1
1831,985,ARMS_ACT,25,1,2
1832,986,MV_ACT,184,1,1
1833,986,MV_ACT,185,1,2
1834,987,MV_ACT,185,1,1
1835,988,NDPS,22,1,1
1836,988,NDPS,15,1,2
1837,988,NDPS,21,1,3
1838,989,ARMS_ACT,25,1,1
1839,990,IPC,307,1,1
1840,990,IPC,498A,1,2
1841,990,IPC,395,1,3
1842,991,IT_ACT,66,1,1
1843,991,IT_ACT,66D,1,2
1844,991,IT_ACT,67,1,3
1845,992,EXCISE_ACT,34,1,1
1846,993,POCSO,12,1,1
1847,994,IT_ACT,67,1,1
1848,994,IT_ACT,66C,1,2
1849,994,IT_ACT,66D,1,3
1850,995,NDPS,21,1,1
1851,995,NDPS,20,1,2
1852,995,NDPS,15,1,3
1853,996,NDPS,21,1,1
1854,996,NDPS,15,1,2
1855,996,NDPS,22,1,3
1856,997,POCSO,12,1,1
1857,998,ARMS_ACT,25,1,1
1858,998,ARMS_ACT,27,1,2
1859,999,NDPS,15,1,1
1860,999,NDPS,20,1,2
1861,1000,IT_ACT,66C,1,1
1862,1000,IT_ACT,66,1,2
1863,1001,BNS,309,1,1
1864,1001,BNS,318,1,2
1865,1001,BNS,115,1,3
1866,1002,IT_ACT,66D,1,1
1867,1002,IT_ACT,66C,1,2
1868,1003,DOWRY_ACT,4,1,1
1869,1003,DOWRY_ACT,3,1,2
1870,1004,BNS,115,1,1
1871,1004,BNS,318,1,2
1872,1005,NDPS,20,1,1
1873,1005,NDPS,22,1,2
1874,1005,NDPS,15,1,3
1875,1006,POCSO,8,1,1
1876,1007,IT_ACT,67,1,1
1877,1007,IT_ACT,66C,1,2
1878,1007,IT_ACT,66D,1,3
1879,1008,IT_ACT,66,1,1
1880,1008,IT_ACT,66D,1,2
1881,1008,IT_ACT,66C,1,3
1882,1009,MV_ACT,185,1,1
1883,1010,DOWRY_ACT,3,1,1
1884,1010,DOWRY_ACT,4,1,2
1885,1011,EXCISE_ACT,32,1,1
1886,1012,IPC,506,1,1
1887,1012,IPC,324,1,2
1888,1012,IPC,395,1,3
1889,1013,MV_ACT,185,1,1
1890,1014,IT_ACT,67,1,1
1891,1014,IT_ACT,66,1,2
1892,1015,BNS,103,1,1
1893,1015,BNS,303,1,2
1894,1016,IPC,302,1,1
1895,1016,IPC,354,1,2
1896,1016,IPC,363,1,3
1897,1017,IPC,406,1,1
1898,1018,IPC,324,1,1
1899,1018,IPC,447,1,2
1900,1018,IPC,395,1,3
1901,1019,MV_ACT,185,1,1
1902,1020,EXCISE_ACT,34,1,1
1903,1021,POCSO,12,1,1
1904,1021,POCSO,4,1,2
1905,1022,IPC,363,1,1
1906,1022,IPC,392,1,2
1907,1022,IPC,447,1,3
1908,1023,ARMS_ACT,25,1,1
1909,1023,ARMS_ACT,27,1,2
1910,1024,IPC,379,1,1
1911,1024,IPC,324,1,2
1912,1025,MV_ACT,185,1,1
1913,1025,MV_ACT,184,1,2
1914,1026,MV_ACT,185,1,1
1915,1026,MV_ACT,184,1,2
1916,1027,MV_ACT,185,1,1
1917,1028,NDPS,21,1,1
1918,1028,NDPS,15,1,2
1919,1028,NDPS,20,1,3
1920,1029,DOWRY_ACT,3,1,1
1921,1029,DOWRY_ACT,4,1,2
1922,1030,IT_ACT,66D,1,1
1923,1030,IT_ACT,66,1,2
1924,1030,IT_ACT,67,1,3
1925,1031,IPC,324,1,1
1926,1032,BNS,103,1,1
1927,1032,BNS,318,1,2
1928,1032,BNS,303,1,3
1929,1033,ARMS_ACT,27,1,1
1930,1033,ARMS_ACT,25,1,2
1931,1034,POCSO,12,1,1
1932,1034,POCSO,8,1,2
1933,1034,POCSO,4,1,3
1934,1035,IT_ACT,66D,1,1
1935,1035,IT_ACT,67,1,2
1936,1036,IPC,395,1,1
1937,1036,IPC,406,1,2
1938,1037,NDPS,21,1,1
1939,1037,NDPS,20,1,2
1940,1038,DOWRY_ACT,4,1,1
1941,1038,DOWRY_ACT,3,1,2
1942,1039,IPC,447,1,1
1943,1039,IPC,380,1,2
1944,1040,IT_ACT,66D,1,1
1945,1040,IT_ACT,66,1,2
1946,1041,BNS,103,1,1
1947,1041,BNS,115,1,2
1948,1042,ARMS_ACT,27,1,1
1949,1042,ARMS_ACT,25,1,2
1950,1043,EXCISE_ACT,32,1,1
1951,1043,EXCISE_ACT,34,1,2
1952,1044,MV_ACT,185,1,1
1953,1044,MV_ACT,184,1,2
1954,1045,MV_ACT,185,1,1
1955,1045,MV_ACT,184,1,2
1956,1046,DOWRY_ACT,4,1,1
1957,1046,DOWRY_ACT,3,1,2
1958,1047,IT_ACT,66C,1,1
1959,1047,IT_ACT,66,1,2
1960,1047,IT_ACT,67,1,3
1961,1048,EXCISE_ACT,34,1,1
1962,1048,EXCISE_ACT,32,1,2
1963,1049,IPC,307,1,1
1964,1049,IPC,379,1,2
1965,1049,IPC,323,1,3
1966,1050,IT_ACT,66D,1,1
1967,1051,IPC,324,1,1
1968,1051,IPC,395,1,2
1969,1052,BNS,303,1,1
1970,1052,BNS,103,1,2
1971,1052,BNS,309,1,3
1972,1053,ARMS_ACT,25,1,1
1973,1053,ARMS_ACT,27,1,2
1974,1054,MV_ACT,184,1,1
1975,1055,EXCISE_ACT,34,1,1
1976,1055,EXCISE_ACT,32,1,2
1977,1056,NDPS,20,1,1
1978,1056,NDPS,22,1,2
1979,1057,ARMS_ACT,27,1,1
1980,1057,ARMS_ACT,25,1,2
1981,1058,NDPS,15,1,1
1982,1058,NDPS,21,1,2
1983,1059,BNS,309,1,1
1984,1059,BNS,103,1,2
1985,1060,BNS,318,1,1
1986,1060,BNS,303,1,2
1987,1060,BNS,115,1,3
1988,1061,ARMS_ACT,25,1,1
1989,1062,POCSO,8,1,1
1990,1062,POCSO,12,1,2
1991,1062,POCSO,4,1,3
1992,1063,POCSO,8,1,1
1993,1064,IPC,447,1,1
1994,1064,IPC,379,1,2
1995,1065,POCSO,8,1,1
1996,1065,POCSO,12,1,2
1997,1066,ARMS_ACT,27,1,1
1998,1066,ARMS_ACT,25,1,2
1999,1067,IT_ACT,66C,1,1
2000,1067,IT_ACT,66,1,2
2001,1067,IT_ACT,66D,1,3
2002,1068,DOWRY_ACT,4,1,1
2003,1068,DOWRY_ACT,3,1,2
2004,1069,POCSO,8,1,1
2005,1069,POCSO,4,1,2
2006,1070,IT_ACT,67,1,1
2007,1070,IT_ACT,66D,1,2
2008,1071,DOWRY_ACT,3,1,1
2009,1072,IPC,363,1,1
2010,1073,DOWRY_ACT,3,1,1
2011,1073,DOWRY_ACT,4,1,2
2012,1074,DOWRY_ACT,3,1,1
2013,1075,IT_ACT,66C,1,1
2014,1076,ARMS_ACT,25,1,1
2015,1076,ARMS_ACT,27,1,2
2016,1077,DOWRY_ACT,3,1,1
2017,1077,DOWRY_ACT,4,1,2
2018,1078,DOWRY_ACT,3,1,1
2019,1078,DOWRY_ACT,4,1,2
2020,1079,IPC,406,1,1
2021,1079,IPC,506,1,2
2022,1079,IPC,395,1,3
2023,1080,MV_ACT,184,1,1
2024,1080,MV_ACT,185,1,2
2025,1081,ARMS_ACT,27,1,1
2026,1081,ARMS_ACT,25,1,2
2027,1082,MV_ACT,184,1,1
2028,1082,MV_ACT,185,1,2
2029,1083,POCSO,8,1,1
2030,1084,IPC,392,1,1
2031,1084,IPC,506,1,2
2032,1084,IPC,379,1,3
2033,1085,IT_ACT,66C,1,1
2034,1086,IPC,506,1,1
2035,1087,DOWRY_ACT,4,1,1
2036,1087,DOWRY_ACT,3,1,2
2037,1088,MV_ACT,185,1,1
2038,1088,MV_ACT,184,1,2
2039,1089,NDPS,15,1,1
2040,1089,NDPS,20,1,2
2041,1090,MV_ACT,184,1,1
2042,1090,MV_ACT,185,1,2
2043,1091,POCSO,4,1,1
2044,1092,DOWRY_ACT,3,1,1
2045,1092,DOWRY_ACT,4,1,2
2046,1093,ARMS_ACT,25,1,1
2047,1093,ARMS_ACT,27,1,2
2048,1094,BNS,115,1,1
2049,1095,BNS,303,1,1
2050,1096,POCSO,12,1,1
2051,1096,POCSO,4,1,2
2052,1097,ARMS_ACT,27,1,1
2053,1097,ARMS_ACT,25,1,2
2054,1098,IT_ACT,66C,1,1
2055,1099,IPC,420,1,1
2056,1099,IPC,323,1,2
2057,1099,IPC,506,1,3
2058,1100,EXCISE_ACT,34,1,1
2059,1100,EXCISE_ACT,32,1,2
2060,1101,NDPS,21,1,1
2061,1101,NDPS,22,1,2
2062,1101,NDPS,15,1,3
2063,1102,NDPS,22,1,1
2064,1103,ARMS_ACT,27,1,1
2065,1104,ARMS_ACT,27,1,1
2066,1104,ARMS_ACT,25,1,2
2067,1105,MV_ACT,185,1,1
2068,1105,MV_ACT,184,1,2
2069,1106,BNS,309,1,1
2070,1107,IT_ACT,66,1,1
2071,1107,IT_ACT,66C,1,2
2072,1107,IT_ACT,67,1,3
2073,1108,EXCISE_ACT,32,1,1
2074,1109,POCSO,12,1,1
2075,1109,POCSO,8,1,2
2076,1109,POCSO,4,1,3
2077,1110,POCSO,12,1,1
2078,1110,POCSO,4,1,2
2079,1110,POCSO,8,1,3
2080,1111,IT_ACT,66,1,1
2081,1111,IT_ACT,67,1,2
2082,1112,POCSO,8,1,1
2083,1112,POCSO,4,1,2
2084,1112,POCSO,12,1,3
2085,1113,NDPS,22,1,1
2086,1114,NDPS,20,1,1
2087,1114,NDPS,22,1,2
2088,1115,MV_ACT,185,1,1
2089,1115,MV_ACT,184,1,2
2090,1116,IPC,324,1,1
2091,1116,IPC,380,1,2
2092,1117,NDPS,21,1,1
2093,1117,NDPS,15,1,2
2094,1118,MV_ACT,184,1,1
2095,1118,MV_ACT,185,1,2
2096,1119,IPC,302,1,1
2097,1119,IPC,354,1,2
2098,1120,MV_ACT,184,1,1
2099,1120,MV_ACT,185,1,2
2100,1121,EXCISE_ACT,32,1,1
2101,1121,EXCISE_ACT,34,1,2
2102,1122,POCSO,12,1,1
2103,1122,POCSO,8,1,2
2104,1122,POCSO,4,1,3
2105,1123,POCSO,4,1,1
2106,1123,POCSO,8,1,2
2107,1124,IPC,307,1,1
2108,1125,MV_ACT,184,1,1
2109,1125,MV_ACT,185,1,2
2110,1126,IT_ACT,66D,1,1
2111,1126,IT_ACT,66C,1,2
2112,1127,NDPS,22,1,1
2113,1127,NDPS,21,1,2
2114,1127,NDPS,15,1,3
2115,1128,DOWRY_ACT,4,1,1
2116,1129,IPC,376,1,1
2117,1129,IPC,323,1,2
2118,1129,IPC,354,1,3
2119,1130,NDPS,21,1,1
2120,1130,NDPS,22,1,2
2121,1131,IPC,376,1,1
2122,1132,IPC,420,1,1
2123,1133,POCSO,4,1,1
2124,1133,POCSO,8,1,2
2125,1134,BNS,309,1,1
2126,1135,MV_ACT,185,1,1
2127,1135,MV_ACT,184,1,2
2128,1136,NDPS,20,1,1
2129,1136,NDPS,15,1,2
2130,1137,POCSO,4,1,1
2131,1137,POCSO,8,1,2
2132,1138,BNS,309,1,1
2133,1139,IPC,498A,1,1
2134,1139,IPC,379,1,2
2135,1140,MV_ACT,184,1,1
2136,1141,IPC,380,1,1
2137,1142,IPC,324,1,1
2138,1143,MV_ACT,185,1,1
2139,1143,MV_ACT,184,1,2
2140,1144,BNS,115,1,1
2141,1144,BNS,309,1,2
2142,1145,BNS,318,1,1
2143,1145,BNS,103,1,2
2144,1146,IPC,498A,1,1
2145,1147,POCSO,8,1,1
2146,1148,NDPS,21,1,1
2147,1148,NDPS,20,1,2
2148,1149,NDPS,21,1,1
2149,1149,NDPS,22,1,2
2150,1149,NDPS,20,1,3
2151,1150,EXCISE_ACT,32,1,1
2152,1151,EXCISE_ACT,34,1,1
2153,1151,EXCISE_ACT,32,1,2
2154,1152,IT_ACT,66C,1,1
2155,1153,IT_ACT,66,1,1
2156,1154,DOWRY_ACT,4,1,1
2157,1154,DOWRY_ACT,3,1,2
2158,1155,DOWRY_ACT,3,1,1
2159,1155,DOWRY_ACT,4,1,2
2160,1156,EXCISE_ACT,34,1,1
2161,1156,EXCISE_ACT,32,1,2
2162,1157,ARMS_ACT,27,1,1
2163,1157,ARMS_ACT,25,1,2
2164,1158,IPC,506,1,1
2165,1158,IPC,354,1,2
2166,1158,IPC,392,1,3
2167,1159,ARMS_ACT,27,1,1
2168,1159,ARMS_ACT,25,1,2
2169,1160,IT_ACT,66,1,1
2170,1160,IT_ACT,67,1,2
2171,1161,MV_ACT,185,1,1
2172,1161,MV_ACT,184,1,2
2173,1162,NDPS,15,1,1
2174,1163,DOWRY_ACT,4,1,1
2175,1163,DOWRY_ACT,3,1,2
2176,1164,IT_ACT,66C,1,1
2177,1165,BNS,303,1,1
2178,1165,BNS,103,1,2
2179,1165,BNS,115,1,3
2180,1166,BNS,309,1,1
2181,1166,BNS,103,1,2
2182,1166,BNS,318,1,3
2183,1167,BNS,318,1,1
2184,1167,BNS,309,1,2
2185,1167,BNS,303,1,3
2186,1168,IPC,324,1,1
2187,1168,IPC,506,1,2
2188,1168,IPC,323,1,3
2189,1169,IT_ACT,67,1,1
2190,1170,DOWRY_ACT,3,1,1
2191,1170,DOWRY_ACT,4,1,2
2192,1171,EXCISE_ACT,34,1,1
2193,1171,EXCISE_ACT,32,1,2
2194,1172,NDPS,22,1,1
2195,1172,NDPS,20,1,2
2196,1173,IT_ACT,66D,1,1
2197,1174,BNS,303,1,1
2198,1174,BNS,115,1,2
2199,1175,IT_ACT,66C,1,1
2200,1176,BNS,103,1,1
2201,1176,BNS,115,1,2
2202,1176,BNS,303,1,3
2203,1177,DOWRY_ACT,3,1,1
2204,1178,ARMS_ACT,25,1,1
2205,1179,IT_ACT,66D,1,1
2206,1179,IT_ACT,66,1,2
2207,1180,EXCISE_ACT,32,1,1
2208,1181,DOWRY_ACT,4,1,1
2209,1182,ARMS_ACT,27,1,1
2210,1183,EXCISE_ACT,34,1,1
2211,1184,MV_ACT,185,1,1
2212,1184,MV_ACT,184,1,2
2213,1185,BNS,309,1,1
2214,1185,BNS,103,1,2
2215,1186,DOWRY_ACT,3,1,1
2216,1186,DOWRY_ACT,4,1,2
2217,1187,DOWRY_ACT,4,1,1
2218,1188,POCSO,12,1,1
2219,1188,POCSO,8,1,2
2220,1188,POCSO,4,1,3
2221,1189,DOWRY_ACT,3,1,1
2222,1189,DOWRY_ACT,4,1,2
2223,1190,DOWRY_ACT,4,1,1
2224,1190,DOWRY_ACT,3,1,2
2225,1191,NDPS,21,1,1
2226,1192,IT_ACT,66D,1,1
2227,1193,IPC,376,1,1
2228,1194,DOWRY_ACT,3,1,1
2229,1194,DOWRY_ACT,4,1,2
2230,1195,POCSO,4,1,1
2231,1196,POCSO,4,1,1
2232,1196,POCSO,12,1,2
2233,1197,ARMS_ACT,25,1,1
2234,1197,ARMS_ACT,27,1,2
2235,1198,IPC,324,1,1
2236,1198,IPC,380,1,2
2237,1198,IPC,395,1,3
2238,1199,EXCISE_ACT,32,1,1
2239,1200,BNS,303,1,1
2240,1200,BNS,115,1,2
2241,1201,EXCISE_ACT,32,1,1
2242,1201,EXCISE_ACT,34,1,2
2243,1202,POCSO,8,1,1
2244,1203,IT_ACT,67,1,1
2245,1203,IT_ACT,66D,1,2
2246,1204,IPC,363,1,1
2247,1204,IPC,447,1,2
2248,1205,DOWRY_ACT,4,1,1
2249,1205,DOWRY_ACT,3,1,2
2250,1206,IT_ACT,66D,1,1
2251,1206,IT_ACT,67,1,2
2252,1206,IT_ACT,66C,1,3
2253,1207,ARMS_ACT,25,1,1
2254,1208,IT_ACT,66D,1,1
2255,1209,IPC,392,1,1
2256,1210,EXCISE_ACT,34,1,1
2257,1210,EXCISE_ACT,32,1,2
2258,1211,IT_ACT,66D,1,1
2259,1211,IT_ACT,66C,1,2
2260,1212,DOWRY_ACT,4,1,1
2261,1212,DOWRY_ACT,3,1,2
2262,1213,BNS,103,1,1
2263,1213,BNS,318,1,2
2264,1213,BNS,115,1,3
2265,1214,IPC,302,1,1
2266,1214,IPC,307,1,2
2267,1215,POCSO,4,1,1
2268,1216,DOWRY_ACT,3,1,1
2269,1216,DOWRY_ACT,4,1,2
2270,1217,MV_ACT,185,1,1
2271,1217,MV_ACT,184,1,2
2272,1218,IPC,380,1,1
2273,1218,IPC,447,1,2
2274,1219,POCSO,8,1,1
2275,1219,POCSO,12,1,2
2276,1220,BNS,115,1,1
2277,1221,EXCISE_ACT,32,1,1
2278,1221,EXCISE_ACT,34,1,2
2279,1222,POCSO,8,1,1
2280,1223,NDPS,22,1,1
2281,1223,NDPS,15,1,2
2282,1223,NDPS,20,1,3
2283,1224,IPC,395,1,1
2284,1224,IPC,379,1,2
2285,1224,IPC,380,1,3
2286,1225,BNS,115,1,1
2287,1225,BNS,303,1,2
2288,1225,BNS,318,1,3
2289,1226,ARMS_ACT,27,1,1
2290,1226,ARMS_ACT,25,1,2
2291,1227,ARMS_ACT,27,1,1
2292,1228,BNS,103,1,1
2293,1228,BNS,115,1,2
2294,1229,POCSO,4,1,1
2295,1230,MV_ACT,184,1,1
2296,1230,MV_ACT,185,1,2
2297,1231,IT_ACT,66D,1,1
2298,1231,IT_ACT,66C,1,2
2299,1232,EXCISE_ACT,34,1,1
2300,1233,IPC,379,1,1
2301,1233,IPC,392,1,2
2302,1233,IPC,406,1,3
2303,1234,DOWRY_ACT,4,1,1
2304,1234,DOWRY_ACT,3,1,2
2305,1235,IPC,302,1,1
2306,1236,ARMS_ACT,27,1,1
2307,1236,ARMS_ACT,25,1,2
2308,1237,NDPS,20,1,1
2309,1237,NDPS,15,1,2
2310,1237,NDPS,22,1,3
2311,1238,MV_ACT,184,1,1
2312,1238,MV_ACT,185,1,2
2313,1239,DOWRY_ACT,4,1,1
2314,1239,DOWRY_ACT,3,1,2
2315,1240,IPC,406,1,1
2316,1240,IPC,447,1,2
2317,1240,IPC,324,1,3
2318,1241,IPC,392,1,1
2319,1242,BNS,318,1,1
2320,1242,BNS,103,1,2
2321,1243,POCSO,8,1,1
2322,1243,POCSO,12,1,2
2323,1244,EXCISE_ACT,32,1,1
2324,1244,EXCISE_ACT,34,1,2
2325,1245,EXCISE_ACT,34,1,1
2326,1246,EXCISE_ACT,32,1,1
2327,1246,EXCISE_ACT,34,1,2
2328,1247,NDPS,15,1,1
2329,1247,NDPS,21,1,2
2330,1248,NDPS,15,1,1
2331,1249,ARMS_ACT,25,1,1
2332,1249,ARMS_ACT,27,1,2
2333,1250,MV_ACT,185,1,1
2334,1251,BNS,309,1,1
2335,1252,DOWRY_ACT,3,1,1
2336,1253,ARMS_ACT,25,1,1
2337,1253,ARMS_ACT,27,1,2
2338,1254,EXCISE_ACT,32,1,1
2339,1254,EXCISE_ACT,34,1,2
2340,1255,MV_ACT,185,1,1
2341,1255,MV_ACT,184,1,2
2342,1256,DOWRY_ACT,3,1,1
2343,1257,MV_ACT,185,1,1
2344,1257,MV_ACT,184,1,2
2345,1258,ARMS_ACT,25,1,1
2346,1259,MV_ACT,184,1,1
2347,1259,MV_ACT,185,1,2
2348,1260,DOWRY_ACT,3,1,1
2349,1260,DOWRY_ACT,4,1,2
2350,1261,BNS,318,1,1
2351,1261,BNS,103,1,2
2352,1261,BNS,309,1,3
2353,1262,IT_ACT,66D,1,1
2354,1262,IT_ACT,66,1,2
2355,1262,IT_ACT,67,1,3
2356,1263,IPC,363,1,1
2357,1263,IPC,447,1,2
2358,1264,EXCISE_ACT,32,1,1
2359,1264,EXCISE_ACT,34,1,2
2360,1265,MV_ACT,184,1,1
2361,1265,MV_ACT,185,1,2
2362,1266,MV_ACT,184,1,1
2363,1266,MV_ACT,185,1,2
2364,1267,MV_ACT,185,1,1
2365,1268,IPC,324,1,1
2366,1268,IPC,380,1,2
2367,1269,NDPS,15,1,1
2368,1270,IT_ACT,66D,1,1
2369,1270,IT_ACT,67,1,2
2370,1270,IT_ACT,66C,1,3
2371,1271,MV_ACT,185,1,1
2372,1272,IPC,395,1,1
2373,1272,IPC,447,1,2
2374,1273,IT_ACT,66C,1,1
2375,1273,IT_ACT,67,1,2
2376,1274,BNS,115,1,1
2377,1274,BNS,318,1,2
2378,1275,POCSO,4,1,1
2379,1275,POCSO,12,1,2
2380,1275,POCSO,8,1,3
2381,1276,POCSO,4,1,1
2382,1276,POCSO,8,1,2
2383,1276,POCSO,12,1,3
2384,1277,IT_ACT,67,1,1
2385,1278,IT_ACT,67,1,1
2386,1278,IT_ACT,66D,1,2
2387,1279,MV_ACT,184,1,1
2388,1279,MV_ACT,185,1,2
2389,1280,BNS,103,1,1
2390,1280,BNS,309,1,2
2391,1281,IPC,498A,1,1
2392,1281,IPC,379,1,2
2393,1281,IPC,447,1,3
2394,1282,DOWRY_ACT,4,1,1
2395,1282,DOWRY_ACT,3,1,2
2396,1283,BNS,103,1,1
2397,1284,EXCISE_ACT,32,1,1
2398,1284,EXCISE_ACT,34,1,2
2399,1285,MV_ACT,185,1,1
