arrest_surrender_id,case_master_id,arrest_surrender_type_id,arrest_surrender_date,arrest_surrender_state_id,arrest_surrender_district_id,police_station_id,io_id,court_id,accused_master_id,is_accused,is_complainant_accused
915,1079,1,2026-04-24,1,7,27,198,14.0,1705,True,False
916,1080,1,2025-05-20,1,2,9,67,3.0,1706,True,False
917,1080,1,2025-05-12,1,2,9,57,3.0,1707,True,False
918,1081,1,2023-09-06,1,8,29,12,16.0,1708,True,False
919,1082,2,2023-05-25,1,11,41,86,21.0,1709,True,False
920,1082,1,2023-05-17,1,11,41,248,21.0,1710,True,False
921,1083,1,2026-06-29,1,5,20,60,9.0,1711,True,False
922,1084,1,2025-03-22,1,3,12,40,,1712,True,False
923,1084,1,2025-04-07,1,3,12,149,,1713,True,False
924,1086,1,2023-07-13,1,7,26,155,,1714,True,False
925,1086,1,2023-06-29,1,7,26,298,,1715,True,False
926,1087,1,2026-04-03,1,9,35,235,17.0,1716,True,False
927,1089,1,2025-05-16,1,15,58,139,,1719,True,False
928,1089,1,2025-05-16,1,15,58,13,,1720,True,False
929,1089,1,2025-06-09,1,15,58,293,,1721,True,False
930,1092,1,2026-03-31,1,14,55,272,28.0,1724,True,False
931,1094,1,2025-06-04,1,4,17,17,7.0,1726,True,False
932,1094,2,2025-05-12,1,4,17,122,7.0,1727,True,False
933,1095,2,2026-01-21,1,13,52,73,26.0,1728,True,False
934,1095,1,2026-01-12,1,13,52,245,26.0,1729,True,False
935,1096,1,2025-09-21,1,13,50,247,,1730,True,False
936,1096,1,2025-09-26,1,13,50,74,,1731,True,False
937,1098,1,2025-01-16,1,13,51,200,,1733,True,False
938,1099,2,2023-11-22,1,6,23,34,11.0,1735,True,False
939,1100,1,2024-10-07,5,23,11,178,6.0,1736,True,False
940,1100,1,2024-09-18,1,3,11,129,6.0,1738,True,False
941,1100,1,2024-09-25,1,3,11,102,6.0,1739,True,False
942,1101,1,2024-02-18,1,9,34,45,,1740,True,False
943,1102,1,2023-10-16,1,7,27,52,,1741,True,False
944,1103,1,2024-05-23,1,17,67,214,34.0,1743,True,False
945,1105,1,2023-07-11,1,12,47,96,24.0,1746,True,False
946,1105,1,2023-07-11,1,12,47,111,24.0,1748,True,False
947,1107,1,2024-08-28,1,19,74,249,,1751,True,False
948,1107,1,2024-08-31,1,19,74,237,,1752,True,False
949,1108,1,2026-03-18,1,15,61,132,,1755,True,False
950,1110,1,2023-06-13,1,10,37,223,19.0,1758,True,False
951,1112,1,2024-04-16,1,6,24,27,12.0,1763,True,False
952,1113,1,2024-04-11,1,19,74,28,37.0,1765,True,False
953,1116,1,2026-04-04,1,16,64,71,,1770,True,False
954,1118,2,2025-05-13,1,1,4,174,,1774,True,False
955,1119,1,2023-03-07,1,16,65,188,32.0,1777,True,False
956,1121,1,2023-12-05,1,15,61,255,,1781,True,False
957,1121,1,2023-12-26,1,15,61,40,,1782,True,False
958,1122,1,2026-04-29,1,1,5,107,,1783,True,False
959,1122,1,2026-05-22,1,1,5,227,,1784,True,True
960,1124,1,2023-01-07,1,5,21,42,9.0,1786,True,False
961,1125,2,2026-05-12,1,11,41,278,22.0,1787,True,False
962,1126,1,2024-12-07,1,19,74,163,,1790,True,False
963,1126,1,2024-12-01,1,19,74,202,,1791,True,False
964,1127,1,2024-12-20,1,11,40,234,21.0,1792,True,False
965,1128,1,2023-09-14,1,2,9,260,4.0,1793,True,False
966,1128,1,2023-08-24,1,2,9,52,4.0,1795,True,False
967,1129,1,2026-06-29,1,9,33,236,18.0,1797,True,False
968,1129,1,2026-06-15,1,9,33,2,18.0,1798,True,False
969,1130,1,2024-12-05,1,10,38,253,20.0,1800,True,False
970,1131,1,2024-01-20,1,14,56,280,,1802,True,False
971,1133,1,2025-05-04,1,6,23,7,,1805,True,False
972,1137,1,2024-09-22,1,12,45,148,,1809,True,False
973,1140,2,2026-03-29,1,5,20,266,,1812,True,False
974,1140,1,2026-03-18,3,20,20,218,,1814,True,False
975,1141,1,2025-02-27,1,6,23,177,12.0,1815,True,False
976,1142,1,2025-09-23,1,6,24,118,12.0,1817,True,False
977,1143,1,2026-06-11,1,13,53,258,,1819,True,False
978,1143,1,2026-06-24,1,13,53,238,,1820,True,False
979,1144,1,2025-04-17,1,15,61,112,,1821,True,False
980,1144,2,2025-05-04,1,15,61,269,,1822,True,False
981,1145,1,2024-10-08,1,16,65,208,,1824,True,False
982,1146,1,2026-06-20,1,19,73,270,,1825,True,False
983,1147,1,2024-10-11,5,24,53,154,25.0,1826,True,False
984,1148,1,2023-05-22,1,20,77,57,,1827,True,False
985,1149,1,2025-06-10,1,16,64,251,,1828,True,False
986,1152,2,2023-09-30,1,13,53,87,26.0,1832,True,False
987,1154,1,2026-01-15,6,5,64,25,31.0,1837,True,False
988,1156,1,2023-07-21,1,5,20,262,9.0,1839,True,False
989,1158,1,2023-07-14,1,4,17,73,7.0,1841,True,False
990,1159,1,2024-12-29,1,20,76,128,40.0,1842,True,False
991,1160,2,2026-06-11,1,3,11,126,5.0,1843,True,False
992,1163,2,2024-01-26,1,9,32,154,18.0,1847,True,False
993,1163,1,2024-01-23,1,9,32,62,18.0,1848,True,False
994,1166,1,2025-02-26,1,3,12,251,6.0,1851,True,False
995,1167,1,2026-05-11,1,1,4,73,2.0,1852,True,False
996,1168,1,2023-09-20,1,18,71,2,36.0,1853,True,False
997,1170,2,2026-07-08,1,8,29,149,,1856,True,False
998,1172,2,2024-03-15,6,10,14,182,8.0,1858,True,False
999,1173,1,2026-04-17,1,1,3,220,,1859,True,False
1000,1178,1,2023-08-21,1,14,56,201,27.0,1863,True,False
1001,1178,1,2023-08-29,1,14,56,114,27.0,1864,True,False
1002,1180,1,2026-04-02,1,1,3,198,,1866,True,False
1003,1181,1,2025-09-04,1,7,26,247,,1867,True,False
1004,1182,1,2023-05-08,1,10,37,93,19.0,1870,True,False
1005,1182,2,2023-05-14,1,10,37,56,19.0,1871,True,False
1006,1183,1,2024-07-02,1,10,38,209,20.0,1872,True,False
1007,1184,1,2025-09-15,1,18,71,162,35.0,1874,True,False
1008,1185,1,2026-01-10,1,19,73,139,38.0,1875,True,True
1009,1186,1,2023-01-23,1,9,32,266,,1876,True,False
1010,1187,1,2024-03-23,1,10,37,219,,1877,True,False
1011,1187,1,2024-04-14,1,10,37,198,,1878,True,False
1012,1188,1,2024-05-26,1,11,40,125,,1879,True,False
1013,1188,1,2024-06-14,1,11,40,46,,1881,True,False
1014,1191,2,2026-03-11,1,10,38,273,,1884,True,False
1015,1195,1,2024-01-02,1,7,26,208,13.0,1888,True,False
1016,1195,1,2023-12-25,1,7,26,106,13.0,1890,True,False
1017,1196,2,2025-07-03,1,7,26,24,,1892,True,False
1018,1198,1,2026-01-29,1,6,24,240,,1895,True,False
1019,1198,1,2026-01-30,1,6,24,52,,1896,True,False
1020,1200,2,2026-03-14,1,11,43,176,21.0,1900,True,False
1021,1204,2,2026-05-29,1,15,58,87,,1908,True,False
1022,1205,1,2026-04-24,1,7,26,284,13.0,1909,True,False
1023,1205,1,2026-04-15,1,7,26,55,13.0,1910,True,False
1024,1206,1,2024-08-25,1,16,65,286,32.0,1911,True,False
1025,1208,1,2025-05-09,1,9,34,138,17.0,1913,True,False
1026,1208,2,2025-05-07,1,9,34,108,17.0,1914,True,False
1027,1208,1,2025-05-06,1,9,34,38,17.0,1915,True,False
1028,1208,1,2025-05-12,1,9,34,223,17.0,1916,True,False
1029,1211,2,2025-07-04,1,3,11,11,5.0,1919,True,False
1030,1212,2,2024-05-03,1,19,74,37,37.0,1920,True,False
1031,1212,1,2024-04-12,1,19,74,144,37.0,1921,True,False
1032,1213,1,2026-02-22,1,9,32,285,18.0,1922,True,False
1033,1213,1,2026-02-21,1,9,32,27,18.0,1924,True,False
1034,1214,2,2025-10-22,1,10,38,210,20.0,1925,True,False
1035,1217,1,2026-06-22,1,4,15,274,8.0,1931,True,False
1036,1219,1,2024-08-02,1,18,71,250,36.0,1934,True,False
1037,1220,2,2026-05-10,1,7,26,18,,1936,True,False
1038,1222,1,2023-10-01,1,8,30,226,15.0,1938,True,False
1039,1223,1,2026-05-02,1,12,47,226,24.0,1940,True,False
1040,1224,2,2023-01-29,1,19,74,120,,1941,True,False
1041,1224,1,2023-01-23,1,19,74,25,,1942,True,False
1042,1225,2,2025-06-24,1,14,56,238,,1943,True,False
1043,1225,1,2025-06-20,1,14,56,74,,1944,True,False
1044,1227,2,2025-11-08,5,18,74,284,37.0,1946,True,False
1045,1228,1,2024-02-11,1,10,38,85,19.0,1947,True,False
1046,1229,1,2025-02-13,1,1,6,143,,1949,True,False
1047,1234,2,2023-12-08,1,3,12,65,,1957,True,False
1048,1236,1,2024-02-29,3,17,67,147,,1958,True,False
1049,1236,1,2024-03-28,1,17,67,116,,1959,True,False
1050,1236,1,2024-03-19,1,17,67,270,,1960,True,False
1051,1236,1,2024-03-08,1,17,67,236,,1961,True,False
1052,1238,2,2026-05-14,1,8,29,282,16.0,1964,True,False
1053,1244,1,2024-04-11,5,15,76,110,40.0,1970,True,False
1054,1245,1,2026-05-10,1,15,60,108,,1973,True,False
1055,1246,1,2025-08-11,1,8,29,145,,1974,True,False
1056,1246,1,2025-08-03,1,8,29,159,,1975,True,False
1057,1249,2,2023-07-11,1,10,38,107,20.0,1976,True,False
1058,1251,1,2025-10-25,1,1,5,109,1.0,1977,True,False
1059,1252,1,2026-02-09,1,5,21,73,,1980,True,False
1060,1253,1,2024-10-11,1,8,30,109,16.0,1982,True,False
1061,1254,1,2024-10-26,1,10,38,18,20.0,1983,True,False
1062,1255,1,2024-03-22,1,11,41,89,,1984,True,False
1063,1256,1,2025-09-15,1,15,61,141,29.0,1986,True,False
1064,1258,2,2023-04-24,1,15,61,251,30.0,1988,True,False
1065,1259,1,2023-10-22,1,5,21,119,9.0,1989,True,False
1066,1262,1,2026-04-14,1,3,11,98,5.0,1992,True,False
1067,1263,1,2024-10-28,1,13,53,223,25.0,1993,True,False
1068,1264,1,2026-05-06,1,19,73,60,,1994,True,False
1069,1265,2,2025-11-27,1,15,61,35,30.0,1996,True,False
1070,1266,1,2025-05-13,1,19,73,178,37.0,1997,True,False
1071,1267,1,2023-11-08,1,5,20,105,10.0,1998,True,False
1072,1270,1,2023-11-21,1,17,67,117,34.0,2001,True,False
1073,1272,1,2026-03-29,1,7,26,236,,2003,True,False
1074,1273,1,2024-03-17,5,6,23,137,12.0,2006,True,False
1075,1275,1,2023-11-26,1,15,59,273,30.0,2013,True,False
1076,1276,1,2023-06-01,1,1,5,134,,2014,True,False
1077,1277,1,2023-03-03,1,10,38,230,19.0,2015,True,False
1078,1278,1,2026-04-10,1,1,3,94,2.0,2017,True,False
1079,1280,1,2026-07-15,1,19,73,3,,2020,True,False
1080,1280,1,2026-07-19,1,19,73,227,,2021,True,False
1081,1281,1,2025-07-26,1,18,70,8,36.0,2023,True,False
1082,1281,1,2025-07-17,1,18,70,298,36.0,2024,True,False
1083,1282,1,2025-10-07,7,17,76,191,,2026,True,False
1084,1283,1,2026-03-17,1,3,12,48,5.0,2027,True,False
1085,1285,1,2024-12-24,1,13,53,79,,2030,True,False
1086,1291,1,2025-10-01,1,11,43,201,,2037,True,False
1087,1294,1,2023-09-23,1,13,51,86,,2043,True,False
1088,1294,1,2023-09-25,1,13,51,53,,2045,True,False
1089,1295,1,2025-03-26,1,2,9,141,,2046,True,False
1090,1295,1,2025-03-22,1,2,9,170,,2047,True,False
1091,1295,1,2025-03-29,1,2,9,196,,2048,True,False
1092,1295,1,2025-03-23,1,2,9,259,,2049,True,False
1093,1297,1,2024-09-11,1,2,8,62,4.0,2051,True,False
1094,1299,2,2024-12-24,1,8,30,180,,2053,True,False
1095,1300,1,2025-10-28,1,18,71,187,,2054,True,False
1096,1300,2,2025-11-02,1,18,71,243,,2055,True,False
1097,1301,1,2025-09-21,1,2,8,248,4.0,2058,True,False
1098,1302,1,2023-07-08,1,10,37,206,,2059,True,False
1099,1302,1,2023-07-09,1,10,37,33,,2060,True,False
1100,1302,2,2023-07-14,1,10,37,208,,2061,True,False
1101,1303,1,2026-01-17,1,2,9,259,,2062,True,False
1102,1304,2,2026-04-24,1,7,27,119,14.0,2065,True,False
1103,1305,1,2025-07-14,1,3,11,210,,2067,True,False
1104,1306,1,2024-08-02,1,19,73,208,37.0,2068,True,False
1105,1306,1,2024-08-04,1,19,73,36,37.0,2069,True,False
1106,1307,1,2026-01-15,3,10,45,114,,2072,True,False
1107,1307,1,2026-01-08,1,12,45,5,,2074,True,False
1108,1308,2,2024-04-05,1,7,26,212,13.0,2075,True,False
1109,1309,1,2023-09-19,1,12,45,259,23.0,2076,True,False
1110,1310,1,2026-01-28,4,16,58,74,30.0,2077,True,False
1111,1311,1,2026-03-16,1,2,9,203,3.0,2079,True,False
1112,1311,1,2026-03-17,1,2,9,107,3.0,2080,True,False
1113,1311,1,2026-03-13,1,2,9,71,3.0,2081,True,False
1114,1313,1,2026-05-29,1,9,32,226,,2082,True,False
1115,1314,1,2026-01-26,1,6,23,103,12.0,2083,True,False
1116,1315,1,2026-03-06,1,14,55,51,28.0,2084,True,False
1117,1315,1,2026-03-07,1,14,55,23,28.0,2085,True,False
1118,1316,1,2026-06-25,1,4,17,208,,2086,True,False
1119,1319,1,2026-01-23,1,14,56,217,28.0,2090,True,False
1120,1321,1,2025-08-13,1,15,59,24,,2092,True,False
1121,1321,1,2025-08-16,1,15,59,69,,2093,True,False
1122,1324,2,2026-01-06,1,9,32,27,18.0,2098,True,False
1123,1327,2,2026-03-14,1,4,16,236,8.0,2102,True,True
1124,1328,2,2025-04-11,1,8,30,10,,2104,True,False
1125,1329,1,2026-02-26,1,11,42,201,22.0,2105,True,False
1126,1330,1,2026-01-19,4,17,11,71,6.0,2107,True,False
1127,1331,1,2026-01-18,1,7,26,76,14.0,2108,True,False
1128,1332,1,2026-03-08,1,14,56,119,,2109,True,False
1129,1333,1,2025-08-20,1,16,65,112,,2112,True,False
1130,1334,2,2023-04-27,1,13,50,76,26.0,2116,True,False
1131,1338,1,2024-05-27,1,2,8,287,3.0,2118,True,False
1132,1338,1,2024-06-09,4,8,8,268,3.0,2119,True,False
1133,1338,1,2024-05-23,1,2,8,283,3.0,2120,True,False
1134,1340,2,2025-09-23,1,4,15,33,7.0,2123,True,False
1135,1341,1,2023-03-13,1,15,59,86,,2124,True,False
1136,1342,1,2024-05-11,7,18,32,95,,2125,True,False
1137,1342,1,2024-04-20,6,22,32,161,,2126,True,False
1138,1343,1,2025-02-02,1,18,70,96,,2128,True,False
1139,1344,1,2024-08-27,1,20,77,26,,2129,True,False
1140,1346,1,2024-12-29,1,17,67,93,34.0,2133,True,False
1141,1348,1,2025-07-01,1,4,15,54,,2135,True,False
1142,1348,1,2025-07-19,1,4,15,93,,2136,True,False
1143,1349,2,2026-03-24,1,15,60,201,29.0,2137,True,False
1144,1352,1,2023-11-15,1,16,64,187,32.0,2141,True,False
1145,1352,1,2023-11-25,1,16,64,233,32.0,2142,True,False
1146,1353,2,2026-04-08,1,5,20,119,,2144,True,False
1147,1355,1,2026-05-03,1,16,65,112,32.0,2145,True,False
1148,1355,1,2026-04-10,1,16,65,268,32.0,2146,True,False
1149,1358,1,2025-09-22,1,4,15,14,,2149,True,False
1150,1361,1,2023-12-31,1,16,63,146,32.0,2153,True,False
1151,1362,2,2026-02-16,1,10,38,251,,2154,True,False
1152,1362,2,2026-03-09,1,10,38,169,,2155,True,False
1153,1363,2,2024-01-09,1,8,29,227,15.0,2156,True,False
1154,1365,1,2024-04-30,1,11,43,277,21.0,2158,True,False
1155,1365,1,2024-05-12,1,11,43,156,21.0,2160,True,False
1156,1366,1,2026-04-27,1,1,6,230,1.0,2161,True,False
1157,1366,1,2026-05-22,1,1,6,128,1.0,2162,True,False
1158,1366,1,2026-05-01,1,1,6,9,1.0,2163,True,False
1159,1366,1,2026-04-27,1,1,6,50,1.0,2164,True,False
1160,1367,1,2025-05-02,1,4,14,39,8.0,2166,True,False
1161,1367,1,2025-05-17,1,4,14,106,8.0,2167,True,False
1162,1370,1,2024-07-20,1,16,63,287,31.0,2170,True,False
1163,1370,1,2024-07-29,1,16,63,227,31.0,2171,True,False
1164,1370,1,2024-07-19,1,16,63,76,31.0,2172,True,False
1165,1371,1,2026-01-16,1,14,56,91,,2174,True,False
1166,1373,1,2023-06-13,1,17,68,37,33.0,2177,True,False
1167,1373,2,2023-06-18,1,17,68,71,33.0,2178,True,False
1168,1373,1,2023-06-25,1,17,68,35,33.0,2179,True,False
1169,1374,1,2026-02-27,1,1,5,29,,2181,True,False
1170,1376,1,2025-04-14,1,10,37,117,20.0,2183,True,True
1171,1379,1,2026-03-18,1,15,61,213,29.0,2186,True,False
1172,1380,1,2024-04-05,1,6,24,14,12.0,2187,True,False
1173,1380,1,2024-04-15,1,6,24,202,12.0,2188,True,False
1174,1381,1,2023-01-30,1,6,24,240,,2189,True,False
1175,1381,1,2023-02-05,1,6,24,220,,2190,True,False
1176,1382,1,2026-01-31,1,18,70,122,36.0,2191,True,False
1177,1383,1,2026-07-10,5,12,45,248,,2194,True,False
1178,1383,1,2026-06-14,1,12,45,201,,2195,True,False
1179,1384,2,2026-05-23,1,18,71,211,35.0,2196,True,False
1180,1384,1,2026-05-24,1,18,71,172,35.0,2197,True,False
1181,1386,1,2023-11-23,1,4,16,192,,2202,True,False
1182,1386,1,2023-11-30,1,4,16,246,,2203,True,False
1183,1388,1,2024-07-27,1,10,37,248,,2206,True,False
1184,1390,1,2024-09-29,1,11,40,61,21.0,2208,True,False
1185,1391,1,2026-03-20,1,5,19,238,,2209,True,False
1186,1391,2,2026-03-11,1,5,19,152,,2210,True,False
1187,1391,1,2026-03-15,1,5,19,271,,2211,True,False
1188,1391,1,2026-02-25,1,5,19,83,,2212,True,False
1189,1392,1,2023-04-25,1,20,77,218,39.0,2213,True,False
1190,1393,1,2024-08-10,1,12,46,175,24.0,2214,True,False
1191,1396,1,2026-06-07,1,9,35,78,,2218,True,False
1192,1396,1,2026-05-11,1,9,35,62,,2220,True,False
1193,1397,1,2023-11-06,1,17,67,154,33.0,2221,True,False
1194,1397,1,2023-11-14,1,17,67,296,33.0,2223,True,True
1195,1398,1,2024-06-01,1,3,11,150,,2225,True,True
1196,1399,1,2023-12-23,1,11,41,116,22.0,2227,True,False
1197,1402,1,2025-07-04,1,12,46,138,23.0,2230,True,False
1198,1403,1,2025-06-04,1,17,67,61,34.0,2232,True,False
1199,1403,1,2025-06-24,1,17,67,281,34.0,2234,True,True
1200,1403,1,2025-07-01,1,17,67,287,34.0,2235,True,False
1201,1404,1,2026-07-09,1,19,74,265,37.0,2236,True,True
1202,1404,2,2026-07-14,1,19,74,145,37.0,2238,True,False
1203,1404,1,2026-07-24,1,19,74,116,37.0,2239,True,False
1204,1406,2,2025-09-12,1,9,32,13,18.0,2240,True,False
1205,1408,2,2023-09-27,7,13,56,151,27.0,2244,True,False
1206,1409,1,2023-04-21,1,19,74,10,37.0,2245,True,False
1207,1409,1,2023-05-03,1,19,74,45,37.0,2246,True,False
1208,1410,1,2023-12-17,7,12,26,48,13.0,2247,True,False
1209,1411,1,2024-02-27,1,5,21,239,10.0,2249,True,False
1210,1412,1,2026-04-30,1,20,76,12,,2250,True,False
1211,1413,1,2026-05-20,1,5,21,52,9.0,2251,True,False
1212,1414,1,2024-03-20,1,13,52,217,26.0,2252,True,False
1213,1414,2,2024-04-09,1,13,52,183,26.0,2254,True,False
1214,1414,1,2024-04-02,1,13,52,282,26.0,2255,True,False
1215,1415,1,2024-11-23,6,14,59,153,,2256,True,False
1216,1416,1,2023-07-11,2,20,76,74,,2257,True,False
1217,1418,2,2025-01-07,1,12,45,44,24.0,2259,True,False
1218,1418,1,2025-01-15,1,12,45,20,24.0,2260,True,False
1219,1418,1,2024-12-28,1,12,45,284,24.0,2261,True,False
1220,1420,1,2026-07-23,1,6,24,119,12.0,2264,True,False
1221,1421,1,2023-08-03,1,20,76,187,39.0,2265,True,False
1222,1423,1,2024-03-22,4,14,26,235,,2268,True,False
1223,1423,2,2024-03-09,1,7,26,131,,2269,True,False
1224,1423,1,2024-03-31,1,7,26,170,,2270,True,False
1225,1425,2,2026-06-26,1,4,14,132,7.0,2273,True,False
1226,1426,1,2026-07-05,1,7,27,218,13.0,2275,True,False
1227,1427,1,2024-01-16,1,1,6,32,,2276,True,False
1228,1427,1,2024-01-09,1,1,6,161,,2277,True,False
1229,1428,1,2024-02-07,1,13,53,197,25.0,2280,True,False
1230,1430,1,2025-12-05,1,17,68,117,,2282,True,False
1231,1430,1,2025-11-12,1,17,68,62,,2283,True,False
1232,1431,1,2026-06-14,1,2,8,118,,2286,True,False
1233,1431,1,2026-06-16,1,2,8,13,,2287,True,False
1234,1432,1,2024-06-14,1,7,27,291,13.0,2288,True,False
1235,1433,1,2024-08-23,1,11,42,182,,2289,True,False
1236,1433,1,2024-08-27,1,11,42,68,,2290,True,False
1237,1433,1,2024-09-03,1,11,42,65,,2291,True,False
1238,1434,1,2026-03-17,1,12,48,64,23.0,2292,True,False
1239,1436,1,2025-12-21,1,10,38,282,,2295,True,False
1240,1437,1,2026-03-21,1,3,11,80,6.0,2296,True,False
1241,1437,1,2026-04-02,1,3,11,54,6.0,2298,True,False
1242,1439,1,2025-05-09,1,20,76,146,,2301,True,False
1243,1440,1,2024-11-12,1,9,34,278,,2302,True,False
1244,1441,1,2023-05-26,1,16,65,164,32.0,2303,True,False
1245,1441,1,2023-05-27,1,16,65,298,32.0,2304,True,False
1246,1442,1,2025-09-17,1,11,42,249,22.0,2305,True,False
1247,1442,1,2025-10-11,1,11,42,254,22.0,2306,True,False
1248,1442,1,2025-09-21,1,11,42,60,22.0,2307,True,False
1249,1445,1,2023-03-07,5,23,60,75,,2308,True,False
1250,1447,1,2026-04-23,1,13,50,124,,2309,True,False
1251,1449,1,2023-05-16,5,19,50,184,,2311,True,False
1252,1450,1,2026-04-10,1,8,30,121,16.0,2312,True,False
1253,1450,1,2026-03-26,1,8,30,56,16.0,2314,True,False
1254,1452,1,2026-06-27,1,20,76,272,,2316,True,False
1255,1453,2,2024-10-23,1,17,68,142,33.0,2318,True,False
1256,1453,2,2024-09-29,1,17,68,89,33.0,2319,True,False
1257,1454,1,2023-08-13,1,9,34,214,,2320,True,True
1258,1456,1,2024-09-30,1,19,74,148,,2322,True,False
1259,1456,1,2024-09-24,1,19,74,183,,2323,True,False
1260,1456,1,2024-09-11,1,19,74,25,,2324,True,False
1261,1459,1,2025-07-17,1,18,70,11,36.0,2327,True,False
1262,1462,1,2025-06-23,1,16,64,49,,2331,True,False
1263,1464,1,2024-03-09,1,9,35,113,,2333,True,False
1264,1464,1,2024-03-16,1,9,35,249,,2334,True,False
1265,1468,1,2024-01-20,1,7,27,203,14.0,2337,True,False
1266,1469,1,2023-08-21,1,16,65,243,31.0,2338,True,False
1267,1472,1,2024-04-07,1,10,38,289,20.0,2339,True,False
1268,1472,1,2024-04-10,1,10,38,259,20.0,2340,True,False
1269,1473,1,2026-07-07,1,8,29,108,15.0,2342,True,False
1270,1476,2,2026-04-24,1,2,9,87,,2345,True,False
1271,1476,1,2026-04-07,1,2,9,256,,2346,True,False
1272,1477,1,2026-05-30,1,3,12,101,5.0,2349,True,False
1273,1478,2,2025-10-10,1,19,74,175,38.0,2350,True,False
1274,1482,1,2026-05-06,1,17,67,123,,2351,True,False
1275,1483,1,2024-01-16,1,15,58,136,29.0,2353,True,False
1276,1484,1,2026-06-29,1,11,41,102,,2354,True,False
1277,1484,2,2026-06-29,1,11,41,205,,2355,True,False
1278,1486,1,2026-06-30,1,16,63,136,31.0,2357,True,False
1279,1487,1,2026-06-09,1,1,3,188,,2359,True,False
1280,1490,1,2026-03-20,1,11,43,73,,2363,True,False
1281,1491,2,2026-02-05,1,17,67,227,33.0,2364,True,False
1282,1492,1,2025-09-21,7,17,17,281,,2366,True,False
1283,1493,1,2026-07-13,1,9,33,120,,2370,True,False
1284,1497,1,2023-11-26,2,13,35,190,,2372,True,False
1285,1498,1,2024-06-18,1,13,53,64,26.0,2374,True,False
1286,1498,1,2024-06-17,1,13,53,62,26.0,2375,True,False
1287,1498,1,2024-06-04,1,13,53,116,26.0,2376,True,False
1288,1500,1,2025-11-13,1,1,5,262,2.0,2378,True,False
