CaseCategoryID,LookupValue
42095,PAR
42096,UDR
42097,Zero FIR
42098,UDR
42099,PAR
42100,FIR
42101,FIR
42102,Zero FIR
42103,FIR
42104,Zero FIR
42105,FIR
42106,FIR
42107,PAR
42108,PAR
42109,FIR
42110,PAR
42111,PAR
42112,UDR
42113,PAR
42114,PAR
42115,PAR
42116,FIR
42117,Zero FIR
42118,FIR
42119,PAR
42120,FIR
42121,FIR
42122,UDR
42123,UDR
42124,FIR
42125,Zero FIR
42126,FIR
42127,Zero FIR
42128,UDR
42129,PAR
42130,UDR
42131,UDR
42132,Zero FIR
42133,UDR
42134,Zero FIR
42135,UDR
42136,PAR
42137,FIR
42138,FIR
42139,FIR
42140,PAR
42141,FIR
42142,UDR
42143,Zero FIR
42144,UDR
42145,Zero FIR
42146,Zero FIR
42147,Zero FIR
42148,Zero FIR
42149,Zero FIR
42150,PAR
42151,FIR
42152,UDR
42153,PAR
42154,FIR
42155,Zero FIR
42156,FIR
42157,PAR
42158,UDR
42159,UDR
42160,Zero FIR
42161,PAR
42162,UDR
42163,Zero FIR
42164,Zero FIR
42165,PAR
42166,UDR
42167,FIR
42168,FIR
42169,FIR
42170,Zero FIR
42171,FIR
42172,UDR
42173,FIR
42174,UDR
42175,PAR
42176,UDR
42177,Zero FIR
42178,Zero FIR
42179,Zero FIR
42180,FIR
42181,FIR
42182,UDR
42183,Zero FIR
42184,Zero FIR
42185,UDR
42186,UDR
42187,FIR
42188,UDR
42189,UDR
42190,PAR
42191,UDR
42192,Zero FIR
42193,UDR
42194,PAR
42195,Zero FIR
42196,FIR
42197,Zero FIR
42198,Zero FIR
42199,PAR
42200,Zero FIR
42201,Zero FIR
42202,UDR
42203,PAR
42204,PAR
42205,UDR
42206,PAR
42207,UDR
42208,PAR
42209,UDR
42210,UDR
42211,FIR
42212,FIR
42213,UDR
42214,Zero FIR
42215,UDR
42216,PAR
42217,PAR
42218,PAR
42219,UDR
42220,UDR
42221,FIR
42222,PAR
42223,UDR
42224,UDR
42225,PAR
42226,FIR
42227,UDR
42228,UDR
42229,UDR
42230,PAR
42231,FIR
42232,FIR
42233,Zero FIR
42234,UDR
42235,FIR
42236,FIR
42237,FIR
42238,UDR
42239,Zero FIR
42240,PAR
42241,UDR
42242,Zero FIR
42243,Zero FIR
42244,UDR
42245,PAR
42246,FIR
42247,FIR
42248,PAR
42249,PAR
42250,UDR
42251,Zero FIR
42252,PAR
42253,Zero FIR
42254,UDR
42255,Zero FIR
42256,PAR
42257,FIR
42258,UDR
42259,PAR
42260,PAR
42261,Zero FIR
42262,UDR
42263,Zero FIR
42264,PAR
42265,PAR
42266,PAR
42267,FIR
42268,FIR
42269,UDR
42270,FIR
42271,FIR
42272,FIR
42273,Zero FIR
42274,UDR
42275,Zero FIR
42276,FIR
42277,PAR
42278,PAR
42279,Zero FIR
42280,UDR
42281,UDR
42282,Zero FIR
42283,UDR
42284,FIR
42285,FIR
42286,FIR
42287,FIR
42288,Zero FIR
42289,Zero FIR
42290,Zero FIR
42291,PAR
42292,PAR
42293,UDR
42294,UDR
42295,Zero FIR
42296,PAR
42297,PAR
42298,FIR
42299,FIR
42300,FIR
42301,Zero FIR
42302,PAR
42303,Zero FIR
42304,Zero FIR
42305,PAR
42306,FIR
42307,Zero FIR
42308,FIR
42309,UDR
42310,FIR
42311,FIR
42312,PAR
42313,FIR
42314,FIR
42315,UDR
42316,UDR
42317,UDR
42318,FIR
42319,UDR
42320,Zero FIR
42321,FIR
42322,PAR
42323,FIR
42324,FIR
42325,UDR
42326,FIR
42327,FIR
42328,PAR
42329,PAR
42330,Zero FIR
42331,PAR
42332,FIR
42333,Zero FIR
42334,Zero FIR
42335,Zero FIR
42336,FIR
42337,UDR
42338,PAR
42339,PAR
42340,Zero FIR
42341,UDR
42342,UDR
42343,Zero FIR
42344,FIR
42345,PAR
42346,FIR
42347,UDR
42348,Zero FIR
42349,FIR
42350,PAR
42351,FIR
42352,Zero FIR
42353,Zero FIR
42354,Zero FIR
42355,FIR
42356,Zero FIR
42357,UDR
42358,PAR
42359,Zero FIR
42360,FIR
42361,UDR
42362,PAR
42363,Zero FIR
42364,PAR
42365,UDR
42366,PAR
42367,FIR
42368,UDR
42369,UDR
42370,FIR
42371,FIR
42372,Zero FIR
42373,UDR
42374,PAR
42375,PAR
42376,FIR
42377,FIR
42378,FIR
42379,UDR
42380,UDR
42381,FIR
42382,UDR
42383,FIR
42384,Zero FIR
42385,FIR
42386,FIR
42387,PAR
42388,FIR
42389,FIR
42390,PAR
42391,PAR
42392,PAR
42393,FIR
42394,Zero FIR
42395,PAR
42396,UDR
42397,Zero FIR
42398,UDR
42399,PAR
42400,PAR
42401,PAR
42402,Zero FIR
42403,PAR
42404,Zero FIR
42405,Zero FIR
42406,PAR
42407,FIR
42408,FIR
42409,Zero FIR
42410,FIR
42411,UDR
42412,UDR
42413,UDR
42414,FIR
42415,Zero FIR
42416,PAR
42417,UDR
42418,Zero FIR
42419,UDR
42420,PAR
42421,Zero FIR
42422,FIR
42423,Zero FIR
42424,Zero FIR
42425,UDR
42426,FIR
42427,FIR
42428,PAR
42429,Zero FIR
42430,UDR
42431,PAR
42432,FIR
42433,Zero FIR
42434,FIR
42435,Zero FIR
42436,FIR
42437,Zero FIR
42438,UDR
42439,FIR
42440,UDR
42441,FIR
42442,PAR
42443,FIR
42444,PAR
42445,Zero FIR
42446,Zero FIR
42447,Zero FIR
42448,FIR
42449,UDR
42450,FIR
42451,PAR
42452,FIR
42453,UDR
42454,FIR
42455,FIR
42456,UDR
42457,UDR
42458,FIR
42459,PAR
42460,PAR
42461,FIR
42462,Zero FIR
42463,Zero FIR
42464,PAR
42465,FIR
42466,Zero FIR
42467,FIR
42468,Zero FIR
42469,FIR
42470,FIR
42471,PAR
42472,UDR
42473,FIR
42474,PAR
42475,PAR
42476,PAR
42477,FIR
42478,Zero FIR
42479,FIR
42480,PAR
42481,PAR
42482,UDR
42483,FIR
42484,FIR
42485,FIR
42486,PAR
42487,PAR
42488,Zero FIR
42489,UDR
42490,UDR
42491,FIR
42492,Zero FIR
42493,PAR
42494,UDR
42495,UDR
42496,UDR
42497,PAR
42498,Zero FIR
42499,FIR
42500,PAR
42501,UDR
42502,FIR
42503,Zero FIR
42504,Zero FIR
42505,FIR
42506,UDR
42507,Zero FIR
42508,FIR
42509,PAR
42510,UDR
42511,Zero FIR
42512,UDR
42513,Zero FIR
42514,UDR
42515,PAR
42516,PAR
42517,PAR
42518,UDR
42519,UDR
42520,UDR
42521,UDR
42522,PAR
42523,Zero FIR
42524,Zero FIR
42525,FIR
42526,PAR
42527,FIR
42528,PAR
42529,PAR
42530,Zero FIR
42531,FIR
42532,UDR
42533,FIR
42534,PAR
42535,PAR
42536,FIR
42537,UDR
42538,Zero FIR
42539,Zero FIR
42540,FIR
42541,PAR
42542,PAR
42543,PAR
42544,FIR
42545,UDR
42546,Zero FIR
42547,FIR
42548,UDR
42549,FIR
42550,Zero FIR
42551,Zero FIR
42552,UDR
42553,Zero FIR
42554,Zero FIR
42555,PAR
42556,FIR
42557,UDR
42558,FIR
42559,FIR
42560,Zero FIR
42561,FIR
42562,Zero FIR
42563,Zero FIR
42564,UDR
42565,Zero FIR
42566,UDR
42567,PAR
42568,PAR
42569,Zero FIR
42570,Zero FIR
42571,PAR
42572,Zero FIR
42573,PAR
42574,Zero FIR
42575,Zero FIR
42576,PAR
42577,PAR
42578,PAR
42579,FIR
42580,UDR
42581,FIR
42582,PAR
42583,UDR
42584,PAR
42585,FIR
42586,Zero FIR
42587,FIR
42588,PAR
42589,PAR
42590,UDR
42591,PAR
42592,PAR
42593,UDR
42594,FIR
42595,PAR
42596,PAR
42597,Zero FIR
42598,UDR
42599,Zero FIR
42600,Zero FIR
42601,PAR
42602,UDR
42603,UDR
42604,PAR
42605,FIR
42606,UDR
42607,FIR
42608,Zero FIR
42609,FIR
42610,PAR
42611,FIR
42612,PAR
42613,PAR
42614,Zero FIR
42615,FIR
42616,Zero FIR
42617,PAR
42618,PAR
42619,FIR
42620,UDR
42621,UDR
42622,FIR
42623,Zero FIR
42624,Zero FIR
42625,UDR
42626,PAR
42627,FIR
42628,UDR
42629,Zero FIR
42630,Zero FIR
42631,PAR
42632,UDR
42633,Zero FIR
42634,PAR
42635,Zero FIR
42636,UDR
42637,UDR
42638,UDR
42639,FIR
42640,PAR
42641,UDR
42642,FIR
42643,FIR
42644,Zero FIR
42645,FIR
42646,FIR
42647,Zero FIR
42648,UDR
42649,UDR
42650,PAR
42651,Zero FIR
42652,PAR
42653,FIR
42654,UDR
42655,FIR
42656,FIR
42657,Zero FIR
42658,Zero FIR
42659,FIR
42660,PAR
42661,Zero FIR
42662,PAR
42663,FIR
42664,PAR
42665,FIR
42666,FIR
42667,Zero FIR
42668,Zero FIR
42669,UDR
42670,PAR
42671,FIR
42672,UDR
42673,UDR
42674,Zero FIR
42675,Zero FIR
42676,UDR
42677,UDR
42678,Zero FIR
42679,PAR
42680,PAR
42681,FIR
42682,UDR
42683,FIR
42684,FIR
42685,FIR
42686,FIR
42687,FIR
42688,Zero FIR
42689,FIR
42690,Zero FIR
42691,PAR
42692,Zero FIR
42693,UDR
42694,Zero FIR
42695,PAR
42696,FIR
42697,UDR
42698,UDR
42699,PAR
42700,FIR
42701,PAR
42702,UDR
42703,UDR
42704,Zero FIR
42705,FIR
42706,UDR
42707,FIR
42708,FIR
42709,FIR
42710,FIR
42711,UDR
42712,UDR
42713,FIR
42714,Zero FIR
42715,Zero FIR
42716,Zero FIR
42717,UDR
42718,Zero FIR
42719,FIR
42720,FIR
42721,FIR
42722,Zero FIR
42723,FIR
42724,FIR
42725,UDR
42726,Zero FIR
42727,Zero FIR
42728,UDR
42729,UDR
42730,PAR
42731,Zero FIR
42732,PAR
42733,FIR
42734,FIR
42735,PAR
42736,PAR
42737,Zero FIR
42738,FIR
42739,FIR
42740,PAR
42741,UDR
42742,PAR
42743,Zero FIR
42744,FIR
42745,Zero FIR
42746,PAR
42747,FIR
42748,PAR
42749,PAR
42750,UDR
42751,FIR
42752,UDR
42753,FIR
42754,Zero FIR
42755,PAR
42756,Zero FIR
42757,FIR
42758,FIR
42759,PAR
42760,FIR
42761,FIR
42762,PAR
42763,UDR
42764,PAR
42765,PAR
42766,PAR
42767,PAR
42768,FIR
42769,FIR
42770,PAR
42771,Zero FIR
42772,Zero FIR
42773,UDR
42774,FIR
42775,PAR
42776,FIR
42777,PAR
42778,UDR
42779,FIR
42780,PAR
42781,Zero FIR
42782,FIR
42783,UDR
42784,Zero FIR
42785,FIR
42786,FIR
42787,PAR
42788,FIR
42789,PAR
42790,PAR
42791,FIR
42792,PAR
42793,PAR
42794,Zero FIR
42795,PAR
42796,UDR
42797,UDR
42798,UDR
42799,FIR
42800,UDR
42801,FIR
42802,Zero FIR
42803,FIR
42804,Zero FIR
42805,UDR
42806,FIR
42807,PAR
42808,Zero FIR
42809,UDR
42810,FIR
42811,PAR
42812,UDR
42813,PAR
42814,Zero FIR
42815,UDR
42816,FIR
42817,Zero FIR
42818,PAR
42819,FIR
42820,UDR
42821,UDR
42822,UDR
42823,PAR
42824,PAR
42825,UDR
42826,Zero FIR
42827,Zero FIR
42828,PAR
42829,PAR
42830,UDR
42831,FIR
42832,UDR
42833,Zero FIR
42834,FIR
42835,FIR
42836,UDR
42837,UDR
42838,PAR
42839,FIR
42840,UDR
42841,Zero FIR
42842,Zero FIR
42843,Zero FIR
42844,PAR
42845,Zero FIR
42846,FIR
42847,Zero FIR
42848,FIR
42849,UDR
42850,UDR
42851,UDR
42852,PAR
42853,PAR
42854,PAR
42855,PAR
42856,Zero FIR
42857,FIR
42858,PAR
42859,UDR
42860,FIR
42861,PAR
42862,UDR
42863,UDR
42864,UDR
42865,UDR
42866,PAR
42867,UDR
42868,PAR
42869,PAR
42870,UDR
42871,Zero FIR
42872,PAR
42873,Zero FIR
42874,Zero FIR
42875,UDR
42876,Zero FIR
42877,FIR
42878,UDR
42879,UDR
42880,Zero FIR
42881,Zero FIR
42882,PAR
42883,PAR
42884,FIR
42885,PAR
42886,Zero FIR
42887,PAR
42888,Zero FIR
42889,PAR
42890,Zero FIR
42891,PAR
42892,Zero FIR
42893,UDR
42894,UDR
42895,Zero FIR
42896,FIR
42897,Zero FIR
42898,Zero FIR
42899,UDR
42900,UDR
42901,PAR
42902,Zero FIR
42903,PAR
42904,UDR
42905,FIR
42906,UDR
42907,PAR
42908,Zero FIR
42909,Zero FIR
42910,Zero FIR
42911,Zero FIR
42912,Zero FIR
42913,Zero FIR
42914,PAR
42915,UDR
42916,PAR
42917,PAR
42918,Zero FIR
42919,UDR
42920,Zero FIR
42921,PAR
42922,FIR
42923,Zero FIR
42924,PAR
42925,PAR
42926,FIR
42927,FIR
42928,Zero FIR
42929,Zero FIR
42930,PAR
42931,FIR
42932,UDR
42933,FIR
42934,UDR
42935,PAR
42936,FIR
42937,UDR
42938,Zero FIR
42939,FIR
42940,FIR
42941,PAR
42942,UDR
42943,UDR
42944,PAR
42945,FIR
42946,Zero FIR
42947,UDR
42948,FIR
42949,PAR
42950,PAR
42951,FIR
42952,PAR
42953,FIR
42954,UDR
42955,PAR
42956,UDR
42957,UDR
42958,UDR
42959,Zero FIR
42960,Zero FIR
42961,PAR
42962,PAR
42963,UDR
42964,UDR
42965,FIR
42966,FIR
42967,UDR
42968,UDR
42969,Zero FIR
42970,UDR
42971,PAR
42972,PAR
42973,Zero FIR
42974,UDR
42975,PAR
42976,FIR
42977,Zero FIR
42978,Zero FIR
42979,PAR
42980,Zero FIR
42981,PAR
42982,Zero FIR
42983,FIR
42984,UDR
42985,Zero FIR
42986,FIR
42987,Zero FIR
42988,UDR
42989,Zero FIR
42990,PAR
42991,Zero FIR
42992,FIR
42993,Zero FIR
42994,FIR
42995,Zero FIR
42996,PAR
42997,PAR
42998,UDR
42999,PAR
43000,Zero FIR
43001,UDR
43002,FIR
43003,Zero FIR
43004,PAR
43005,FIR
43006,PAR
43007,PAR
43008,Zero FIR
43009,PAR
43010,FIR
43011,Zero FIR
43012,PAR
43013,FIR
43014,UDR
43015,UDR
43016,UDR
43017,Zero FIR
43018,FIR
43019,Zero FIR
43020,FIR
43021,PAR
43022,PAR
43023,Zero FIR
43024,UDR
43025,UDR
43026,FIR
43027,Zero FIR
43028,Zero FIR
43029,PAR
43030,UDR
43031,PAR
43032,UDR
43033,Zero FIR
43034,Zero FIR
43035,FIR
43036,FIR
43037,UDR
43038,FIR
43039,UDR
43040,FIR
43041,FIR
43042,Zero FIR
43043,FIR
43044,PAR
43045,Zero FIR
43046,Zero FIR
43047,FIR
43048,Zero FIR
43049,UDR
43050,Zero FIR
43051,UDR
43052,PAR
43053,Zero FIR
43054,PAR
43055,PAR
43056,Zero FIR
43057,PAR
43058,UDR
43059,Zero FIR
43060,FIR
43061,UDR
43062,UDR
43063,Zero FIR
43064,UDR
43065,PAR
43066,Zero FIR
43067,UDR
43068,UDR
43069,PAR
43070,FIR
43071,FIR
43072,PAR
43073,FIR
43074,PAR
43075,FIR
43076,FIR
43077,FIR
43078,PAR
43079,UDR
43080,UDR
43081,PAR
43082,Zero FIR
43083,FIR
43084,UDR
43085,Zero FIR
43086,UDR
43087,Zero FIR
43088,PAR
43089,FIR
43090,Zero FIR
43091,FIR
43092,PAR
43093,UDR
43094,FIR
43095,UDR
43096,Zero FIR
43097,FIR
43098,PAR
43099,UDR
43100,UDR
43101,UDR
43102,Zero FIR
43103,FIR
43104,PAR
43105,UDR
43106,UDR
43107,PAR
43108,UDR
43109,PAR
43110,UDR
43111,UDR
43112,FIR
43113,PAR
43114,FIR
43115,PAR
43116,PAR
43117,FIR
43118,Zero FIR
43119,UDR
43120,PAR
43121,UDR
43122,UDR
43123,UDR
43124,Zero FIR
43125,Zero FIR
43126,Zero FIR
43127,PAR
43128,Zero FIR
43129,FIR
43130,PAR
43131,FIR
43132,FIR
43133,PAR
43134,UDR
43135,Zero FIR
43136,FIR
43137,UDR
43138,FIR
43139,FIR
43140,Zero FIR
43141,FIR
43142,UDR
43143,PAR
43144,Zero FIR
43145,UDR
43146,UDR
43147,FIR
43148,FIR
43149,UDR
43150,Zero FIR
43151,UDR
43152,Zero FIR
43153,PAR
43154,FIR
43155,UDR
43156,FIR
43157,PAR
43158,PAR
43159,PAR
43160,FIR
43161,UDR
43162,UDR
43163,FIR
43164,Zero FIR
43165,FIR
43166,Zero FIR
43167,PAR
43168,Zero FIR
43169,FIR
43170,Zero FIR
43171,PAR
43172,FIR
43173,Zero FIR
43174,FIR
43175,PAR
43176,UDR
43177,FIR
43178,PAR
43179,UDR
43180,FIR
43181,PAR
43182,Zero FIR
43183,PAR
43184,UDR
43185,PAR
43186,UDR
43187,UDR
43188,UDR
43189,Zero FIR
43190,UDR
43191,PAR
43192,FIR
43193,FIR
43194,PAR
43195,FIR
43196,FIR
43197,Zero FIR
43198,PAR
43199,PAR
43200,UDR
43201,PAR
43202,Zero FIR
43203,PAR
43204,FIR
43205,PAR
43206,PAR
43207,PAR
43208,Zero FIR
43209,FIR
43210,UDR
43211,Zero FIR
43212,FIR
43213,UDR
43214,PAR
43215,FIR
43216,UDR
43217,UDR
43218,UDR
43219,UDR
43220,FIR
43221,Zero FIR
43222,PAR
43223,UDR
43224,Zero FIR
43225,PAR
43226,PAR
43227,PAR
43228,Zero FIR
43229,UDR
43230,Zero FIR
43231,FIR
43232,FIR
43233,PAR
43234,UDR
43235,Zero FIR
43236,PAR
43237,Zero FIR
43238,UDR
43239,Zero FIR
43240,UDR
43241,Zero FIR
43242,PAR
43243,UDR
43244,Zero FIR
43245,PAR
43246,PAR
43247,FIR
43248,PAR
43249,Zero FIR
43250,FIR
43251,FIR
43252,FIR
43253,FIR
43254,UDR
43255,Zero FIR
43256,UDR
43257,FIR
43258,UDR
43259,Zero FIR
43260,PAR
43261,Zero FIR
43262,Zero FIR
43263,FIR
43264,PAR
43265,PAR
43266,FIR
43267,UDR
43268,UDR
43269,PAR
43270,FIR
43271,UDR
43272,UDR
43273,Zero FIR
43274,PAR
43275,UDR
43276,FIR
43277,FIR
43278,Zero FIR
43279,Zero FIR
43280,UDR
43281,FIR
43282,FIR
43283,FIR
43284,UDR
43285,UDR
43286,FIR
43287,PAR
43288,Zero FIR
43289,FIR
43290,FIR
43291,UDR
43292,UDR
43293,FIR
43294,FIR
43295,UDR
43296,UDR
43297,UDR
43298,FIR
43299,Zero FIR
43300,UDR
43301,UDR
43302,FIR
43303,PAR
43304,PAR
43305,FIR
43306,FIR
43307,FIR
43308,PAR
43309,Zero FIR
43310,PAR
43311,PAR
43312,UDR
43313,FIR
43314,FIR
43315,PAR
43316,UDR
43317,PAR
43318,UDR
43319,UDR
43320,FIR
43321,FIR
43322,FIR
43323,Zero FIR
43324,PAR
43325,FIR
43326,Zero FIR
43327,Zero FIR
43328,Zero FIR
43329,UDR
43330,FIR
43331,PAR
43332,PAR
43333,PAR
43334,PAR
43335,PAR
43336,UDR
43337,PAR
43338,Zero FIR
43339,PAR
43340,UDR
43341,UDR
43342,UDR
43343,UDR
43344,FIR
43345,Zero FIR
43346,UDR
43347,Zero FIR
43348,FIR
43349,Zero FIR
43350,PAR
43351,UDR
43352,Zero FIR
43353,UDR
43354,PAR
43355,Zero FIR
43356,UDR
43357,PAR
43358,Zero FIR
43359,Zero FIR
43360,PAR
43361,PAR
43362,UDR
43363,UDR
43364,FIR
43365,FIR
43366,UDR
43367,FIR
43368,UDR
43369,UDR
43370,FIR
43371,Zero FIR
43372,Zero FIR
43373,Zero FIR
43374,UDR
43375,Zero FIR
43376,FIR
43377,PAR
43378,FIR
43379,FIR
43380,FIR
43381,PAR
43382,Zero FIR
43383,UDR
43384,FIR
43385,UDR
43386,Zero FIR
43387,FIR
43388,FIR
43389,Zero FIR
43390,PAR
43391,PAR
43392,UDR
43393,FIR
43394,UDR
43395,Zero FIR
43396,UDR
43397,Zero FIR
43398,PAR
43399,PAR
43400,UDR
43401,FIR
43402,Zero FIR
43403,FIR
43404,FIR
43405,Zero FIR
43406,UDR
43407,FIR
43408,UDR
43409,FIR
43410,PAR
43411,FIR
43412,FIR
43413,Zero FIR
43414,Zero FIR
43415,UDR
43416,FIR
43417,UDR
43418,UDR
43419,FIR
43420,FIR
43421,FIR
43422,FIR
43423,FIR
43424,PAR
43425,UDR
43426,UDR
43427,Zero FIR
43428,Zero FIR
43429,UDR
43430,PAR
43431,Zero FIR
43432,UDR
43433,PAR
43434,UDR
43435,Zero FIR
43436,Zero FIR
43437,Zero FIR
43438,Zero FIR
43439,UDR
43440,PAR
43441,Zero FIR
43442,Zero FIR
43443,Zero FIR
43444,UDR
43445,PAR
43446,Zero FIR
43447,Zero FIR
43448,PAR
43449,UDR
43450,PAR
43451,UDR
43452,FIR
43453,PAR
43454,PAR
43455,UDR
43456,PAR
43457,UDR
43458,FIR
43459,UDR
43460,UDR
43461,FIR
43462,FIR
43463,FIR
43464,Zero FIR
43465,PAR
43466,FIR
43467,Zero FIR
43468,PAR
43469,FIR
43470,UDR
43471,UDR
43472,UDR
43473,Zero FIR
43474,UDR
43475,PAR
43476,FIR
43477,PAR
43478,PAR
43479,Zero FIR
43480,Zero FIR
43481,Zero FIR
43482,Zero FIR
43483,FIR
43484,Zero FIR
43485,FIR
43486,PAR
43487,PAR
43488,PAR
43489,UDR
43490,UDR
43491,UDR
43492,FIR
43493,UDR
43494,UDR
43495,FIR
43496,FIR
43497,UDR
43498,Zero FIR
43499,PAR
43500,Zero FIR
43501,PAR
43502,FIR
43503,PAR
43504,UDR
43505,PAR
43506,Zero FIR
43507,FIR
43508,PAR
43509,Zero FIR
43510,FIR
43511,FIR
43512,Zero FIR
43513,UDR
43514,Zero FIR
43515,UDR
43516,Zero FIR
43517,PAR
43518,Zero FIR
43519,FIR
43520,UDR
43521,PAR
43522,PAR
43523,UDR
43524,UDR
43525,FIR
43526,Zero FIR
43527,PAR
43528,UDR
43529,UDR
43530,FIR
43531,Zero FIR
43532,Zero FIR
43533,PAR
43534,PAR
43535,UDR
43536,FIR
43537,UDR
43538,UDR
43539,Zero FIR
43540,Zero FIR
43541,Zero FIR
43542,PAR
43543,FIR
43544,Zero FIR
43545,PAR
43546,UDR
43547,UDR
43548,Zero FIR
43549,UDR
43550,Zero FIR
43551,UDR
43552,UDR
43553,FIR
43554,FIR
43555,Zero FIR
43556,Zero FIR
43557,PAR
43558,FIR
43559,UDR
43560,PAR
43561,UDR
43562,Zero FIR
43563,UDR
43564,FIR
43565,UDR
43566,Zero FIR
43567,FIR
43568,UDR
43569,FIR
43570,FIR
43571,UDR
43572,PAR
43573,Zero FIR
43574,PAR
43575,UDR
43576,UDR
43577,FIR
43578,Zero FIR
43579,PAR
43580,Zero FIR
43581,PAR
43582,FIR
43583,PAR
43584,UDR
43585,PAR
43586,Zero FIR
43587,PAR
43588,UDR
43589,FIR
43590,Zero FIR
43591,Zero FIR
43592,FIR
43593,FIR
43594,UDR
43595,FIR
43596,UDR
43597,UDR
43598,PAR
43599,PAR
43600,PAR
43601,UDR
43602,UDR
43603,PAR
43604,UDR
43605,UDR
43606,PAR
43607,PAR
43608,FIR
43609,PAR
43610,PAR
43611,FIR
43612,FIR
43613,Zero FIR
43614,PAR
43615,Zero FIR
43616,FIR
43617,FIR
43618,Zero FIR
43619,FIR
43620,UDR
43621,Zero FIR
43622,UDR
43623,FIR
43624,PAR
43625,PAR
43626,UDR
43627,FIR
43628,Zero FIR
43629,Zero FIR
43630,Zero FIR
43631,Zero FIR
43632,FIR
43633,FIR
43634,PAR
43635,PAR
43636,UDR
43637,FIR
43638,Zero FIR
43639,Zero FIR
43640,PAR
43641,UDR
43642,PAR
43643,UDR
43644,PAR
43645,UDR
43646,FIR
43647,PAR
43648,PAR
43649,Zero FIR
43650,UDR
43651,Zero FIR
43652,PAR
43653,FIR
43654,PAR
43655,Zero FIR
43656,Zero FIR
43657,Zero FIR
43658,Zero FIR
43659,UDR
43660,PAR
43661,PAR
43662,FIR
43663,FIR
43664,PAR
43665,FIR
43666,Zero FIR
43667,UDR
43668,PAR
43669,PAR
43670,PAR
43671,PAR
43672,UDR
43673,FIR
43674,Zero FIR
43675,UDR
43676,FIR
43677,Zero FIR
43678,PAR
43679,PAR
43680,UDR
43681,Zero FIR
43682,UDR
43683,FIR
43684,UDR
43685,PAR
43686,UDR
43687,PAR
43688,UDR
43689,Zero FIR
43690,PAR
43691,UDR
43692,Zero FIR
43693,Zero FIR
43694,UDR
43695,FIR
43696,UDR
43697,PAR
43698,FIR
43699,FIR
43700,FIR
43701,UDR
43702,UDR
43703,FIR
43704,FIR
43705,FIR
43706,UDR
43707,UDR
43708,PAR
43709,FIR
43710,Zero FIR
43711,UDR
43712,Zero FIR
43713,FIR
43714,UDR
43715,UDR
43716,PAR
43717,PAR
43718,UDR
43719,UDR
43720,Zero FIR
43721,Zero FIR
43722,UDR
43723,UDR
43724,UDR
43725,FIR
43726,FIR
43727,PAR
43728,Zero FIR
43729,Zero FIR
43730,FIR
43731,PAR
43732,FIR
43733,PAR
43734,PAR
43735,FIR
43736,PAR
43737,UDR
43738,Zero FIR
43739,PAR
43740,FIR
43741,FIR
43742,FIR
43743,PAR
43744,UDR
43745,Zero FIR
43746,UDR
43747,UDR
43748,PAR
43749,Zero FIR
43750,Zero FIR
43751,UDR
43752,Zero FIR
43753,PAR
43754,Zero FIR
43755,FIR
43756,UDR
43757,Zero FIR
43758,PAR
43759,PAR
43760,PAR
43761,FIR
43762,UDR
43763,FIR
43764,Zero FIR
43765,PAR
43766,Zero FIR
43767,Zero FIR
43768,Zero FIR
43769,UDR
43770,PAR
43771,PAR
43772,Zero FIR
43773,Zero FIR
43774,FIR
43775,Zero FIR
43776,FIR
43777,FIR
43778,PAR
43779,Zero FIR
43780,Zero FIR
43781,UDR
43782,UDR
43783,Zero FIR
43784,Zero FIR
43785,PAR
43786,Zero FIR
43787,UDR
43788,UDR
43789,PAR
43790,PAR
43791,FIR
43792,FIR
43793,FIR
43794,FIR
43795,UDR
43796,PAR
43797,PAR
43798,FIR
43799,Zero FIR
43800,Zero FIR
43801,UDR
43802,UDR
43803,FIR
43804,UDR
43805,UDR
43806,FIR
43807,PAR
43808,Zero FIR
43809,Zero FIR
43810,FIR
43811,Zero FIR
43812,UDR
43813,PAR
43814,PAR
43815,PAR
43816,Zero FIR
43817,UDR
43818,FIR
43819,UDR
43820,Zero FIR
43821,FIR
43822,FIR
43823,Zero FIR
43824,FIR
43825,FIR
43826,PAR
43827,PAR
43828,PAR
43829,Zero FIR
43830,Zero FIR
43831,UDR
43832,FIR
43833,UDR
43834,Zero FIR
43835,UDR
43836,UDR
43837,FIR
43838,FIR
43839,PAR
43840,FIR
43841,Zero FIR
43842,FIR
43843,Zero FIR
43844,PAR
43845,UDR
43846,UDR
43847,PAR
43848,Zero FIR
43849,Zero FIR
43850,PAR
43851,Zero FIR
43852,Zero FIR
43853,FIR
43854,Zero FIR
43855,PAR
43856,PAR
43857,FIR
43858,PAR
43859,PAR
43860,PAR
43861,UDR
43862,FIR
43863,FIR
43864,UDR
43865,FIR
43866,Zero FIR
43867,UDR
43868,PAR
43869,UDR
43870,UDR
43871,FIR
43872,FIR
43873,PAR
43874,PAR
43875,UDR
43876,PAR
43877,PAR
43878,PAR
43879,FIR
43880,Zero FIR
43881,FIR
43882,FIR
43883,FIR
43884,UDR
43885,PAR
43886,PAR
43887,UDR
43888,UDR
43889,PAR
43890,Zero FIR
43891,FIR
43892,UDR
43893,PAR
43894,UDR
43895,FIR
43896,Zero FIR
43897,FIR
43898,FIR
43899,FIR
43900,PAR
43901,UDR
43902,Zero FIR
43903,FIR
43904,Zero FIR
43905,PAR
43906,FIR
