CaseStatusID,CaseStatusName
51144,Under Investigation
51145,Undetected
51146,Under Investigation
51147,Under Investigation
51148,Closed
51149,Undetected
51150,Closed
51151,Under Investigation
51152,Charge Sheeted
51153,Charge Sheeted
51154,Under Investigation
51155,Charge Sheeted
51156,Charge Sheeted
51157,Closed
51158,Undetected
51159,Undetected
51160,Under Investigation
51161,Under Investigation
51162,Undetected
51163,Charge Sheeted
51164,Charge Sheeted
51165,Closed
51166,Charge Sheeted
51167,Undetected
51168,Under Investigation
51169,Under Investigation
51170,Under Investigation
51171,Closed
51172,Undetected
51173,Charge Sheeted
51174,Charge Sheeted
51175,Closed
51176,Closed
51177,Charge Sheeted
51178,Closed
51179,Closed
51180,Undetected
51181,Closed
51182,Charge Sheeted
51183,Under Investigation
51184,Undetected
51185,Under Investigation
51186,Charge Sheeted
51187,Charge Sheeted
51188,Closed
51189,Closed
51190,Charge Sheeted
51191,Under Investigation
51192,Undetected
51193,Charge Sheeted
51194,Charge Sheeted
51195,Under Investigation
51196,Under Investigation
51197,Closed
51198,Under Investigation
51199,Charge Sheeted
51200,Undetected
51201,Charge Sheeted
51202,Closed
51203,Under Investigation
51204,Undetected
51205,Charge Sheeted
51206,Closed
51207,Closed
51208,Charge Sheeted
51209,Charge Sheeted
51210,Undetected
51211,Charge Sheeted
51212,Under Investigation
51213,Undetected
51214,Undetected
51215,Charge Sheeted
51216,Charge Sheeted
51217,Under Investigation
51218,Charge Sheeted
51219,Closed
51220,Undetected
51221,Under Investigation
51222,Undetected
51223,Closed
51224,Closed
51225,Charge Sheeted
51226,Closed
51227,Closed
51228,Closed
51229,Charge Sheeted
51230,Closed
51231,Undetected
51232,Under Investigation
51233,Undetected
51234,Under Investigation
51235,Closed
51236,Under Investigation
51237,Closed
51238,Closed
51239,Under Investigation
51240,Undetected
51241,Closed
51242,Charge Sheeted
51243,Undetected
51244,Charge Sheeted
51245,Closed
51246,Undetected
51247,Charge Sheeted
51248,Charge Sheeted
51249,Undetected
51250,Undetected
51251,Charge Sheeted
51252,Undetected
51253,Charge Sheeted
51254,Under Investigation
51255,Undetected
51256,Closed
51257,Charge Sheeted
51258,Closed
51259,Undetected
51260,Closed
51261,Closed
51262,Under Investigation
51263,Charge Sheeted
51264,Under Investigation
51265,Undetected
51266,Undetected
51267,Charge Sheeted
51268,Closed
51269,Undetected
51270,Under Investigation
51271,Under Investigation
51272,Undetected
51273,Charge Sheeted
51274,Charge Sheeted
51275,Undetected
51276,Under Investigation
51277,Under Investigation
51278,Charge Sheeted
51279,Charge Sheeted
51280,Under Investigation
51281,Undetected
51282,Undetected
51283,Under Investigation
51284,Under Investigation
51285,Closed
51286,Charge Sheeted
51287,Undetected
51288,Under Investigation
51289,Charge Sheeted
51290,Closed
51291,Closed
51292,Under Investigation
51293,Under Investigation
51294,Closed
51295,Under Investigation
51296,Under Investigation
51297,Closed
51298,Undetected
51299,Undetected
51300,Under Investigation
51301,Closed
51302,Under Investigation
51303,Closed
51304,Undetected
51305,Undetected
51306,Charge Sheeted
51307,Closed
51308,Undetected
51309,Undetected
51310,Undetected
51311,Charge Sheeted
51312,Undetected
51313,Under Investigation
51314,Closed
51315,Undetected
51316,Charge Sheeted
51317,Closed
51318,Charge Sheeted
51319,Undetected
51320,Charge Sheeted
51321,Closed
51322,Under Investigation
51323,Closed
51324,Under Investigation
51325,Closed
51326,Charge Sheeted
51327,Under Investigation
51328,Undetected
51329,Closed
51330,Charge Sheeted
51331,Undetected
51332,Charge Sheeted
51333,Closed
51334,Closed
51335,Undetected
51336,Closed
51337,Charge Sheeted
51338,Undetected
51339,Closed
51340,Undetected
51341,Closed
51342,Closed
51343,Closed
51344,Undetected
51345,Undetected
51346,Under Investigation
51347,Closed
51348,Charge Sheeted
51349,Charge Sheeted
51350,Undetected
51351,Charge Sheeted
51352,Charge Sheeted
51353,Undetected
51354,Charge Sheeted
51355,Charge Sheeted
51356,Undetected
51357,Undetected
51358,Charge Sheeted
51359,Undetected
51360,Closed
51361,Closed
51362,Undetected
51363,Charge Sheeted
51364,Charge Sheeted
51365,Under Investigation
51366,Undetected
51367,Charge Sheeted
51368,Under Investigation
51369,Charge Sheeted
51370,Closed
51371,Under Investigation
51372,Charge Sheeted
51373,Charge Sheeted
51374,Charge Sheeted
51375,Closed
51376,Under Investigation
51377,Under Investigation
51378,Closed
51379,Charge Sheeted
51380,Under Investigation
51381,Under Investigation
51382,Charge Sheeted
51383,Under Investigation
51384,Under Investigation
51385,Undetected
51386,Undetected
51387,Undetected
51388,Closed
51389,Undetected
51390,Undetected
51391,Charge Sheeted
51392,Closed
51393,Charge Sheeted
51394,Closed
51395,Undetected
51396,Closed
51397,Undetected
51398,Under Investigation
51399,Closed
51400,Undetected
51401,Under Investigation
51402,Charge Sheeted
51403,Closed
51404,Undetected
51405,Closed
51406,Charge Sheeted
51407,Undetected
51408,Closed
51409,Closed
51410,Undetected
51411,Charge Sheeted
51412,Charge Sheeted
51413,Closed
51414,Charge Sheeted
51415,Closed
51416,Undetected
51417,Closed
51418,Under Investigation
51419,Undetected
51420,Undetected
51421,Charge Sheeted
51422,Charge Sheeted
51423,Undetected
51424,Closed
51425,Charge Sheeted
51426,Undetected
51427,Undetected
51428,Closed
51429,Undetected
51430,Undetected
51431,Under Investigation
51432,Under Investigation
51433,Charge Sheeted
51434,Under Investigation
51435,Undetected
51436,Charge Sheeted
51437,Closed
51438,Charge Sheeted
51439,Closed
51440,Charge Sheeted
51441,Charge Sheeted
51442,Closed
51443,Closed
51444,Closed
51445,Undetected
51446,Closed
51447,Closed
51448,Under Investigation
51449,Closed
51450,Charge Sheeted
51451,Undetected
51452,Closed
51453,Charge Sheeted
51454,Closed
51455,Undetected
51456,Closed
51457,Charge Sheeted
51458,Charge Sheeted
51459,Charge Sheeted
51460,Undetected
51461,Closed
51462,Closed
51463,Under Investigation
51464,Undetected
51465,Closed
51466,Closed
51467,Charge Sheeted
51468,Undetected
51469,Undetected
51470,Undetected
51471,Undetected
51472,Under Investigation
51473,Under Investigation
51474,Closed
51475,Closed
51476,Under Investigation
51477,Undetected
51478,Charge Sheeted
51479,Undetected
51480,Closed
51481,Closed
51482,Under Investigation
51483,Closed
51484,Under Investigation
51485,Undetected
51486,Closed
51487,Closed
51488,Closed
51489,Charge Sheeted
51490,Charge Sheeted
51491,Undetected
51492,Charge Sheeted
51493,Under Investigation
51494,Closed
51495,Closed
51496,Undetected
51497,Undetected
51498,Undetected
51499,Under Investigation
51500,Closed
51501,Charge Sheeted
51502,Charge Sheeted
51503,Charge Sheeted
51504,Under Investigation
51505,Undetected
51506,Closed
51507,Charge Sheeted
51508,Under Investigation
51509,Under Investigation
51510,Closed
51511,Undetected
51512,Undetected
51513,Charge Sheeted
51514,Undetected
51515,Closed
51516,Under Investigation
51517,Closed
51518,Closed
51519,Charge Sheeted
51520,Charge Sheeted
51521,Under Investigation
51522,Undetected
51523,Under Investigation
51524,Undetected
51525,Under Investigation
51526,Charge Sheeted
51527,Undetected
51528,Undetected
51529,Charge Sheeted
51530,Undetected
51531,Closed
51532,Under Investigation
51533,Undetected
51534,Charge Sheeted
51535,Under Investigation
51536,Under Investigation
51537,Undetected
51538,Closed
51539,Closed
51540,Charge Sheeted
51541,Closed
51542,Closed
51543,Charge Sheeted
51544,Closed
51545,Closed
51546,Undetected
51547,Under Investigation
51548,Undetected
51549,Charge Sheeted
51550,Undetected
51551,Under Investigation
51552,Under Investigation
51553,Closed
51554,Closed
51555,Closed
51556,Closed
51557,Charge Sheeted
51558,Charge Sheeted
51559,Charge Sheeted
51560,Closed
51561,Charge Sheeted
51562,Undetected
51563,Charge Sheeted
51564,Undetected
51565,Under Investigation
51566,Closed
51567,Charge Sheeted
51568,Closed
51569,Closed
51570,Closed
51571,Closed
51572,Charge Sheeted
51573,Undetected
51574,Charge Sheeted
51575,Closed
51576,Undetected
51577,Under Investigation
51578,Charge Sheeted
51579,Under Investigation
51580,Charge Sheeted
51581,Charge Sheeted
51582,Under Investigation
51583,Closed
51584,Closed
51585,Closed
51586,Undetected
51587,Undetected
51588,Charge Sheeted
51589,Undetected
51590,Undetected
51591,Charge Sheeted
51592,Under Investigation
51593,Under Investigation
51594,Under Investigation
51595,Charge Sheeted
51596,Charge Sheeted
51597,Charge Sheeted
51598,Undetected
51599,Charge Sheeted
51600,Under Investigation
51601,Under Investigation
51602,Closed
51603,Under Investigation
51604,Under Investigation
51605,Charge Sheeted
51606,Undetected
51607,Charge Sheeted
51608,Closed
51609,Closed
51610,Charge Sheeted
51611,Under Investigation
51612,Charge Sheeted
51613,Under Investigation
51614,Undetected
51615,Closed
51616,Closed
51617,Closed
51618,Closed
51619,Undetected
51620,Undetected
51621,Under Investigation
51622,Charge Sheeted
51623,Under Investigation
51624,Closed
51625,Closed
51626,Charge Sheeted
51627,Charge Sheeted
51628,Charge Sheeted
51629,Undetected
51630,Closed
51631,Closed
51632,Charge Sheeted
51633,Undetected
51634,Undetected
51635,Charge Sheeted
51636,Undetected
51637,Charge Sheeted
51638,Undetected
51639,Charge Sheeted
51640,Charge Sheeted
51641,Under Investigation
51642,Charge Sheeted
51643,Charge Sheeted
51644,Closed
51645,Closed
51646,Charge Sheeted
51647,Undetected
51648,Under Investigation
51649,Charge Sheeted
51650,Undetected
51651,Undetected
51652,Charge Sheeted
51653,Charge Sheeted
51654,Under Investigation
51655,Undetected
51656,Closed
51657,Charge Sheeted
51658,Charge Sheeted
51659,Undetected
51660,Closed
51661,Charge Sheeted
51662,Charge Sheeted
51663,Closed
51664,Under Investigation
51665,Charge Sheeted
51666,Charge Sheeted
51667,Under Investigation
51668,Charge Sheeted
51669,Under Investigation
51670,Undetected
51671,Charge Sheeted
51672,Undetected
51673,Undetected
51674,Closed
51675,Closed
51676,Undetected
51677,Closed
51678,Charge Sheeted
51679,Undetected
51680,Under Investigation
51681,Under Investigation
51682,Charge Sheeted
51683,Under Investigation
51684,Undetected
51685,Charge Sheeted
51686,Under Investigation
51687,Undetected
51688,Undetected
51689,Under Investigation
51690,Charge Sheeted
51691,Under Investigation
51692,Closed
51693,Closed
51694,Under Investigation
51695,Charge Sheeted
51696,Closed
51697,Closed
51698,Charge Sheeted
51699,Under Investigation
51700,Charge Sheeted
51701,Under Investigation
51702,Closed
51703,Closed
51704,Under Investigation
51705,Closed
51706,Charge Sheeted
51707,Closed
51708,Under Investigation
51709,Closed
51710,Closed
51711,Undetected
51712,Closed
51713,Closed
51714,Charge Sheeted
51715,Undetected
51716,Under Investigation
51717,Closed
51718,Charge Sheeted
51719,Undetected
51720,Closed
51721,Under Investigation
51722,Charge Sheeted
51723,Charge Sheeted
51724,Charge Sheeted
51725,Under Investigation
51726,Under Investigation
51727,Undetected
51728,Under Investigation
51729,Under Investigation
51730,Closed
51731,Undetected
51732,Charge Sheeted
51733,Under Investigation
51734,Closed
51735,Under Investigation
51736,Under Investigation
51737,Under Investigation
51738,Closed
51739,Under Investigation
51740,Closed
51741,Under Investigation
51742,Charge Sheeted
51743,Undetected
51744,Undetected
51745,Undetected
51746,Under Investigation
51747,Under Investigation
51748,Undetected
51749,Under Investigation
51750,Under Investigation
51751,Under Investigation
51752,Undetected
51753,Charge Sheeted
51754,Under Investigation
51755,Closed
51756,Closed
51757,Under Investigation
51758,Under Investigation
51759,Under Investigation
51760,Under Investigation
51761,Undetected
51762,Under Investigation
51763,Undetected
51764,Charge Sheeted
51765,Closed
51766,Under Investigation
51767,Undetected
51768,Charge Sheeted
51769,Undetected
51770,Closed
51771,Under Investigation
51772,Charge Sheeted
51773,Under Investigation
51774,Undetected
51775,Undetected
51776,Charge Sheeted
51777,Undetected
51778,Undetected
51779,Closed
51780,Undetected
51781,Undetected
51782,Closed
51783,Under Investigation
51784,Closed
51785,Under Investigation
51786,Closed
51787,Undetected
51788,Closed
51789,Charge Sheeted
51790,Charge Sheeted
51791,Undetected
51792,Charge Sheeted
51793,Charge Sheeted
51794,Undetected
51795,Under Investigation
51796,Charge Sheeted
51797,Under Investigation
51798,Charge Sheeted
51799,Closed
51800,Closed
51801,Charge Sheeted
51802,Undetected
51803,Under Investigation
51804,Under Investigation
51805,Charge Sheeted
51806,Charge Sheeted
51807,Under Investigation
51808,Undetected
51809,Under Investigation
51810,Under Investigation
51811,Closed
51812,Closed
51813,Closed
51814,Closed
51815,Charge Sheeted
51816,Charge Sheeted
51817,Under Investigation
51818,Charge Sheeted
51819,Undetected
51820,Undetected
51821,Undetected
51822,Under Investigation
51823,Under Investigation
51824,Under Investigation
51825,Undetected
51826,Charge Sheeted
51827,Undetected
51828,Closed
51829,Charge Sheeted
51830,Under Investigation
51831,Closed
51832,Undetected
51833,Undetected
51834,Under Investigation
51835,Charge Sheeted
51836,Undetected
51837,Closed
51838,Undetected
51839,Undetected
51840,Charge Sheeted
51841,Undetected
51842,Closed
51843,Undetected
51844,Under Investigation
51845,Charge Sheeted
51846,Undetected
51847,Undetected
51848,Under Investigation
51849,Under Investigation
51850,Closed
51851,Under Investigation
51852,Closed
51853,Under Investigation
51854,Charge Sheeted
51855,Undetected
51856,Charge Sheeted
51857,Closed
51858,Charge Sheeted
51859,Closed
51860,Closed
51861,Undetected
51862,Charge Sheeted
51863,Under Investigation
51864,Closed
51865,Undetected
51866,Undetected
51867,Undetected
51868,Closed
51869,Charge Sheeted
51870,Undetected
51871,Charge Sheeted
51872,Charge Sheeted
51873,Charge Sheeted
51874,Under Investigation
51875,Under Investigation
51876,Charge Sheeted
51877,Closed
51878,Under Investigation
51879,Closed
51880,Closed
51881,Under Investigation
51882,Under Investigation
51883,Undetected
51884,Under Investigation
51885,Undetected
51886,Undetected
51887,Undetected
51888,Closed
51889,Undetected
51890,Undetected
51891,Closed
51892,Closed
51893,Charge Sheeted
51894,Undetected
51895,Undetected
51896,Charge Sheeted
51897,Under Investigation
51898,Undetected
51899,Under Investigation
51900,Closed
51901,Under Investigation
51902,Undetected
51903,Undetected
51904,Undetected
51905,Closed
51906,Under Investigation
51907,Undetected
51908,Charge Sheeted
51909,Charge Sheeted
51910,Under Investigation
51911,Closed
51912,Charge Sheeted
51913,Under Investigation
51914,Charge Sheeted
51915,Undetected
51916,Closed
51917,Closed
51918,Charge Sheeted
51919,Closed
51920,Undetected
51921,Undetected
51922,Closed
51923,Undetected
51924,Closed
51925,Charge Sheeted
51926,Under Investigation
51927,Undetected
51928,Undetected
51929,Undetected
51930,Charge Sheeted
51931,Under Investigation
51932,Undetected
51933,Under Investigation
51934,Closed
51935,Charge Sheeted
51936,Closed
51937,Closed
51938,Under Investigation
51939,Undetected
51940,Charge Sheeted
51941,Undetected
51942,Undetected
51943,Under Investigation
51944,Charge Sheeted
51945,Closed
51946,Under Investigation
51947,Under Investigation
51948,Charge Sheeted
51949,Under Investigation
51950,Charge Sheeted
51951,Under Investigation
51952,Under Investigation
51953,Charge Sheeted
51954,Closed
51955,Under Investigation
51956,Charge Sheeted
51957,Closed
51958,Undetected
51959,Closed
51960,Closed
51961,Charge Sheeted
51962,Closed
51963,Closed
51964,Closed
51965,Charge Sheeted
51966,Closed
51967,Under Investigation
51968,Undetected
51969,Undetected
51970,Closed
51971,Undetected
51972,Undetected
51973,Closed
51974,Charge Sheeted
51975,Undetected
51976,Closed
51977,Charge Sheeted
51978,Closed
51979,Charge Sheeted
51980,Undetected
51981,Charge Sheeted
51982,Charge Sheeted
51983,Closed
51984,Closed
51985,Undetected
51986,Charge Sheeted
51987,Undetected
51988,Charge Sheeted
51989,Under Investigation
51990,Undetected
51991,Closed
51992,Under Investigation
51993,Charge Sheeted
51994,Charge Sheeted
51995,Undetected
51996,Under Investigation
51997,Closed
51998,Under Investigation
51999,Undetected
52000,Closed
52001,Closed
52002,Under Investigation
52003,Under Investigation
52004,Undetected
52005,Undetected
52006,Undetected
52007,Charge Sheeted
52008,Undetected
52009,Closed
52010,Undetected
52011,Closed
52012,Charge Sheeted
52013,Charge Sheeted
52014,Undetected
52015,Under Investigation
52016,Closed
52017,Undetected
52018,Closed
52019,Charge Sheeted
52020,Charge Sheeted
52021,Undetected
52022,Closed
52023,Undetected
52024,Undetected
52025,Charge Sheeted
52026,Charge Sheeted
52027,Under Investigation
52028,Undetected
52029,Undetected
52030,Under Investigation
52031,Under Investigation
52032,Closed
52033,Charge Sheeted
52034,Closed
52035,Undetected
52036,Charge Sheeted
52037,Under Investigation
52038,Charge Sheeted
52039,Undetected
52040,Closed
52041,Under Investigation
52042,Charge Sheeted
52043,Under Investigation
52044,Undetected
52045,Charge Sheeted
52046,Undetected
52047,Closed
52048,Charge Sheeted
52049,Undetected
52050,Under Investigation
52051,Undetected
52052,Under Investigation
52053,Undetected
52054,Closed
52055,Undetected
52056,Charge Sheeted
52057,Charge Sheeted
52058,Undetected
52059,Under Investigation
52060,Closed
52061,Undetected
52062,Closed
52063,Undetected
52064,Under Investigation
52065,Undetected
52066,Under Investigation
52067,Closed
52068,Under Investigation
52069,Charge Sheeted
52070,Undetected
52071,Under Investigation
52072,Charge Sheeted
52073,Charge Sheeted
52074,Undetected
52075,Closed
52076,Closed
52077,Charge Sheeted
52078,Under Investigation
52079,Charge Sheeted
52080,Closed
52081,Under Investigation
52082,Charge Sheeted
52083,Undetected
52084,Undetected
52085,Under Investigation
52086,Closed
52087,Undetected
52088,Undetected
52089,Closed
52090,Charge Sheeted
52091,Undetected
52092,Closed
52093,Under Investigation
52094,Undetected
52095,Under Investigation
52096,Under Investigation
52097,Undetected
52098,Undetected
52099,Undetected
52100,Charge Sheeted
52101,Charge Sheeted
52102,Undetected
52103,Under Investigation
52104,Closed
52105,Closed
52106,Charge Sheeted
52107,Charge Sheeted
52108,Undetected
52109,Undetected
52110,Undetected
52111,Undetected
52112,Undetected
52113,Undetected
52114,Undetected
52115,Undetected
52116,Undetected
52117,Under Investigation
52118,Closed
52119,Undetected
52120,Charge Sheeted
52121,Charge Sheeted
52122,Closed
52123,Undetected
52124,Undetected
52125,Undetected
52126,Undetected
52127,Under Investigation
52128,Closed
52129,Undetected
52130,Under Investigation
52131,Undetected
52132,Charge Sheeted
52133,Closed
52134,Undetected
52135,Under Investigation
52136,Under Investigation
52137,Closed
52138,Undetected
52139,Under Investigation
52140,Closed
52141,Closed
52142,Undetected
52143,Closed
52144,Under Investigation
52145,Charge Sheeted
52146,Undetected
52147,Under Investigation
52148,Closed
52149,Charge Sheeted
52150,Under Investigation
52151,Charge Sheeted
52152,Under Investigation
52153,Under Investigation
52154,Undetected
52155,Charge Sheeted
52156,Undetected
52157,Undetected
52158,Charge Sheeted
52159,Under Investigation
52160,Closed
52161,Under Investigation
52162,Under Investigation
52163,Charge Sheeted
52164,Charge Sheeted
52165,Charge Sheeted
52166,Charge Sheeted
52167,Charge Sheeted
52168,Closed
52169,Charge Sheeted
52170,Closed
52171,Closed
52172,Under Investigation
52173,Charge Sheeted
52174,Closed
52175,Charge Sheeted
52176,Under Investigation
52177,Charge Sheeted
52178,Charge Sheeted
52179,Charge Sheeted
52180,Charge Sheeted
52181,Closed
52182,Undetected
52183,Closed
52184,Undetected
52185,Undetected
52186,Charge Sheeted
52187,Charge Sheeted
52188,Closed
52189,Undetected
52190,Closed
52191,Closed
52192,Undetected
52193,Charge Sheeted
52194,Under Investigation
52195,Under Investigation
52196,Closed
52197,Closed
52198,Undetected
52199,Undetected
52200,Undetected
52201,Under Investigation
52202,Closed
52203,Under Investigation
52204,Closed
52205,Undetected
52206,Closed
52207,Closed
52208,Under Investigation
52209,Charge Sheeted
52210,Undetected
52211,Closed
52212,Undetected
52213,Under Investigation
52214,Closed
52215,Under Investigation
52216,Undetected
52217,Under Investigation
52218,Undetected
52219,Undetected
52220,Charge Sheeted
52221,Under Investigation
52222,Closed
52223,Under Investigation
52224,Under Investigation
52225,Closed
52226,Under Investigation
52227,Closed
52228,Undetected
52229,Under Investigation
52230,Under Investigation
52231,Closed
52232,Under Investigation
52233,Closed
52234,Closed
52235,Undetected
52236,Undetected
52237,Under Investigation
52238,Under Investigation
52239,Charge Sheeted
52240,Under Investigation
52241,Charge Sheeted
52242,Undetected
52243,Under Investigation
52244,Closed
52245,Charge Sheeted
52246,Under Investigation
52247,Charge Sheeted
52248,Undetected
52249,Under Investigation
52250,Charge Sheeted
52251,Closed
52252,Undetected
52253,Under Investigation
52254,Charge Sheeted
52255,Undetected
52256,Under Investigation
52257,Under Investigation
52258,Undetected
52259,Charge Sheeted
52260,Closed
52261,Charge Sheeted
52262,Closed
52263,Under Investigation
52264,Under Investigation
52265,Undetected
52266,Charge Sheeted
52267,Closed
52268,Charge Sheeted
52269,Closed
52270,Charge Sheeted
52271,Under Investigation
52272,Charge Sheeted
52273,Undetected
52274,Charge Sheeted
52275,Undetected
52276,Undetected
52277,Undetected
52278,Undetected
52279,Charge Sheeted
52280,Charge Sheeted
52281,Undetected
52282,Undetected
52283,Under Investigation
52284,Undetected
52285,Closed
52286,Undetected
52287,Undetected
52288,Charge Sheeted
52289,Undetected
52290,Charge Sheeted
52291,Closed
52292,Under Investigation
52293,Under Investigation
52294,Closed
52295,Closed
52296,Charge Sheeted
52297,Undetected
52298,Undetected
52299,Closed
52300,Closed
52301,Under Investigation
52302,Under Investigation
52303,Charge Sheeted
52304,Closed
52305,Closed
52306,Under Investigation
52307,Undetected
52308,Charge Sheeted
52309,Closed
52310,Undetected
52311,Undetected
52312,Charge Sheeted
52313,Undetected
52314,Closed
52315,Under Investigation
52316,Undetected
52317,Undetected
52318,Closed
52319,Closed
52320,Closed
52321,Under Investigation
52322,Under Investigation
52323,Undetected
52324,Charge Sheeted
52325,Under Investigation
52326,Under Investigation
52327,Closed
52328,Closed
52329,Under Investigation
52330,Under Investigation
52331,Closed
52332,Closed
52333,Closed
52334,Charge Sheeted
52335,Charge Sheeted
52336,Charge Sheeted
52337,Charge Sheeted
52338,Charge Sheeted
52339,Under Investigation
52340,Charge Sheeted
52341,Charge Sheeted
52342,Charge Sheeted
52343,Under Investigation
52344,Undetected
52345,Under Investigation
52346,Charge Sheeted
52347,Undetected
52348,Charge Sheeted
52349,Under Investigation
52350,Closed
52351,Under Investigation
52352,Under Investigation
52353,Closed
52354,Closed
52355,Closed
52356,Closed
52357,Closed
52358,Closed
52359,Closed
52360,Closed
52361,Undetected
52362,Under Investigation
52363,Undetected
52364,Undetected
52365,Undetected
52366,Under Investigation
52367,Closed
52368,Charge Sheeted
52369,Under Investigation
52370,Under Investigation
52371,Charge Sheeted
52372,Under Investigation
52373,Under Investigation
52374,Undetected
52375,Undetected
52376,Closed
52377,Charge Sheeted
52378,Under Investigation
52379,Closed
52380,Undetected
52381,Under Investigation
52382,Charge Sheeted
52383,Closed
52384,Closed
52385,Under Investigation
52386,Charge Sheeted
52387,Charge Sheeted
52388,Undetected
52389,Charge Sheeted
52390,Under Investigation
52391,Undetected
52392,Under Investigation
52393,Charge Sheeted
52394,Under Investigation
52395,Closed
52396,Undetected
52397,Charge Sheeted
52398,Under Investigation
52399,Undetected
52400,Undetected
52401,Under Investigation
52402,Closed
52403,Closed
52404,Charge Sheeted
52405,Undetected
52406,Undetected
52407,Charge Sheeted
52408,Undetected
52409,Undetected
52410,Closed
52411,Closed
52412,Charge Sheeted
52413,Undetected
52414,Closed
52415,Under Investigation
52416,Charge Sheeted
52417,Undetected
52418,Undetected
52419,Undetected
52420,Closed
52421,Closed
52422,Charge Sheeted
52423,Undetected
52424,Charge Sheeted
52425,Charge Sheeted
52426,Charge Sheeted
52427,Undetected
52428,Charge Sheeted
52429,Undetected
52430,Undetected
52431,Closed
52432,Closed
52433,Under Investigation
52434,Charge Sheeted
52435,Undetected
52436,Undetected
52437,Closed
52438,Closed
52439,Undetected
52440,Under Investigation
52441,Charge Sheeted
52442,Undetected
52443,Undetected
52444,Undetected
52445,Charge Sheeted
52446,Under Investigation
52447,Under Investigation
52448,Closed
52449,Closed
52450,Closed
52451,Charge Sheeted
52452,Undetected
52453,Undetected
52454,Under Investigation
52455,Undetected
52456,Closed
52457,Charge Sheeted
52458,Closed
52459,Undetected
52460,Closed
52461,Undetected
52462,Under Investigation
52463,Under Investigation
52464,Undetected
52465,Undetected
52466,Charge Sheeted
52467,Closed
52468,Charge Sheeted
52469,Under Investigation
52470,Undetected
52471,Undetected
52472,Charge Sheeted
52473,Undetected
52474,Closed
52475,Undetected
52476,Charge Sheeted
52477,Under Investigation
52478,Under Investigation
52479,Under Investigation
52480,Charge Sheeted
52481,Undetected
52482,Charge Sheeted
52483,Undetected
52484,Under Investigation
52485,Closed
52486,Closed
52487,Closed
52488,Under Investigation
52489,Undetected
52490,Under Investigation
52491,Undetected
52492,Under Investigation
52493,Undetected
52494,Under Investigation
52495,Undetected
52496,Undetected
52497,Under Investigation
52498,Closed
52499,Charge Sheeted
52500,Undetected
52501,Charge Sheeted
52502,Closed
52503,Undetected
52504,Charge Sheeted
52505,Under Investigation
52506,Under Investigation
52507,Closed
52508,Closed
52509,Under Investigation
52510,Charge Sheeted
52511,Closed
52512,Undetected
52513,Undetected
52514,Undetected
52515,Undetected
52516,Under Investigation
52517,Charge Sheeted
52518,Charge Sheeted
52519,Charge Sheeted
52520,Under Investigation
52521,Under Investigation
52522,Undetected
52523,Undetected
52524,Closed
52525,Charge Sheeted
52526,Under Investigation
52527,Under Investigation
52528,Under Investigation
52529,Charge Sheeted
52530,Undetected
52531,Closed
52532,Under Investigation
52533,Undetected
52534,Charge Sheeted
52535,Closed
52536,Closed
52537,Closed
52538,Charge Sheeted
52539,Under Investigation
52540,Closed
52541,Undetected
52542,Charge Sheeted
52543,Closed
52544,Under Investigation
52545,Undetected
52546,Undetected
52547,Under Investigation
52548,Closed
52549,Under Investigation
52550,Under Investigation
52551,Under Investigation
52552,Closed
52553,Under Investigation
52554,Closed
52555,Charge Sheeted
52556,Charge Sheeted
52557,Charge Sheeted
52558,Closed
52559,Undetected
52560,Under Investigation
52561,Under Investigation
52562,Undetected
52563,Closed
52564,Charge Sheeted
52565,Closed
52566,Charge Sheeted
52567,Undetected
52568,Closed
52569,Charge Sheeted
52570,Closed
52571,Undetected
52572,Undetected
52573,Closed
52574,Charge Sheeted
52575,Closed
52576,Closed
52577,Charge Sheeted
52578,Under Investigation
52579,Closed
52580,Under Investigation
52581,Charge Sheeted
52582,Closed
52583,Charge Sheeted
52584,Charge Sheeted
52585,Closed
52586,Undetected
52587,Undetected
52588,Closed
52589,Undetected
52590,Under Investigation
52591,Closed
52592,Charge Sheeted
52593,Closed
52594,Closed
52595,Closed
52596,Charge Sheeted
52597,Under Investigation
52598,Undetected
52599,Undetected
52600,Undetected
52601,Closed
52602,Closed
52603,Closed
52604,Under Investigation
52605,Undetected
52606,Charge Sheeted
52607,Under Investigation
52608,Charge Sheeted
52609,Closed
52610,Undetected
52611,Closed
52612,Charge Sheeted
52613,Closed
52614,Closed
52615,Under Investigation
52616,Undetected
52617,Charge Sheeted
52618,Under Investigation
52619,Under Investigation
52620,Closed
52621,Undetected
52622,Charge Sheeted
52623,Undetected
52624,Closed
52625,Closed
52626,Closed
52627,Closed
52628,Charge Sheeted
52629,Under Investigation
52630,Undetected
52631,Closed
52632,Under Investigation
52633,Under Investigation
52634,Closed
52635,Charge Sheeted
52636,Charge Sheeted
52637,Undetected
52638,Undetected
52639,Closed
52640,Closed
52641,Undetected
52642,Undetected
52643,Undetected
52644,Under Investigation
52645,Under Investigation
52646,Undetected
52647,Charge Sheeted
52648,Charge Sheeted
52649,Under Investigation
52650,Under Investigation
52651,Charge Sheeted
52652,Charge Sheeted
52653,Charge Sheeted
52654,Charge Sheeted
52655,Under Investigation
52656,Undetected
52657,Under Investigation
52658,Under Investigation
52659,Undetected
52660,Under Investigation
52661,Undetected
52662,Undetected
52663,Charge Sheeted
52664,Undetected
52665,Charge Sheeted
