ActCode,ActDescription,ShortName,Active
A39913,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39914,"Information Technology Act, 2000",IT Act,True
A39915,"Information Technology Act, 2000",IT Act,True
A39916,"Indian Penal Code, 1860",IPC,True
A39917,POCSO Act,POCSO,True
A39918,POCSO Act,POCSO,True
A39919,NDPS Act,NDPS,True
A39920,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39921,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39922,"Information Technology Act, 2000",IT Act,True
A39923,POCSO Act,POCSO,True
A39924,"Indian Penal Code, 1860",IPC,False
A39925,Arms Act,Arms Act,True
A39926,"Motor Vehicles Act, 1988",MV Act,True
A39927,"Information Technology Act, 2000",IT Act,True
A39928,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39929,"Indian Penal Code, 1860",IPC,True
A39930,"Motor Vehicles Act, 1988",MV Act,True
A39931,POCSO Act,POCSO,True
A39932,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39933,Arms Act,Arms Act,True
A39934,NDPS Act,NDPS,True
A39935,"Indian Penal Code, 1860",IPC,True
A39936,"Information Technology Act, 2000",IT Act,True
A39937,Arms Act,Arms Act,True
A39938,"Motor Vehicles Act, 1988",MV Act,True
A39939,Arms Act,Arms Act,True
A39940,POCSO Act,POCSO,True
A39941,NDPS Act,NDPS,True
A39942,Arms Act,Arms Act,True
A39943,Arms Act,Arms Act,True
A39944,Arms Act,Arms Act,True
A39945,"Motor Vehicles Act, 1988",MV Act,True
A39946,POCSO Act,POCSO,False
A39947,Arms Act,Arms Act,True
A39948,"Information Technology Act, 2000",IT Act,False
A39949,"Information Technology Act, 2000",IT Act,True
A39950,"Indian Penal Code, 1860",IPC,True
A39951,"Indian Penal Code, 1860",IPC,True
A39952,POCSO Act,POCSO,True
A39953,Arms Act,Arms Act,False
A39954,"Motor Vehicles Act, 1988",MV Act,False
A39955,"Motor Vehicles Act, 1988",MV Act,True
A39956,NDPS Act,NDPS,True
A39957,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39958,"Indian Penal Code, 1860",IPC,True
A39959,POCSO Act,POCSO,True
A39960,"Indian Penal Code, 1860",IPC,True
A39961,NDPS Act,NDPS,True
A39962,"Information Technology Act, 2000",IT Act,True
A39963,"Information Technology Act, 2000",IT Act,True
A39964,"Indian Penal Code, 1860",IPC,True
A39965,POCSO Act,POCSO,True
A39966,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39967,"Motor Vehicles Act, 1988",MV Act,True
A39968,"Motor Vehicles Act, 1988",MV Act,True
A39969,"Information Technology Act, 2000",IT Act,True
A39970,"Information Technology Act, 2000",IT Act,True
A39971,"Information Technology Act, 2000",IT Act,True
A39972,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39973,NDPS Act,NDPS,True
A39974,"Motor Vehicles Act, 1988",MV Act,True
A39975,"Indian Penal Code, 1860",IPC,True
A39976,"Information Technology Act, 2000",IT Act,True
A39977,POCSO Act,POCSO,True
A39978,POCSO Act,POCSO,True
A39979,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39980,NDPS Act,NDPS,True
A39981,NDPS Act,NDPS,True
A39982,"Motor Vehicles Act, 1988",MV Act,True
A39983,POCSO Act,POCSO,True
A39984,"Information Technology Act, 2000",IT Act,True
A39985,Arms Act,Arms Act,True
A39986,"Motor Vehicles Act, 1988",MV Act,True
A39987,"Motor Vehicles Act, 1988",MV Act,True
A39988,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A39989,NDPS Act,NDPS,True
A39990,"Indian Penal Code, 1860",IPC,True
A39991,"Information Technology Act, 2000",IT Act,True
A39992,"Motor Vehicles Act, 1988",MV Act,True
A39993,"Information Technology Act, 2000",IT Act,True
A39994,"Information Technology Act, 2000",IT Act,True
A39995,"Motor Vehicles Act, 1988",MV Act,True
A39996,NDPS Act,NDPS,True
A39997,NDPS Act,NDPS,True
A39998,"Motor Vehicles Act, 1988",MV Act,True
A39999,"Motor Vehicles Act, 1988",MV Act,True
A40000,"Information Technology Act, 2000",IT Act,True
A40001,NDPS Act,NDPS,True
A40002,POCSO Act,POCSO,True
A40003,NDPS Act,NDPS,True
A40004,"Indian Penal Code, 1860",IPC,True
A40005,"Motor Vehicles Act, 1988",MV Act,True
A40006,POCSO Act,POCSO,True
A40007,Arms Act,Arms Act,True
A40008,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40009,"Information Technology Act, 2000",IT Act,False
A40010,NDPS Act,NDPS,True
A40011,NDPS Act,NDPS,True
A40012,Arms Act,Arms Act,True
A40013,POCSO Act,POCSO,True
A40014,"Motor Vehicles Act, 1988",MV Act,False
A40015,NDPS Act,NDPS,True
A40016,"Indian Penal Code, 1860",IPC,True
A40017,"Information Technology Act, 2000",IT Act,True
A40018,NDPS Act,NDPS,True
A40019,"Indian Penal Code, 1860",IPC,True
A40020,"Motor Vehicles Act, 1988",MV Act,True
A40021,"Information Technology Act, 2000",IT Act,True
A40022,"Information Technology Act, 2000",IT Act,True
A40023,Arms Act,Arms Act,True
A40024,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40025,"Indian Penal Code, 1860",IPC,True
A40026,POCSO Act,POCSO,True
A40027,NDPS Act,NDPS,True
A40028,"Information Technology Act, 2000",IT Act,True
A40029,Arms Act,Arms Act,True
A40030,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40031,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40032,NDPS Act,NDPS,True
A40033,Arms Act,Arms Act,True
A40034,POCSO Act,POCSO,True
A40035,POCSO Act,POCSO,True
A40036,NDPS Act,NDPS,True
A40037,NDPS Act,NDPS,True
A40038,NDPS Act,NDPS,True
A40039,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40040,NDPS Act,NDPS,True
A40041,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40042,POCSO Act,POCSO,True
A40043,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40044,"Information Technology Act, 2000",IT Act,True
A40045,"Indian Penal Code, 1860",IPC,True
A40046,NDPS Act,NDPS,True
A40047,"Motor Vehicles Act, 1988",MV Act,True
A40048,NDPS Act,NDPS,True
A40049,"Motor Vehicles Act, 1988",MV Act,True
A40050,"Motor Vehicles Act, 1988",MV Act,True
A40051,POCSO Act,POCSO,True
A40052,Arms Act,Arms Act,True
A40053,POCSO Act,POCSO,True
A40054,"Indian Penal Code, 1860",IPC,True
A40055,"Indian Penal Code, 1860",IPC,True
A40056,"Motor Vehicles Act, 1988",MV Act,True
A40057,"Information Technology Act, 2000",IT Act,True
A40058,"Information Technology Act, 2000",IT Act,True
A40059,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40060,NDPS Act,NDPS,True
A40061,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40062,Arms Act,Arms Act,True
A40063,"Motor Vehicles Act, 1988",MV Act,True
A40064,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40065,Arms Act,Arms Act,True
A40066,Arms Act,Arms Act,True
A40067,NDPS Act,NDPS,True
A40068,"Motor Vehicles Act, 1988",MV Act,True
A40069,Arms Act,Arms Act,True
A40070,Arms Act,Arms Act,True
A40071,"Motor Vehicles Act, 1988",MV Act,True
A40072,"Indian Penal Code, 1860",IPC,True
A40073,"Information Technology Act, 2000",IT Act,True
A40074,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40075,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40076,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40077,"Information Technology Act, 2000",IT Act,True
A40078,Arms Act,Arms Act,True
A40079,Arms Act,Arms Act,True
A40080,"Information Technology Act, 2000",IT Act,True
A40081,POCSO Act,POCSO,True
A40082,Arms Act,Arms Act,True
A40083,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40084,"Information Technology Act, 2000",IT Act,True
A40085,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40086,"Motor Vehicles Act, 1988",MV Act,True
A40087,POCSO Act,POCSO,True
A40088,"Indian Penal Code, 1860",IPC,True
A40089,"Information Technology Act, 2000",IT Act,True
A40090,"Information Technology Act, 2000",IT Act,True
A40091,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40092,"Motor Vehicles Act, 1988",MV Act,True
A40093,POCSO Act,POCSO,True
A40094,"Motor Vehicles Act, 1988",MV Act,True
A40095,"Indian Penal Code, 1860",IPC,True
A40096,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40097,"Motor Vehicles Act, 1988",MV Act,True
A40098,NDPS Act,NDPS,True
A40099,NDPS Act,NDPS,True
A40100,"Motor Vehicles Act, 1988",MV Act,True
A40101,POCSO Act,POCSO,True
A40102,"Motor Vehicles Act, 1988",MV Act,True
A40103,POCSO Act,POCSO,True
A40104,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40105,POCSO Act,POCSO,True
A40106,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40107,Arms Act,Arms Act,True
A40108,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40109,"Motor Vehicles Act, 1988",MV Act,True
A40110,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40111,NDPS Act,NDPS,True
A40112,"Information Technology Act, 2000",IT Act,True
A40113,"Motor Vehicles Act, 1988",MV Act,True
A40114,POCSO Act,POCSO,True
A40115,Arms Act,Arms Act,False
A40116,Arms Act,Arms Act,True
A40117,POCSO Act,POCSO,True
A40118,"Motor Vehicles Act, 1988",MV Act,True
A40119,NDPS Act,NDPS,True
A40120,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40121,NDPS Act,NDPS,False
A40122,"Motor Vehicles Act, 1988",MV Act,True
A40123,"Indian Penal Code, 1860",IPC,True
A40124,POCSO Act,POCSO,True
A40125,Arms Act,Arms Act,True
A40126,NDPS Act,NDPS,True
A40127,Arms Act,Arms Act,True
A40128,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40129,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40130,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40131,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40132,"Motor Vehicles Act, 1988",MV Act,True
A40133,POCSO Act,POCSO,True
A40134,"Motor Vehicles Act, 1988",MV Act,True
A40135,Arms Act,Arms Act,True
A40136,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40137,POCSO Act,POCSO,True
A40138,Arms Act,Arms Act,True
A40139,"Indian Penal Code, 1860",IPC,True
A40140,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40141,"Information Technology Act, 2000",IT Act,True
A40142,"Indian Penal Code, 1860",IPC,False
A40143,"Motor Vehicles Act, 1988",MV Act,True
A40144,Arms Act,Arms Act,True
A40145,POCSO Act,POCSO,True
A40146,POCSO Act,POCSO,True
A40147,NDPS Act,NDPS,True
A40148,NDPS Act,NDPS,True
A40149,"Indian Penal Code, 1860",IPC,True
A40150,"Motor Vehicles Act, 1988",MV Act,True
A40151,Arms Act,Arms Act,True
A40152,Arms Act,Arms Act,True
A40153,POCSO Act,POCSO,True
A40154,Arms Act,Arms Act,True
A40155,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40156,"Motor Vehicles Act, 1988",MV Act,True
A40157,Arms Act,Arms Act,True
A40158,NDPS Act,NDPS,True
A40159,"Information Technology Act, 2000",IT Act,True
A40160,POCSO Act,POCSO,True
A40161,"Information Technology Act, 2000",IT Act,True
A40162,"Indian Penal Code, 1860",IPC,True
A40163,"Indian Penal Code, 1860",IPC,True
A40164,NDPS Act,NDPS,True
A40165,POCSO Act,POCSO,True
A40166,POCSO Act,POCSO,True
A40167,NDPS Act,NDPS,True
A40168,Arms Act,Arms Act,True
A40169,"Motor Vehicles Act, 1988",MV Act,True
A40170,NDPS Act,NDPS,True
A40171,NDPS Act,NDPS,True
A40172,"Indian Penal Code, 1860",IPC,True
A40173,NDPS Act,NDPS,True
A40174,NDPS Act,NDPS,True
A40175,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40176,POCSO Act,POCSO,True
A40177,Arms Act,Arms Act,True
A40178,"Motor Vehicles Act, 1988",MV Act,True
A40179,"Information Technology Act, 2000",IT Act,False
A40180,"Information Technology Act, 2000",IT Act,True
A40181,Arms Act,Arms Act,True
A40182,POCSO Act,POCSO,True
A40183,"Motor Vehicles Act, 1988",MV Act,True
A40184,NDPS Act,NDPS,True
A40185,"Information Technology Act, 2000",IT Act,True
A40186,"Information Technology Act, 2000",IT Act,True
A40187,Arms Act,Arms Act,True
A40188,"Indian Penal Code, 1860",IPC,False
A40189,Arms Act,Arms Act,True
A40190,"Motor Vehicles Act, 1988",MV Act,True
A40191,"Motor Vehicles Act, 1988",MV Act,True
A40192,"Information Technology Act, 2000",IT Act,True
A40193,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40194,"Information Technology Act, 2000",IT Act,True
A40195,"Motor Vehicles Act, 1988",MV Act,True
A40196,"Motor Vehicles Act, 1988",MV Act,True
A40197,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40198,"Indian Penal Code, 1860",IPC,True
A40199,Arms Act,Arms Act,True
A40200,POCSO Act,POCSO,True
A40201,Arms Act,Arms Act,True
A40202,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40203,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40204,NDPS Act,NDPS,True
A40205,"Motor Vehicles Act, 1988",MV Act,True
A40206,Arms Act,Arms Act,True
A40207,POCSO Act,POCSO,True
A40208,"Motor Vehicles Act, 1988",MV Act,True
A40209,"Indian Penal Code, 1860",IPC,True
A40210,"Information Technology Act, 2000",IT Act,True
A40211,"Motor Vehicles Act, 1988",MV Act,True
A40212,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40213,POCSO Act,POCSO,True
A40214,"Indian Penal Code, 1860",IPC,True
A40215,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40216,"Information Technology Act, 2000",IT Act,True
A40217,POCSO Act,POCSO,True
A40218,Arms Act,Arms Act,True
A40219,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40220,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40221,POCSO Act,POCSO,True
A40222,"Motor Vehicles Act, 1988",MV Act,True
A40223,Arms Act,Arms Act,True
A40224,NDPS Act,NDPS,True
A40225,"Motor Vehicles Act, 1988",MV Act,True
A40226,NDPS Act,NDPS,True
A40227,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40228,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40229,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40230,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40231,Arms Act,Arms Act,True
A40232,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40233,NDPS Act,NDPS,True
A40234,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40235,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40236,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40237,Arms Act,Arms Act,True
A40238,POCSO Act,POCSO,True
A40239,Arms Act,Arms Act,True
A40240,NDPS Act,NDPS,True
A40241,Arms Act,Arms Act,True
A40242,Arms Act,Arms Act,True
A40243,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40244,"Indian Penal Code, 1860",IPC,True
A40245,"Indian Penal Code, 1860",IPC,True
A40246,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40247,POCSO Act,POCSO,True
A40248,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40249,POCSO Act,POCSO,True
A40250,NDPS Act,NDPS,True
A40251,POCSO Act,POCSO,True
A40252,"Information Technology Act, 2000",IT Act,True
A40253,Arms Act,Arms Act,False
A40254,"Indian Penal Code, 1860",IPC,True
A40255,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40256,NDPS Act,NDPS,True
A40257,POCSO Act,POCSO,True
A40258,NDPS Act,NDPS,True
A40259,"Motor Vehicles Act, 1988",MV Act,True
A40260,"Motor Vehicles Act, 1988",MV Act,False
A40261,POCSO Act,POCSO,True
A40262,"Motor Vehicles Act, 1988",MV Act,True
A40263,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40264,NDPS Act,NDPS,True
A40265,Arms Act,Arms Act,True
A40266,"Motor Vehicles Act, 1988",MV Act,True
A40267,Arms Act,Arms Act,False
A40268,"Information Technology Act, 2000",IT Act,True
A40269,"Motor Vehicles Act, 1988",MV Act,True
A40270,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40271,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40272,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40273,"Motor Vehicles Act, 1988",MV Act,True
A40274,Arms Act,Arms Act,True
A40275,Arms Act,Arms Act,True
A40276,NDPS Act,NDPS,True
A40277,POCSO Act,POCSO,True
A40278,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40279,"Motor Vehicles Act, 1988",MV Act,True
A40280,"Information Technology Act, 2000",IT Act,True
A40281,Arms Act,Arms Act,True
A40282,"Motor Vehicles Act, 1988",MV Act,True
A40283,"Information Technology Act, 2000",IT Act,True
A40284,"Indian Penal Code, 1860",IPC,False
A40285,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40286,Arms Act,Arms Act,True
A40287,NDPS Act,NDPS,True
A40288,POCSO Act,POCSO,True
A40289,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40290,"Motor Vehicles Act, 1988",MV Act,True
A40291,"Motor Vehicles Act, 1988",MV Act,True
A40292,POCSO Act,POCSO,True
A40293,POCSO Act,POCSO,True
A40294,NDPS Act,NDPS,True
A40295,POCSO Act,POCSO,True
A40296,NDPS Act,NDPS,True
A40297,Arms Act,Arms Act,True
A40298,POCSO Act,POCSO,True
A40299,"Indian Penal Code, 1860",IPC,True
A40300,NDPS Act,NDPS,True
A40301,NDPS Act,NDPS,True
A40302,NDPS Act,NDPS,True
A40303,POCSO Act,POCSO,True
A40304,"Motor Vehicles Act, 1988",MV Act,True
A40305,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40306,NDPS Act,NDPS,True
A40307,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40308,"Indian Penal Code, 1860",IPC,True
A40309,Arms Act,Arms Act,True
A40310,"Indian Penal Code, 1860",IPC,True
A40311,"Information Technology Act, 2000",IT Act,True
A40312,Arms Act,Arms Act,False
A40313,"Indian Penal Code, 1860",IPC,True
A40314,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40315,NDPS Act,NDPS,True
A40316,"Motor Vehicles Act, 1988",MV Act,True
A40317,NDPS Act,NDPS,True
A40318,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40319,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40320,POCSO Act,POCSO,True
A40321,POCSO Act,POCSO,True
A40322,"Information Technology Act, 2000",IT Act,True
A40323,"Indian Penal Code, 1860",IPC,True
A40324,NDPS Act,NDPS,True
A40325,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40326,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40327,NDPS Act,NDPS,True
A40328,Arms Act,Arms Act,True
A40329,POCSO Act,POCSO,True
A40330,POCSO Act,POCSO,True
A40331,"Information Technology Act, 2000",IT Act,False
A40332,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40333,"Motor Vehicles Act, 1988",MV Act,True
A40334,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40335,POCSO Act,POCSO,True
A40336,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40337,NDPS Act,NDPS,True
A40338,POCSO Act,POCSO,True
A40339,"Indian Penal Code, 1860",IPC,True
A40340,NDPS Act,NDPS,True
A40341,"Motor Vehicles Act, 1988",MV Act,True
A40342,"Information Technology Act, 2000",IT Act,True
A40343,"Indian Penal Code, 1860",IPC,True
A40344,"Indian Penal Code, 1860",IPC,True
A40345,"Indian Penal Code, 1860",IPC,True
A40346,"Indian Penal Code, 1860",IPC,True
A40347,POCSO Act,POCSO,True
A40348,Arms Act,Arms Act,True
A40349,Arms Act,Arms Act,True
A40350,Arms Act,Arms Act,True
A40351,POCSO Act,POCSO,True
A40352,NDPS Act,NDPS,True
A40353,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40354,"Information Technology Act, 2000",IT Act,True
A40355,"Motor Vehicles Act, 1988",MV Act,True
A40356,"Indian Penal Code, 1860",IPC,True
A40357,NDPS Act,NDPS,True
A40358,NDPS Act,NDPS,True
A40359,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40360,"Information Technology Act, 2000",IT Act,True
A40361,"Motor Vehicles Act, 1988",MV Act,True
A40362,"Indian Penal Code, 1860",IPC,True
A40363,Arms Act,Arms Act,True
A40364,NDPS Act,NDPS,True
A40365,Arms Act,Arms Act,True
A40366,"Indian Penal Code, 1860",IPC,True
A40367,"Motor Vehicles Act, 1988",MV Act,True
A40368,NDPS Act,NDPS,True
A40369,"Information Technology Act, 2000",IT Act,True
A40370,"Motor Vehicles Act, 1988",MV Act,True
A40371,"Information Technology Act, 2000",IT Act,True
A40372,"Information Technology Act, 2000",IT Act,True
A40373,NDPS Act,NDPS,True
A40374,"Indian Penal Code, 1860",IPC,True
A40375,POCSO Act,POCSO,True
A40376,NDPS Act,NDPS,True
A40377,NDPS Act,NDPS,True
A40378,"Indian Penal Code, 1860",IPC,True
A40379,"Motor Vehicles Act, 1988",MV Act,True
A40380,"Motor Vehicles Act, 1988",MV Act,True
A40381,NDPS Act,NDPS,True
A40382,NDPS Act,NDPS,True
A40383,POCSO Act,POCSO,True
A40384,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40385,"Motor Vehicles Act, 1988",MV Act,True
A40386,POCSO Act,POCSO,True
A40387,"Information Technology Act, 2000",IT Act,True
A40388,"Information Technology Act, 2000",IT Act,True
A40389,NDPS Act,NDPS,True
A40390,"Indian Penal Code, 1860",IPC,True
A40391,"Indian Penal Code, 1860",IPC,True
A40392,Arms Act,Arms Act,True
A40393,POCSO Act,POCSO,True
A40394,"Information Technology Act, 2000",IT Act,False
A40395,POCSO Act,POCSO,True
A40396,NDPS Act,NDPS,False
A40397,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40398,Arms Act,Arms Act,True
A40399,"Motor Vehicles Act, 1988",MV Act,True
A40400,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40401,"Information Technology Act, 2000",IT Act,True
A40402,"Indian Penal Code, 1860",IPC,True
A40403,Arms Act,Arms Act,True
A40404,"Motor Vehicles Act, 1988",MV Act,True
A40405,POCSO Act,POCSO,True
A40406,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40407,"Information Technology Act, 2000",IT Act,True
A40408,"Information Technology Act, 2000",IT Act,True
A40409,"Indian Penal Code, 1860",IPC,True
A40410,"Motor Vehicles Act, 1988",MV Act,True
A40411,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40412,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40413,"Information Technology Act, 2000",IT Act,True
A40414,POCSO Act,POCSO,True
A40415,Arms Act,Arms Act,True
A40416,POCSO Act,POCSO,False
A40417,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40418,"Motor Vehicles Act, 1988",MV Act,True
A40419,"Motor Vehicles Act, 1988",MV Act,True
A40420,POCSO Act,POCSO,True
A40421,"Motor Vehicles Act, 1988",MV Act,True
A40422,"Information Technology Act, 2000",IT Act,True
A40423,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40424,Arms Act,Arms Act,True
A40425,"Indian Penal Code, 1860",IPC,True
A40426,"Information Technology Act, 2000",IT Act,True
A40427,"Information Technology Act, 2000",IT Act,True
A40428,"Motor Vehicles Act, 1988",MV Act,True
A40429,Arms Act,Arms Act,True
A40430,SC/ST Prevention of Atrocities Act,SC/ST Act,False
A40431,POCSO Act,POCSO,True
A40432,POCSO Act,POCSO,True
A40433,NDPS Act,NDPS,True
A40434,POCSO Act,POCSO,True
A40435,NDPS Act,NDPS,True
A40436,POCSO Act,POCSO,True
A40437,Arms Act,Arms Act,True
A40438,NDPS Act,NDPS,True
A40439,Arms Act,Arms Act,True
A40440,POCSO Act,POCSO,True
A40441,"Information Technology Act, 2000",IT Act,True
A40442,NDPS Act,NDPS,True
A40443,POCSO Act,POCSO,True
A40444,"Information Technology Act, 2000",IT Act,True
A40445,POCSO Act,POCSO,True
A40446,POCSO Act,POCSO,True
A40447,"Indian Penal Code, 1860",IPC,True
A40448,"Motor Vehicles Act, 1988",MV Act,True
A40449,NDPS Act,NDPS,True
A40450,"Motor Vehicles Act, 1988",MV Act,True
A40451,POCSO Act,POCSO,True
A40452,"Information Technology Act, 2000",IT Act,True
A40453,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40454,"Information Technology Act, 2000",IT Act,True
A40455,"Indian Penal Code, 1860",IPC,True
A40456,Arms Act,Arms Act,True
A40457,Arms Act,Arms Act,True
A40458,Arms Act,Arms Act,True
A40459,NDPS Act,NDPS,False
A40460,"Motor Vehicles Act, 1988",MV Act,True
A40461,"Indian Penal Code, 1860",IPC,True
A40462,"Motor Vehicles Act, 1988",MV Act,False
A40463,"Motor Vehicles Act, 1988",MV Act,True
A40464,Arms Act,Arms Act,True
A40465,"Information Technology Act, 2000",IT Act,True
A40466,"Information Technology Act, 2000",IT Act,True
A40467,"Indian Penal Code, 1860",IPC,True
A40468,"Information Technology Act, 2000",IT Act,False
A40469,"Motor Vehicles Act, 1988",MV Act,True
A40470,"Information Technology Act, 2000",IT Act,True
A40471,"Information Technology Act, 2000",IT Act,True
A40472,Arms Act,Arms Act,True
A40473,NDPS Act,NDPS,True
A40474,"Indian Penal Code, 1860",IPC,True
A40475,"Indian Penal Code, 1860",IPC,True
A40476,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40477,POCSO Act,POCSO,True
A40478,"Motor Vehicles Act, 1988",MV Act,True
A40479,"Motor Vehicles Act, 1988",MV Act,True
A40480,"Motor Vehicles Act, 1988",MV Act,True
A40481,POCSO Act,POCSO,True
A40482,"Indian Penal Code, 1860",IPC,True
A40483,Arms Act,Arms Act,True
A40484,"Motor Vehicles Act, 1988",MV Act,True
A40485,POCSO Act,POCSO,True
A40486,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40487,Arms Act,Arms Act,True
A40488,POCSO Act,POCSO,True
A40489,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40490,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40491,NDPS Act,NDPS,True
A40492,"Motor Vehicles Act, 1988",MV Act,True
A40493,POCSO Act,POCSO,True
A40494,NDPS Act,NDPS,True
A40495,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40496,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40497,"Information Technology Act, 2000",IT Act,True
A40498,"Information Technology Act, 2000",IT Act,True
A40499,NDPS Act,NDPS,True
A40500,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40501,"Motor Vehicles Act, 1988",MV Act,True
A40502,POCSO Act,POCSO,True
A40503,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40504,"Motor Vehicles Act, 1988",MV Act,True
A40505,"Information Technology Act, 2000",IT Act,True
A40506,"Indian Penal Code, 1860",IPC,True
A40507,Arms Act,Arms Act,True
A40508,"Indian Penal Code, 1860",IPC,True
A40509,"Motor Vehicles Act, 1988",MV Act,True
A40510,"Indian Penal Code, 1860",IPC,True
A40511,"Indian Penal Code, 1860",IPC,True
A40512,"Motor Vehicles Act, 1988",MV Act,True
A40513,POCSO Act,POCSO,True
A40514,SC/ST Prevention of Atrocities Act,SC/ST Act,True
A40515,SC/ST Prevention of Atrocities Act,SC/ST Act,True
