CrimeSubHeadID,CrimeHeadID,CrimeHeadName,SeqID
54472,64913,Cheating & Forgery_54472,19
54473,82929,Extortion_54473,20
54474,59082,Robbery_54474,40
54475,45744,Murder_54475,26
54476,71571,Kidnapping_54476,16
54477,37580,Robbery_54477,46
54478,84640,Rape_54478,28
54479,14864,Robbery_54479,34
54480,78851,Cheating & Forgery_54480,22
54481,34613,Rape_54481,30
54482,34750,Grievous Hurt_54482,24
54483,64678,Rape_54483,48
54484,82419,Rape_54484,10
54485,43929,Dacoity_54485,40
54486,6359,Kidnapping_54486,11
54487,32487,Dacoity_54487,10
54488,64516,Kidnapping_54488,4
54489,33036,Robbery_54489,32
54490,25909,Theft_54490,14
54491,98907,Hacking_54491,30
54492,83170,Kidnapping_54492,25
54493,16401,Robbery_54493,5
54494,62612,Rape_54494,32
54495,22080,Rape_54495,30
54496,23400,Theft_54496,34
54497,80426,Cheating & Forgery_54497,17
54498,7712,Kidnapping_54498,43
54499,13272,Grievous Hurt_54499,18
54500,38443,Kidnapping_54500,9
54501,79569,Theft_54501,3
54502,41963,Rape_54502,43
54503,66179,Cheating & Forgery_54503,18
54504,98031,Cheating & Forgery_54504,2
54505,66933,Robbery_54505,49
54506,71767,Kidnapping_54506,6
54507,76830,Cheating & Forgery_54507,32
54508,61237,Robbery_54508,10
54509,79311,Cheating & Forgery_54509,22
54510,18339,Murder_54510,11
54511,23437,Extortion_54511,9
54512,51103,Extortion_54512,7
54513,98985,Extortion_54513,6
54514,792,Theft_54514,47
54515,45473,Rape_54515,17
54516,54912,Kidnapping_54516,44
54517,4580,Rape_54517,2
54518,84527,Hacking_54518,49
54519,70005,Murder_54519,26
54520,7097,Theft_54520,10
54521,1654,Extortion_54521,38
54522,57737,Rape_54522,13
54523,81427,Dacoity_54523,47
54524,8530,Kidnapping_54524,47
54525,53673,Kidnapping_54525,24
54526,46889,Murder_54526,10
54527,20322,Theft_54527,3
54528,80855,Theft_54528,10
54529,236,Cheating & Forgery_54529,33
54530,97060,Theft_54530,48
54531,24455,Rape_54531,23
54532,41066,Grievous Hurt_54532,34
54533,78266,Extortion_54533,2
54534,12852,Dacoity_54534,45
54535,95280,Grievous Hurt_54535,36
54536,67978,Hacking_54536,45
54537,69880,Hacking_54537,12
54538,24455,Hacking_54538,2
54539,86189,Kidnapping_54539,15
54540,84160,Robbery_54540,37
54541,74374,Robbery_54541,42
54542,86990,Robbery_54542,49
54543,20368,Murder_54543,19
54544,57826,Murder_54544,6
54545,15351,Theft_54545,39
54546,67276,Kidnapping_54546,27
54547,66024,Murder_54547,32
54548,96887,Rape_54548,15
54549,13447,Murder_54549,34
54550,31519,Extortion_54550,5
54551,51745,Grievous Hurt_54551,43
54552,62760,Robbery_54552,10
54553,53011,Rape_54553,11
54554,29174,Cheating & Forgery_54554,13
54555,3847,Kidnapping_54555,25
54556,17312,Hacking_54556,45
54557,26888,Robbery_54557,9
54558,2989,Theft_54558,12
54559,88180,Murder_54559,43
54560,60179,Cheating & Forgery_54560,1
54561,27265,Murder_54561,49
54562,69699,Kidnapping_54562,41
54563,42677,Cheating & Forgery_54563,41
54564,40160,Hacking_54564,47
54565,32000,Rape_54565,29
54566,15401,Extortion_54566,36
54567,15547,Hacking_54567,3
54568,68069,Dacoity_54568,8
54569,65816,Extortion_54569,35
54570,66272,Theft_54570,36
54571,64975,Kidnapping_54571,1
54572,44746,Cheating & Forgery_54572,38
54573,23354,Extortion_54573,15
54574,85983,Robbery_54574,21
54575,33318,Cheating & Forgery_54575,39
54576,97052,Cheating & Forgery_54576,21
54577,30286,Hacking_54577,41
54578,61559,Dacoity_54578,5
54579,48597,Murder_54579,34
54580,35755,Rape_54580,4
54581,86001,Rape_54581,34
54582,91550,Hacking_54582,36
54583,49453,Cheating & Forgery_54583,13
54584,59536,Grievous Hurt_54584,42
54585,93505,Grievous Hurt_54585,16
54586,157,Murder_54586,34
54587,82272,Kidnapping_54587,29
54588,34805,Grievous Hurt_54588,12
54589,16360,Kidnapping_54589,45
54590,32141,Robbery_54590,26
54591,29876,Grievous Hurt_54591,39
54592,86431,Murder_54592,22
54593,98738,Extortion_54593,42
54594,13461,Theft_54594,45
54595,72371,Murder_54595,43
54596,11743,Kidnapping_54596,7
54597,33920,Rape_54597,13
54598,76973,Robbery_54598,34
54599,55820,Grievous Hurt_54599,48
54600,18778,Grievous Hurt_54600,41
54601,50745,Kidnapping_54601,6
54602,75267,Murder_54602,32
54603,15539,Robbery_54603,1
54604,8327,Murder_54604,43
54605,89219,Grievous Hurt_54605,40
54606,84987,Kidnapping_54606,42
54607,69904,Extortion_54607,39
54608,20211,Extortion_54608,3
54609,24696,Grievous Hurt_54609,29
54610,46926,Cheating & Forgery_54610,22
54611,11695,Hacking_54611,28
54612,98092,Extortion_54612,45
54613,80511,Theft_54613,47
54614,27560,Rape_54614,8
54615,55373,Cheating & Forgery_54615,4
54616,98249,Grievous Hurt_54616,39
54617,69475,Robbery_54617,49
54618,77499,Robbery_54618,41
54619,96849,Theft_54619,49
54620,71516,Robbery_54620,29
54621,88966,Hacking_54621,44
54622,91826,Kidnapping_54622,18
54623,50972,Robbery_54623,7
54624,16111,Extortion_54624,36
54625,28648,Dacoity_54625,39
54626,99137,Rape_54626,18
54627,66819,Kidnapping_54627,5
54628,35114,Cheating & Forgery_54628,30
54629,4894,Kidnapping_54629,2
54630,52322,Rape_54630,41
54631,7800,Extortion_54631,8
54632,75596,Extortion_54632,39
54633,35949,Dacoity_54633,19
54634,25067,Hacking_54634,26
54635,49335,Hacking_54635,30
54636,18069,Rape_54636,20
54637,27174,Kidnapping_54637,21
54638,79953,Robbery_54638,11
54639,45269,Extortion_54639,35
54640,71485,Cheating & Forgery_54640,25
54641,97811,Rape_54641,13
54642,88008,Theft_54642,11
54643,31935,Grievous Hurt_54643,6
54644,28056,Robbery_54644,6
54645,74735,Extortion_54645,49
54646,48757,Kidnapping_54646,10
54647,49932,Rape_54647,34
54648,41451,Dacoity_54648,34
54649,10196,Murder_54649,13
54650,8544,Hacking_54650,46
54651,11149,Theft_54651,22
54652,7976,Dacoity_54652,26
54653,7770,Murder_54653,4
54654,54450,Cheating & Forgery_54654,21
54655,708,Extortion_54655,10
54656,33669,Theft_54656,4
54657,16596,Hacking_54657,41
54658,30503,Cheating & Forgery_54658,13
54659,61561,Theft_54659,35
54660,23519,Hacking_54660,2
54661,87217,Hacking_54661,44
54662,78089,Theft_54662,22
54663,3350,Theft_54663,21
54664,29458,Cheating & Forgery_54664,28
54665,51459,Dacoity_54665,31
54666,43083,Hacking_54666,19
54667,6876,Rape_54667,4
54668,34602,Robbery_54668,25
54669,1087,Cheating & Forgery_54669,11
54670,61014,Cheating & Forgery_54670,39
54671,46850,Theft_54671,19
54672,70753,Robbery_54672,5
54673,55613,Hacking_54673,14
54674,4358,Kidnapping_54674,23
54675,94346,Robbery_54675,30
54676,85142,Murder_54676,47
54677,58357,Hacking_54677,26
54678,46629,Cheating & Forgery_54678,22
54679,10951,Dacoity_54679,7
54680,53684,Murder_54680,32
54681,5372,Kidnapping_54681,9
54682,15570,Extortion_54682,39
54683,52096,Rape_54683,39
54684,66829,Murder_54684,14
54685,30725,Kidnapping_54685,28
54686,76309,Robbery_54686,39
54687,12981,Dacoity_54687,6
54688,17645,Extortion_54688,4
54689,83853,Theft_54689,44
54690,15328,Cheating & Forgery_54690,15
54691,79683,Rape_54691,15
54692,61601,Murder_54692,5
54693,38444,Hacking_54693,49
54694,67244,Rape_54694,41
54695,29814,Theft_54695,16
54696,89810,Robbery_54696,34
54697,15908,Cheating & Forgery_54697,40
54698,34393,Kidnapping_54698,6
54699,88776,Grievous Hurt_54699,27
54700,80447,Theft_54700,40
54701,99148,Robbery_54701,45
54702,58599,Kidnapping_54702,14
54703,12022,Rape_54703,28
54704,20138,Dacoity_54704,37
54705,2848,Dacoity_54705,46
54706,98001,Rape_54706,47
54707,67327,Grievous Hurt_54707,8
54708,33508,Robbery_54708,31
54709,29833,Hacking_54709,29
54710,71917,Grievous Hurt_54710,23
54711,32761,Hacking_54711,13
54712,842,Kidnapping_54712,35
54713,65189,Dacoity_54713,45
54714,68249,Murder_54714,16
54715,21843,Kidnapping_54715,2
54716,81119,Cheating & Forgery_54716,40
54717,64355,Hacking_54717,45
54718,99194,Dacoity_54718,43
54719,82064,Theft_54719,3
54720,22607,Hacking_54720,23
54721,44907,Rape_54721,1
54722,17911,Grievous Hurt_54722,46
54723,21281,Murder_54723,28
54724,78027,Dacoity_54724,34
54725,40943,Cheating & Forgery_54725,2
54726,47180,Dacoity_54726,29
54727,2994,Dacoity_54727,4
54728,39547,Theft_54728,25
54729,64701,Murder_54729,24
54730,25414,Dacoity_54730,14
54731,77269,Cheating & Forgery_54731,41
54732,24701,Robbery_54732,31
54733,30760,Cheating & Forgery_54733,18
54734,84203,Cheating & Forgery_54734,21
54735,95778,Theft_54735,48
54736,49694,Cheating & Forgery_54736,47
54737,25695,Murder_54737,19
54738,4704,Dacoity_54738,45
54739,12372,Cheating & Forgery_54739,16
54740,11879,Theft_54740,28
54741,29617,Hacking_54741,18
54742,13062,Hacking_54742,45
54743,85726,Kidnapping_54743,30
54744,27914,Kidnapping_54744,21
54745,83388,Extortion_54745,40
54746,57724,Robbery_54746,34
54747,63533,Theft_54747,30
54748,72827,Dacoity_54748,39
54749,75459,Rape_54749,23
54750,66542,Dacoity_54750,9
54751,5363,Grievous Hurt_54751,28
54752,84219,Extortion_54752,11
54753,96782,Theft_54753,27
54754,81121,Robbery_54754,36
54755,94662,Theft_54755,43
54756,23940,Cheating & Forgery_54756,20
54757,95369,Cheating & Forgery_54757,1
54758,29334,Hacking_54758,40
54759,53331,Theft_54759,36
54760,2343,Murder_54760,19
54761,97159,Kidnapping_54761,10
54762,94178,Extortion_54762,2
54763,38602,Grievous Hurt_54763,35
54764,93416,Cheating & Forgery_54764,20
54765,82841,Rape_54765,46
54766,5032,Robbery_54766,15
54767,6426,Kidnapping_54767,47
54768,7260,Kidnapping_54768,18
54769,9276,Theft_54769,18
54770,38406,Dacoity_54770,15
54771,23559,Murder_54771,9
54772,50224,Extortion_54772,38
54773,71263,Theft_54773,45
54774,34474,Hacking_54774,45
54775,83612,Cheating & Forgery_54775,33
54776,60038,Dacoity_54776,11
54777,73116,Robbery_54777,15
54778,9374,Murder_54778,4
54779,2944,Theft_54779,1
54780,625,Robbery_54780,40
54781,48415,Theft_54781,40
54782,38906,Hacking_54782,27
54783,66367,Theft_54783,45
54784,54212,Theft_54784,4
54785,10189,Robbery_54785,48
54786,49969,Kidnapping_54786,43
54787,84033,Murder_54787,13
54788,60576,Cheating & Forgery_54788,46
54789,42205,Kidnapping_54789,19
54790,85123,Cheating & Forgery_54790,21
54791,14302,Dacoity_54791,3
54792,28884,Kidnapping_54792,31
54793,48595,Cheating & Forgery_54793,33
54794,25788,Robbery_54794,24
54795,63065,Theft_54795,43
54796,38276,Robbery_54796,9
54797,8114,Extortion_54797,6
54798,38993,Dacoity_54798,19
54799,45503,Cheating & Forgery_54799,13
54800,24920,Grievous Hurt_54800,27
54801,86213,Robbery_54801,18
54802,20356,Grievous Hurt_54802,37
54803,88146,Extortion_54803,5
54804,29806,Kidnapping_54804,6
54805,12329,Hacking_54805,21
54806,27742,Theft_54806,46
54807,60297,Cheating & Forgery_54807,12
54808,19333,Grievous Hurt_54808,14
54809,91589,Rape_54809,28
54810,20282,Theft_54810,24
54811,59464,Robbery_54811,46
54812,15074,Hacking_54812,39
54813,5602,Kidnapping_54813,42
54814,55688,Cheating & Forgery_54814,19
54815,54834,Dacoity_54815,8
54816,77012,Kidnapping_54816,48
54817,39238,Murder_54817,48
54818,16219,Cheating & Forgery_54818,32
54819,92822,Dacoity_54819,3
54820,14677,Dacoity_54820,15
54821,25042,Grievous Hurt_54821,4
54822,61175,Dacoity_54822,4
54823,25555,Dacoity_54823,22
54824,75749,Theft_54824,42
54825,16913,Kidnapping_54825,9
54826,51501,Robbery_54826,40
54827,14823,Grievous Hurt_54827,6
54828,6040,Robbery_54828,31
54829,53196,Robbery_54829,21
54830,56611,Kidnapping_54830,48
54831,65826,Dacoity_54831,30
54832,75547,Murder_54832,33
54833,9147,Robbery_54833,1
54834,43861,Grievous Hurt_54834,10
54835,21293,Kidnapping_54835,28
54836,64995,Robbery_54836,42
54837,29822,Robbery_54837,31
54838,24261,Grievous Hurt_54838,23
54839,64844,Murder_54839,16
54840,92735,Cheating & Forgery_54840,23
54841,49298,Rape_54841,33
54842,21604,Robbery_54842,45
54843,62160,Dacoity_54843,21
54844,91330,Murder_54844,13
54845,73792,Grievous Hurt_54845,1
54846,75999,Murder_54846,39
54847,53807,Kidnapping_54847,46
54848,97201,Dacoity_54848,31
54849,14862,Grievous Hurt_54849,33
54850,60230,Hacking_54850,29
54851,57012,Rape_54851,8
54852,70815,Hacking_54852,32
54853,37699,Hacking_54853,48
54854,56100,Dacoity_54854,4
54855,99652,Robbery_54855,42
54856,27144,Robbery_54856,17
54857,63696,Grievous Hurt_54857,23
54858,50793,Robbery_54858,6
54859,88990,Hacking_54859,7
54860,17298,Dacoity_54860,49
54861,1694,Rape_54861,6
54862,65390,Theft_54862,12
54863,61245,Murder_54863,49
54864,4528,Theft_54864,6
54865,30706,Rape_54865,7
54866,11071,Hacking_54866,4
54867,72360,Rape_54867,39
54868,35377,Extortion_54868,47
54869,87376,Robbery_54869,21
54870,22911,Extortion_54870,26
54871,9271,Cheating & Forgery_54871,23
54872,12331,Rape_54872,35
54873,30900,Murder_54873,42
54874,27191,Theft_54874,41
54875,19154,Hacking_54875,11
54876,32563,Robbery_54876,10
54877,22738,Grievous Hurt_54877,32
54878,54636,Murder_54878,34
54879,71764,Grievous Hurt_54879,49
54880,71650,Dacoity_54880,27
54881,18931,Hacking_54881,43
54882,36148,Kidnapping_54882,40
54883,5,Grievous Hurt_54883,23
54884,23991,Murder_54884,11
54885,57703,Hacking_54885,10
54886,78046,Dacoity_54886,5
54887,58681,Kidnapping_54887,26
54888,68829,Extortion_54888,29
54889,99105,Dacoity_54889,47
54890,52817,Hacking_54890,13
54891,89295,Cheating & Forgery_54891,13
54892,38297,Cheating & Forgery_54892,45
54893,20157,Dacoity_54893,41
54894,70546,Robbery_54894,39
54895,46487,Theft_54895,24
54896,81151,Hacking_54896,7
54897,82965,Murder_54897,10
54898,90725,Dacoity_54898,16
54899,5741,Robbery_54899,28
54900,10663,Theft_54900,14
54901,85352,Grievous Hurt_54901,45
54902,15706,Extortion_54902,19
54903,94598,Hacking_54903,23
54904,48430,Kidnapping_54904,3
54905,72028,Theft_54905,39
54906,66339,Theft_54906,37
54907,11383,Grievous Hurt_54907,40
54908,99703,Theft_54908,12
54909,26913,Cheating & Forgery_54909,34
54910,41506,Hacking_54910,34
54911,29404,Grievous Hurt_54911,2
54912,78167,Grievous Hurt_54912,35
54913,45778,Dacoity_54913,21
54914,72080,Dacoity_54914,10
54915,47745,Dacoity_54915,48
54916,20312,Theft_54916,1
54917,44990,Robbery_54917,36
54918,42219,Kidnapping_54918,49
54919,32336,Extortion_54919,14
54920,17633,Theft_54920,17
54921,74955,Murder_54921,18
54922,11255,Cheating & Forgery_54922,39
54923,37597,Dacoity_54923,5
54924,20821,Hacking_54924,44
54925,85780,Theft_54925,8
54926,76719,Dacoity_54926,33
54927,19450,Extortion_54927,46
54928,82245,Cheating & Forgery_54928,38
54929,89848,Robbery_54929,8
54930,38311,Cheating & Forgery_54930,13
54931,76431,Theft_54931,11
54932,86695,Grievous Hurt_54932,30
54933,16849,Extortion_54933,14
54934,65604,Murder_54934,5
54935,72972,Cheating & Forgery_54935,10
54936,83748,Extortion_54936,10
54937,297,Hacking_54937,36
54938,4719,Extortion_54938,27
54939,37255,Kidnapping_54939,26
54940,59385,Dacoity_54940,42
54941,25640,Hacking_54941,44
54942,86576,Theft_54942,15
54943,41397,Kidnapping_54943,4
54944,49809,Theft_54944,47
54945,95677,Cheating & Forgery_54945,21
54946,12278,Hacking_54946,8
54947,24183,Rape_54947,47
54948,28679,Rape_54948,38
54949,36186,Kidnapping_54949,36
54950,87038,Theft_54950,1
54951,83178,Extortion_54951,37
54952,87041,Rape_54952,46
54953,34082,Kidnapping_54953,40
54954,89545,Theft_54954,7
54955,53566,Grievous Hurt_54955,33
54956,89370,Dacoity_54956,7
54957,39292,Robbery_54957,48
54958,90040,Robbery_54958,42
54959,97532,Kidnapping_54959,7
54960,5329,Grievous Hurt_54960,9
54961,83240,Cheating & Forgery_54961,31
54962,68125,Theft_54962,37
54963,71604,Murder_54963,29
54964,55695,Cheating & Forgery_54964,44
54965,93465,Rape_54965,18
54966,67225,Hacking_54966,24
54967,2891,Theft_54967,11
54968,31042,Cheating & Forgery_54968,44
54969,18905,Hacking_54969,8
54970,23231,Dacoity_54970,7
54971,66216,Cheating & Forgery_54971,38
54972,34956,Kidnapping_54972,9
54973,54628,Kidnapping_54973,27
54974,72908,Kidnapping_54974,47
54975,18614,Kidnapping_54975,38
54976,79637,Extortion_54976,21
54977,76509,Robbery_54977,2
54978,23630,Murder_54978,49
54979,8173,Hacking_54979,48
54980,50075,Murder_54980,43
54981,59618,Grievous Hurt_54981,30
54982,50870,Dacoity_54982,22
54983,35528,Murder_54983,16
54984,99730,Extortion_54984,48
54985,17392,Grievous Hurt_54985,46
54986,33026,Grievous Hurt_54986,42
54987,78087,Cheating & Forgery_54987,47
54988,79026,Kidnapping_54988,6
54989,941,Theft_54989,29
54990,96628,Cheating & Forgery_54990,3
54991,85389,Theft_54991,19
54992,48930,Grievous Hurt_54992,44
54993,41680,Dacoity_54993,1
54994,29330,Dacoity_54994,10
54995,37585,Dacoity_54995,7
54996,54655,Robbery_54996,42
54997,56742,Murder_54997,33
54998,84942,Hacking_54998,47
54999,84524,Cheating & Forgery_54999,10
55000,88099,Extortion_55000,48
55001,81379,Theft_55001,15
55002,76311,Theft_55002,12
55003,75917,Rape_55003,32
55004,93248,Cheating & Forgery_55004,16
55005,63387,Rape_55005,47
55006,88489,Robbery_55006,5
55007,14087,Robbery_55007,23
55008,1085,Cheating & Forgery_55008,39
55009,98022,Theft_55009,11
55010,33848,Robbery_55010,46
55011,37249,Hacking_55011,3
55012,12728,Murder_55012,34
55013,4911,Cheating & Forgery_55013,21
55014,32076,Theft_55014,42
55015,93511,Robbery_55015,4
55016,2874,Hacking_55016,13
55017,4373,Theft_55017,7
55018,34249,Dacoity_55018,25
55019,83341,Cheating & Forgery_55019,24
55020,70208,Rape_55020,13
55021,66670,Grievous Hurt_55021,44
55022,79888,Robbery_55022,6
55023,30885,Robbery_55023,48
55024,1914,Cheating & Forgery_55024,17
55025,45723,Kidnapping_55025,23
55026,85831,Grievous Hurt_55026,34
55027,671,Rape_55027,13
55028,19432,Dacoity_55028,11
55029,48368,Grievous Hurt_55029,42
55030,11660,Cheating & Forgery_55030,25
55031,89720,Kidnapping_55031,48
55032,94910,Grievous Hurt_55032,9
55033,62985,Hacking_55033,38
55034,93689,Robbery_55034,24
55035,14167,Robbery_55035,38
55036,73723,Murder_55036,32
55037,90401,Rape_55037,3
55038,95162,Grievous Hurt_55038,43
55039,23699,Grievous Hurt_55039,45
55040,24388,Theft_55040,45
55041,77869,Robbery_55041,9
55042,71198,Hacking_55042,24
55043,15724,Robbery_55043,34
55044,45806,Grievous Hurt_55044,10
55045,28183,Rape_55045,7
55046,25259,Dacoity_55046,49
55047,14390,Kidnapping_55047,10
55048,55763,Dacoity_55048,40
55049,74834,Robbery_55049,11
55050,24518,Murder_55050,11
55051,4875,Murder_55051,45
55052,62898,Cheating & Forgery_55052,11
55053,4233,Grievous Hurt_55053,11
55054,64588,Dacoity_55054,44
55055,47793,Extortion_55055,41
55056,17560,Rape_55056,14
55057,59552,Extortion_55057,36
55058,63151,Theft_55058,20
55059,97682,Dacoity_55059,6
55060,54189,Robbery_55060,27
55061,44975,Extortion_55061,8
55062,54945,Theft_55062,36
55063,4623,Kidnapping_55063,16
55064,73222,Rape_55064,11
55065,14808,Rape_55065,49
55066,72577,Dacoity_55066,28
55067,71160,Hacking_55067,35
55068,6391,Robbery_55068,15
55069,8560,Dacoity_55069,22
55070,28242,Kidnapping_55070,21
55071,55983,Cheating & Forgery_55071,16
55072,2645,Kidnapping_55072,13
55073,66440,Robbery_55073,21
55074,48518,Dacoity_55074,33
55075,4692,Rape_55075,45
55076,48750,Robbery_55076,7
55077,86090,Kidnapping_55077,8
55078,6317,Cheating & Forgery_55078,18
55079,36437,Murder_55079,47
55080,24241,Dacoity_55080,41
55081,9882,Theft_55081,6
55082,13465,Robbery_55082,28
55083,8611,Extortion_55083,26
55084,96203,Murder_55084,17
55085,25499,Hacking_55085,18
55086,77940,Robbery_55086,41
55087,28141,Rape_55087,49
55088,98017,Murder_55088,4
55089,96901,Rape_55089,19
55090,91925,Hacking_55090,8
55091,9580,Dacoity_55091,14
55092,12684,Kidnapping_55092,18
55093,9843,Kidnapping_55093,8
55094,27590,Robbery_55094,24
55095,70291,Murder_55095,12
55096,26425,Rape_55096,22
55097,42065,Extortion_55097,39
55098,88656,Grievous Hurt_55098,49
55099,54080,Murder_55099,23
55100,39183,Grievous Hurt_55100,28
55101,58415,Rape_55101,28
55102,35718,Hacking_55102,24
55103,58991,Rape_55103,9
55104,63379,Murder_55104,32
55105,52295,Dacoity_55105,1
55106,35020,Theft_55106,18
55107,69463,Dacoity_55107,3
55108,95367,Kidnapping_55108,41
55109,31442,Cheating & Forgery_55109,45
55110,29852,Extortion_55110,46
55111,54221,Kidnapping_55111,19
55112,36257,Hacking_55112,33
55113,45597,Kidnapping_55113,31
55114,24821,Grievous Hurt_55114,40
55115,89375,Murder_55115,40
55116,78962,Rape_55116,12
55117,22162,Rape_55117,42
55118,67692,Theft_55118,25
55119,84728,Rape_55119,37
55120,15881,Murder_55120,40
55121,18078,Theft_55121,6
55122,21773,Hacking_55122,30
55123,73210,Hacking_55123,2
55124,24909,Grievous Hurt_55124,24
55125,12457,Robbery_55125,33
55126,11358,Robbery_55126,48
55127,71641,Extortion_55127,18
55128,10710,Robbery_55128,45
55129,40202,Grievous Hurt_55129,9
55130,42324,Cheating & Forgery_55130,12
55131,20671,Kidnapping_55131,14
55132,71745,Grievous Hurt_55132,47
55133,26224,Kidnapping_55133,3
55134,84099,Robbery_55134,24
55135,51936,Rape_55135,18
55136,45831,Dacoity_55136,26
55137,5350,Extortion_55137,29
55138,28557,Dacoity_55138,28
55139,29230,Rape_55139,32
55140,29265,Rape_55140,42
55141,95168,Kidnapping_55141,32
55142,49117,Cheating & Forgery_55142,24
55143,22731,Murder_55143,4
55144,3627,Hacking_55144,39
55145,46413,Dacoity_55145,34
55146,93135,Kidnapping_55146,45
55147,20148,Kidnapping_55147,25
55148,12787,Grievous Hurt_55148,8
55149,37787,Rape_55149,49
55150,88894,Cheating & Forgery_55150,13
55151,32894,Kidnapping_55151,1
55152,4488,Rape_55152,2
55153,89763,Extortion_55153,25
55154,16729,Cheating & Forgery_55154,30
55155,5436,Extortion_55155,42
55156,37834,Hacking_55156,44
55157,16,Extortion_55157,24
55158,5610,Cheating & Forgery_55158,4
55159,18800,Theft_55159,12
55160,3585,Robbery_55160,2
55161,45662,Rape_55161,41
55162,91038,Rape_55162,43
55163,36846,Murder_55163,42
55164,70785,Dacoity_55164,13
55165,11293,Dacoity_55165,45
55166,23631,Rape_55166,17
55167,6486,Robbery_55167,4
55168,65113,Extortion_55168,38
55169,58439,Murder_55169,48
55170,588,Cheating & Forgery_55170,5
55171,79041,Rape_55171,26
55172,56971,Theft_55172,12
55173,16195,Theft_55173,2
55174,94549,Cheating & Forgery_55174,25
55175,43816,Cheating & Forgery_55175,36
55176,10829,Cheating & Forgery_55176,28
55177,89931,Kidnapping_55177,47
55178,70952,Dacoity_55178,18
55179,71569,Theft_55179,46
55180,46313,Cheating & Forgery_55180,25
55181,47252,Extortion_55181,45
55182,38490,Kidnapping_55182,12
55183,39670,Theft_55183,10
55184,54054,Grievous Hurt_55184,40
55185,16481,Grievous Hurt_55185,47
55186,12621,Dacoity_55186,7
55187,83742,Grievous Hurt_55187,18
55188,95180,Theft_55188,28
55189,34232,Grievous Hurt_55189,31
55190,2193,Robbery_55190,28
55191,11088,Hacking_55191,42
55192,73711,Robbery_55192,23
55193,73432,Hacking_55193,1
55194,70584,Grievous Hurt_55194,44
55195,45536,Grievous Hurt_55195,4
55196,19941,Murder_55196,8
55197,99682,Dacoity_55197,25
55198,69463,Kidnapping_55198,16
55199,3450,Dacoity_55199,49
55200,43303,Dacoity_55200,48
55201,45754,Hacking_55201,27
55202,18493,Hacking_55202,46
55203,74964,Robbery_55203,37
55204,13155,Cheating & Forgery_55204,44
55205,11008,Kidnapping_55205,1
55206,77566,Robbery_55206,31
55207,95440,Cheating & Forgery_55207,33
55208,5680,Extortion_55208,48
55209,55756,Robbery_55209,36
55210,59049,Grievous Hurt_55210,8
55211,83732,Cheating & Forgery_55211,49
55212,67366,Robbery_55212,49
55213,53504,Dacoity_55213,23
55214,64594,Extortion_55214,49
55215,42187,Extortion_55215,25
55216,5941,Extortion_55216,28
55217,70438,Cheating & Forgery_55217,21
55218,16471,Kidnapping_55218,36
55219,80090,Hacking_55219,26
55220,3899,Robbery_55220,42
55221,93275,Hacking_55221,27
55222,14533,Robbery_55222,27
55223,37486,Murder_55223,41
55224,76946,Theft_55224,24
55225,19714,Hacking_55225,22
55226,64357,Extortion_55226,12
55227,9707,Dacoity_55227,33
55228,57609,Robbery_55228,15
55229,6991,Robbery_55229,37
55230,50021,Grievous Hurt_55230,30
55231,57782,Dacoity_55231,47
55232,24364,Hacking_55232,16
55233,12359,Kidnapping_55233,29
55234,97550,Dacoity_55234,45
55235,49351,Extortion_55235,33
55236,94817,Robbery_55236,7
55237,64004,Theft_55237,1
55238,32550,Grievous Hurt_55238,47
55239,31441,Murder_55239,4
55240,39924,Extortion_55240,31
55241,63106,Extortion_55241,21
55242,79381,Theft_55242,26
55243,44138,Extortion_55243,40
55244,17563,Cheating & Forgery_55244,25
55245,89519,Murder_55245,35
55246,24321,Kidnapping_55246,18
55247,21063,Robbery_55247,29
55248,77639,Kidnapping_55248,8
55249,23245,Grievous Hurt_55249,9
55250,46258,Rape_55250,25
55251,48552,Cheating & Forgery_55251,46
55252,7702,Robbery_55252,16
55253,25931,Cheating & Forgery_55253,10
55254,63721,Extortion_55254,7
55255,43588,Cheating & Forgery_55255,39
55256,80987,Rape_55256,23
55257,12833,Murder_55257,25
55258,24783,Murder_55258,30
55259,18100,Hacking_55259,5
55260,47564,Hacking_55260,21
55261,10820,Theft_55261,33
55262,40112,Murder_55262,44
55263,48173,Cheating & Forgery_55263,37
55264,183,Kidnapping_55264,7
55265,44932,Robbery_55265,47
55266,41998,Hacking_55266,26
55267,83774,Murder_55267,43
55268,16118,Cheating & Forgery_55268,10
55269,91354,Robbery_55269,2
55270,14484,Rape_55270,13
55271,95287,Hacking_55271,27
55272,55831,Kidnapping_55272,33
55273,64175,Rape_55273,5
55274,34446,Grievous Hurt_55274,34
55275,61450,Robbery_55275,19
55276,71651,Hacking_55276,34
55277,7658,Kidnapping_55277,48
55278,39403,Hacking_55278,47
55279,68004,Robbery_55279,10
55280,71173,Extortion_55280,49
55281,33193,Rape_55281,10
55282,42383,Dacoity_55282,5
55283,18107,Hacking_55283,28
55284,76053,Extortion_55284,17
55285,55252,Rape_55285,46
55286,82630,Grievous Hurt_55286,9
55287,76952,Grievous Hurt_55287,12
55288,35529,Cheating & Forgery_55288,24
55289,61950,Rape_55289,31
55290,38663,Rape_55290,37
55291,35158,Robbery_55291,12
55292,46604,Extortion_55292,5
55293,97919,Extortion_55293,32
55294,79802,Theft_55294,2
55295,91389,Grievous Hurt_55295,48
