CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
7247,A17130,58345,2,2
59316,A12860,10744,2,2
49493,A79377,40193,1,3
4155,A71686,87326,1,4
39344,A18658,4942,1,3
97685,A69395,41507,1,3
17725,A71020,67631,1,4
47700,A73543,98240,1,2
86170,A46287,97852,1,3
3828,A17830,42010,4,3
42155,A65909,50631,3,1
42080,A97468,2060,2,2
22264,A58167,6906,1,4
96154,A31266,83999,3,4
55717,A82629,70532,4,1
87088,A59493,63467,4,3
18618,A86659,33037,3,1
79261,A86596,36485,3,4
65826,A34660,71452,4,4
93050,A23951,77333,2,4
14179,A18509,92823,4,3
68367,A65671,2993,4,1
71013,A72496,74384,4,3
48567,A13437,13739,3,3
41586,A98296,19524,1,2
13229,A36587,11507,4,3
54217,A28514,88421,1,2
45549,A9499,74762,2,2
93526,A4844,58993,3,2
80424,A86981,79274,3,4
49617,A8120,55205,3,1
42302,A23287,85243,3,3
99187,A6682,40639,1,4
7584,A20271,25339,4,2
70253,A64429,57971,2,1
11811,A78723,65045,2,2
55589,A60387,24575,4,2
41442,A14334,46800,3,4
52265,A81937,62261,1,2
43301,A27091,95515,1,3
50744,A30328,1012,4,1
50224,A90706,83697,3,3
4281,A95421,23903,4,3
1347,A8472,3698,4,2
71890,A88268,94338,2,2
49698,A4787,40592,3,2
53467,A3735,17860,3,1
33991,A8471,41199,3,4
7971,A45159,95890,3,1
89772,A19819,73497,3,1
40694,A91530,10483,1,4
44628,A46325,65511,3,4
53685,A96550,46692,4,2
15934,A75463,75139,3,3
12894,A41660,55708,4,2
20098,A88569,66291,4,1
25990,A13136,30452,1,1
31764,A35784,23985,1,3
61196,A47298,41190,2,2
35668,A7261,49772,2,1
31943,A19409,51338,3,1
95499,A49737,10442,1,2
3667,A8660,47877,2,2
61125,A85910,30956,1,4
50552,A58202,30990,1,3
76498,A3192,79383,3,2
63911,A77208,75168,4,4
86841,A20457,86871,1,1
50472,A69552,75283,4,4
32258,A66564,50592,3,1
28114,A20625,86321,1,3
97616,A92424,55677,3,2
47061,A76766,72694,3,4
2178,A96763,45071,2,2
45337,A40501,45535,3,2
55736,A92346,13957,2,2
45277,A7678,78367,4,3
7063,A64208,86645,3,3
1117,A23994,77766,3,1
35653,A9890,26637,1,1
97971,A26009,1573,2,2
87741,A99809,28139,3,3
83809,A50190,89197,1,2
48331,A13677,40453,4,2
31967,A21246,76691,3,4
79033,A57073,68687,3,3
67694,A82066,59974,4,3
31111,A97665,66547,3,2
44619,A85165,66379,2,1
96192,A46766,2956,2,2
95389,A1234,41787,2,2
63219,A50731,21486,1,4
98197,A11757,26721,4,4
87089,A60716,21956,4,2
53047,A90684,37524,3,1
21272,A56151,50730,2,2
13156,A15040,37503,1,1
17893,A67050,374,2,3
88704,A27111,68753,2,4
72544,A38522,78783,1,4
9542,A41825,44267,4,3
27715,A84746,95119,1,3
35190,A92438,88457,1,2
61207,A76605,48887,4,3
20505,A30209,86842,4,4
23858,A99373,35158,1,4
54725,A68326,75842,4,4
68706,A1565,14164,2,2
66606,A73212,67732,3,3
50016,A4995,35620,2,2
12581,A43313,98106,4,2
99364,A3421,24986,4,3
57976,A16434,51861,3,4
22972,A56075,48479,4,3
90868,A77110,69591,3,2
92052,A94905,69559,4,1
9726,A66233,89762,4,1
37662,A97629,58144,2,1
72610,A26242,66321,4,4
76656,A92090,78742,1,3
34921,A79531,77200,3,3
10024,A59020,3496,2,2
95349,A53488,11234,2,1
56404,A33305,77400,3,2
60529,A68192,53322,4,4
6225,A97219,78480,2,1
87339,A43637,23232,4,4
59551,A64789,69367,3,4
83969,A7038,99360,3,1
77224,A25788,54716,4,2
55133,A94998,4290,1,4
94805,A60214,8838,2,2
2223,A15801,5312,3,4
70988,A26097,37784,3,1
90729,A923,22626,2,1
4810,A14979,13303,3,1
42375,A92612,87847,3,3
29692,A23176,48842,2,2
61643,A69319,47474,2,4
71707,A35379,96304,2,1
39329,A30436,31184,4,3
3275,A71759,62412,2,1
22894,A64158,12767,3,2
93,A83006,10733,4,1
23541,A7161,92990,1,4
51209,A42588,81573,4,3
77699,A83504,20968,4,4
88622,A51686,48338,4,1
29302,A43416,10475,4,2
18051,A87528,52936,2,1
45173,A96278,78348,2,1
18022,A602,40728,1,1
84278,A80495,28999,3,2
10947,A43249,62581,2,4
57348,A23553,75356,4,4
86171,A47235,82349,4,2
94044,A12060,99840,1,1
6799,A92715,58812,1,2
82729,A7559,63615,1,4
54563,A31527,23622,1,1
46848,A43161,6660,3,4
62502,A30643,58794,4,1
32144,A40512,76091,3,2
6352,A21531,4555,1,3
47227,A71773,57178,1,1
87953,A92055,30551,1,4
13648,A16642,26479,2,4
245,A87435,22492,3,2
63063,A19161,22613,3,3
19326,A62761,5125,3,1
85798,A87956,51063,1,2
49511,A86725,5031,1,1
9125,A40547,19843,4,3
90607,A6751,4313,1,3
87677,A14756,93910,2,1
36445,A61578,97664,3,1
1698,A36067,46520,3,4
42999,A68238,62243,1,3
12292,A44030,48299,4,4
29666,A39353,5589,3,1
3067,A47246,98085,2,4
8414,A12210,93797,4,4
18502,A25495,94733,2,2
11664,A62826,42572,3,4
127,A17456,78584,3,4
34947,A52185,98573,4,2
33406,A86203,47934,4,2
34275,A69945,97002,2,4
3062,A14243,84736,4,3
37,A35181,56901,1,3
90892,A70196,57587,3,4
85162,A30319,60973,3,3
53799,A89846,27807,1,3
49301,A83899,56314,3,2
30810,A96094,56571,4,4
7889,A33289,30204,4,2
77081,A7396,16599,1,4
15681,A40088,57045,1,3
78358,A51287,14294,2,1
26307,A47506,15828,4,3
44786,A89863,61433,3,4
30866,A21148,45947,1,2
17276,A50609,19652,2,2
48272,A30671,47529,2,4
18896,A49197,35930,1,3
50065,A81594,61245,3,3
6697,A5061,31309,3,1
59543,A20096,58836,4,3
27164,A67467,80832,3,2
46,A20895,17296,3,1
23093,A97692,54632,2,4
60307,A33165,9849,2,3
17265,A26649,11789,3,3
82762,A46897,37564,2,1
26482,A34546,50148,3,2
20646,A5209,86093,2,1
65631,A13646,60940,1,3
33838,A32581,91576,4,1
84297,A88921,95847,3,3
86708,A6793,10565,2,4
28591,A31521,2364,2,2
20306,A69761,34349,1,1
57338,A49929,9901,1,3
31706,A49226,17789,2,3
40769,A23647,9871,4,4
42611,A7417,63180,3,3
66184,A88267,81761,4,4
2268,A38852,54542,1,3
68309,A8325,38292,2,2
675,A46531,64856,2,2
61309,A16049,502,3,1
67117,A82673,63837,4,2
18680,A83767,49137,3,2
40975,A91377,8052,4,4
48765,A97753,52364,4,1
10300,A89735,67477,2,1
2021,A49614,47380,4,2
43254,A39052,76601,3,4
42478,A75807,59431,4,4
90788,A55263,33638,2,2
64175,A93384,78247,3,3
66400,A37600,31466,3,2
35513,A54407,13713,2,3
36669,A77053,81603,2,3
96649,A91375,93809,1,3
15764,A57828,22756,2,1
23945,A23625,8272,3,1
15920,A25471,48810,2,2
50542,A25039,75402,4,2
42185,A96754,87485,3,2
2709,A68850,1847,3,4
19609,A10731,77327,1,4
7476,A67600,87793,3,2
83186,A62055,13490,1,3
72896,A72612,40367,2,2
69822,A64677,15615,3,4
22698,A8417,46798,4,2
5857,A89445,5816,3,3
54700,A31133,17924,3,2
53993,A86504,72715,2,3
79272,A70364,91822,3,1
90879,A92111,78899,4,4
40322,A27363,98046,3,4
22109,A38072,72199,3,2
89994,A37502,10507,2,2
94009,A23622,20171,2,2
75809,A98116,20381,3,3
79570,A75310,60637,1,4
63958,A24006,61021,1,3
34828,A14949,19797,1,2
26723,A68529,13089,1,1
583,A95097,12449,4,2
33996,A24797,40304,4,1
23842,A428,61919,4,1
52929,A99520,19188,3,1
34765,A17578,91636,3,4
2973,A21802,69100,2,3
33082,A69896,83165,4,4
18317,A48370,76803,4,2
83696,A44621,56587,1,4
37794,A72656,72051,2,3
15131,A38701,85676,2,3
53535,A74113,84318,4,4
44837,A51428,35871,3,1
50949,A29251,26923,4,2
30475,A76384,60551,3,2
31229,A27660,34474,2,4
14617,A72168,54598,3,3
215,A69597,74085,2,4
89380,A96234,76194,1,4
56937,A12108,56427,4,2
7386,A80204,51285,3,4
66656,A21109,19429,3,4
39039,A32077,56060,4,2
22177,A33348,57422,2,2
37477,A30590,84784,1,2
32377,A8099,64126,2,3
82136,A17627,8523,2,2
32961,A99726,81087,2,2
10980,A44135,94180,4,2
44526,A580,36618,4,3
21036,A82474,12086,2,2
56216,A37097,68973,2,2
37398,A54909,56845,2,3
6603,A43099,74003,3,4
1085,A1227,62751,2,4
36774,A39026,6959,2,3
62316,A7176,47353,1,3
9091,A48947,17338,4,3
33037,A62444,25373,1,3
16428,A3669,75047,2,1
87517,A21569,88724,3,2
22626,A30810,66799,3,1
68594,A77273,36588,3,4
82723,A72424,21680,1,3
27286,A49565,66543,2,1
99641,A72941,27490,3,3
86265,A31459,80762,2,3
69023,A88417,24058,2,2
67718,A78602,29386,3,1
36584,A84053,10662,3,4
97881,A76477,98247,1,1
53674,A33600,94759,3,4
58010,A1330,5982,4,3
13234,A60371,5107,2,2
81197,A98313,76088,2,1
79863,A41211,75077,1,3
55106,A58583,21439,1,2
99039,A28826,32859,3,2
7240,A10173,70285,1,1
30444,A21806,37736,3,2
11793,A6389,24264,3,4
3064,A81311,94406,1,4
20414,A78406,75938,3,2
45259,A859,10712,2,3
29186,A26268,26359,4,4
6095,A17234,81266,2,3
52200,A36543,562,3,2
154,A5949,73174,1,3
75776,A51542,56779,1,2
95957,A5561,74640,2,3
23813,A76077,3715,2,2
85206,A49839,68481,4,4
99331,A33347,49846,1,3
44312,A33357,23835,3,1
9066,A71929,58423,3,2
95869,A95801,8108,4,4
72834,A5298,24314,3,2
7833,A65215,65939,3,1
51016,A87464,1322,1,1
74876,A66748,27432,4,4
99439,A86254,51438,4,4
42313,A77533,40804,2,4
71978,A69795,5936,1,2
17515,A6665,43315,4,4
66581,A17235,31021,3,1
99896,A31054,8967,1,3
5019,A91093,15311,2,1
42228,A43947,10835,2,2
94476,A3977,89525,2,4
5878,A63961,39589,1,4
28593,A94352,77610,1,1
20566,A71121,99602,4,4
18269,A6334,22332,3,3
69641,A92264,23026,2,1
65863,A45956,3487,1,2
9189,A55335,66714,2,3
98419,A46094,49575,4,2
38811,A20659,75597,2,1
17975,A25155,22150,2,3
92351,A16451,69238,3,1
23655,A80807,31027,2,4
14745,A54980,52654,4,1
95377,A89788,34792,3,3
23919,A49247,91028,4,2
35962,A25276,59304,3,2
7387,A89369,74228,4,3
35692,A2504,84359,1,3
42219,A96336,4052,2,2
41090,A80010,5427,4,4
4736,A5099,59067,4,2
38803,A34285,95050,2,2
36645,A26938,44916,3,4
35231,A23291,75586,1,4
3591,A99089,56413,3,1
37140,A52754,468,3,4
40517,A76571,86681,4,2
48086,A49629,42633,3,4
16144,A125,41000,4,3
297,A5126,85558,4,2
46587,A66688,44525,4,4
66172,A29649,90840,4,1
27784,A97832,50430,4,4
39732,A66749,77323,3,1
3973,A6044,1611,3,4
60745,A82321,46992,4,3
90460,A8442,10402,1,2
74251,A81501,9272,3,3
24970,A83978,27633,3,3
69084,A87584,66897,4,3
31704,A46280,67098,4,1
80544,A58309,77702,3,3
68927,A12194,6309,3,1
26475,A85175,60758,1,2
12961,A85376,65459,1,3
44055,A34040,46574,4,4
45360,A64364,24961,4,2
90098,A88794,26535,1,3
61679,A75661,59373,2,1
82385,A79225,76063,1,2
72381,A13407,84430,4,4
81454,A60526,26580,3,3
98004,A7274,21132,4,2
22344,A87500,19627,3,3
16677,A78238,96070,2,1
23278,A57569,96117,4,3
21693,A33560,11962,1,1
58770,A66730,24687,2,4
61081,A70934,90497,1,4
88103,A55924,67675,1,1
11695,A12421,31007,4,1
59601,A70418,72891,2,4
81825,A33765,39221,2,1
79885,A18437,92935,4,4
26794,A60537,83836,1,1
19068,A21751,7495,2,1
37245,A42090,1616,2,1
99706,A93590,18193,1,3
37745,A35156,48317,1,2
993,A78913,23904,1,4
68652,A77637,64265,3,1
6769,A14811,67317,3,1
95255,A44025,9438,3,4
60514,A48357,75390,1,2
7562,A21355,42915,2,4
39206,A48762,64439,3,1
24919,A63603,23462,4,2
5999,A81684,12915,3,1
89994,A95226,41619,2,1
72181,A56919,92460,3,4
44089,A85356,12663,3,2
97054,A15302,70258,2,1
37420,A91467,75178,4,3
52341,A98702,61540,3,3
44507,A55872,70865,2,2
97271,A11022,36710,3,3
3282,A38739,15968,4,4
22811,A50179,16578,3,1
32644,A84573,55714,4,2
92245,A60593,63843,3,1
99174,A74574,30749,4,3
47280,A86044,68187,1,4
89980,A46590,10458,4,1
32619,A85176,58680,1,1
96332,A71084,76087,2,2
44489,A83398,90851,4,1
37941,A32214,3010,2,2
69350,A12693,6989,1,4
46428,A58720,30529,4,2
84488,A87762,2342,4,1
74005,A34249,63915,1,1
82392,A24870,68893,4,2
26499,A78488,36770,2,2
96324,A16171,9569,4,3
73815,A59757,57771,4,3
25995,A25108,18552,2,4
46242,A36206,24075,2,4
44440,A70680,84575,1,3
46940,A84860,72375,3,4
60479,A79160,88313,3,4
12527,A38023,90255,2,3
12151,A16451,41107,2,3
44805,A62141,31268,3,2
53467,A2403,32203,1,3
83411,A7790,20447,1,1
54405,A33256,94517,1,1
36960,A55876,95982,2,1
52052,A56438,78302,2,1
93518,A10239,96732,4,1
97188,A2344,86647,1,2
62510,A85683,93679,4,2
5716,A77973,61329,4,3
49203,A14769,23343,3,4
75917,A53325,88353,4,1
10629,A81589,53150,1,4
34026,A67683,22089,4,2
70597,A50834,47259,3,2
5224,A69502,20247,3,1
32644,A24201,18769,3,4
65918,A5600,59279,2,3
75823,A28060,72807,4,1
72515,A29181,57297,3,2
30428,A64856,1910,4,4
16392,A64919,48709,3,2
34785,A84277,74863,2,1
82311,A20852,63263,2,3
77546,A18290,88538,3,4
42859,A38574,24247,3,4
22889,A84356,83733,1,3
60323,A50884,73179,3,2
86461,A54186,12366,4,1
72058,A84354,82287,4,3
5694,A26531,32687,4,1
66500,A82976,20732,2,2
11930,A59890,38753,3,4
61197,A10668,13796,4,1
24763,A28972,6975,3,4
60414,A76943,32493,1,4
4578,A57231,85839,2,3
77076,A58442,94066,1,4
402,A12253,28012,4,1
11086,A86613,53086,2,4
4359,A25564,46163,1,4
7147,A5299,95342,1,4
80,A82114,55639,2,3
77837,A25294,70121,4,1
83620,A96279,44105,1,4
11944,A78584,17554,4,4
42593,A84251,59194,2,1
93039,A17931,72245,4,3
79429,A74560,4823,3,3
79176,A77857,18332,3,4
65605,A22050,32479,1,3
40224,A21535,74347,3,2
1099,A78620,81056,3,3
5960,A35195,6778,1,1
4008,A95411,62696,2,4
14510,A81257,92652,2,3
21296,A74035,72576,1,2
35386,A54298,30582,2,1
35047,A67226,36558,4,2
52897,A58520,62394,1,3
22520,A52698,4479,2,1
277,A74360,40297,2,3
74296,A82655,54049,4,4
41752,A73415,3302,2,1
49299,A31965,45489,4,3
54029,A24599,79868,1,2
91379,A7394,36841,2,3
94067,A73823,58668,2,3
87521,A25299,20593,3,4
1338,A31059,51366,4,1
4358,A10186,26528,4,2
47915,A33189,96774,4,1
79150,A5668,82309,1,1
79450,A15098,77070,3,4
3585,A36248,51085,3,4
18860,A54954,19173,4,1
30175,A60048,63149,3,4
22984,A99136,75037,1,1
63306,A60234,84964,4,1
44873,A536,16113,3,3
34752,A75999,94549,4,4
47256,A5397,32385,3,3
28630,A54403,61796,1,2
56599,A14095,22345,2,3
86864,A26889,9286,4,2
62725,A57494,70209,1,4
28311,A25387,74157,2,2
3679,A91247,9686,1,4
26008,A52970,12730,3,1
73537,A25008,22138,1,1
75865,A63482,29161,2,2
28778,A56458,1967,1,4
92266,A77688,72427,4,3
5635,A87560,74460,1,2
84562,A86788,21204,2,2
56052,A81147,67202,1,4
82290,A5054,33105,2,4
63572,A91228,53566,1,3
48306,A50536,1542,3,4
33081,A83037,61945,1,3
15226,A32126,25376,3,4
47032,A34958,62149,3,1
53292,A36102,80800,3,1
37675,A28134,34138,2,1
79973,A3071,81985,4,2
76669,A4813,52955,1,2
64342,A79389,467,1,4
36422,A53499,29478,2,1
81636,A53895,45940,1,3
78931,A82947,26253,2,4
22854,A94700,94120,1,2
6842,A27733,68694,3,4
21901,A86981,71966,4,3
65509,A41080,75787,2,3
36330,A12567,8594,1,4
58315,A11824,33602,1,2
57875,A28552,76508,2,1
3825,A57793,31450,1,4
98864,A83878,12793,2,1
18586,A55498,24120,1,4
6096,A94296,47818,4,2
26133,A62732,15651,4,3
39597,A89515,16580,3,2
22867,A52796,32764,1,1
91596,A35651,51352,1,4
14248,A87473,46327,2,4
52851,A21828,31282,2,2
94695,A56715,9894,2,1
80098,A60899,96140,2,4
52627,A49407,28653,2,1
52463,A17564,544,3,3
93757,A92156,66842,4,2
5362,A30013,66072,4,1
44243,A84677,11574,2,3
8828,A84593,13849,4,1
27993,A30314,86270,3,3
60491,A69350,15107,2,3
34241,A72138,22384,2,2
49344,A70635,31132,1,1
34069,A23439,6127,2,3
5303,A85779,54267,2,3
30481,A43250,35951,2,1
17702,A69558,79453,2,4
41894,A13519,15947,3,2
52074,A72104,94312,1,4
38251,A81663,68801,2,2
14117,A65778,16019,1,4
12315,A2212,82035,3,2
7626,A6278,58138,3,4
31366,A21606,62042,1,4
85352,A69971,27372,1,4
92443,A23664,75118,3,2
4885,A21777,54181,3,2
85384,A92259,61721,2,4
93430,A17263,37637,3,3
30390,A21922,65153,1,4
29560,A55466,87897,2,3
12291,A94063,94863,4,2
61350,A59568,97946,2,4
38971,A53154,33123,3,1
6837,A41427,88398,4,2
25494,A23250,85496,2,3
33282,A40639,77105,4,3
95882,A70723,85375,1,3
49036,A56124,53989,3,1
75889,A78979,34568,2,3
42782,A88472,85176,3,2
82090,A61045,14075,4,3
20523,A84349,75949,3,2
16900,A74701,85826,4,4
65545,A10626,73071,4,3
75981,A71713,51425,4,2
34678,A25187,72838,1,3
52633,A51089,62554,1,4
51127,A42539,65632,3,1
58511,A65440,84147,2,2
94482,A41689,73894,3,4
70796,A46606,55208,3,3
14666,A32166,21287,2,3
69394,A90371,95546,3,4
29598,A96195,48204,1,4
68592,A4520,63934,3,1
36680,A45713,28938,2,3
14098,A19527,170,3,4
89328,A80292,73611,3,2
23181,A27539,42737,1,2
81979,A70926,76587,2,1
34966,A94084,75389,3,4
2279,A27785,62535,4,1
30430,A11623,26392,4,3
28718,A68082,93264,4,1
41230,A62841,88718,2,3
57781,A18810,24703,3,4
92730,A85132,2436,4,4
20471,A68874,12882,4,2
12950,A96449,75136,4,3
81493,A38433,49210,1,4
41541,A75948,22012,1,1
48702,A56142,77108,1,1
37831,A33910,78405,3,2
62114,A40142,69275,4,3
41811,A71827,89954,3,4
34958,A89891,29569,4,1
92816,A56922,69472,1,3
15844,A21663,86197,1,1
88334,A35055,74693,3,4
25006,A14053,31790,4,3
82961,A4876,55831,3,2
92978,A53894,98863,2,3
94659,A15733,55227,4,1
50549,A12835,74432,1,2
95872,A1739,98176,3,1
97385,A23879,76453,3,2
44133,A99890,47020,2,4
53229,A84226,12912,2,2
11266,A21042,54226,3,4
39406,A2026,1413,4,3
41648,A31516,19648,4,2
72277,A6183,47926,4,1
44288,A23051,91737,1,3
15416,A11955,58259,3,3
38748,A22981,64969,4,2
61054,A53490,64020,3,3
28578,A90267,35824,1,2
67003,A96539,90809,1,4
56297,A14248,12727,4,4
56765,A91497,13876,2,1
84245,A78460,10732,4,1
19269,A44628,28023,2,3
93707,A12746,25426,4,4
79468,A32633,18692,1,2
81439,A86987,7458,3,3
19635,A74535,35752,2,1
93972,A75963,70633,1,4
75946,A62489,9689,2,1
15562,A72289,45030,2,4
72202,A74155,45782,3,3
34908,A26032,74924,3,4
7036,A23479,41080,4,3
36507,A35536,63202,4,2
52190,A25592,2420,3,1
1346,A57879,93126,3,3
29061,A4369,69214,4,2
48084,A15131,39451,4,1
49151,A67383,7219,4,1
4106,A60401,17407,3,2
91463,A67599,6559,3,1
78133,A15119,82479,4,1
84157,A32881,61991,3,1
24251,A34399,4624,4,3
69925,A91027,46072,1,4
48348,A47806,89976,1,1
50140,A83714,22336,3,1
47316,A58135,2157,4,4
41328,A2253,95939,1,3
20058,A1804,6424,1,1
15479,A66731,17277,2,1
63848,A91490,30367,2,3
75774,A51074,76468,4,4
55145,A1954,63474,4,2
48046,A76427,62853,3,2
10278,A32596,98053,3,2
18346,A14649,53650,2,2
35068,A3007,31550,3,4
63986,A13646,60940,4,4
19671,A11350,86154,1,4
7190,A6108,37619,1,2
34181,A69231,1826,3,4
32567,A33832,59488,4,3
61373,A43128,39425,4,2
15533,A71365,22779,2,4
65086,A98307,41982,2,3
67125,A27931,31599,2,3
80145,A86467,51333,3,3
19258,A85886,60957,2,2
64522,A15329,56402,3,2
2930,A10524,15317,3,2
76263,A64050,97270,4,3
48277,A44840,57344,4,2
2154,A34331,63152,3,2
17680,A29025,29324,4,3
38625,A60454,93837,2,3
19756,A68412,32837,2,3
41042,A87332,36787,3,2
67565,A78979,859,3,3
7564,A84309,74426,4,4
849,A44604,89025,1,3
55005,A57237,35312,1,1
7883,A45448,29587,2,4
16138,A66569,99696,2,1
58386,A86774,97925,1,3
29497,A67039,73152,3,2
15145,A33122,12153,4,1
10316,A88978,61617,1,4
55871,A22229,77143,1,1
62649,A30395,26264,3,4
35585,A97120,51657,3,2
14392,A57243,48045,1,3
99894,A22492,50999,4,4
81568,A63267,69937,4,2
92197,A93203,25601,2,4
75192,A50314,69948,2,2
96679,A895,59325,1,4
24285,A31756,98260,4,2
59744,A18754,7367,1,1
72796,A64478,15789,1,1
14300,A75230,37759,4,1
31955,A43848,86258,4,2
90266,A13199,23766,3,4
83404,A21473,66303,3,1
75959,A90028,89249,1,2
51390,A16892,97920,1,1
38521,A82089,52882,4,3
74710,A36125,88682,1,3
55964,A22965,40229,1,3
48042,A2479,23667,3,2
83093,A29867,51884,3,4
2427,A55340,15895,3,2
74209,A94941,88923,1,4
51502,A73838,16284,3,4
80604,A2747,66741,3,1
8013,A20722,92553,3,4
11410,A86708,79589,2,1
75152,A25578,10031,3,3
18913,A45657,87183,1,3
17204,A79072,41137,4,3
55874,A21250,50658,3,4
25071,A56197,42071,1,3
50634,A11496,86529,3,3
41726,A3883,20836,1,1
14147,A10318,3174,4,4
17308,A9537,98155,4,2
91121,A11716,77686,1,3
44649,A69080,33082,3,2
63932,A94093,60192,4,4
64980,A37646,34627,4,1
65509,A39173,10234,3,1
97026,A3016,44806,4,1
84774,A61715,38174,1,2
99314,A85554,12143,1,3
93358,A36334,46706,3,3
1496,A23738,24222,1,3
29696,A96225,53260,3,2
43509,A48419,84922,3,2
62878,A94191,93169,2,4
79488,A83639,64109,2,1
13592,A11215,13133,2,1
88794,A16056,50066,2,2
5319,A71769,21052,3,3
88215,A1278,91970,4,3
28551,A19316,58389,4,1
3995,A72704,45665,2,3
2538,A25670,71823,4,2
28704,A89332,77033,4,1
41069,A83781,63924,4,1
30947,A75882,63140,2,3
66053,A88070,52122,3,3
27767,A97951,94310,4,3
39122,A67317,34806,1,3
51535,A609,22354,2,1
2062,A93268,52333,3,1
15682,A5100,78751,1,2
69416,A18781,16715,4,1
45676,A78805,75288,2,1
48891,A48826,8005,1,1
40619,A85511,75357,3,3
544,A96360,56099,2,2
83792,A46135,61332,3,2
76396,A61458,232,4,4
69073,A89698,51585,4,4
19095,A17167,44600,3,3
32269,A31818,43669,3,2
1495,A8242,13178,2,1
91965,A1528,21761,2,4
59887,A83278,58495,2,3
76239,A59078,11144,1,4
23774,A78377,97573,4,2
53144,A19468,98836,1,4
87337,A27294,65516,1,3
73098,A17263,37637,2,2
43024,A44022,14076,3,2
62341,A84314,55134,1,4
98399,A68350,86729,1,4
83822,A51013,85923,4,2
41625,A86511,52498,1,2
68384,A35989,15007,2,1
68144,A54428,31302,4,1
73797,A38966,96133,1,3
2008,A66424,38584,3,3
85313,A82998,12530,3,2
47986,A90915,63769,1,1
85311,A32686,29922,3,1
86139,A38112,33833,1,2
95193,A53482,85927,1,2
35401,A57960,39677,4,1
77326,A83766,41721,4,4
61732,A76776,26007,3,4
59350,A35212,7017,2,1
68172,A9247,93566,1,3
16974,A37323,16168,2,2
49028,A27481,23471,3,1
24644,A40614,47825,2,4
6575,A93791,64022,4,4
73661,A48809,45267,2,1
16982,A26217,18830,1,4
19809,A32749,86241,1,1
91040,A56402,32348,3,1
19523,A6757,76666,4,3
31660,A466,69254,3,1
57295,A41634,24283,1,4
42032,A6520,49695,3,4
90019,A36474,82029,4,2
87026,A98569,5708,4,4
31330,A65753,23822,1,1
35109,A1122,16334,1,4
66255,A81778,2552,4,2
62738,A99971,23034,1,2
7473,A58100,40897,2,3
72119,A85780,72506,2,1
57643,A75099,36865,1,4
37832,A35851,64501,4,4
21275,A1848,55210,4,1
29822,A48067,28699,2,2
47035,A1477,16876,2,1
32736,A52909,96928,2,4
73211,A71428,32381,4,3
50660,A69373,74389,3,2
9980,A17991,71776,4,1
62931,A7718,94961,2,1
10734,A35764,49578,4,1
8983,A9362,78803,2,3
59354,A78369,77004,4,3
19850,A45014,59277,2,3
3247,A42133,38679,4,3
94625,A67991,51367,4,2
47779,A52498,40765,1,4
83483,A89389,45523,3,3
89564,A56690,12025,2,1
46217,A24257,49511,2,4
67808,A13270,14497,2,3
23445,A92240,37422,1,4
63786,A13108,97539,2,4
97138,A30347,32965,2,4
64372,A73332,84368,2,4
10358,A82740,94487,1,2
29590,A46972,84551,2,1
39620,A3608,18945,1,4
33551,A94887,66659,2,3
95704,A8668,10472,3,4
21560,A65026,78586,3,4
52072,A4120,65004,3,1
92938,A23931,2744,4,4
99485,A28980,95915,3,4
11657,A82867,73623,2,2
8960,A41254,1837,3,4
31733,A37549,7931,1,2
8073,A72662,343,1,2
25171,A66174,89824,1,4
74578,A75438,74610,1,2
36573,A99174,10629,3,2
88873,A30543,91260,1,2
26842,A77968,21972,2,2
35612,A4171,61406,4,1
79633,A21052,4592,2,2
39105,A1394,9491,1,1
67070,A14115,28293,1,2
40284,A4135,66225,2,4
54634,A5532,54999,1,3
95454,A40752,42325,2,2
71518,A34267,50725,3,2
82335,A9735,34435,4,4
16684,A95430,93434,2,1
91636,A59773,19432,3,1
10491,A55023,77092,3,3
46395,A10887,77999,1,4
29297,A33645,90531,4,4
66503,A44070,79197,4,2
99787,A18216,99621,4,1
30330,A6940,51280,2,1
5822,A72761,38563,3,2
91912,A59488,87102,1,4
12602,A3744,71932,1,4
34468,A4666,46879,4,4
96008,A42363,47423,4,2
11072,A37297,9031,2,4
39948,A71957,94262,4,3
27390,A8250,85030,3,3
74440,A43231,36303,4,4
37177,A19488,49848,4,3
98502,A71857,99162,1,4
7033,A16259,33010,3,2
95578,A95597,32611,4,2
81525,A63265,80213,3,2
77961,A7800,64499,1,1
32531,A53458,88332,1,3
80214,A78939,93471,1,1
29000,A67193,79746,3,4
98840,A58634,44458,4,4
52638,A41386,65297,1,4
24439,A49925,47815,4,1
87404,A96883,18588,3,4
81099,A34305,39833,4,4
75121,A44210,47675,3,4
40207,A35725,68429,4,4
77152,A34555,40190,3,4
47205,A23576,59894,4,4
99423,A337,56801,2,1
46743,A59303,8293,3,1
12194,A48057,92081,1,2
76738,A95823,43205,2,3
58462,A6149,53312,1,2
3306,A88598,94143,3,4
72217,A37714,29084,3,1
79846,A77729,10543,4,1
91192,A46018,41219,2,1
74818,A94993,88838,2,2
55750,A68392,36765,4,1
73159,A33989,67076,3,2
3792,A46633,35812,3,3
72693,A39579,49423,3,1
33291,A39798,64675,1,3
17057,A94066,43090,2,1
6707,A19736,38919,2,1
67707,A53670,42632,1,2
53686,A52941,6481,3,3
30747,A78911,23652,3,2
39117,A60632,1601,3,3
15112,A8366,39449,3,2
