relationship_id,citizen_1,citizen_2,relationship_type
REL002479,CID005546,CID005085,Same Phone
REL002480,CID008930,CID009942,Same Phone
REL002481,CID003003,CID002807,Business Partner
REL002482,CID002879,CID000470,Brother
REL002483,CID003917,CID005363,Brother
REL002484,CID004848,CID000243,Same Bank Account
REL002485,CID004251,CID004128,Gang Member
REL002486,CID000707,CID009575,Gang Member
REL002487,CID001044,CID001962,Same Bank Account
REL002488,CID007073,CID000878,Same Bank Account
REL002489,CID008290,CID009896,Friend
REL002490,CID008489,CID002756,Money Transfer
REL002491,CID005118,CID008690,Associate
REL002492,CID005311,CID003604,Money Transfer
REL002493,CID006394,CID005731,Brother
REL002494,CID003803,CID004407,Money Transfer
REL002495,CID005252,CID009374,Associate
REL002496,CID003926,CID003270,Brother
REL002497,CID004336,CID003043,Gang Member
REL002498,CID009757,CID006643,Same Bank Account
REL002499,CID007411,CID005489,Same Bank Account
REL002500,CID007369,CID002118,Business Partner
REL002501,CID001030,CID007454,Same Vehicle
REL002502,CID009174,CID005944,Money Transfer
REL002503,CID003023,CID005637,Business Partner
REL002504,CID003001,CID002609,Friend
REL002505,CID007895,CID001496,Same Vehicle
REL002506,CID005476,CID002931,Associate
REL002507,CID005468,CID001548,Money Transfer
REL002508,CID003886,CID009119,Same Phone
REL002509,CID007315,CID008727,Same Phone
REL002510,CID005762,CID003602,Same Phone
REL002511,CID001891,CID009222,Associate
REL002512,CID006118,CID007186,Brother
REL002513,CID003532,CID003278,Brother
REL002514,CID000506,CID003463,Brother
REL002515,CID004372,CID006359,Brother
REL002516,CID002575,CID009814,Gang Member
REL002517,CID007735,CID006994,Friend
REL002518,CID005520,CID002105,Same Bank Account
REL002519,CID008735,CID009660,Associate
REL002520,CID002319,CID004101,Gang Member
REL002521,CID009309,CID001186,Same Bank Account
REL002522,CID008468,CID004724,Same Vehicle
REL002523,CID001254,CID008347,Associate
REL002524,CID008445,CID004536,Brother
REL002525,CID006823,CID007227,Gang Member
REL002526,CID009353,CID000863,Same Vehicle
REL002527,CID009712,CID001187,Business Partner
REL002528,CID009077,CID003268,Gang Member
REL002529,CID008650,CID007194,Same Bank Account
REL002530,CID002813,CID008031,Business Partner
REL002531,CID003089,CID007336,Gang Member
REL002532,CID009626,CID003803,Business Partner
REL002533,CID002511,CID005929,Same Phone
REL002534,CID000551,CID007771,Same Bank Account
REL002535,CID005411,CID004900,Same Bank Account
REL002536,CID004631,CID001576,Same Phone
REL002537,CID001480,CID001469,Brother
REL002538,CID006512,CID005548,Gang Member
REL002539,CID004739,CID005758,Gang Member
REL002540,CID000227,CID007667,Brother
REL002541,CID001405,CID001827,Same Vehicle
REL002542,CID005334,CID002419,Gang Member
REL002543,CID003570,CID007790,Brother
REL002544,CID004798,CID004613,Associate
REL002545,CID007172,CID000877,Gang Member
REL002546,CID005364,CID006127,Gang Member
REL002547,CID002073,CID008693,Gang Member
REL002548,CID007110,CID006940,Money Transfer
REL002549,CID008104,CID008937,Same Bank Account
REL002550,CID002554,CID000360,Money Transfer
REL002551,CID004402,CID008062,Money Transfer
REL002552,CID000272,CID002797,Friend
REL002553,CID003236,CID000124,Brother
REL002554,CID005109,CID005953,Same Bank Account
REL002555,CID008639,CID008519,Same Bank Account
REL002556,CID006643,CID006021,Same Phone
REL002557,CID001038,CID004017,Same Bank Account
REL002558,CID008092,CID001865,Associate
REL002559,CID003226,CID001370,Friend
REL002560,CID007146,CID004340,Business Partner
REL002561,CID002183,CID009523,Friend
REL002562,CID006085,CID001557,Business Partner
REL002563,CID007676,CID004444,Associate
REL002564,CID000715,CID009297,Gang Member
REL002565,CID003537,CID008616,Gang Member
REL002566,CID007720,CID009982,Gang Member
REL002567,CID008351,CID006312,Associate
REL002568,CID007532,CID001062,Business Partner
REL002569,CID002409,CID005161,Money Transfer
REL002570,CID009143,CID008612,Associate
REL002571,CID001368,CID007833,Associate
REL002572,CID003948,CID001211,Brother
REL002573,CID009477,CID001123,Business Partner
REL002574,CID003693,CID005154,Gang Member
REL002575,CID009806,CID003588,Money Transfer
REL002576,CID001493,CID009421,Money Transfer
REL002577,CID009684,CID002791,Business Partner
REL002578,CID007218,CID000107,Same Vehicle
REL002579,CID000731,CID008303,Money Transfer
REL002580,CID004636,CID000672,Business Partner
REL002581,CID004300,CID009175,Money Transfer
REL002582,CID001582,CID007505,Money Transfer
REL002583,CID009260,CID006744,Same Phone
REL002584,CID001302,CID006377,Same Vehicle
REL002585,CID006624,CID008619,Same Phone
REL002586,CID003884,CID008807,Business Partner
REL002587,CID007445,CID006812,Friend
REL002588,CID000398,CID003338,Same Phone
REL002589,CID002646,CID005702,Brother
REL002590,CID004015,CID002323,Gang Member
REL002591,CID004947,CID004440,Brother
REL002592,CID006663,CID008152,Same Bank Account
REL002593,CID002923,CID007893,Same Bank Account
REL002594,CID007281,CID002039,Brother
REL002595,CID005634,CID003441,Same Vehicle
REL002596,CID008072,CID002272,Same Bank Account
REL002597,CID007904,CID005514,Gang Member
REL002598,CID003897,CID003923,Gang Member
REL002599,CID005627,CID008545,Money Transfer
REL002600,CID001104,CID002039,Money Transfer
REL002601,CID004624,CID002747,Same Phone
REL002602,CID006800,CID004443,Same Vehicle
REL002603,CID002039,CID005382,Same Vehicle
REL002604,CID006612,CID007529,Gang Member
REL002605,CID007326,CID000770,Gang Member
REL002606,CID008136,CID004967,Money Transfer
REL002607,CID003629,CID005044,Friend
REL002608,CID003824,CID009284,Same Bank Account
REL002609,CID009652,CID001298,Same Vehicle
REL002610,CID000869,CID008157,Gang Member
REL002611,CID001668,CID000456,Same Phone
REL002612,CID002092,CID005626,Same Vehicle
REL002613,CID001901,CID006222,Business Partner
REL002614,CID000079,CID005222,Same Vehicle
REL002615,CID008711,CID002549,Business Partner
REL002616,CID009571,CID003305,Same Vehicle
REL002617,CID006936,CID005529,Friend
REL002618,CID007717,CID007172,Gang Member
REL002619,CID002859,CID004436,Same Bank Account
REL002620,CID002981,CID008721,Money Transfer
REL002621,CID000080,CID008275,Brother
REL002622,CID005366,CID008167,Same Phone
REL002623,CID009797,CID009247,Brother
REL002624,CID004169,CID001762,Money Transfer
REL002625,CID001126,CID006713,Same Phone
REL002626,CID002005,CID002034,Brother
REL002627,CID007272,CID008849,Business Partner
REL002628,CID007244,CID009765,Money Transfer
REL002629,CID005089,CID000672,Business Partner
REL002630,CID004948,CID008633,Money Transfer
REL002631,CID009310,CID007627,Gang Member
REL002632,CID009351,CID009141,Brother
REL002633,CID000501,CID002371,Brother
REL002634,CID007114,CID004175,Friend
REL002635,CID007278,CID003384,Gang Member
REL002636,CID003370,CID007965,Associate
REL002637,CID001514,CID008678,Same Vehicle
REL002638,CID005732,CID009312,Money Transfer
REL002639,CID009218,CID001269,Business Partner
REL002640,CID003381,CID008826,Money Transfer
REL002641,CID007491,CID005631,Associate
REL002642,CID005978,CID006797,Same Phone
REL002643,CID003392,CID001302,Friend
REL002644,CID002728,CID000280,Business Partner
REL002645,CID005296,CID009686,Business Partner
REL002646,CID001845,CID001227,Same Bank Account
REL002647,CID001502,CID006603,Brother
REL002648,CID008733,CID001231,Same Bank Account
REL002649,CID009400,CID001815,Brother
REL002650,CID003773,CID000362,Gang Member
REL002651,CID007714,CID000225,Brother
REL002652,CID004269,CID004038,Same Bank Account
REL002653,CID005371,CID001058,Friend
REL002654,CID004224,CID007538,Gang Member
REL002655,CID003380,CID003375,Associate
REL002656,CID007544,CID000574,Same Vehicle
REL002657,CID009345,CID005458,Brother
REL002658,CID004929,CID006505,Business Partner
REL002659,CID003170,CID005637,Brother
REL002660,CID000418,CID006140,Money Transfer
REL002661,CID003384,CID001341,Business Partner
REL002662,CID004110,CID008512,Brother
REL002663,CID005297,CID006885,Brother
REL002664,CID001964,CID002185,Business Partner
REL002665,CID000044,CID007709,Same Bank Account
REL002666,CID006848,CID000339,Brother
REL002667,CID000886,CID000322,Same Bank Account
REL002668,CID003873,CID007729,Gang Member
REL002669,CID009479,CID003191,Same Phone
REL002670,CID009389,CID001329,Same Phone
REL002671,CID007703,CID007928,Gang Member
REL002672,CID009988,CID000666,Same Bank Account
REL002673,CID001117,CID000250,Business Partner
REL002674,CID009926,CID009100,Brother
REL002675,CID008357,CID007450,Money Transfer
REL002676,CID002206,CID001389,Same Bank Account
REL002677,CID006749,CID001091,Friend
REL002678,CID002458,CID003152,Money Transfer
REL002679,CID001517,CID007990,Brother
REL002680,CID009503,CID003463,Business Partner
REL002681,CID000264,CID004039,Associate
REL002682,CID006276,CID007861,Same Phone
REL002683,CID000611,CID001220,Associate
REL002684,CID006927,CID007898,Same Phone
REL002685,CID005434,CID002326,Same Vehicle
REL002686,CID000326,CID002350,Money Transfer
REL002687,CID005042,CID007039,Same Vehicle
REL002688,CID000225,CID005241,Brother
REL002689,CID007025,CID003426,Brother
REL002690,CID009883,CID001215,Gang Member
REL002691,CID003600,CID009902,Money Transfer
REL002692,CID006083,CID008715,Money Transfer
REL002693,CID004863,CID000339,Friend
REL002694,CID000624,CID001875,Same Vehicle
REL002695,CID007752,CID004440,Money Transfer
REL002696,CID004718,CID007215,Gang Member
REL002697,CID009940,CID005929,Gang Member
REL002698,CID006202,CID008519,Associate
REL002699,CID009750,CID001795,Business Partner
REL002700,CID003496,CID000242,Associate
REL002701,CID002380,CID003136,Business Partner
REL002702,CID001563,CID006942,Friend
REL002703,CID007588,CID003841,Associate
REL002704,CID006220,CID007926,Brother
REL002705,CID003010,CID002213,Same Vehicle
REL002706,CID009681,CID004642,Same Phone
REL002707,CID005751,CID005266,Business Partner
REL002708,CID007001,CID007716,Same Phone
REL002709,CID002269,CID000765,Associate
REL002710,CID008510,CID007824,Brother
REL002711,CID002110,CID000219,Same Bank Account
REL002712,CID007097,CID001443,Same Phone
REL002713,CID001175,CID004658,Same Phone
REL002714,CID001005,CID009677,Gang Member
REL002715,CID004337,CID003158,Same Bank Account
REL002716,CID004152,CID002007,Friend
REL002717,CID003199,CID005946,Business Partner
REL002718,CID000959,CID009561,Associate
REL002719,CID003457,CID005897,Associate
REL002720,CID004301,CID003972,Business Partner
REL002721,CID005738,CID001530,Same Bank Account
REL002722,CID006012,CID004892,Brother
REL002723,CID000730,CID008002,Money Transfer
REL002724,CID004017,CID002376,Same Vehicle
REL002725,CID003482,CID006596,Brother
REL002726,CID001760,CID007689,Same Bank Account
REL002727,CID000086,CID001788,Associate
REL002728,CID003831,CID000216,Same Bank Account
REL002729,CID001120,CID003000,Associate
REL002730,CID009397,CID004987,Same Phone
REL002731,CID009083,CID007178,Gang Member
REL002732,CID001990,CID000158,Friend
REL002733,CID004014,CID008541,Brother
REL002734,CID002635,CID003095,Money Transfer
REL002735,CID000227,CID000389,Friend
REL002736,CID001758,CID008070,Friend
REL002737,CID005670,CID000774,Same Vehicle
REL002738,CID006362,CID004580,Gang Member
REL002739,CID008669,CID003655,Money Transfer
REL002740,CID004635,CID004803,Gang Member
REL002741,CID003926,CID006239,Associate
REL002742,CID002597,CID001307,Money Transfer
REL002743,CID005761,CID001906,Friend
REL002744,CID008814,CID002543,Same Vehicle
REL002745,CID009610,CID008754,Same Phone
REL002746,CID000281,CID001100,Business Partner
REL002747,CID005579,CID007722,Gang Member
REL002748,CID008380,CID003113,Same Vehicle
REL002749,CID000042,CID007702,Associate
REL002750,CID001543,CID008689,Business Partner
REL002751,CID008494,CID006221,Associate
REL002752,CID002970,CID009032,Business Partner
REL002753,CID003252,CID003257,Business Partner
REL002754,CID000441,CID006801,Business Partner
REL002755,CID000857,CID009701,Friend
REL002756,CID006115,CID004044,Friend
REL002757,CID002006,CID009123,Associate
REL002758,CID003360,CID004741,Same Bank Account
REL002759,CID009114,CID005554,Same Vehicle
REL002760,CID002219,CID009806,Same Phone
REL002761,CID002081,CID001669,Business Partner
REL002762,CID009974,CID005616,Same Vehicle
REL002763,CID004030,CID002770,Money Transfer
REL002764,CID008922,CID002905,Friend
REL002765,CID003020,CID002608,Same Bank Account
REL002766,CID001121,CID002658,Same Vehicle
REL002767,CID005166,CID005452,Same Vehicle
REL002768,CID005468,CID003232,Business Partner
REL002769,CID008731,CID009296,Money Transfer
REL002770,CID000134,CID000298,Money Transfer
REL002771,CID000489,CID005758,Same Phone
REL002772,CID000349,CID000737,Gang Member
REL002773,CID005136,CID007499,Same Vehicle
REL002774,CID001679,CID004128,Money Transfer
REL002775,CID005629,CID003380,Same Bank Account
REL002776,CID004737,CID007155,Same Bank Account
REL002777,CID006707,CID003236,Business Partner
REL002778,CID003049,CID005995,Business Partner
REL002779,CID002372,CID005189,Gang Member
REL002780,CID007869,CID004974,Friend
REL002781,CID009308,CID000783,Associate
REL002782,CID001006,CID000447,Same Vehicle
REL002783,CID005439,CID005215,Brother
REL002784,CID004247,CID003950,Business Partner
REL002785,CID001460,CID008705,Same Bank Account
REL002786,CID007498,CID007015,Associate
REL002787,CID007380,CID006726,Friend
REL002788,CID002525,CID008041,Brother
REL002789,CID008960,CID007013,Money Transfer
REL002790,CID009247,CID001870,Same Vehicle
REL002791,CID007090,CID005436,Same Bank Account
REL002792,CID006711,CID006491,Associate
REL002793,CID003152,CID009090,Gang Member
REL002794,CID000400,CID004922,Brother
REL002795,CID000150,CID006382,Friend
REL002796,CID000854,CID005312,Business Partner
REL002797,CID007561,CID008048,Gang Member
REL002798,CID003822,CID006413,Same Phone
REL002799,CID006502,CID008916,Business Partner
REL002800,CID006793,CID008074,Same Vehicle
REL002801,CID007241,CID002066,Same Phone
REL002802,CID001409,CID000360,Business Partner
REL002803,CID006175,CID005336,Same Vehicle
REL002804,CID004088,CID000240,Brother
REL002805,CID001717,CID007668,Gang Member
REL002806,CID004521,CID002570,Brother
REL002807,CID007695,CID005157,Gang Member
REL002808,CID000134,CID007377,Business Partner
REL002809,CID000925,CID006409,Same Bank Account
REL002810,CID000266,CID004041,Same Phone
REL002811,CID003301,CID000471,Same Vehicle
REL002812,CID008443,CID000828,Money Transfer
REL002813,CID006184,CID001542,Gang Member
REL002814,CID003033,CID007887,Gang Member
REL002815,CID006381,CID006832,Brother
REL002816,CID008941,CID005174,Gang Member
REL002817,CID005023,CID003717,Friend
REL002818,CID009752,CID005454,Friend
REL002819,CID008645,CID003476,Business Partner
REL002820,CID009315,CID009334,Brother
REL002821,CID000327,CID005571,Money Transfer
REL002822,CID008353,CID002535,Same Phone
REL002823,CID000596,CID007048,Associate
REL002824,CID008026,CID001615,Business Partner
REL002825,CID004826,CID007121,Business Partner
REL002826,CID007998,CID001290,Brother
REL002827,CID002153,CID002415,Brother
REL002828,CID000821,CID004284,Brother
REL002829,CID005738,CID009889,Business Partner
REL002830,CID005743,CID007720,Gang Member
REL002831,CID004905,CID004617,Associate
REL002832,CID005197,CID001061,Same Vehicle
REL002833,CID002785,CID007841,Same Phone
REL002834,CID003875,CID008057,Same Bank Account
REL002835,CID005795,CID001326,Same Bank Account
REL002836,CID008689,CID003333,Gang Member
REL002837,CID000541,CID000279,Same Vehicle
REL002838,CID006904,CID007699,Same Vehicle
REL002839,CID009275,CID002131,Business Partner
REL002840,CID004726,CID007754,Associate
REL002841,CID002670,CID002113,Associate
REL002842,CID003385,CID000310,Same Vehicle
REL002843,CID002205,CID000986,Money Transfer
REL002844,CID000304,CID008540,Friend
REL002845,CID001995,CID002670,Gang Member
REL002846,CID000497,CID007083,Same Vehicle
REL002847,CID005397,CID001296,Same Bank Account
REL002848,CID006746,CID008325,Money Transfer
REL002849,CID007215,CID004205,Same Vehicle
REL002850,CID003873,CID000293,Money Transfer
REL002851,CID005726,CID001086,Money Transfer
REL002852,CID000743,CID006585,Associate
REL002853,CID001449,CID001327,Gang Member
REL002854,CID004633,CID007457,Same Bank Account
REL002855,CID001712,CID005430,Gang Member
REL002856,CID001939,CID009184,Associate
REL002857,CID008031,CID007054,Associate
REL002858,CID008604,CID005461,Same Bank Account
REL002859,CID007208,CID002522,Money Transfer
REL002860,CID004655,CID002143,Gang Member
REL002861,CID009697,CID009491,Associate
REL002862,CID003250,CID008823,Friend
REL002863,CID004909,CID007326,Same Phone
REL002864,CID004748,CID008519,Same Bank Account
REL002865,CID009479,CID006260,Gang Member
REL002866,CID003105,CID004397,Money Transfer
REL002867,CID000912,CID004102,Same Vehicle
REL002868,CID001731,CID001725,Money Transfer
REL002869,CID005609,CID009111,Gang Member
REL002870,CID003570,CID004605,Same Bank Account
REL002871,CID001742,CID000008,Business Partner
REL002872,CID004666,CID007643,Associate
REL002873,CID008947,CID002309,Same Phone
REL002874,CID000017,CID008294,Same Vehicle
REL002875,CID008680,CID006440,Friend
REL002876,CID007919,CID001780,Same Phone
REL002877,CID000310,CID002576,Gang Member
REL002878,CID000878,CID008702,Associate
REL002879,CID008825,CID008045,Business Partner
REL002880,CID006397,CID004744,Friend
REL002881,CID000467,CID009847,Business Partner
REL002882,CID001514,CID001239,Gang Member
REL002883,CID007566,CID009144,Business Partner
REL002884,CID005841,CID001792,Money Transfer
REL002885,CID004069,CID009691,Same Phone
REL002886,CID004271,CID005092,Business Partner
REL002887,CID008644,CID004156,Gang Member
REL002888,CID004693,CID000230,Friend
REL002889,CID000702,CID004195,Business Partner
REL002890,CID002573,CID006375,Associate
REL002891,CID008894,CID003872,Gang Member
REL002892,CID004015,CID009138,Business Partner
REL002893,CID001078,CID006340,Same Bank Account
REL002894,CID009831,CID005590,Associate
REL002895,CID001024,CID008863,Brother
REL002896,CID002573,CID006841,Brother
REL002897,CID009359,CID007603,Same Phone
REL002898,CID005066,CID000695,Friend
REL002899,CID001201,CID008495,Associate
REL002900,CID007668,CID003428,Associate
REL002901,CID009886,CID000740,Same Vehicle
REL002902,CID008957,CID007716,Same Phone
REL002903,CID008825,CID005295,Same Phone
REL002904,CID006069,CID000926,Gang Member
REL002905,CID000581,CID002252,Gang Member
REL002906,CID007971,CID004513,Gang Member
REL002907,CID002973,CID004088,Friend
REL002908,CID000615,CID009531,Business Partner
REL002909,CID001834,CID003456,Money Transfer
REL002910,CID006298,CID000034,Same Bank Account
REL002911,CID008069,CID009273,Gang Member
REL002912,CID009727,CID008544,Associate
REL002913,CID008433,CID001297,Money Transfer
REL002914,CID000950,CID004580,Same Bank Account
REL002915,CID009401,CID002751,Business Partner
REL002916,CID007926,CID006042,Business Partner
REL002917,CID005184,CID005437,Gang Member
REL002918,CID005005,CID002104,Same Bank Account
REL002919,CID002717,CID002085,Business Partner
REL002920,CID006246,CID009104,Friend
REL002921,CID003710,CID000847,Business Partner
REL002922,CID000687,CID004819,Friend
REL002923,CID007314,CID003347,Friend
REL002924,CID003768,CID003756,Same Bank Account
REL002925,CID002885,CID002574,Money Transfer
REL002926,CID004867,CID002817,Business Partner
REL002927,CID001957,CID000554,Business Partner
REL002928,CID003133,CID009662,Money Transfer
REL002929,CID009217,CID004365,Money Transfer
REL002930,CID004779,CID002520,Same Phone
REL002931,CID005443,CID004851,Same Vehicle
REL002932,CID002765,CID005741,Gang Member
REL002933,CID007423,CID005373,Gang Member
REL002934,CID001790,CID002164,Same Bank Account
REL002935,CID004301,CID008685,Same Vehicle
REL002936,CID008922,CID005039,Money Transfer
REL002937,CID000408,CID003672,Associate
REL002938,CID004186,CID009761,Gang Member
REL002939,CID001438,CID002217,Brother
REL002940,CID001562,CID006729,Associate
REL002941,CID008359,CID001208,Money Transfer
REL002942,CID008618,CID006413,Gang Member
REL002943,CID005052,CID006624,Same Bank Account
REL002944,CID002063,CID009219,Brother
REL002945,CID002683,CID003361,Gang Member
REL002946,CID008098,CID001339,Same Phone
REL002947,CID007877,CID004071,Associate
REL002948,CID006177,CID004353,Same Vehicle
REL002949,CID008292,CID006640,Friend
REL002950,CID001027,CID000207,Business Partner
REL002951,CID000753,CID007399,Business Partner
REL002952,CID008530,CID002722,Same Bank Account
REL002953,CID008817,CID004214,Business Partner
REL002954,CID007065,CID004966,Associate
REL002955,CID005424,CID008133,Same Phone
REL002956,CID009175,CID004573,Same Vehicle
REL002957,CID006011,CID006605,Brother
REL002958,CID004451,CID004812,Business Partner
REL002959,CID009457,CID009826,Money Transfer
REL002960,CID007847,CID002445,Money Transfer
REL002961,CID006638,CID006785,Business Partner
REL002962,CID003848,CID005740,Gang Member
REL002963,CID009647,CID009767,Same Vehicle
REL002964,CID001525,CID008466,Friend
REL002965,CID008456,CID006181,Same Bank Account
REL002966,CID006872,CID007884,Gang Member
REL002967,CID007738,CID002267,Gang Member
REL002968,CID008372,CID004858,Same Vehicle
REL002969,CID001250,CID001014,Brother
REL002970,CID001832,CID004900,Brother
REL002971,CID002832,CID002795,Same Bank Account
REL002972,CID005123,CID001885,Same Bank Account
REL002973,CID002296,CID009045,Brother
REL002974,CID006722,CID002320,Brother
REL002975,CID002270,CID001326,Same Bank Account
REL002976,CID007510,CID002854,Same Phone
REL002977,CID005202,CID000415,Same Bank Account
REL002978,CID006645,CID008045,Associate
REL002979,CID002177,CID004780,Associate
REL002980,CID007785,CID005680,Friend
REL002981,CID007279,CID002954,Associate
REL002982,CID000487,CID009089,Same Phone
REL002983,CID007457,CID008607,Business Partner
REL002984,CID004668,CID002185,Brother
REL002985,CID001108,CID006948,Brother
REL002986,CID004894,CID006056,Same Bank Account
REL002987,CID006622,CID003701,Friend
REL002988,CID003659,CID008519,Associate
REL002989,CID002013,CID007108,Associate
REL002990,CID004682,CID006608,Brother
REL002991,CID005724,CID003251,Money Transfer
REL002992,CID009009,CID006982,Business Partner
REL002993,CID008853,CID002598,Gang Member
REL002994,CID001332,CID007267,Same Vehicle
REL002995,CID001620,CID005663,Brother
REL002996,CID003971,CID004701,Associate
REL002997,CID001004,CID009509,Associate
REL002998,CID005139,CID004040,Gang Member
REL002999,CID008973,CID001813,Money Transfer
REL003000,CID005241,CID006331,Money Transfer
REL003001,CID000061,CID009420,Friend
REL003002,CID004513,CID002852,Friend
REL003003,CID006916,CID007928,Associate
REL003004,CID000278,CID009249,Money Transfer
REL003005,CID000920,CID006785,Friend
REL003006,CID003628,CID002608,Same Phone
REL003007,CID003364,CID007432,Same Vehicle
REL003008,CID006466,CID000830,Same Bank Account
REL003009,CID001724,CID000313,Same Phone
REL003010,CID009817,CID004262,Associate
REL003011,CID006310,CID009141,Business Partner
REL003012,CID006795,CID003879,Friend
REL003013,CID005314,CID004737,Brother
REL003014,CID004250,CID003961,Associate
REL003015,CID001224,CID008516,Associate
REL003016,CID005053,CID002984,Business Partner
REL003017,CID002720,CID009215,Same Phone
REL003018,CID006466,CID005127,Gang Member
REL003019,CID002356,CID006578,Friend
REL003020,CID004537,CID001818,Same Vehicle
REL003021,CID006607,CID006303,Business Partner
REL003022,CID002963,CID004312,Brother
REL003023,CID009907,CID007424,Money Transfer
REL003024,CID008270,CID007328,Same Vehicle
REL003025,CID009147,CID004264,Gang Member
REL003026,CID000613,CID003006,Friend
REL003027,CID004984,CID005922,Associate
REL003028,CID004740,CID003462,Same Phone
REL003029,CID000357,CID005119,Same Vehicle
REL003030,CID000121,CID004225,Brother
REL003031,CID007160,CID009952,Friend
REL003032,CID001192,CID002392,Same Vehicle
REL003033,CID005403,CID006763,Same Phone
REL003034,CID007761,CID005890,Friend
REL003035,CID007825,CID001326,Friend
REL003036,CID007162,CID009656,Brother
REL003037,CID001786,CID000803,Same Vehicle
REL003038,CID005494,CID006208,Associate
REL003039,CID008539,CID008146,Gang Member
REL003040,CID007810,CID005219,Same Bank Account
REL003041,CID001311,CID003997,Business Partner
REL003042,CID006308,CID009162,Money Transfer
REL003043,CID001231,CID005954,Friend
REL003044,CID005685,CID001151,Same Bank Account
REL003045,CID001514,CID005962,Brother
REL003046,CID005386,CID006080,Money Transfer
REL003047,CID004154,CID008720,Associate
REL003048,CID003922,CID004376,Associate
REL003049,CID005118,CID008414,Business Partner
REL003050,CID008846,CID006924,Gang Member
REL003051,CID008364,CID009072,Same Phone
REL003052,CID007629,CID001234,Brother
REL003053,CID001854,CID008869,Associate
REL003054,CID001096,CID007847,Friend
REL003055,CID003317,CID007128,Business Partner
REL003056,CID006228,CID004405,Money Transfer
REL003057,CID000077,CID001148,Same Phone
REL003058,CID006739,CID002808,Associate
REL003059,CID006243,CID000567,Same Bank Account
REL003060,CID000323,CID009478,Brother
REL003061,CID001223,CID006226,Same Vehicle
REL003062,CID007916,CID005607,Associate
REL003063,CID009851,CID001182,Friend
REL003064,CID004384,CID003327,Friend
REL003065,CID007680,CID003736,Gang Member
REL003066,CID000639,CID008569,Associate
REL003067,CID001719,CID002490,Gang Member
REL003068,CID003590,CID003722,Same Phone
REL003069,CID006872,CID003149,Same Phone
REL003070,CID005072,CID004910,Friend
REL003071,CID008290,CID007114,Friend
REL003072,CID001725,CID005546,Associate
REL003073,CID004899,CID008863,Business Partner
REL003074,CID003257,CID007344,Friend
REL003075,CID002121,CID003656,Same Bank Account
REL003076,CID008870,CID003465,Same Bank Account
REL003077,CID001628,CID005294,Money Transfer
REL003078,CID000850,CID006549,Same Vehicle
REL003079,CID000734,CID003408,Brother
REL003080,CID005102,CID005067,Money Transfer
REL003081,CID006514,CID009245,Gang Member
REL003082,CID000033,CID004198,Gang Member
REL003083,CID002366,CID009930,Gang Member
REL003084,CID006329,CID001711,Brother
REL003085,CID003335,CID004113,Friend
REL003086,CID000833,CID001233,Gang Member
REL003087,CID008754,CID006059,Business Partner
REL003088,CID000207,CID000081,Brother
REL003089,CID008177,CID001996,Same Bank Account
REL003090,CID000687,CID008981,Associate
REL003091,CID002766,CID002224,Gang Member
REL003092,CID001555,CID008220,Money Transfer
REL003093,CID007648,CID004390,Associate
REL003094,CID005267,CID008062,Friend
REL003095,CID008281,CID005364,Friend
REL003096,CID009760,CID005170,Associate
REL003097,CID002210,CID008119,Business Partner
REL003098,CID001542,CID006273,Same Bank Account
REL003099,CID006852,CID008928,Business Partner
REL003100,CID003239,CID007120,Same Bank Account
REL003101,CID004717,CID002903,Associate
REL003102,CID009525,CID009956,Same Phone
REL003103,CID009505,CID006804,Associate
REL003104,CID006932,CID006700,Same Phone
REL003105,CID004713,CID007859,Same Phone
REL003106,CID007592,CID007851,Business Partner
REL003107,CID004454,CID005501,Money Transfer
REL003108,CID002466,CID001907,Same Vehicle
REL003109,CID001482,CID009886,Associate
REL003110,CID000775,CID006100,Same Vehicle
REL003111,CID001432,CID009418,Same Vehicle
REL003112,CID009769,CID004688,Money Transfer
REL003113,CID003280,CID009566,Associate
REL003114,CID004726,CID009929,Friend
REL003115,CID007307,CID001251,Gang Member
REL003116,CID006536,CID001024,Brother
REL003117,CID004013,CID007798,Same Vehicle
REL003118,CID007832,CID009091,Brother
REL003119,CID002360,CID002105,Same Bank Account
REL003120,CID005661,CID001587,Business Partner
REL003121,CID008685,CID007768,Associate
REL003122,CID004860,CID009185,Money Transfer
REL003123,CID003730,CID007606,Gang Member
REL003124,CID000616,CID006424,Brother
REL003125,CID001286,CID001543,Business Partner
REL003126,CID002267,CID004398,Brother
REL003127,CID001503,CID003453,Brother
REL003128,CID000923,CID009231,Same Vehicle
REL003129,CID000031,CID008418,Business Partner
REL003130,CID005624,CID004887,Business Partner
REL003131,CID003521,CID005995,Gang Member
REL003132,CID002463,CID006667,Friend
REL003133,CID002582,CID009032,Gang Member
REL003134,CID003884,CID009910,Same Bank Account
REL003135,CID005728,CID001653,Gang Member
REL003136,CID006937,CID009709,Same Phone
REL003137,CID009988,CID004525,Business Partner
REL003138,CID009709,CID008608,Same Bank Account
REL003139,CID006010,CID004459,Associate
REL003140,CID007696,CID005435,Same Phone
REL003141,CID001339,CID009437,Same Bank Account
REL003142,CID000697,CID007432,Friend
REL003143,CID002140,CID007210,Same Phone
REL003144,CID008822,CID002686,Same Vehicle
REL003145,CID000901,CID003374,Money Transfer
REL003146,CID004241,CID008224,Brother
REL003147,CID004084,CID003142,Same Bank Account
REL003148,CID001610,CID003716,Same Vehicle
