event_id,case_id,event
TIME021178,CASE003847,FIR Registered
TIME021179,CASE003847,Forensic Report Received
TIME021180,CASE003847,Suspect Arrested
TIME021181,CASE003847,Witness Statement Recorded
TIME021182,CASE003847,Complaint Registered
TIME021183,CASE003848,Witness Statement Recorded
TIME021184,CASE003848,Evidence Collected
TIME021185,CASE003848,Complaint Registered
TIME021186,CASE003848,Forensic Report Received
TIME021187,CASE003848,FIR Registered
TIME021188,CASE003848,Suspect Identified
TIME021189,CASE003849,Suspect Identified
TIME021190,CASE003849,FIR Registered
TIME021191,CASE003849,Forensic Report Received
TIME021192,CASE003850,Charge Sheet Filed
TIME021193,CASE003850,Suspect Identified
TIME021194,CASE003850,Suspect Arrested
TIME021195,CASE003851,Forensic Report Received
TIME021196,CASE003851,Suspect Arrested
TIME021197,CASE003851,Charge Sheet Filed
TIME021198,CASE003851,Evidence Collected
TIME021199,CASE003852,Complaint Registered
TIME021200,CASE003852,Suspect Identified
TIME021201,CASE003852,Suspect Arrested
TIME021202,CASE003853,Suspect Arrested
TIME021203,CASE003853,Witness Statement Recorded
TIME021204,CASE003853,FIR Registered
TIME021205,CASE003853,Charge Sheet Filed
TIME021206,CASE003853,Forensic Report Received
TIME021207,CASE003853,Complaint Registered
TIME021208,CASE003854,Forensic Report Received
TIME021209,CASE003854,Witness Statement Recorded
TIME021210,CASE003854,Evidence Collected
TIME021211,CASE003854,Complaint Registered
TIME021212,CASE003854,Suspect Arrested
TIME021213,CASE003855,FIR Registered
TIME021214,CASE003855,Suspect Identified
TIME021215,CASE003855,Forensic Report Received
TIME021216,CASE003855,Evidence Collected
TIME021217,CASE003855,Charge Sheet Filed
TIME021218,CASE003855,Complaint Registered
TIME021219,CASE003856,Complaint Registered
TIME021220,CASE003856,Suspect Arrested
TIME021221,CASE003856,Witness Statement Recorded
TIME021222,CASE003856,Charge Sheet Filed
TIME021223,CASE003856,Evidence Collected
TIME021224,CASE003856,Suspect Identified
TIME021225,CASE003856,FIR Registered
TIME021226,CASE003856,Forensic Report Received
TIME021227,CASE003857,Charge Sheet Filed
TIME021228,CASE003857,Suspect Identified
TIME021229,CASE003857,Forensic Report Received
TIME021230,CASE003857,Complaint Registered
TIME021231,CASE003857,Witness Statement Recorded
TIME021232,CASE003858,Charge Sheet Filed
TIME021233,CASE003858,Witness Statement Recorded
TIME021234,CASE003858,Forensic Report Received
TIME021235,CASE003859,Forensic Report Received
TIME021236,CASE003859,Suspect Arrested
TIME021237,CASE003859,Complaint Registered
TIME021238,CASE003859,Witness Statement Recorded
TIME021239,CASE003859,Evidence Collected
TIME021240,CASE003859,Suspect Identified
TIME021241,CASE003859,Charge Sheet Filed
TIME021242,CASE003860,FIR Registered
TIME021243,CASE003860,Suspect Identified
TIME021244,CASE003860,Charge Sheet Filed
TIME021245,CASE003860,Suspect Arrested
TIME021246,CASE003860,Complaint Registered
TIME021247,CASE003860,Witness Statement Recorded
TIME021248,CASE003860,Evidence Collected
TIME021249,CASE003861,Evidence Collected
TIME021250,CASE003861,Forensic Report Received
TIME021251,CASE003861,Complaint Registered
TIME021252,CASE003861,Suspect Identified
TIME021253,CASE003861,FIR Registered
TIME021254,CASE003861,Witness Statement Recorded
TIME021255,CASE003861,Suspect Arrested
TIME021256,CASE003861,Charge Sheet Filed
TIME021257,CASE003862,Charge Sheet Filed
TIME021258,CASE003862,Evidence Collected
TIME021259,CASE003862,Witness Statement Recorded
TIME021260,CASE003863,FIR Registered
TIME021261,CASE003863,Evidence Collected
TIME021262,CASE003863,Suspect Arrested
TIME021263,CASE003863,Forensic Report Received
TIME021264,CASE003863,Complaint Registered
TIME021265,CASE003863,Witness Statement Recorded
TIME021266,CASE003864,Suspect Identified
TIME021267,CASE003864,Witness Statement Recorded
TIME021268,CASE003864,Forensic Report Received
TIME021269,CASE003865,Forensic Report Received
TIME021270,CASE003865,Complaint Registered
TIME021271,CASE003865,Evidence Collected
TIME021272,CASE003865,Suspect Arrested
TIME021273,CASE003865,FIR Registered
TIME021274,CASE003866,Suspect Identified
TIME021275,CASE003866,Suspect Arrested
TIME021276,CASE003866,Evidence Collected
TIME021277,CASE003866,Forensic Report Received
TIME021278,CASE003866,Charge Sheet Filed
TIME021279,CASE003867,Suspect Identified
TIME021280,CASE003867,Complaint Registered
TIME021281,CASE003867,Evidence Collected
TIME021282,CASE003867,Witness Statement Recorded
TIME021283,CASE003867,FIR Registered
TIME021284,CASE003867,Suspect Arrested
TIME021285,CASE003868,Complaint Registered
TIME021286,CASE003868,Charge Sheet Filed
TIME021287,CASE003868,FIR Registered
TIME021288,CASE003869,FIR Registered
TIME021289,CASE003869,Evidence Collected
TIME021290,CASE003869,Suspect Identified
TIME021291,CASE003869,Witness Statement Recorded
TIME021292,CASE003870,Complaint Registered
TIME021293,CASE003870,Suspect Identified
TIME021294,CASE003870,FIR Registered
TIME021295,CASE003871,Suspect Arrested
TIME021296,CASE003871,Suspect Identified
TIME021297,CASE003871,Complaint Registered
TIME021298,CASE003871,Forensic Report Received
TIME021299,CASE003871,FIR Registered
TIME021300,CASE003872,Evidence Collected
TIME021301,CASE003872,Witness Statement Recorded
TIME021302,CASE003872,FIR Registered
TIME021303,CASE003872,Forensic Report Received
TIME021304,CASE003872,Suspect Identified
TIME021305,CASE003872,Complaint Registered
TIME021306,CASE003873,Witness Statement Recorded
TIME021307,CASE003873,Complaint Registered
TIME021308,CASE003873,Forensic Report Received
TIME021309,CASE003873,Charge Sheet Filed
TIME021310,CASE003873,FIR Registered
TIME021311,CASE003873,Evidence Collected
TIME021312,CASE003873,Suspect Identified
TIME021313,CASE003874,Witness Statement Recorded
TIME021314,CASE003874,Complaint Registered
TIME021315,CASE003874,Evidence Collected
TIME021316,CASE003875,Charge Sheet Filed
TIME021317,CASE003875,Complaint Registered
TIME021318,CASE003875,Evidence Collected
TIME021319,CASE003875,Witness Statement Recorded
TIME021320,CASE003875,Forensic Report Received
TIME021321,CASE003875,Suspect Identified
TIME021322,CASE003875,Suspect Arrested
TIME021323,CASE003876,Evidence Collected
TIME021324,CASE003876,Charge Sheet Filed
TIME021325,CASE003876,Suspect Arrested
TIME021326,CASE003877,Suspect Arrested
TIME021327,CASE003877,Witness Statement Recorded
TIME021328,CASE003877,Complaint Registered
TIME021329,CASE003877,FIR Registered
TIME021330,CASE003877,Charge Sheet Filed
TIME021331,CASE003877,Forensic Report Received
TIME021332,CASE003877,Suspect Identified
TIME021333,CASE003878,Charge Sheet Filed
TIME021334,CASE003878,Forensic Report Received
TIME021335,CASE003878,Complaint Registered
TIME021336,CASE003878,Suspect Arrested
TIME021337,CASE003878,FIR Registered
TIME021338,CASE003879,Evidence Collected
TIME021339,CASE003879,Complaint Registered
TIME021340,CASE003879,FIR Registered
TIME021341,CASE003879,Suspect Identified
TIME021342,CASE003879,Forensic Report Received
TIME021343,CASE003879,Suspect Arrested
TIME021344,CASE003879,Witness Statement Recorded
TIME021345,CASE003880,Complaint Registered
TIME021346,CASE003880,Suspect Identified
TIME021347,CASE003880,Evidence Collected
TIME021348,CASE003880,Witness Statement Recorded
TIME021349,CASE003880,FIR Registered
TIME021350,CASE003880,Forensic Report Received
TIME021351,CASE003880,Charge Sheet Filed
TIME021352,CASE003880,Suspect Arrested
TIME021353,CASE003881,FIR Registered
TIME021354,CASE003881,Complaint Registered
TIME021355,CASE003881,Suspect Arrested
TIME021356,CASE003881,Charge Sheet Filed
TIME021357,CASE003881,Witness Statement Recorded
TIME021358,CASE003881,Suspect Identified
TIME021359,CASE003881,Evidence Collected
TIME021360,CASE003882,Forensic Report Received
TIME021361,CASE003882,Suspect Arrested
TIME021362,CASE003882,Charge Sheet Filed
TIME021363,CASE003882,Complaint Registered
TIME021364,CASE003882,Evidence Collected
TIME021365,CASE003882,Suspect Identified
TIME021366,CASE003883,Witness Statement Recorded
TIME021367,CASE003883,Complaint Registered
TIME021368,CASE003883,Suspect Identified
TIME021369,CASE003883,FIR Registered
TIME021370,CASE003883,Suspect Arrested
TIME021371,CASE003884,Suspect Arrested
TIME021372,CASE003884,FIR Registered
TIME021373,CASE003884,Witness Statement Recorded
TIME021374,CASE003884,Forensic Report Received
TIME021375,CASE003884,Complaint Registered
TIME021376,CASE003885,Forensic Report Received
TIME021377,CASE003885,Suspect Identified
TIME021378,CASE003885,Witness Statement Recorded
TIME021379,CASE003885,Complaint Registered
TIME021380,CASE003885,FIR Registered
TIME021381,CASE003885,Charge Sheet Filed
TIME021382,CASE003886,Charge Sheet Filed
TIME021383,CASE003886,Suspect Arrested
TIME021384,CASE003886,Suspect Identified
TIME021385,CASE003886,FIR Registered
TIME021386,CASE003887,Charge Sheet Filed
TIME021387,CASE003887,Suspect Identified
TIME021388,CASE003887,Complaint Registered
TIME021389,CASE003887,Suspect Arrested
TIME021390,CASE003887,FIR Registered
TIME021391,CASE003887,Witness Statement Recorded
TIME021392,CASE003888,Evidence Collected
TIME021393,CASE003888,Suspect Identified
TIME021394,CASE003888,Suspect Arrested
TIME021395,CASE003888,Charge Sheet Filed
TIME021396,CASE003889,Complaint Registered
TIME021397,CASE003889,Suspect Identified
TIME021398,CASE003889,Forensic Report Received
TIME021399,CASE003889,FIR Registered
TIME021400,CASE003889,Evidence Collected
TIME021401,CASE003890,Suspect Arrested
TIME021402,CASE003890,Forensic Report Received
TIME021403,CASE003890,Charge Sheet Filed
TIME021404,CASE003890,Witness Statement Recorded
TIME021405,CASE003890,Complaint Registered
TIME021406,CASE003890,Suspect Identified
TIME021407,CASE003890,Evidence Collected
TIME021408,CASE003890,FIR Registered
TIME021409,CASE003891,Witness Statement Recorded
TIME021410,CASE003891,Suspect Arrested
TIME021411,CASE003891,Complaint Registered
TIME021412,CASE003891,FIR Registered
TIME021413,CASE003891,Evidence Collected
TIME021414,CASE003891,Suspect Identified
TIME021415,CASE003891,Charge Sheet Filed
TIME021416,CASE003891,Forensic Report Received
TIME021417,CASE003892,Suspect Arrested
TIME021418,CASE003892,Suspect Identified
TIME021419,CASE003892,Evidence Collected
TIME021420,CASE003893,FIR Registered
TIME021421,CASE003893,Suspect Arrested
TIME021422,CASE003893,Evidence Collected
TIME021423,CASE003893,Witness Statement Recorded
TIME021424,CASE003893,Suspect Identified
TIME021425,CASE003894,Charge Sheet Filed
TIME021426,CASE003894,Forensic Report Received
TIME021427,CASE003894,FIR Registered
TIME021428,CASE003894,Suspect Arrested
TIME021429,CASE003894,Evidence Collected
TIME021430,CASE003894,Suspect Identified
TIME021431,CASE003894,Witness Statement Recorded
TIME021432,CASE003895,Witness Statement Recorded
TIME021433,CASE003895,Suspect Arrested
TIME021434,CASE003895,Forensic Report Received
TIME021435,CASE003895,Complaint Registered
TIME021436,CASE003895,FIR Registered
TIME021437,CASE003896,Witness Statement Recorded
TIME021438,CASE003896,Charge Sheet Filed
TIME021439,CASE003896,Complaint Registered
TIME021440,CASE003896,FIR Registered
TIME021441,CASE003897,Charge Sheet Filed
TIME021442,CASE003897,FIR Registered
TIME021443,CASE003897,Witness Statement Recorded
TIME021444,CASE003898,Forensic Report Received
TIME021445,CASE003898,Complaint Registered
TIME021446,CASE003898,Evidence Collected
TIME021447,CASE003899,Evidence Collected
TIME021448,CASE003899,Complaint Registered
TIME021449,CASE003899,Charge Sheet Filed
TIME021450,CASE003899,Suspect Arrested
TIME021451,CASE003900,Forensic Report Received
TIME021452,CASE003900,Complaint Registered
TIME021453,CASE003900,Suspect Arrested
TIME021454,CASE003901,Suspect Arrested
TIME021455,CASE003901,Charge Sheet Filed
TIME021456,CASE003901,Complaint Registered
TIME021457,CASE003901,Suspect Identified
TIME021458,CASE003901,Evidence Collected
TIME021459,CASE003901,Witness Statement Recorded
TIME021460,CASE003902,Witness Statement Recorded
TIME021461,CASE003902,Forensic Report Received
TIME021462,CASE003902,Complaint Registered
TIME021463,CASE003902,Charge Sheet Filed
TIME021464,CASE003902,FIR Registered
TIME021465,CASE003902,Evidence Collected
TIME021466,CASE003902,Suspect Arrested
TIME021467,CASE003902,Suspect Identified
TIME021468,CASE003903,Witness Statement Recorded
TIME021469,CASE003903,Charge Sheet Filed
TIME021470,CASE003903,Complaint Registered
TIME021471,CASE003904,FIR Registered
TIME021472,CASE003904,Charge Sheet Filed
TIME021473,CASE003904,Suspect Identified
TIME021474,CASE003904,Evidence Collected
TIME021475,CASE003904,Complaint Registered
TIME021476,CASE003904,Witness Statement Recorded
TIME021477,CASE003904,Forensic Report Received
TIME021478,CASE003904,Suspect Arrested
TIME021479,CASE003905,Evidence Collected
TIME021480,CASE003905,Suspect Arrested
TIME021481,CASE003905,FIR Registered
TIME021482,CASE003906,Evidence Collected
TIME021483,CASE003906,FIR Registered
TIME021484,CASE003906,Suspect Arrested
TIME021485,CASE003906,Forensic Report Received
TIME021486,CASE003906,Charge Sheet Filed
TIME021487,CASE003906,Witness Statement Recorded
TIME021488,CASE003907,Suspect Arrested
TIME021489,CASE003907,Forensic Report Received
TIME021490,CASE003907,Witness Statement Recorded
TIME021491,CASE003907,Complaint Registered
TIME021492,CASE003908,FIR Registered
TIME021493,CASE003908,Suspect Identified
TIME021494,CASE003908,Charge Sheet Filed
TIME021495,CASE003908,Suspect Arrested
TIME021496,CASE003909,Charge Sheet Filed
TIME021497,CASE003909,Forensic Report Received
TIME021498,CASE003909,Suspect Arrested
TIME021499,CASE003909,FIR Registered
TIME021500,CASE003909,Complaint Registered
TIME021501,CASE003909,Suspect Identified
TIME021502,CASE003909,Witness Statement Recorded
TIME021503,CASE003909,Evidence Collected
TIME021504,CASE003910,Suspect Identified
TIME021505,CASE003910,Suspect Arrested
TIME021506,CASE003910,Charge Sheet Filed
TIME021507,CASE003910,Forensic Report Received
TIME021508,CASE003910,Witness Statement Recorded
TIME021509,CASE003911,FIR Registered
TIME021510,CASE003911,Forensic Report Received
TIME021511,CASE003911,Complaint Registered
TIME021512,CASE003911,Witness Statement Recorded
TIME021513,CASE003911,Evidence Collected
TIME021514,CASE003911,Charge Sheet Filed
TIME021515,CASE003911,Suspect Arrested
TIME021516,CASE003911,Suspect Identified
TIME021517,CASE003912,Forensic Report Received
TIME021518,CASE003912,Complaint Registered
TIME021519,CASE003912,Witness Statement Recorded
TIME021520,CASE003912,Charge Sheet Filed
TIME021521,CASE003912,FIR Registered
TIME021522,CASE003912,Suspect Arrested
TIME021523,CASE003913,Suspect Identified
TIME021524,CASE003913,Charge Sheet Filed
TIME021525,CASE003913,Evidence Collected
TIME021526,CASE003913,Witness Statement Recorded
TIME021527,CASE003913,Complaint Registered
TIME021528,CASE003913,Suspect Arrested
TIME021529,CASE003914,FIR Registered
TIME021530,CASE003914,Suspect Arrested
TIME021531,CASE003914,Complaint Registered
TIME021532,CASE003914,Evidence Collected
TIME021533,CASE003914,Witness Statement Recorded
TIME021534,CASE003915,Witness Statement Recorded
TIME021535,CASE003915,Suspect Identified
TIME021536,CASE003915,Forensic Report Received
TIME021537,CASE003916,Complaint Registered
TIME021538,CASE003916,Suspect Arrested
TIME021539,CASE003916,FIR Registered
TIME021540,CASE003917,Witness Statement Recorded
TIME021541,CASE003917,FIR Registered
TIME021542,CASE003917,Complaint Registered
TIME021543,CASE003917,Charge Sheet Filed
TIME021544,CASE003917,Forensic Report Received
TIME021545,CASE003917,Evidence Collected
TIME021546,CASE003917,Suspect Arrested
TIME021547,CASE003918,Charge Sheet Filed
TIME021548,CASE003918,Evidence Collected
TIME021549,CASE003918,Suspect Identified
TIME021550,CASE003918,Forensic Report Received
TIME021551,CASE003919,Charge Sheet Filed
TIME021552,CASE003919,Suspect Identified
TIME021553,CASE003919,Evidence Collected
TIME021554,CASE003919,Forensic Report Received
TIME021555,CASE003919,Suspect Arrested
TIME021556,CASE003919,Witness Statement Recorded
TIME021557,CASE003919,FIR Registered
TIME021558,CASE003919,Complaint Registered
TIME021559,CASE003920,Forensic Report Received
TIME021560,CASE003920,FIR Registered
TIME021561,CASE003920,Witness Statement Recorded
TIME021562,CASE003920,Complaint Registered
TIME021563,CASE003920,Evidence Collected
TIME021564,CASE003920,Suspect Identified
TIME021565,CASE003920,Charge Sheet Filed
TIME021566,CASE003921,Forensic Report Received
TIME021567,CASE003921,Witness Statement Recorded
TIME021568,CASE003921,Complaint Registered
TIME021569,CASE003921,Evidence Collected
TIME021570,CASE003921,Suspect Arrested
TIME021571,CASE003921,Suspect Identified
TIME021572,CASE003922,Witness Statement Recorded
TIME021573,CASE003922,Suspect Identified
TIME021574,CASE003922,Complaint Registered
TIME021575,CASE003922,Suspect Arrested
TIME021576,CASE003922,FIR Registered
TIME021577,CASE003922,Charge Sheet Filed
TIME021578,CASE003922,Evidence Collected
TIME021579,CASE003923,Charge Sheet Filed
TIME021580,CASE003923,Forensic Report Received
TIME021581,CASE003923,Witness Statement Recorded
TIME021582,CASE003923,Evidence Collected
TIME021583,CASE003923,Suspect Arrested
TIME021584,CASE003923,Complaint Registered
TIME021585,CASE003923,Suspect Identified
TIME021586,CASE003924,Witness Statement Recorded
TIME021587,CASE003924,Charge Sheet Filed
TIME021588,CASE003924,Forensic Report Received
TIME021589,CASE003924,Suspect Arrested
TIME021590,CASE003924,Suspect Identified
TIME021591,CASE003924,FIR Registered
TIME021592,CASE003924,Complaint Registered
TIME021593,CASE003924,Evidence Collected
TIME021594,CASE003925,Charge Sheet Filed
TIME021595,CASE003925,FIR Registered
TIME021596,CASE003925,Complaint Registered
TIME021597,CASE003925,Evidence Collected
TIME021598,CASE003926,Suspect Arrested
TIME021599,CASE003926,Witness Statement Recorded
TIME021600,CASE003926,Complaint Registered
TIME021601,CASE003926,Charge Sheet Filed
TIME021602,CASE003926,FIR Registered
TIME021603,CASE003926,Suspect Identified
TIME021604,CASE003926,Evidence Collected
TIME021605,CASE003927,Suspect Identified
TIME021606,CASE003927,Witness Statement Recorded
TIME021607,CASE003927,Evidence Collected
TIME021608,CASE003927,Forensic Report Received
TIME021609,CASE003927,FIR Registered
TIME021610,CASE003927,Complaint Registered
TIME021611,CASE003928,Complaint Registered
TIME021612,CASE003928,Suspect Identified
TIME021613,CASE003928,Forensic Report Received
TIME021614,CASE003929,Suspect Arrested
TIME021615,CASE003929,Evidence Collected
TIME021616,CASE003929,Suspect Identified
TIME021617,CASE003929,FIR Registered
TIME021618,CASE003929,Complaint Registered
TIME021619,CASE003929,Charge Sheet Filed
TIME021620,CASE003930,FIR Registered
TIME021621,CASE003930,Forensic Report Received
TIME021622,CASE003930,Evidence Collected
TIME021623,CASE003930,Complaint Registered
TIME021624,CASE003930,Witness Statement Recorded
TIME021625,CASE003930,Suspect Arrested
TIME021626,CASE003930,Charge Sheet Filed
TIME021627,CASE003930,Suspect Identified
TIME021628,CASE003931,Evidence Collected
TIME021629,CASE003931,Charge Sheet Filed
TIME021630,CASE003931,Forensic Report Received
TIME021631,CASE003931,Complaint Registered
TIME021632,CASE003932,Evidence Collected
TIME021633,CASE003932,Suspect Arrested
TIME021634,CASE003932,Charge Sheet Filed
TIME021635,CASE003932,Witness Statement Recorded
TIME021636,CASE003932,Complaint Registered
TIME021637,CASE003932,Forensic Report Received
TIME021638,CASE003932,FIR Registered
TIME021639,CASE003932,Suspect Identified
TIME021640,CASE003933,Witness Statement Recorded
TIME021641,CASE003933,Complaint Registered
TIME021642,CASE003933,Charge Sheet Filed
TIME021643,CASE003934,Witness Statement Recorded
TIME021644,CASE003934,Suspect Arrested
TIME021645,CASE003934,Evidence Collected
TIME021646,CASE003934,Complaint Registered
TIME021647,CASE003935,Charge Sheet Filed
TIME021648,CASE003935,Suspect Identified
TIME021649,CASE003935,Evidence Collected
TIME021650,CASE003935,Complaint Registered
TIME021651,CASE003936,Forensic Report Received
TIME021652,CASE003936,Witness Statement Recorded
TIME021653,CASE003936,Suspect Identified
TIME021654,CASE003936,Charge Sheet Filed
TIME021655,CASE003936,Suspect Arrested
TIME021656,CASE003936,FIR Registered
TIME021657,CASE003936,Evidence Collected
TIME021658,CASE003936,Complaint Registered
TIME021659,CASE003937,Suspect Identified
TIME021660,CASE003937,Evidence Collected
TIME021661,CASE003937,FIR Registered
TIME021662,CASE003938,Witness Statement Recorded
TIME021663,CASE003938,Forensic Report Received
TIME021664,CASE003938,FIR Registered
TIME021665,CASE003939,FIR Registered
TIME021666,CASE003939,Charge Sheet Filed
TIME021667,CASE003939,Suspect Arrested
TIME021668,CASE003939,Suspect Identified
TIME021669,CASE003939,Complaint Registered
TIME021670,CASE003939,Evidence Collected
TIME021671,CASE003940,Charge Sheet Filed
TIME021672,CASE003940,Complaint Registered
TIME021673,CASE003940,Suspect Identified
TIME021674,CASE003940,Witness Statement Recorded
TIME021675,CASE003940,Evidence Collected
TIME021676,CASE003940,FIR Registered
TIME021677,CASE003940,Forensic Report Received
TIME021678,CASE003940,Suspect Arrested
TIME021679,CASE003941,Charge Sheet Filed
TIME021680,CASE003941,Complaint Registered
TIME021681,CASE003941,Forensic Report Received
TIME021682,CASE003941,Suspect Identified
TIME021683,CASE003942,Evidence Collected
TIME021684,CASE003942,Suspect Identified
TIME021685,CASE003942,Witness Statement Recorded
TIME021686,CASE003942,Suspect Arrested
TIME021687,CASE003942,FIR Registered
TIME021688,CASE003942,Charge Sheet Filed
TIME021689,CASE003942,Complaint Registered
TIME021690,CASE003942,Forensic Report Received
TIME021691,CASE003943,Witness Statement Recorded
TIME021692,CASE003943,FIR Registered
TIME021693,CASE003943,Suspect Identified
TIME021694,CASE003944,Charge Sheet Filed
TIME021695,CASE003944,Forensic Report Received
TIME021696,CASE003944,Witness Statement Recorded
TIME021697,CASE003944,Suspect Arrested
TIME021698,CASE003945,Complaint Registered
TIME021699,CASE003945,Charge Sheet Filed
TIME021700,CASE003945,Witness Statement Recorded
TIME021701,CASE003945,FIR Registered
TIME021702,CASE003946,Charge Sheet Filed
TIME021703,CASE003946,Suspect Identified
TIME021704,CASE003946,Suspect Arrested
TIME021705,CASE003947,Charge Sheet Filed
TIME021706,CASE003947,Witness Statement Recorded
TIME021707,CASE003947,Forensic Report Received
TIME021708,CASE003947,Evidence Collected
TIME021709,CASE003948,Forensic Report Received
TIME021710,CASE003948,Charge Sheet Filed
TIME021711,CASE003948,Suspect Arrested
TIME021712,CASE003949,FIR Registered
TIME021713,CASE003949,Charge Sheet Filed
TIME021714,CASE003949,Forensic Report Received
TIME021715,CASE003949,Complaint Registered
TIME021716,CASE003949,Evidence Collected
TIME021717,CASE003949,Suspect Arrested
TIME021718,CASE003949,Suspect Identified
TIME021719,CASE003949,Witness Statement Recorded
TIME021720,CASE003950,Complaint Registered
TIME021721,CASE003950,Suspect Identified
TIME021722,CASE003950,Suspect Arrested
TIME021723,CASE003950,Charge Sheet Filed
TIME021724,CASE003950,Forensic Report Received
TIME021725,CASE003950,Witness Statement Recorded
TIME021726,CASE003950,FIR Registered
TIME021727,CASE003951,FIR Registered
TIME021728,CASE003951,Complaint Registered
TIME021729,CASE003951,Suspect Arrested
TIME021730,CASE003951,Witness Statement Recorded
TIME021731,CASE003951,Suspect Identified
TIME021732,CASE003951,Charge Sheet Filed
TIME021733,CASE003952,Charge Sheet Filed
TIME021734,CASE003952,Suspect Identified
TIME021735,CASE003952,Forensic Report Received
TIME021736,CASE003952,Witness Statement Recorded
TIME021737,CASE003952,Complaint Registered
TIME021738,CASE003953,FIR Registered
TIME021739,CASE003953,Evidence Collected
TIME021740,CASE003953,Charge Sheet Filed
TIME021741,CASE003953,Suspect Identified
TIME021742,CASE003953,Forensic Report Received
TIME021743,CASE003953,Suspect Arrested
TIME021744,CASE003954,Suspect Identified
TIME021745,CASE003954,Complaint Registered
TIME021746,CASE003954,Evidence Collected
TIME021747,CASE003954,FIR Registered
TIME021748,CASE003954,Forensic Report Received
TIME021749,CASE003954,Witness Statement Recorded
TIME021750,CASE003954,Charge Sheet Filed
TIME021751,CASE003955,Forensic Report Received
TIME021752,CASE003955,Witness Statement Recorded
TIME021753,CASE003955,Suspect Arrested
TIME021754,CASE003955,Suspect Identified
TIME021755,CASE003955,Charge Sheet Filed
TIME021756,CASE003955,FIR Registered
TIME021757,CASE003955,Complaint Registered
TIME021758,CASE003955,Evidence Collected
TIME021759,CASE003956,Charge Sheet Filed
TIME021760,CASE003956,Complaint Registered
TIME021761,CASE003956,Witness Statement Recorded
TIME021762,CASE003956,FIR Registered
TIME021763,CASE003956,Suspect Identified
TIME021764,CASE003956,Evidence Collected
TIME021765,CASE003956,Forensic Report Received
TIME021766,CASE003957,Forensic Report Received
TIME021767,CASE003957,Suspect Identified
TIME021768,CASE003957,Evidence Collected
TIME021769,CASE003957,Suspect Arrested
TIME021770,CASE003957,FIR Registered
TIME021771,CASE003957,Witness Statement Recorded
TIME021772,CASE003957,Complaint Registered
TIME021773,CASE003958,Complaint Registered
TIME021774,CASE003958,Suspect Identified
TIME021775,CASE003958,Witness Statement Recorded
TIME021776,CASE003958,Suspect Arrested
TIME021777,CASE003958,FIR Registered
TIME021778,CASE003958,Charge Sheet Filed
TIME021779,CASE003959,Evidence Collected
TIME021780,CASE003959,Suspect Identified
TIME021781,CASE003959,Charge Sheet Filed
TIME021782,CASE003959,Forensic Report Received
TIME021783,CASE003959,Complaint Registered
TIME021784,CASE003960,Suspect Identified
TIME021785,CASE003960,Witness Statement Recorded
TIME021786,CASE003960,Forensic Report Received
TIME021787,CASE003960,Suspect Arrested
TIME021788,CASE003960,Complaint Registered
TIME021789,CASE003960,Evidence Collected
TIME021790,CASE003960,FIR Registered
TIME021791,CASE003960,Charge Sheet Filed
TIME021792,CASE003961,Witness Statement Recorded
TIME021793,CASE003961,Charge Sheet Filed
TIME021794,CASE003961,FIR Registered
TIME021795,CASE003961,Forensic Report Received
TIME021796,CASE003961,Suspect Identified
TIME021797,CASE003961,Suspect Arrested
TIME021798,CASE003961,Evidence Collected
TIME021799,CASE003962,Complaint Registered
TIME021800,CASE003962,Suspect Arrested
TIME021801,CASE003962,Charge Sheet Filed
TIME021802,CASE003963,Forensic Report Received
TIME021803,CASE003963,Suspect Identified
TIME021804,CASE003963,Suspect Arrested
TIME021805,CASE003963,Complaint Registered
TIME021806,CASE003964,FIR Registered
TIME021807,CASE003964,Charge Sheet Filed
TIME021808,CASE003964,Forensic Report Received
TIME021809,CASE003964,Suspect Identified
TIME021810,CASE003964,Suspect Arrested
TIME021811,CASE003965,Forensic Report Received
TIME021812,CASE003965,Evidence Collected
TIME021813,CASE003965,Suspect Identified
TIME021814,CASE003965,Complaint Registered
TIME021815,CASE003965,FIR Registered
TIME021816,CASE003965,Witness Statement Recorded
TIME021817,CASE003965,Charge Sheet Filed
TIME021818,CASE003966,Evidence Collected
TIME021819,CASE003966,Suspect Identified
TIME021820,CASE003966,FIR Registered
TIME021821,CASE003967,Evidence Collected
TIME021822,CASE003967,Witness Statement Recorded
TIME021823,CASE003967,FIR Registered
TIME021824,CASE003967,Forensic Report Received
TIME021825,CASE003967,Charge Sheet Filed
TIME021826,CASE003968,Complaint Registered
TIME021827,CASE003968,Forensic Report Received
TIME021828,CASE003968,Charge Sheet Filed
TIME021829,CASE003968,FIR Registered
TIME021830,CASE003968,Witness Statement Recorded
TIME021831,CASE003968,Suspect Identified
TIME021832,CASE003968,Suspect Arrested
TIME021833,CASE003968,Evidence Collected
TIME021834,CASE003969,Suspect Identified
TIME021835,CASE003969,Witness Statement Recorded
TIME021836,CASE003969,Evidence Collected
TIME021837,CASE003969,FIR Registered
TIME021838,CASE003969,Suspect Arrested
TIME021839,CASE003969,Complaint Registered
TIME021840,CASE003969,Forensic Report Received
TIME021841,CASE003970,Suspect Arrested
TIME021842,CASE003970,Forensic Report Received
TIME021843,CASE003970,FIR Registered
TIME021844,CASE003970,Charge Sheet Filed
TIME021845,CASE003971,Charge Sheet Filed
TIME021846,CASE003971,Forensic Report Received
TIME021847,CASE003971,Suspect Identified
